waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2014103281	グマナスティ			05599	池谷匠翔	a02ea	佐藤博紀	451	3
2	2	2015102141	ピースフルエンゼル			a0257	伊藤裕人	05439	河津裕昭	467	-11
3	3	2015104501	フライトゥザムーン			05380	矢野貴之	05681	新井清重	482	-2
4	4	2015100966	ティーズロワール			a0235	笠野雄大	05628	山中尊徳	447	0
5	5	2018100125	ディーレクタ			a0105	山林堂信	05392	池田孝	500	4
5	6	2016101146	リトルエイト			a0486	神尾香澄	05331	山崎尋美	451	0
6	7	2018103174	タツノマッハ			05399	和田譲治	05465	田辺陽一	477	2
6	8	2016100249	ウインカーマイン			05595	福原杏	a0253	川島豊	452	-2
7	9	2016102431	ノボシュンシュン			05365	山崎誠士	a02d8	山崎裕也	469	5
7	10	2017101880	ボルドーヴェルチュ			a0420	古岡勇樹	a0293	武井和実	451	-5
8	11	2015102001	ゴールデンダイヤ			05563	櫻井光輔	05592	岩本洋	459	0
8	12	2016101017	チバタリアン			05347	秋元耕成	05462	小林真治	437	-6
