waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019100586	マコトダイトウレン	牝3	54.0	01085	松岡	01110	清水久	446	-4
1	2	2019105478	ハイアムズビーチ	牝3	54.0	05339	ルメール	01017	萩原	490	-4
2	3	2019100132	ペイシャカレン	牝3	54.0	00689	江田照	01096	粕谷	446	2
2	4	2019104288	ピカリエ	牝3	54.0	01119	伊藤	01132	金成	470	-14
3	5	2019104078	メイショウグラニー	牝3	54.0	01092	津村	01062	藤岡	444	-10
3	6	2019107075	ブランデーロック	牡3	56.0	01075	田辺	01005	小桧山	468	2
4	7	2019101903	ブレスレスリー	牝3	54.0	05212	Ｍデムーロ	01062	藤岡	450	-4
4	8	2019103815	スマイルアップ	牝3	54.0	01162	木幡巧	01024	萱野	422	-12
5	9	2019102736	イルザ	牝3	54.0	01096	大野	01171	小手川	442	-4
5	10	2019109140	ヒノクニ	牝3	54.0	01158	野中	01174	深山	442	-4
6	11	2019101776	ミツカネプルート	牝3	54.0	01009	柴田大	01080	清水英	436	-2
6	12	2019103010	オードゥメール	牝3	54.0	01150	石川	01086	斎藤誠	452	-4
7	13	2019102759	オレタチハツヨイ	セ3	56.0	01179	菅原明	01127	栗田	484	-16
7	14	2019104871	ウェストファリア	牝3	54.0	01170	横山武	01038	手塚	392	0
8	15	2019100688	スウィートプロミス	牝3	54.0	05386	戸崎圭	01103	尾関	452	-6
8	16	2019102041	アドヴァイス	牝3	52.0	01188	永野	01166	石坂	448	-12
