rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	10		コスモパープル	牝7	54.0		佐藤友則	1:39.3		2-1	37.0	1.4	1	480	3		板垣吉則		杉浦和也	45.0
2	5	8		ヒナクイックワン	牡4	56.0		真島大輔	1:39.8	3.0	1-1	37.6	7.3	3	490	-6		高橋純		西村亮二	11.7
3	3	4		ナルノステファニー	牝4	54.0		山本聡哉	1:40.0	1.0	3-3	37.4	80.4	12	476	-6		伊藤和忍		成瀬篤司	6.3
4	1	1		コパノジョージ	牡7	56.0		矢野貴之	1:40.3	2.0	3-4	37.8	7.2	2	504	3		板垣吉則		古町純代	4.5
5	4	5		シンゲツ	牡8	56.0		繁田健一	1:40.5	1.0	13-8	37.1	14.5	4	482	-2		小林俊彦		高橋清彦	2.2
6	8	14		ドリームファイア	牡7	56.0		森泰斗	1:40.8	2.0	3-5	38.2	67.3	11	463	0		菅原右吉		森田徹	
7	2	2		ダンストンレガーメ	牝5	54.0		永森大智	1:41.0	1.1/2	10-6	37.7	47.8	9	418	-1		畠山信一		伊藤治子	
8	7	11		アドマイヤサン	セ4	56.0		桑村真明	1:41.2	3/4	9-10	38.1	38.2	6	447	2		小西重征		松井淳二	
9	5	7		ウップスアデイジイ	牡7	56.0		山崎誠士	1:41.4	1.1/4	11-10	37.9	24.5	5	544	-3		千葉幸喜		前田敏文	
10	3	3		ヴェルデミーティア	牝5	54.0		山口勲	1:41.4	クビ	14-13	37.5	117.7	14	425	2		櫻田浩樹		小濱忠一	
11	6	9		コンバットパンチ	牡5	56.0		青柳正義	1:41.9	3.0	12-8	38.3	64.7	10	481	1		三野宮通		（株）アプエンテ	
12	8	13		ヤマニンセノーテ	牝4	54.0		赤岡修次	1:42.4	3.0	7-7	39.5	46.2	8	440	4		伊藤和		土井久美子	
13	7	12		ヤマニンジュニパー	牝8	54.0		吉村智洋	1:43.1	4.0	8-14	40.0	44.8	7	483	-10		伊藤和		土井久美子	
14	4	6		ソードヴァルキリー	牝5	54.0		岡部誠	1:43.1	クビ	6-12	40.2	85.1	13	423	-1		小西重征		大野春男	
