rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	8		キングリッド	牡5	57.0		戸崎圭太	1:20.4		12-11	32.9	2.8	1	452	0		池上昌和		吉田安惠	750.0
2	1	1		タイドオーバー	牝4	53.0		野中悠太	1:20.4	ハナ	10-9	33.1	59.2	13	438	6		勢司和浩		ビッグレッドファーム	300.0
3	8	18		レッドルチア	牝5	55.0		田中勝春	1:20.6	1.1/4	6-7	33.4	59.1	12	426	12		鹿戸雄一		東京ホースレーシング	190.0
4	5	9		ヴェルラヴニール	牡5	57.0		大野拓弥	1:20.8	1.1/4	12-13	33.2	52.7	10	446	16		加藤征弘		サンデーレーシング	110.0
5	5	10		マサノアッレーグラ	牝4	55.0		武豊	1:20.8	ハナ	8-7	33.6	3.7	2	508	16		大竹正博		中村時子	75.0
6	8	17		マートルリース	牝4	55.0		石川裕紀	1:20.8	クビ	1-1	34.2	67.1	14	460	12		相沢郁		ヒダカ・ブリーダーズ・ユニオン	
7	1	2		バリンジャー	セ5	56.0		坂井瑠星	1:21.1	1.3/4	16-16	33.0	17.5	7	440	-2		奥村武		金子真人ホールディングス	
8	7	14		サトノアルテミス	牝4	55.0		松岡正海	1:21.1	ハナ	4-3	34.1	45.4	9	478	7		田中剛		サトミホースカンパニー	
9	4	7		プリメラビスタ	牝4	55.0		福永祐一	1:21.1	ハナ	4-3	34.1	13.8	6	428	-4		田中博康		サンデーレーシング	
10	3	6		グランドピルエット	牝4	55.0		田辺裕信	1:21.2	1/2	14-14	33.3	7.6	3	482	0		田村康仁		社台レースホース	
11	3	5		フローラデマリポサ	牝5	55.0		レーン	1:21.3	3/4	6-6	34.2	8.1	4	500	2		堀宣行		吉田和美	
12	8	16		グリニッチヴィレジ	牝6	52.0		藤田菜七	1:21.3	アタマ	10-9	34.0	53.6	11	440	4		岩戸孝樹		コロンバスサークル	
13	6	12		アピールバイオ	牝5	55.0		石橋脩	1:21.4	1/2	2-2	34.6	30.4	8	456	-6		牧光二		バイオ	
14	2	3		グットクルサマー	セ4	57.0		Ｍ．デム	1:21.5	1/2	14-14	33.6	11.5	5	482	10		国枝栄		アフロｉｎＥｌＰａｓｏ	
15	2	4		スズカブレーン	牡7	57.0		江田照男	1:21.5	クビ	2-3	34.6	181.1	16	492	6		柄崎孝		永井啓弍	
16	6	11		アートシュアリー	牝4	54.0		武藤雅	1:21.5	ハナ	17-16	33.4	84.3	15	422	2		本間忍		森山進	
17	7	15		レネット	牝4	55.0		柴山雄一	1:21.6	クビ	8-11	34.1	298.5	17	456	-4		久保田貴		ロードホースクラブ	
18	7	13		ディーズエフォート	牝4	55.0		武士沢友	1:22.6	6.0	18-18	34.1	493.4	18	460	2		堀井雅広		浜本牧場	
