horse_id	stallion	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績	父	母	父父	父母	母父	母母	父父父	父父母	父母父	父母母	母父父	母父母	母母父	母母母	父父父父	父父父母	父父母父	父父母母	父母父父	父母父母	父母母父	父母母母	母父父父	母父父母	母父母父	母父母母	母母父父	母母父母	母母母父	母母母母	父父父父父	父父父父母	父父父母父	父父父母母	父父母父父	父父母父母	父父母母父	父父母母母	父母父父父	父母父父母	父母父母父	父母父母母	父母母父父	父母母父母	父母母母父	父母母母母	母父父父父	母父父父母	母父父母父	母父父母母	母父母父父	母父母父母	母父母母父	母父母母母	母母父父父	母母父父母	母母父母父	母母父母母	母母母父父	母母母父母	母母母母父	母母母母母	race_history
2019100015	False	2019-04-05	05512	x010c1	900333	新冠町	-	0	0-0-0-7	2008110123	2012100200	000a011155	000a0118cd	1998190004	2004103076	000a000178	000a01117d	000a0012bf	000a0118cc	000a001bde	000a00fe75	1995103211	000a006812	000a001a98	000a00a104	000a001c0e	000a009e3b	000a000f2b	000a007459	000a0000d3	000a00a807	000a000e04	000a008892	000a00191f	000a00fe74	000a00033a	1987101495	000a000687	000a00b1f7	000a0016d4	000a008e05	000a0010d6	000a009f23	000a00184d	000a0092dd	000a001db6	000a009e3a	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e04	000a000491	000a0002f7	000a00a7e2	000a000f8c	000a00702e	000a001183	000a0081e9	000a0015fc	000a0002a4	000a00fe40	000a00fe72	000a0012bf	000a008c1e	000a0003bd	1978101119	000a0015cb	000a007fbe	000a001bbf	000a00b1f8	202130071408-->202130072801-->202130081105-->202130083103-->202130091405-->202130101403-->202130102803
2019100018	False	2019-04-20	05615	658002	900333	新冠町	-	210000	0-0-0-3	2004106867	2006104825	000a000082	000a00685a	1993190010	1995104976	000a0012cb	000a00877c	000a001607	000a00b4b2	000a001b87	000a00abc0	000a000082	1983101342	000a000f2b	000a007c38	000a001220	000a007c8c	000a000e46	000a007e0c	000a001676	000a009855	000a0000d3	000a00909c	000a00133f	000a00abbf	000a0012cb	000a00877c	000a0003c6	000a0006c0	000a001042	000a0078a6	000a000f87	000a007d0b	000a000fdf	000a0075ab	000a000e21	000a007d3a	000a000f89	000a007984	000a000f87	000a007d1c	000a000e04	000a0081e9	000a0014ce	000a008302	000a000e04	000a000491	000a000ded	000a00909b	000a000e94	000a006d0a	000a000fdf	000a007e0c	000a000f2b	000a007c38	000a001220	000a007c8c	000a0010fa	000a0000ba	000a0010f1	000a007010	202130071506-->202130092101-->202130101902
2019100021	False	2019-04-05	05108	718030	900333	新冠町	-	600000	1-0-1-4	2003104100	2011104072	000a000013	000a006590	1994108729	1995107959	000a001607	000a009232	000a001b4d	000a008be6	000a00033a	1988107344	000a0001a7	1990104647	000a000e46	000a007e0c	000a001bd8	000a009231	000a001340	000a00903f	000a000da6	000a007079	000a0012bf	000a008c1e	000a0000ed	1979101752	000a001607	000a0091bb	000a0002a6	1983104092	000a000f89	000a007984	000a000f87	000a007d1c	000a001032	000a00917b	000a00177d	000a009230	000a000e48	000a0079de	000a000f32	000a008c57	000a000e94	000a007c40	000a001535	000a007877	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000ff4	000a0071d4	000a000258	000a00074f	000a000e46	000a007e0c	000a000dfe	000a0081e9	000a0012cb	000a007260	000a000258	1955107648	202130060303-->202130081004-->202130082602-->202130091603-->202130100606-->202130102103
2019100026	False	2019-03-12	01087	554008	600330	新冠町	-	4080000	0-1-0-2	000a011155	2013106103	000a000178	000a01117d	2003110212	1997105939	000a001a98	000a00a104	000a001c0e	000a009e3b	1992109618	000a006843	000a000013	1990107822	000a0016d4	000a008e05	000a0010d6	000a009f23	000a00184d	000a0092dd	000a001db6	000a009e3a	000a00033a	000a00021e	000a001617	000a0084de	000a001607	000a009232	000a00021b	1978106128	000a000e04	000a00834c	000a000ded	000a008e04	000a001236	000a007525	000a001ee1	000a009f22	000a00180b	000a0086de	000a000e46	000a0092dc	000a000dbc	000a009a0c	000a001eaf	000a009e39	000a0012bf	000a008c1e	000a000e44	000a008e24	000a000628	000a0080cf	000a001205	000a0084dd	000a000e46	000a007e0c	000a001bd8	000a009231	000a000e32	000a007cd2	000a0009ef	000a000779	202103010606-->202107050401-->202107050901
2019100032	False	2019-03-11	a01fe	x04216	600330	新冠町	2310000	2810000	1-1-0-1	2004106867	2007100072	000a000082	000a00685a	1997106560	1995107632	000a0012cb	000a00877c	000a001607	000a00b4b2	000a000013	000a0000af	1981100841	1985103293	000a000f2b	000a007c38	000a001220	000a007c8c	000a000e46	000a007e0c	000a001676	000a009855	000a001607	000a009232	000a0000d3	000a000215	000a0003c6	1955105520	1979101744	1977103559	000a001042	000a0078a6	000a000f87	000a007d0b	000a000fdf	000a0075ab	000a000e21	000a007d3a	000a000f89	000a007984	000a000f87	000a007d1c	000a000e04	000a0081e9	000a0014ce	000a008302	000a000e46	000a007e0c	000a001bd8	000a009231	000a000e04	000a000491	000a000e0e	000a007cea	000a0010fa	000a0000ba	000a0002ae	1938101161	000a000258	000a003f8d	000a000297	1955102113	202142060402-->202142072305-->202142102201
2019100033	False	2019-05-26	a01fe	x00629	600330	新冠町	1100000	700000	0-0-0-2	2010110102	2010100266	000a010d0c	000a011dc6	1998101683	1999101370	000a000180	000a00afd4	000a001a98	000a011d2e	000a000082	000a0065e8	1993109188	000a006681	000a001ab9	000a0002f3	000a001340	000a00aab1	000a0016d4	000a008e05	000a002072	000a00b097	000a0012cb	000a00877c	000a001cb4	000a0090b5	000a00033a	000a0062c2	000a001c1d	000a0000aa	000a0016c1	000a008e84	000a000daf	000a000016	000a000e48	000a0079de	000a001607	000a00a005	000a000e04	000a00834c	000a000ded	000a008e04	000a001b45	000a00a90b	000a000e2d	000a00afcf	000a000f2b	000a007c38	000a001220	000a007c8c	000a001205	000a009170	000a0003df	000a0090b4	000a0012bf	000a008c1e	000a000dfe	000a008e25	000a001607	000a00931f	000a001b87	000a0092b3	202142060401-->202142102201
2019100036	False	2019-04-07	a03ec	753007	640343	新冠町	-	660000	0-0-1-3	2011103975	2010100526	2001103460	1996107386	000a011099	1999100028	000a001d7e	000a00680e	000a00033a	000a006496	000a00fdb3	000a01101c	1992109618	000a00653a	000a001607	000a009961	000a0001d6	000a00b1e0	000a0012bf	000a008c1e	000a001676	000a009bb6	000a001d37	000a00fc3b	000a001e75	000a01101b	000a00033a	000a00021e	000a000dfe	000a00a09b	000a000e46	000a007e0c	000a001676	000a0084c9	000a000378	000a009241	000a000e1d	000a009608	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000e04	000a0081e9	000a001677	000a009bb5	000a0015fc	000a009821	000a0016cb	000a00b323	000a001849	000a009982	000a010ff5	000a00aee8	000a0012bf	000a008c1e	000a000e44	000a008e24	000a000e04	000a00759a	000a0007a3	000a009c6a	202145052802-->202145061403-->202145070705-->202145072806
2019100037	False	2019-04-28	a02a8	x00a49	640343	新冠町	-	3090000	1-0-2-5	2008103004	2006105275	2001103460	1996107183	000a000013	1995102449	000a001d7e	000a00680e	000a00033a	000a00648c	000a001607	000a009232	000a0000bd	000a00038a	000a001607	000a009961	000a0001d6	000a00b1e0	000a0012bf	000a008c1e	000a0002ea	000a009b5b	000a000e46	000a007e0c	000a001bd8	000a009231	000a00175b	000a0094ae	000a000dfe	000a007162	000a000e46	000a007e0c	000a001676	000a0084c9	000a000378	000a009241	000a000e1d	000a009608	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000e04	000a008f6b	000a0012c3	000a009138	000a000f89	000a007984	000a000f87	000a007d1c	000a001032	000a00917b	000a00177d	000a009230	000a000e46	000a007adb	000a000e06	000a00917e	000a000e04	000a00759a	000a0004e7	000a007163	202145052802-->202145061403-->202145070706-->202145072905-->202145083005-->202145091411-->202145101205-->202143102605
2019100044	False	2019-03-31	05552	067030	640343	新冠町	5500000	2910000	0-2-1-4	2005102837	2013105621	1999106689	1998106179	2003102205	2002100645	000a00033a	000a0065ef	000a000082	1990105303	000a000d77	1997102385	1995108742	1992109494	000a0012bf	000a008c1e	000a001676	000a00a507	000a0012cb	000a00877c	000a000081	1978102708	000a00185d	000a009851	000a0000cc	1983102786	000a001d7e	000a0002c9	000a00033a	1983104087	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000e04	000a0081e9	000a001fd9	000a00a506	000a000f2b	000a007c38	000a001220	000a007c8c	000a000e03	000a007054	000a000840	1955104620	000a000e04	000a008892	000a0015e1	000a00820f	000a001205	000a0081bb	000a0004d2	1955104038	000a001607	000a009961	000a00185d	000a00a573	000a0012bf	000a008c1e	000a000258	1955107040	202145061802-->202145070501-->202145072807-->202145082704-->202145091502-->202143092704-->202145101503
2019100045	False	2019-04-14	a0242	x0a8e4	640343	新冠町	2200000	1010000	0-1-0-6	000a011b05	2006110098	000a0115e2	000a011e1c	1992190005	000a0111eb	000a0022d1	000a0115f9	000a000054	000a0112ef	000a001cd4	000a0085ee	000a001607	000a00fb0a	000a001bea	000a00b4db	000a0000e3	000a0115f8	000a00185d	000a009951	000a001c28	000a0112ee	000a00185d	1980109003	000a0012bf	000a0085ed	000a000e46	000a007e0c	000a001676	000a009ae7	000a001607	000a0087a5	000a001a8e	000a009ac9	000a00135e	000a009614	000a0000cc	000a00aee4	000a000e04	000a008892	000a000f2a	000a009950	000a0016aa	000a009353	000a001d02	000a0112ed	000a000e04	000a008892	000a00135e	000a007243	000a000f2b	000a007459	000a000f32	000a0085ec	000a000f89	000a007984	000a000f87	000a007d1c	000a000e04	000a0081e9	000a0014ce	000a0080a5	202150062402-->202150070802-->202150072902-->202150081302-->202150090802-->202150092203-->202150101503
