horse_id	stallion	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績	父	母	父父	父母	母父	母母	父父父	父父母	父母父	父母母	母父父	母父母	母母父	母母母	父父父父	父父父母	父父母父	父父母母	父母父父	父母父母	父母母父	父母母母	母父父父	母父父母	母父母父	母父母母	母母父父	母母父母	母母母父	母母母母	父父父父父	父父父父母	父父父母父	父父父母母	父父母父父	父父母父母	父父母母父	父父母母母	父母父父父	父母父父母	父母父母父	父母父母母	父母母父父	父母母父母	父母母母父	父母母母母	母父父父父	母父父父母	母父父母父	母父父母母	母父母父父	母父母父母	母父母母父	母父母母母	母母父父父	母母父父母	母母父母父	母母父母母	母母母父父	母母母父母	母母母母父	母母母母母	race_history
1998101554	True	1998-03-05	01013	989006	393126	千歳市	136500000	522830000	6-0-1-5	000a00033a	000a000334	000a0012bf	000a008c1e	000a0016ec	000a0002d8	000a000f2b	000a007459	000a0019b6	000a008c1d	000a0012f7	000a0083ad	000a001347	000a00807e	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a0012be	000a007f75	000a001599	000a0083ac	000a000e22	000a00838d	000a001239	000a00807f	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a001033	000a007bcd	000a000fc7	000a00806c	000a000e94	000a007095	000a001011	000a0083ab	000a000f4e	000a007ba5	000a000e6d	000a006b0c	000a00123a	000a007b07	000a00146e	000a00838e	200105010106-->200105010605-->200106020411-->200109020509-->200101010112-->200101010810-->200106040411-->200108040611-->200106050809-->200206020111-->200208030411-->2002A8100607
1998106179	False	1998-05-04	00369	321800	830357	門別町	-	39301000000	3-5-3-12	000a000082	1990105303	000a0012cb	000a00877c	000a000081	1978102708	000a000f2b	000a007c38	000a001220	000a007c8c	000a000e03	000a007054	000a000840	1955104620	000a001042	000a0078a6	000a000f87	000a007d0b	000a000fdf	000a0075ab	000a000e21	000a007d3a	000a000f88	000a00773b	000a001242	000a007d0a	000a00103a	000a0073db	000a000418	1961100522	000a001181	000a007a7c	000a0013c9	000a0075e0	000a000f88	000a007a1a	000a0011e9	000a007368	000a001021	000a0079b5	000a0011b9	000a0075aa	000a001242	000a007b45	000a001252	000a007abe	000a000f8b	000a007851	000a000edf	000a00732c	000a001212	000a0073af	000a001234	000a007c48	000a0011b9	000a007b45	000a000e95	000a00797a	000a0011ff	000a00046f	000a000968	000a002b76	200109020202-->200109020701-->200105020411-->200105030109-->200109030306-->200101010208-->200101010508-->200209020607-->200204010407-->200208030707-->200247060409-->200308020208-->200308020712-->200307010205-->200307010805-->200309020607-->200308030106-->200308030812-->200307020312-->200309030310-->200310020111-->200310020711-->200310030410
1998101516	True	1998-04-13	00395	021005	393126	千歳市	-	222080000	4-0-0-0	000a00033a	1987103805	000a0012bf	000a008c1e	000a0003c6	1976107425	000a000f2b	000a007459	000a0019b6	000a008c1d	000a0010fa	000a0000ba	000a0002ae	1955101234	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a000e94	000a007cd4	000a00153f	000a007c8a	000a000dae	000a007c0c	000a000ff3	000a0037dd	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a000f88	000a00780d	000a000f85	000a007b80	000a000f43	000a007cb6	000a00155e	000a00759e	000a000e62	000a0069b7	000a000fa6	000a007d4f	000a000df7	000a007f22	000a001021	000a0069ee	200009050106-->200009050711-->200106020411-->200106030811
1998105441	False	1998-03-22	00251	090002	000341	門別町	-	6380000	1-0-0-13	000a00033a	1988102339	000a0012bf	000a008c1e	000a0003bd	1980106128	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000dfe	000a0002fd	000a000375	1955102401	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a000e04	000a00759a	000a000e0e	000a006ca4	000a000fc8	000a0070c9	000a000833	1965101005	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a000f8c	000a00702e	000a0013d9	000a00759e	000a001032	000a0073b7	000a000fc9	000a00797a	000a000f88	000a007372	000a000fb3	000a007739	000a000ffd	000a007980	000a0008d5	000a00288c	200108010404-->200108010804-->200103010105-->200108030606-->200107020301-->200107020702-->200109030302-->200109030806-->200204010308-->200207020308-->200209030108-->200209030708-->200202020607-->200202020806
1998190004	True	1998-02-28	05431	657800	860820	愛	-	253440000	2-0-0-1	000a001bde	000a00fe75	000a000e04	000a008892	000a00191f	000a00fe74	000a000f8c	000a00702e	000a001183	000a0081e9	000a0015fc	000a0002a4	000a00fe40	000a00fe72	000a000f8b	000a00770e	000a000f89	000a0072a0	000a000f2b	000a00773b	000a000f12	000a007e3f	000a001598	000a008080	000a000fc7	000a008a9c	000a000fdf	000a00fe73	000a00fe3f	000a007d1b	000a001180	000a007899	000a000f3d	000a007a59	000a00117d	000a0075f9	000a00115d	000a007c16	000a001042	000a0078a6	000a000edf	000a00732c	000a001269	000a007b49	000a001245	000a0079c9	000a001599	000a007e08	000a00110c	000a008081	000a000fc9	000a0078a4	000a001485	000a008a9b	000a001021	000a0079b5	000a000e65	000a007777	000a00fe3e	000a00fe71	000a001204	000a006e40	2002A8100607-->200206040810-->2003G0121408
000a011794	False	1998					-	0	0-0-0-0	000a00185f	000a00ff8d	000a0010fb	000a008896	000a001f18	000a00ada9	000a000f8c	000a007d21	000a000f4c	000a008895	000a000daf	000a00a0b4	000a001dc5	000a00adaa	000a000f8b	000a00770e	000a000f89	000a007383	000a000f3d	000a0074fd	000a000ecf	000a00742f	000a000de7	000a007274	000a000f25	000a00a0b3	000a000dd2	000a009a7a	000a001864	000a00adab	000a001180	000a007899	000a000f3d	000a007a59	000a00117d	000a0075f9	000a00fb6e	000a00751d	000a00114e	000a007a1d	000a00140b	000a007363	000a000f8b	000a006cd3	000a00115d	000a007b72	000a00115d	000a00735c	000a000dab	000a007a23	000a000e65	000a007638	000a000ecf	000a00a0b2	000a00100a	000a0078e1	000a000fc4	000a009a79	000a001042	000a007815	000a002168	000a00adac	
000a0111cc	False	1998				米	-	0	0-0-0-0	000a001e93	000a006887	000a000daa	000a009de9	000a00167b	000a007fbb	000a000e79	000a00756a	000a0012be	000a0086f3	000a000e2d	000a0081ed	000a000e0e	000a007cd4	000a001249	000a007527	000a001042	000a00740c	000a001033	000a007bcd	000a001042	000a0085b4	000a000e46	000a0075f0	000a000fdf	000a00766f	000a001032	000a0073b7	000a000f85	000a007b80	000a00124a	000a008390	000a00129a	000a008391	000a001181	000a007a7c	000a000fc9	000a0080c5	000a000fdf	000a007930	000a001053	000a007b4d	000a001181	000a007a7c	000a00129d	000a008383	000a000f89	000a007984	000a001181	000a00702c	000a001021	000a0079b5	000a000e65	000a0074ee	000a00122b	000a000141	000a001053	000a0073b9	000a000ede	000a007901	000a0011de	000a007721	
1998101633	False	1998-04-23	00348	310007	393126	千歳市	-	0	0-0-0-2	1983109006	000a00028d	000a000827	000a00859c	000a0017cc	000a00a072	000a0016c2	000a00859a	000a000e25	000a00859b	000a001607	000a008654	000a0012bf	000a009190	000a0003b1	000a00830f	000a00048a	000a008599	000a000f3d	000a007b17	000a001072	000a006997	000a000e46	000a007e0c	000a001227	000a00034c	000a000f2b	000a007459	000a000e04	000a00918f	000a000dd4	000a006dcd	000a000fc4	000a007cf4	000a000eaa	000a00776c	000a000fc5	000a006cc3	000a00114e	000a007a1d	000a000f88	000a007b1a	000a000fbf	000a0072de	000a000f01	000a008266	000a000f89	000a007984	000a000f87	000a007d1c	000a000e94	000a00766f	000a001042	000a006d7f	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000f8c	000a00702e	000a00008f	000a00799f	200104030501-->200104030702
1998105510	False	1998-06-10	00429	321800	930344	門別町	-	0	0-0-0-6	1983109006	1986104351	000a000827	000a00859c	000a0004d0	1979103724	000a0016c2	000a00859a	000a000e25	000a00859b	000a000e04	000a007055	000a0004e2	1955104631	000a0003b1	000a00830f	000a00048a	000a008599	000a000f3d	000a007b17	000a001072	000a006997	000a000f8c	000a00702e	000a001383	000a00770e	000a000f3c	000a007b35	000a000234	000a004ad7	000a000dd4	000a006dcd	000a000fc4	000a007cf4	000a000eaa	000a00776c	000a000fc5	000a006cc3	000a00114e	000a007a1d	000a000f88	000a007b1a	000a000fbf	000a0072de	000a000f01	000a008266	000a000f8b	000a00770e	000a000f89	000a0072a0	000a000eb1	000a007bac	000a000f3d	000a007a59	000a000f89	000a007bd2	000a000f34	000a0076f0	000a000ffd	000a007306	000a00031b	000a003316	200107020403-->200102010402-->200102010503-->200102020604-->200110030304-->200110030606
1998102260	False	1998-04-26	05339	093008	700027	三石町	-	11916800000	5-3-2-11	000a0000c7	1993109970	000a000dfe	000a00888b	000a00176e	000a0094a8	000a000e04	000a00759a	000a0010e2	000a007dfc	000a0002f7	000a0084d6	000a0015ca	000a000139	000a000f8c	000a00702e	000a0013d9	000a00759e	000a000f44	000a00785b	000a000f0d	000a006ca4	000a000f97	000a007cba	000a000de7	000a0084d5	000a0010e2	000a007fb9	000a000f8c	000a008f5e	000a000f8b	000a00770e	000a000f89	000a0072a0	000a0011e9	000a0078d0	000a00122b	000a00759c	000a000f43	000a00785d	000a001185	000a007699	000a001042	000a007672	000a000fc9	000a00797a	000a00121d	000a0078b0	000a00154c	000a007ccc	000a00115d	000a00735c	000a000ec2	000a0084d4	000a000f44	000a00785b	000a00102d	000a007f4d	000a000f8b	000a00770e	000a000f89	000a008f5d	200047053101-->200047071008-->200047082810-->200047101506-->200047110509-->200047112110-->200047121310-->200147011006-->200147021208-->200107010309-->200147042409-->200147051804-->200109030609-->200147072410-->200109040510-->200147101710-->200108050809-->200107030611-->200107030710-->200247012107-->200247021408
