horse_id	stallion	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績	父	母	父父	父母	母父	母母	父父父	父父母	父母父	父母母	母父父	母父母	母母父	母母母	父父父父	父父父母	父父母父	父父母母	父母父父	父母父母	父母母父	父母母母	母父父父	母父父母	母父母父	母父母母	母母父父	母母父母	母母母父	母母母母	父父父父父	父父父父母	父父父母父	父父父母母	父父母父父	父父母父母	父父母母父	父父母母母	父母父父父	父母父父母	父母父母父	父母父母母	父母母父父	父母母父母	父母母母父	父母母母母	母父父父父	母父父父母	母父父母父	母父父母母	母父母父父	母父母父母	母父母母父	母父母母母	母母父父父	母母父父母	母母父母父	母母父母母	母母母父父	母母母父母	母母母母父	母母母母母	race_history
2001103460	True	2001-03-20	01011	587006	370126	早来町	81900000	429730000	7-0-1-0	000a001d7e	000a00680e	000a001607	000a009961	000a0001d6	000a00b1e0	000a000e46	000a007e0c	000a001676	000a0084c9	000a000378	000a009241	000a000e1d	000a009608	000a000f89	000a007984	000a000f87	000a007d1c	000a000e04	000a0081e9	000a00176d	000a0084c8	000a000e04	000a008298	000a000e32	000a0076b3	000a000f33	000a007be6	000a001353	000a0090dd	000a00117d	000a0075f9	000a001533	000a007719	000a000f88	000a007a1a	000a00124f	000a00780e	000a000f8c	000a00702e	000a000f12	000a007e3f	000a001220	000a0084c5	000a000ff4	000a0084c7	000a000f8c	000a00702e	000a000e0e	000a008297	000a000e03	000a007ccf	000a000ff5	000a007a0f	000a000f3b	000a006980	000a000e25	000a007418	000a000dfe	000a007de2	000a000de2	000a007288	200308050405-->200309050309-->200406010611-->200409010209-->200409020111-->200405020611-->200405030410-->200409040611
2001102948	False	2001-03-18	00146	498800	203381	伊達市	-	500000	0-0-0-8	000a000093	1986106826	000a00185d	000a009b86	000a00022a	1981100762	000a000e04	000a008892	000a0014ce	000a008f6d	000a001205	000a000250	000a000419	1963101387	000a000f8c	000a00702e	000a001183	000a0081e9	000a000e03	000a0079b1	000a001013	000a008f6c	000a000e04	000a007c8d	000a0010e6	000a006ff7	000a001235	000a007b15	000a00022f	000a003075	000a000f8b	000a00770e	000a000f89	000a0072a0	000a000f2b	000a00773b	000a000f12	000a007e3f	000a000f88	000a00773b	000a000fc7	000a006c11	000a0011f7	000a007586	000a000f98	000a007b90	000a000f8c	000a00702e	000a000ec5	000a007c20	000a00109e	000a0075cc	000a001551	000a007898	000a000df1	000a0074ae	000a000ffd	000a007757	000a000f98	000a007306	000a00091d	000a002863	200406020807-->200403010304-->200405020304-->200405030101-->200405030804-->200403020606-->200404020402-->200434081809
2001103114	True	2001-04-08	00423	587008	300126	千歳市	-	102230000	9-4-5-10	000a00033a	1988107320	000a0012bf	000a008c1e	000a000258	000a000768	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000e04	000a007055	000a000dd2	000a0069d4	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a000f8c	000a00702e	000a001383	000a00770e	000a00100a	000a0078e1	000a0013b8	000a00773e	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a000f8b	000a00770e	000a000f89	000a0072a0	000a000eb1	000a007bac	000a000f3d	000a007a59	000a001192	000a0077dc	000a0014ca	000a0078df	000a0011e9	000a00732b	000a001181	000a00702c	200306060804-->200406010503-->200406020207-->200406020811-->200406030811-->200405030410-->200406040611-->200405040811-->200506030411-->200505030611-->200504020611-->200505040211-->200508050611-->200606020211-->200609020711-->200605030611-->200608040411-->200605040211-->200605040811-->200608060611-->200606050809-->2007C7a00206-->200705030611-->200709030411-->200705040211-->200705040911-->200708050611-->200706050809
2001103038	True	2001-04-15	00343	415800	300126	千歳市	-	555730000	5-4-3-7	000a00033a	1990104626	000a0012bf	000a008c1e	1983109006	000a0061b3	000a000f2b	000a007459	000a0019b6	000a008c1d	000a000827	000a00859c	000a001205	000a0082bc	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a0016c2	000a00859a	000a000e25	000a00859b	000a000e04	000a007c8d	000a000ea0	000a0082bb	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a0003b1	000a00830f	000a00048a	000a008599	000a000f3d	000a007b17	000a001072	000a006997	000a000f8c	000a00702e	000a000ec5	000a007c20	000a000df4	000a0073b7	000a00129a	000a0082ba	200408010104-->200408020611-->200409010711-->200406030811-->200408030511-->200405030410-->200409040611-->200408040611-->200405050811-->200406050809-->200509020411-->200508030411-->200509030411-->200505040810-->200505050810-->200506050809-->2006C7032505-->2006A6072905-->200605050810
2001110266	False	2001-03-19	00436	685006	860878	米	-	22870000	2-2-1-19	000a001676	000a00fcc4	000a000e04	000a0081e9	000a00163c	000a007fc0	000a000f8c	000a00702e	000a000f12	000a007e3f	000a000e2d	000a008103	000a000f14	000a007fbf	000a000f8b	000a00770e	000a000f89	000a0072a0	000a001269	000a007b49	000a001245	000a0079c9	000a000e46	000a0075f0	000a000e0e	000a00005a	000a001181	000a006963	000a00129d	000a009aea	000a001180	000a007899	000a000f3d	000a007a59	000a00117d	000a0075f9	000a00115d	000a007c16	000a000f3d	000a00743e	000a0012a8	000a007b9b	000a000f88	000a007a36	000a0011ec	000a007486	000a000f89	000a007984	000a001181	000a00702c	000a001032	000a0073b7	000a001095	000a007399	000a000f8b	000a007ac1	000a001053	000a007351	000a0011f9	000a0076bb	000a000f88	000a009da8	200406010606-->200405010404-->200406020707-->200405030810-->200403020310-->200404030211-->200406040310-->200505010612-->200506020409-->200506020810-->200503010511-->200505020612-->200504010711-->200505040308-->200503030712-->200505050706-->200507030406-->200607010206-->200607010806-->200607030507-->200603030812-->200607040407-->200706010406-->200710010805
2001110249	False	2001-02-03	00356	685006	780878	米	-	15190000	4-2-1-22	000a00fdb3	000a00fca7	000a001d37	000a00fc3b	000a00033b	000a009378	000a0015fc	000a009821	000a0016cb	000a00b323	000a0012cb	000a008c56	000a000e04	000a009377	000a001598	000a008080	000a000ded	000a009820	000a000f27	000a00832b	000a000ecb	000a00b324	000a000f2b	000a007c38	000a001220	000a007c8c	000a000f8c	000a00702e	000a000e78	000a009376	000a001599	000a007e08	000a00110c	000a008081	000a000e94	000a007a74	000a000e0e	000a008098	000a000f32	000a007935	000a000eee	000a00832a	000a000f85	000a007cd3	000a000fc8	000a00b325	000a001042	000a0078a6	000a000f87	000a007d0b	000a000fdf	000a0075ab	000a000e21	000a007d3a	000a000f8b	000a00770e	000a000f89	000a0072a0	000a00117d	000a007623	000a00128e	000a007ae0	200308040104-->200308050211-->200309050211-->200306060611-->200408020310-->200409010611-->200409020611-->200408040711-->200408050811-->200409050611-->200506010311-->200508010511-->200508020411-->200503010411-->200504010211-->200507020111-->200508040711-->200505050411-->200506050211-->200509050611-->200606010511-->200608020211-->200606020404-->200606030504-->200605020304-->200605050411-->200606050211-->200607040511-->200708020211
2001100650	True	2001-04-16	00201	523005	100016	浦河町	-	4338232900000	7-5-3-14	1994109686	000a0066da	000a001a8f	000a00039b	000a001a98	000a00ac44	000a0012bf	000a0085ed	000a0016eb	000a009a9d	000a0016d4	000a008e05	000a002114	000a00ac43	000a000f2b	000a007459	000a000f32	000a0085ec	000a000dfe	000a0083a6	000a0013a3	000a009a9c	000a000e04	000a00834c	000a000ded	000a008e04	000a000f87	000a007a14	000a002115	000a00ac42	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000db6	000a007596	000a001221	000a0085eb	000a000e04	000a00759a	000a000e3b	000a0083a5	000a000f12	000a007e3f	000a000e4b	000a0090cc	000a000f8c	000a00702e	000a0016d3	000a00834b	000a000e94	000a007a74	000a000dd2	000a008e03	000a000f88	000a007a1a	000a001053	000a007352	000a000ffd	000a008200	000a0010cd	000a00ac41	200310020206-->200310020709-->200310030811-->200308040311-->200306060411-->200406020411-->200406030811-->200405020611-->200405030611-->200408040711-->200408050611-->200407030611-->200506010311-->200505010111-->200505010811-->200507010811-->200543050510-->200548110310-->200550122810-->200605010211-->200605010811-->200648050310-->200605030611-->200655081509-->200607030211-->200606040811-->200608050711-->2006G0a00105-->200706040811
000a010d7d	True	2001				米	-	0	0-0-0-0	000a001d7e	000a010cbc	000a001607	000a009961	000a000d87	000a010cbb	000a000e46	000a007e0c	000a001676	000a0084c9	000a000dfe	000a008e04	000a001bc2	000a0092f1	000a000f89	000a007984	000a000f87	000a007d1c	000a000e04	000a0081e9	000a00176d	000a0084c8	000a000e04	000a00759a	000a000dd2	000a008e03	000a000e29	000a0091b9	000a00004d	000a006f44	000a00117d	000a0075f9	000a001533	000a007719	000a000f88	000a007a1a	000a00124f	000a00780e	000a000f8c	000a00702e	000a000f12	000a007e3f	000a001220	000a0084c5	000a000ff4	000a0084c7	000a000f8c	000a00702e	000a0013d9	000a00759e	000a00100a	000a0078e1	000a000e95	000a008e02	000a000e94	000a007316	000a000f2a	000a0091b8	000a000e3b	000a006dc0	000a000e15	000a007b7d	2004A6060505
2001103312	True	2001-03-29	00110	708800	370126	早来町	11850000	162070000	3-4-3-12	000a00033a	000a0003a2	000a0012bf	000a008c1e	000a001cb4	000a00922c	000a000f2b	000a007459	000a0019b6	000a008c1d	000a001205	000a009170	000a000e0d	000a008341	000a001042	000a0078a6	000a0013f0	000a0072a0	000a000e20	000a006c87	000a0019ba	000a008c1c	000a000e04	000a007c8d	000a000dd9	000a007930	000a000ec9	000a000852	000a000fd2	000a008340	000a001181	000a007a7c	000a0013c9	000a0075e0	000a00122c	000a007309	000a00115d	000a007c16	000a001551	000a0077a8	000a00100f	000a00794d	000a000f29	000a008c19	000a000f36	000a008c1b	000a000f8c	000a00702e	000a000ec5	000a007c20	000a000dda	000a007230	000a001242	000a00768b	000a000ee5	000a00746e	000a0004e9	000a0077d3	000a000e2b	000a0076d5	000a000e97	000a006afe	200309050205-->200309050711-->200408010710-->200408020611-->200406020811-->200406030811-->200604020411-->200610030410-->200607030111-->200608060811-->200606050511-->200706010111-->200706020211-->200709010511-->200706030111-->200708030111-->200706050511-->200806010111-->200809010511-->200806030111-->200808030611-->200805030412
000a0106a6	False	2001				米	-	0	0-0-0-0	000a01056b	000a00687e	000a0014ce	000a01057e	000a001770	000a000088	000a000e03	000a0079b1	000a001676	000a008d72	000a00176f	000a007e52	000a0017b0	000a000087	000a000f88	000a00773b	000a000fc7	000a006c11	000a000e04	000a0081e9	000a00000c	000a006f6e	000a000e0d	000a0084e2	000a000e50	000a007e53	000a001607	000a0081ee	000a001205	000a0091a2	000a000f8b	000a007851	000a000edf	000a00732c	000a000fc9	000a0078a4	000a001242	000a007eb6	000a000f8c	000a00702e	000a000f12	000a007e3f	000a000f85	000a007cfd	000a000e62	000a00791c	000a000ec9	000a000852	000a000fb5	000a0084e1	000a000e6a	000a006c85	000a000de4	000a006e85	000a000e46	000a007e0c	000a000e0e	000a007227	000a000e04	000a007c8d	000a001bbb	000a0091a0	
