rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		ヒノデタイガー	牡9	705.0		工藤篤	2:15.8				2.3	1	1042	4		服部義幸		（株）大阪畜産	13.0
2	1	1		ホクトウォーカー	牡5	700.0		阿部武臣	2:18.4				54.4	8	1030	-1		坂本東一		山根福司	2.6
3	5	5		アフロディーテ	牝4	680.0		西謙一	2:22.2				26.5	6	954	0		西弘美		小向勝司	1.3
4	8	10		ツガルタイショウ	牡5	705.0		渡来心路	2:22.5				5.5	4	1050	-8		久田守		山下信一	0.7
5	3	3		カミノシズク	牡9	700.0		藤本匠	2:23.1				5.1	3	977	10		谷あゆみ		高橋勝坦	0.5
6	4	4		ココー	牡6	700.0		西将太	2:32.3				4.4	2	1067	-11		西弘美		小向勝司	
7	8	9		ソウヤノカガヤキ	牡6	700.0		村上章	2:44.4				7.9	5	1045	3		小林長吉		小林良二	
8	2	2		リュウノカミ	牡5	705.0		松田道明	2:49.2				51.5	7	998	-2		小林長吉		川上優	
9	6	6		コウシュハシンザン	牡7	700.0		船山蔵人	2:49.2				58.4	9	1146	1		大友栄人		大道哲也	
10	7	7		サカノメイホウ	牝7	685.0		菊池一樹	3:17.0				76.0	10	1039	4		村上慎一		大阪武	
