rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		キュートルーラー	牝3	54.0		山口勲	1:30.6		3-4-2-1	39.0	1.1	1	456	8		池田忠好		光安慎一	27.0
2	1	1		アイリステソーロ	牝3	54.0		田中純	1:31.2	3.0	5-3-3-3	39.4	42.1	6	407	-7		松島壽		組）ＦｏｒｃｅＥｑ	8.1
3	3	3		キョウワドライヴ	牡3	56.0		吉田順治	1:31.2	ハナ	8-8-8-7	38.5	47.8	7	509	-2		平山宏秀		竹原孝昭	4.3
4	2	2		シゲルカリプソ	牝3	54.0		山下裕貴	1:31.5	1.1/2	1-1-1-2	40.1	6.3	2	441	-4		九日俊光		森中蕃	2.2
5	8	10		プリティアイドル	牝3	51.0		池谷匠翔	1:31.5	ハナ	2-2-4-4	39.8	13.9	3	468	-4		東眞市		矢野悦三	1.6
6	8	9		コンゴウリュウオー	牡3	56.0		村松翔太	1:31.6	クビ	6-6-5-5	39.7	53.3	8	503	13		矢野久美		三岡陽	
7	6	6		ドゥマルセイユ	牝3	54.0		小松丈二	1:32.1	2.1/2	10-10-10-10	38.9	122.6	10	425	1		濱田一夫		三岡陽	
8	5	5		ホッコージュンレイ	牝3	54.0		兒島真二	1:32.2	3/4	7-7-6-6	40.3	17.7	4	472	-1		池田忠好		山田勇	
9	7	8		ナオフラワー	牝3	52.0		金山昇馬	1:32.2	アタマ	9-9-9-9	39.3	97.0	9	464	1		池田忠好		成富直行	
10	7	7		グランデインヴルサ	牝4	52.0		岩永千明	1:32.4	3/4	4-5-7-8	40.5	27.3	5	435	-1		山下定文		（株）アプエンテ	
