rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	12		ウインプリンツ	牡3	56.0		矢野貴之	1:28.8		2-2-2	39.6	1.9	1	512	1		佐野謙二		杉浦和也	160.0
2	8	13		バレン	牡3	56.0		御神本訓	1:29.0	1.0	7-5-5	39.3	7.8	4	443	3		小野寺晋		（有）ジェムインタ	64.0
3	4	6		ウィードソウル	牡3	56.0		藤本現暉	1:29.0	クビ	9-10-8	38.4	11.7	5	510	5		福永敏		杉山忠国	40.0
4	3	3		ビッグショウ	牡3	56.0		楢崎功祐	1:29.0	クビ	12-11-11	38.1	6.5	3	490	0		三坂盛雄		沖田正憲	24.0
5	4	5		リーズナブルダウト	牡3	56.0		早田功駿	1:29.2	1.0	5-7-6	39.0	61.1	11	453	-6		米田英世		田記正規	16.0
6	7	11		マリガン	牡3	56.0		繁田健一	1:29.5	1.1/2	14-9-10	39.0	43.8	9	465	1		高橋清顕		中西純穂	
7	1	1		キックザキャリバー	牡3	56.0		有年淳	1:29.5	クビ	1-1-1	40.5	19.4	6	490	18		栗田裕光		佐野幸一郎	
8	6	9		リュウノラブソング	牝3	54.0		横川怜央	1:29.6	1/2	4-3-3	40.3	28.1	7	486	-5		鷹見浩		蓑島竜一	
9	8	14		カイジンワンダー	牡3	56.0		本橋孝太	1:30.1	2.1/2	10-12-12	38.8	304.7	14	477	1		立花貢		廣村憲郎	
10	5	7		プリンセスリアン	牝3	54.0		和田譲治	1:30.2	1/2	11-12-13	38.9	48.0	10	427	0		宮浦正行		グローバルサービス	
11	3	4		フェノワール	牡3	56.0		岡部誠	1:30.3	3/4	7-8-9	39.8	36.1	8	495	2		鷹見浩		志邑宣彦	
12	2	2		バローロフレイバー	牡3	56.0		坂井英光	1:30.8	2.1/2	3-6-7	40.8	62.2	12	512	-4		月岡健二		尾田信夫	
13	6	10		ネオブリランテ	牡3	56.0		高野誠毅	1:31.0	1.0	13-14-14	39.7	197.8	13	468	4		藤村和生		西田俊二	
14	5	8		アサミン	牝3	54.0		本田正重	1:31.2	1.1/4	6-4-4	41.7	6.0	2	446	7		渡辺和雄		永野雄介	
