rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		ワンダークラッシー	牡4	56.0		廣瀬航	1:30.7		1-1-1-1	39.3	1.7	1	452	-1		田中一巧		山本能成	50.0
2	1	1		エリアント	牝4	54.0		鴨宮祥行	1:31.3	3.1/2	6-6-5-4	39.4	12.3	5	446	3		渡瀬寛彰		谷謙介	14.0
3	7	8		デスティニーレイ	牡5	56.0		松木大地	1:31.5	1.1/2	2-2-2-2	40.0	11.3	4	459	0		南弘樹		濱本洋輔	7.0
4	7	7		セツゲツカ	牡4	56.0		田中学	1:31.6	クビ	8-7-6-5	39.6	9.1	3	451	5		永島太郎		（株）ＭＢＲ	5.0
5	8	9		ドントルックバック	牡3	55.0		下原理	1:32.1	3.0	7-8-9-8	39.8	53.8	8	435	4		新子雅司		渡部賢治	4.0
6	2	2		マヤルーチェ	牝6	54.0		小谷周平	1:32.2	1/2	3-3-4-6	40.5	19.7	6	418	3		尾林幸二		（有）まの	
7	3	3		トップターゲット	セ7	56.0		川原正一	1:32.3	1/2	9-9-7-7	40.0	28.2	7	440	0		溝橋利喜		組）オールザベスト組	
8	8	10		ウインコーラル	牡6	56.0		吉村智洋	1:32.4	1/2	4-3-3-3	40.7	3.7	2	482	2		森澤友貴		林田祥来	
9	6	6		チャブダイガエシ	牡4	56.0		杉浦健太	1:33.3	5.0	4-5-8-9	41.3	99.4	10	423	2		保利良次		生部初男	
10	5	5		ゴールドカムイ	牡5	56.0		大山真吾	1:33.6	1.3/4	10-10-10-10	40.8	61.1	9	507	3		尾原強		山下壽	
