日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/15	曇	7	12	6	7	3.8	2	4	56.0	不	1:30.2	0.6	6-6-7-5	0.0-39.9	39.4	水沢	202236031507	C1五組	movie.html?race_id=202236031507	05445	ダ	1400	491	3	4.0
2021/12/26	雪	6	0	8	10				56.0	不						水沢	202136122606	B2五組	movie.html?race_id=202136122606	05445	ダ	1600	計不		0.0
2021/12/14	晴	7	12	1	1	4.0	2	3	56.0	不	1:41.6	0.6	6-5-6-4	0.0-38.7	38.7	水沢	202136121407	B2三組	movie.html?race_id=202136121407	05445	ダ	1600	488	2	9.0
2021/11/30	晴	6	11	8	10	6.8	2	8	56.0	不	1:41.9	1.9	6-6-4-4	0.0-37.9	38.9	水沢	202136113006	B2四組	movie.html?race_id=202136113006	05490	ダ	1600	486	4	0.0
2021/11/15	曇	9	9	8	8	9.1	3	3	56.0	不	1:40.8	0.6	3-3	0.0-38.7	38.9	盛岡	202135111509	B2六組	movie.html?race_id=202135111509	05445	ダ	1600	482	0	9.0
2021/11/01	曇	8	12	7	9	44.2	9	10	56.0	稍	1:41.2	1.4	5-5-6-7	0.0-36.9	37.7	盛岡	202135110108	B2	movie.html?race_id=202135110108	05294	芝	1600	482	5	0.0
2021/10/17	晴	5	10	3	3	25.5	7	2	56.0	不	1:41.8	1.4	7-4	0.0-37.9	38.5	盛岡	202135101705	B2六組	movie.html?race_id=202135101705	05490	ダ	1600	477	-7	15.8
2021/09/02	晴	9	12	8	12	191.9	9	12	56.0	良	1:18.4	4.0	7-9	0.0-39.3	41.0	門別	202130090209	サギソウ特別	movie.html?race_id=202130090209	05286	ダ	1200	484	0	0.0
2021/08/18	曇	12	12	5	5	38.2	9	12	56.0	重	1:59.9	2.6	10-10-9-9	0.0-39.3	41.0	門別	202130081812	ヤングジョッキーズT	movie.html?race_id=202130081812	01173	ダ	1800	484	2	0.0
2021/08/04	曇	10	8	8	8	28.2	5	8	56.0	良	1:56.9	4.8	4-4-3-4	0.0-41.3	45.1	門別	202130080410	平取町「義経神社」特	movie.html?race_id=202130080410	05286	ダ	1700	482	-8	0.0
