	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
2019G6101909	芝	左	2400		良	17:15	コーフィールドC	G1	2019-10-19	0	コーフィールド	0			3.0	280.0	1.0	3.0	150.0	1.0	14.0	220.0	4.0	2.0	400.0	7.0	3-14	1880.0	5.0	3-14	640.0	4.0	2-3	1,050	12.0	2-14	1,400	15.0	3=>14	2420.0	3.0	2-3-14	6960.0	18.0	3=>14=>2	26200.0	56.0									
2019G6a00106	芝	左	1400		良		フューチュリティS	G1	2019-2-23	0	コーフィールド	0																																												
2019G6a00807	芝	左	2000		良		コーフィールドS	G1	2019-10-12	0	コーフィールド	0																																												
