日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/01/23	小雨	11	16	5	9	41.5	10	8	56.0	良	1:52.6	0.9	12-12-10-10	36.2-37.9	37.8	中京	202207010811	東海テレビ杯東海S(G2)	202207010811	01127	ダ	1800	504	10	0.0
2021/12/11	晴	11	16	5	10	14.3	6	9	57.0	稍	1:51.9	0.9	12-12-13-11	35.5-39.1	37.6	中山	202106050311	師走S(L)	202106050311	01127	ダ	1800	494	-4	0.0
2021/08/28	曇	11	15	8	15	4.1	1	13	57.0	良	1:52.6	2.3	2-2-2-2	36.7-37.2	39.5	新潟	202104040511	BSN賞(L)	202104040511	01127	ダ	1800	498	8	0.0
2021/07/17	晴	11	15	6	10	8.7	5	1	57.0	良	1:44.0	-0.8	7-7-5-3	29.1-37.8	37.0	福島	202103010511	ジュライS(L)	202103010511	01127	ダ	1700	490	6	2332.9
2021/05/22	曇	11	16	2	3	83.9	14	15	57.0	重	1:58.6	3.9	6-7-7-9	28.9-37.2	39.8	中京	202107030511	平安S(G3)	202107030511	01034	ダ	1900	484	-4	0.0
2021/04/18	晴	11	16	8	15	34.2	11	9	57.0	重	1:50.4	1.4	12-14-12-13	34.8-37.3	37.9	阪神	202109020811	アンタレスS(G3)	202109020811	01127	ダ	1800	488	4	0.0
2020/11/14	晴	11	16	2	4	17.5	6	11	56.0	良	1:36.8	1.8	4-4	34.2-36.4	37.7	東京	202005050311	東京中日S杯武蔵野S(G3)	202005050311	01127	ダ	1600	484	6	0.0
2020/08/09	曇	11	15	1	1	22.3	7	1	56.0	不	1:49.2	-0.4	2-1-1-1	35.7-36.6	36.6	新潟	202004020611	レパードS(G3)	202004020611	01127	ダ	1800	478	2	4052.5
2020/06/21	曇	11	16	3	6	162.5	11	3	56.0	稍	1:36.0	1.1	10-9	34.2-36.5	36.4	東京	202005030611	ユニコーンS(G3)	202005030611	01034	ダ	1600	476	0	888.1
2020/05/03	晴	6	13	1	1	20.2	7	1	56.0	良	1:36.7	-0.2	8-6	35.1-37.8	36.6	東京	202005020406	3歳1勝クラス	202005020406	01127	ダ	1600	476	0	730.0
2020/02/29	晴	4	15	8	14	4.6	3	6	56.0	良	1:55.7	0.8	10-10-3-2	37.1-39.6	40.2	中山	202006020104	3歳1勝クラス	202006020104	01127	ダ	1800	476	4	0.0
2020/02/01	晴	4	11	7	8	12.7	3	5	56.0	稍	1:38.1	0.7	10-10	35.9-37.2	36.1	東京	202005010104	3歳1勝クラス	202005010104	01127	ダ	1600	472	-2	73.0
2019/12/22	曇	2	16	7	13	6.2	2	1	55.0	良	1:55.8	0.0	2-2-1-1	38.0-38.6	38.6	中山	201906050802	2歳未勝利	201906050802	01127	ダ	1800	474	-2	500.0
2019/11/30	晴	6	16	2	3	81.2	10	4	52.0	稍	1:57.2	1.4	9-9-8-7	38.3-39.2	38.6	中山	201906050106	2歳新馬	201906050106	01177	ダ	1800	476	0	110.0
