rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		トーセンスプリント	牡5	56.0		吉本隆記	1:31.1		3-3-2-1	39.0	2.7	1	503	-7		東美義		（同）ＪＰＮ技研	34.0
2	7	8		シゲルシュニン	牡4	56.0		山下裕貴	1:32.2	6.0	6-6-4-4	39.4	5.1	3	493	-1		九日俊光		森中蕃	10.2
3	1	1		ゴールドヒューズ	セ6	56.0		竹吉徹	1:32.2	クビ	1-1-1-2	40.3	12.1	5	518	-1		真島元徳		伊勢光	5.4
4	8	10		マカラプア	牝4	54.0		倉富隆一	1:32.7	2.1/2	7-7-5-5	39.6	15.6	7	438	2		川田孝好		成富直行	2.7
5	8	9		サヤノルージュ	牝5	54.0		田中直人	1:33.0	1.1/2	9-9-8-6	39.7	4.7	2	448	-8		矢野久美		今井優	2.0
6	5	5		マイネルレヴリー	牡7	56.0		山口勲	1:33.0	ハナ	2-2-3-3	40.9	12.2	6	491	-7		九日俊光		松野真一	
7	2	2		ミッキーガーデン	牡7	56.0		川島拓	1:33.9	5.0	10-10-10-9	39.4	38.1	9	459	3		土井道隆		酒井孝敏	
8	4	4		シングンオリヴィア	牝5	54.0		兒島真二	1:34.3	2.0	5-5-6-7	41.5	35.7	8	456	-3		真島元徳		伊坂重憲	
9	6	6		セキセキ	牡5	56.0		村松翔太	1:34.3	クビ	8-8-9-8	40.7	100.9	10	495	2		土井道隆		（同）ＪＰＮ技研	
10	7	7		モズタンポポ	牝5	54.0		出水拓人	1:36.2	大	4-4-7-10	43.6	5.2	4	415	-4		東眞市		遠藤喜和	
