waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019103026	エスクルシオーネ	牝3	52.0	01191	松本	01067	久保田	394	0
1	2	2019101097	ジュマピリクー	牡3	52.0	01193	今村	01183	辻野	442	10
2	3	2019106824	ホープインザダーク	牡3	56.0	01160	荻野極	01071	池江	518	2
2	4	2019105413	タイゲン	牡3	54.0	01164	藤田菜	01082	平田	476	-4
3	5	2019104925	フクチャンクイーン	牝3	54.0	01091	丹内	01059	加藤征	426	-2
3	6	2019104207	クランプ	牝3	51.0	01192	横山琉	01068	小島	418	6
4	7	2019100537	タガノタンゴ	牡3	54.0	01185	小沢	01028	西園正	434	0
4	8	2019104872	オーダーナチュラル	牡3	56.0	01144	菱田	01136	高橋亮	450	2
5	9	2019105127	スクリーンアピール	牝3	54.0	01142	長岡	01146	奥村豊	442	-4
5	10	2019106725	サクセスソング	牝3	54.0	01153	木幡初	01152	竹内	440	6
6	11	2019105619	ゴッドハニービー	牝3	52.0	01186	角田和	01121	角田	442	8
6	12	2019104963	テーオーコンドル	セ3	56.0	01099	鮫島良	01018	宮	460	-6
7	13	2019102981	ヴァリッド	牝3	54.0	01171	西村淳	01155	渡辺	424	2
7	14	2019104939	ラブレボ	牝3	54.0	01092	津村	01163	林	444	-4
8	15	2019110031	エクセトラ	牡3	55.0	01182	泉谷	01130	吉村	490	-8
8	16	2019105324	アイレ	牝3	54.0	01127	丸山	01156	青木	472	-4
