rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	2	4		セルレア	牝3	53.0		菊沢一樹	0:55.2		4	33.1	32.2	7	452	-8		菊沢隆徳		パニオロ	510.0
2	7	13		レイチェリー	牝3	54.0		武藤雅	0:55.3	1/2	1	33.4	7.0	3	428	8		尾形和幸		佐藤壽男	200.0
3	8	16		スノーテーラー	牝3	54.0		川田将雅	0:55.4	1/2	5	33.1	2.5	1	434	-2		飯田雄三		中西浩一	130.0
4	5	9		レオハイセンス	牝3	51.0		小林脩斗	0:55.6	1.1/2	8	33.1	2.7	2	440	2		奥平雅士		レオ	77.0
5	6	12		アイティナリー	牡3	55.0		岩田望来	0:55.8	1.1/4	1	33.9	14.4	4	500	-4		河内洋		ノースヒルズ	51.0
6	8	17		ミツカネショコラ	牝3	52.0		菅原明良	0:56.1	1.3/4	8	33.6	36.2	8	398	10		清水英克		小山田満	
7	1	1		デルマアメジスト	牝3	51.0		小林凌大	0:56.2	1/2	6	33.8	177.5	17	430	-2		蛯名利弘		浅沼廣幸	
8	6	11		メイショウバイラン	牝3	54.0		幸英明	0:56.2	アタマ	14	33.4	25.2	6	436	14		大橋勇樹		松本好雄	
9	2	3		ペプチドサクラ	牝3	53.0		富田暁	0:56.3	3/4	8	33.8	162.2	15	466	0		武英智		沼川一彦	
10	3	6		マッシリア	牡3	56.0		和田翼	0:56.6	2.0	3	34.6	40.4	9	472	-8		橋田満		森田藤治	
11	1	2		ピットゥーラ	牝3	54.0		太宰啓介	0:56.7	1/2	13	34.0	260.9	18	430	0		小崎憲		ノースヒルズ	
12	7	14		ババルダージュ	牝3	54.0		江田照男	0:56.9	1.0	14	34.1	15.4	5	414	8		武藤善則		飯田正剛	
13	3	5		カズモンレアーレ	牡3	56.0		野中悠太	0:56.9	ハナ	12	34.3	172.2	16	458	12		宮田敬介		雅苑興業	
14	5	10		ルミリンナ	牝3	54.0		秋山真一	0:57.0	1/2	6	34.6	60.4	11	436	4		大根田裕		ＹＧＧホースクラブ	
15	4	7		ゴールデンアーク	牡3	56.0		三浦皇成	0:57.0	クビ	16	34.1	63.7	12	450	-4		須貝尚介		Ｇ１レーシング	
16	4	8		ツクバマリア	牝3	51.0		泉谷楓真	0:57.3	1.3/4	17	34.3	79.9	13	424	-28		上村洋行		荻原昭二	
17	8	18		ラブキーセキ	牝3	54.0		中井裕二	0:57.6	2.0	18	33.6	139.5	14	398	-12		大和田成		増田陽一	
18	7	15		ロマンスピネル	牝3	54.0		西田雄一	0:58.9	8.0	8	36.4	51.7	10	438	8		田中剛		菅實	
