着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	3	5	2.7	1.0	2000100915	牡	3	452.0	2.0	56.0	60.1	0	2-2	36.7	1030	396	280009	510.0	200307010101
2	1	2	3.5	2.0	2000101294	牡	3	520.0	-6.0	56.0	60.2	3/4	1-1	36.9	635	341	226800	200.0	200307010101
3	2	3	4.4	4.0	2000100534	牡	3	488.0	0.0	56.0	60.4	1.1/4	4-3	36.6	670	288	6700	130.0	200307010101
4	7	14	4.3	3.0	2000106011	牡	3	502.0	-4.0	53.0	60.8	2.1/2	4-5	37.0	1076	1046	200002	77.0	200307010101
5	5	9	30.5	5.0	2000104329	牝	3	434.0	0.0	51.0	60.9	1/2	7-6	36.6	1079	1009	538009	51.0	200307010101
6	6	12	32.8	6.0	2000101708	牡	3	460.0	18.0	54.0	61.1	1.1/4	3-3	37.4	1074	1055	321800	0.0	200307010101
7	8	16	39.0	7.0	2000101465	牝	3	396.0	-10.0	51.0	62.0	5	7-8	37.8	1078	1005	226800	0.0	200307010101
8	4	8	113.4	10.0	2000103391	牡	3	454.0	4.0	56.0	62.1	1/2	10-10	37.2	1058	345	634001	0.0	200307010101
9	8	15	152.1	14.0	2000106069	牝	3	426.0	2.0	54.0	62.1	クビ	9-8	37.7	1038	219	271009	0.0	200307010101
10	4	7	253.9	15.0	2000100073	牡	3	454.0	-2.0	54.0	62.1	アタマ	13-13	37.1	1068	358	107800	0.0	200307010101
11	6	11	144.9	13.0	2000104498	牝	3	438.0	0.0	51.0	62.2	1/2	6-6	38.1	1073	244	796002	0.0	200307010101
12	3	6	52.4	8.0	2000106023	牡	3	440.0	-4.0	56.0	62.5	2	10-12	37.7	5203	369	258006	0.0	200307010101
13	1	1	261.1	16.0	2000100059	牡	3	402.0	2.0	56.0	62.6	1/2	15-13	37.4	1057	398	965800	0.0	200307010101
14	5	10	119.3	11.0	2000109364	牡	3	462.0	22.0	56.0	62.7	クビ	10-10	37.9	1034	1028	769009	0.0	200307010101
15	2	4	109.0	9.0	2000104289	牡	3	468.0	6.0	56.0	62.8	1/2	15-13	37.6	710	199	90002	0.0	200307010101
16	7	13	133.1	12.0	2000106179	牝	3	388.0	0.0	54.0	63.5	4	13-16	38.5	696	363	102800	0.0	200307010101
1	3	6	3.6	2.0	2000101551	牝	3	476.0	2.0	54.0	107.5	0	7-8-3-3	39.4	1026	1011	587006	510.0	200307010102
2	6	12	3.7	3.0	2000200024	牡	3	482.0	-2.0	56.0	107.9	2.1/2	2-2-1-1	40.0	635	356	689006	200.0	200307010102
3	5	10	7.5	4.0	2000105169	牡	3	518.0	-6.0	54.0	108.2	1.3/4	3-3-3-3	40.1	1068	146	506800	130.0	200307010102
