着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	5	7	4.5	3.0	1995108239	牡	4	480.0	6.0	55.0	88.4	0	8-8	38.7	684	228	431800	510.0	199805010101
2	7	12	9.0	4.0	1995101919	牡	4	476.0	2.0	55.0	89.0	3.1/2	4-4	39.7	559	266	987800	200.0	199805010101
3	3	4	14.6	5.0	1995105084	牡	4	466.0	-2.0	55.0	90.0	6	8-8	40.2	726	353	571800	130.0	199805010101
4	2	2	3.0	2.0	1995106766	牡	4	458.0	-4.0	55.0	90.3	1.3/4	5-6	40.7	140	408	868005	77.0	199805010101
5	7	11	32.4	7.0	1995108043	牡	4	440.0	-4.0	55.0	90.3	クビ	5-6	40.8	699	1013	21005	51.0	199805010101
6	8	13	145.5	12.0	1995101398	牡	4	454.0	-2.0	55.0	90.5	1.1/4	13-12	39.8	307	167	200006	0.0	199805010101
7	5	8	23.2	6.0	1995100516	牝	4	474.0	6.0	52.0	90.7	1.1/4	10-13	39.9	1004	284	584800	0.0	199805010101
8	4	6	293.9	14.0	1995105295	牝	4	436.0	-2.0	50.0	90.8	3/4	12-11	40.6	1027	294	686005	0.0	199805010101
9	1	1	51.9	9.0	1995101992	牝	4	424.0	-8.0	53.0	90.9	1/2	1-1	42.0	689	437	102800	0.0	199805010101
10	4	5	139.9	11.0	1995101576	牡	4	480.0	-4.0	55.0	91.2	1.3/4	10-10	41.2	711	420	194001	0.0	199805010101
11	3	3	2.5	1.0	1995101553	牡	4	440.0	0.0	55.0	91.3	1/2	5-4	42.0	503	109	80001	0.0	199805010101
12	6	10	32.8	8.0	1995104542	牝	4	436.0	-2.0	53.0	91.4	クビ	2-2	42.4	645	168	946800	0.0	199805010101
13	8	14	291.0	13.0	1995104361	牡	4	452.0	2.0	55.0	92.1	4	14-14	41.0	607	414	120006	0.0	199805010101
14	6	9	136.3	10.0	1995103499	牡	4	482.0	2.0	55.0	92.7	3.1/2	2-2	43.7	730	172	321800	0.0	199805010101
1	5	10	3.1	1.0	1995100241	牡	4	450.0	-2.0	55.0	75.4	0	1-1	39.2	503	297	684009	510.0	199805010102
2	6	12	4.2	3.0	1995108876	牡	4	504.0	6.0	55.0	75.6	1	5-3	38.9	672	311	826003	200.0	199805010102
