rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	1	1		エンスロール	牡3	56.0		倉兼育康	1:25.4		7-7-6-1	38.9	1.6	1	496	1		宮路洋一		笠原久夫	40.0
2	2	2		アイヅオイワケ	牝3	54.0		永森大智	1:26.9	7.0	4-4-5-3	40.6	3.9	3	421	-2		雑賀正光		福島徳佑	14.0
3	7	7		マヒカルナ	牝3	54.0		石本純也	1:26.9	アタマ	2-2-2-2	41.0	3.8	2	435	-17		田中伸一		甲原晃	8.0
4	6	6		エスワイロビン	牝4	54.0		楢崎功祐	1:27.2	1.1/2	9-9-8-6	40.2	79.8	7	457	-1		宮川浩一		阪田英裕	6.0
5	5	5		エコロプリンセス	牝5	52.0		妹尾将充	1:27.5	1.1/2	5-5-7-8	41.1	164.2	10	415	-2		那俄性哲		（株）ファーストビ	4.0
6	7	8		ハッピーアンドモカ	牝3	54.0		岡村卓弥	1:27.5	クビ	6-6-4-5	41.3	15.5	4	449	0		胡本友晴		中嶋弘士	
7	3	3		トーホウウノ	牝6	54.0		大澤誠志	1:28.0	2.1/2	10-10-10-9	40.2	98.1	8	491	6		宗石大		（株）ボンズ	
8	8	9		ハニーフェイバー	牝6	54.0		塚本雄大	1:28.4	2.0	3-3-3-4	42.3	142.3	9	453	5		国澤輝幸		吉田紘子	
9	8	10		ペイシャパシャ	牝4	51.0		井上瑛太	1:29.2	4.0	8-8-9-10	42.1	70.0	6	432	-1		中西達也		西森鶴	
10	4	4		アローズ	牡7	54.0		別府真衣	1:29.9	3.0	1-1-1-7	44.3	32.3	5	453	6		那俄性哲		（株）ファーストビ	
