rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		セクシーヨガ	牝3	54.0		山本政聡	1:27.7		2-2-2-2	39.5	2.6	1	430	-7		飯田弘道		（株）ボンズ	35.0
2	7	7		ペイシャエスティマ	牝3	51.0		塚本涼人	1:27.8	クビ	1-1-1-1	39.7	5.1	4	408	-13		平澤芳三		太田雅貴	9.1
3	2	2		タマモマロンマロン	牝3	54.0		鈴木祐	1:28.9	7.0	3-4-3-3	40.1	44.8	7	444	-5		櫻田康二		タマモ	4.9
4	3	3		パラドール	牝3	54.0		山本聡哉	1:29.3	2.1/2	3-3-4-4	40.4	10.0	5	434	5		小林俊彦		吉田啓	3.5
5	5	5		ハバネロ	牝3	54.0		関本淳	1:29.5	1.0	8-8-8-7	39.2	82.7	8	406	-6		工藤裕孝		結城喜一	1.7
6	4	4		コウユーモゼ	牝3	54.0		村上忍	1:30.5	6.0	5-6-6-5	40.7	3.3	2	423	-4		櫻田康二		加治屋貞光	
7	8	9		アスコットヒーロー	牡3	56.0		菅原辰徳	1:30.8	1.1/2	7-7-7-7	41.0	44.5	6	461	8		瀬戸幸一		鈴木雅俊	
8	7	8		シンキングガール	牝3	54.0		菅原俊吏	1:31.0	1.0	9-9-9-9	40.4	133.5	10	394	3		佐藤浩一		佐藤貞夫	
9	1	1		コパノサンデー	セ3	56.0		小林凌	1:31.0	ハナ	5-5-5-6	42.0	4.7	3	450	5		板垣吉則		小林祥晃	
10	6	6		サイレントゴールド	牡3	55.0		岩本怜	1:31.2	1.1/2	9-10-10-10	40.5	104.9	9	392	4		佐藤祐司		道地房男	
