waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016102737	チェンマイルージュ			a02c4	見越彬央	05231	鈴木勝文	468	-1
2	2	2014102271	ドラゴンボート			a02c3	寺島憂人	05656	柘榴浩樹	512	9
3	3	2017106726	サワセンミラクル			05348	岡田大	a01fe	酒井一則	452	8
4	4	2016103445	ニシノサトル			05347	秋元耕成	a018c	吉田正美	497	9
5	5	2013103813	セイムヒアー			a01f3	半澤慶実	05015	海馬澤司	472	1
5	6	2016100131	パレスギガント			05561	赤津和希	a02d6	長谷川忍	480	8
6	7	2014104229	キモンズラブ			a017d	橋本直哉	a02a5	冨田敏男	467	1
6	8	2017100292	ショウイモン			05553	保園翔也	05337	内野健二	441	-6
7	9	2016100130	ユウユウリアン			05595	福原杏	a0185	横山保	441	7
7	10	2015100205	スエヒロドラ			a0233	国分祐仁	a02ab	加藤誠一	470	-7
8	11	2016106517	ネオエンジェル			05397	吉留孝司	a02a5	冨田敏男	437	6
8	12	2015102008	フクノヴァランス			a017e	高橋哲也	a0253	川島豊	471	5
