着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	7	7	1.2	1.0	2006105447	牡	5	508.0	1.0	55	98.8	0	1-1-1-1	41.4	05459	05526	770006	80.0	201143011701
2	3	3	12.3	4.0	2005100611	牡	6	460.0	9.0	55	98.9	1/2	8-8-7-7	40.8	05402	05669	379008	24.0	201143011701
3	2	2	12.1	3.0	2005101209	牡	6	499.0	9.0	55	99.3	2	9-8-9-8	41.0	05396	a01a9	195008	14.4	201143011701
4	5	5	5.7	2.0	2005101370	牡	6	474.0	4.0	55	99.8	2.1/2	5-5-5-4	42.3	05386	05655	011009	9.6	201143011701
5	1	1	17.0	5.0	2004110276	牡	7	500.0	-2.0	55	100.0	1	10-8-10-10	41.6	05540	05607	676002	8.0	201143011701
6	7	8	21.2	6.0	2006106738	牡	5	468.0	7.0	55	100.6	3	1-1-1-2	43.2	05064	a0200	x06944	0.0	201143011701
7	8	10	78.9	8.0	2004104306	牡	7	471.0	-1.0	55	101.0	2	4-4-1-3	43.6	a01ef	a0194	x05867	0.0	201143011701
8	4	4	84.9	9.0	2002101544	牝	9	448.0	6.0	53	101.3	1.1/2	6-7-7-9	43.2	a01d4	a01a6	a0002a	0.0	201143011701
9	6	6	118.4	10.0	2005106728	牡	6	482.0	3.0	55	101.7	2	7-6-6-5	43.9	a01fb	a01e9	x0030d	0.0	201143011701
10	8	9	35.7	7.0	2005100450	牡	6	481.0	12.0	55	101.9	1	1-1-1-5	44.5	00817	05714	x00dcf	0.0	201143011701
1	2	2	1.2	1.0	2004101742	牡	7	496.0	9.0	55	99.2	0	2-2-2-2	41.1	05230	05545	917030	80.0	201143011702
2	8	11	15.9	5.0	2005105299	牡	6	423.0	1.0	55	99.5	1.1/2	8-6-4-5	41.1	05281	a0251	x00889	24.0	201143011702
3	8	10	28.3	9.0	2005102056	牝	6	476.0	1.0	53	99.8	1.1/2	5-3-3-3	41.6	00872	a01a6	263006	14.4	201143011702
4	3	3	11.4	2.0	2005103887	牝	6	442.0	6.0	53	100.1	1.1/2	1-1-1-1	42.3	05358	05461	x0030d	9.6	201143011702
5	4	4	21.1	6.0	2006101320	牡	5	517.0	-7.0	55	100.2	1/2	11-11-10-10	40.8	05455	a01b0	x008d3	8.0	201143011702
6	7	9	33.1	10.0	2005101621	牝	6	485.0	11.0	53	100.7	2.1/2	5-6-7-7	41.7	a0235	00923	523009	0.0	201143011702
7	6	6	15.5	4.0	2003105790	牝	8	485.0	1.0	53	100.7	ハナ	4-5-6-6	42.2	a01cf	05488	965002	0.0	201143011702
8	7	8	12.6	3.0	2005104905	牡	6	485.0	5.0	55	100.9	1	2-4-4-4	42.5	05443	05575	079008	0.0	201143011702
9	6	7	60.9	11.0	2006100650	牡	5	481.0	8.0	55	101.1	3/4	8-9-9-9	41.9	05380	a021b	781002	0.0	201143011702
10	1	1	24.9	8.0	2006103723	牝	5	493.0	0.0	53	102.4	7	7-8-7-7	43.4	a012b	05568	044006	0.0	201143011702
11	5	5	22.0	7.0	2005100475	牝	6	472.0	6.0	53	102.6	1	8-10-10-11	43.2	a01f6	a001a	609009	0.0	201143011702
1	6	6	2.6	2.0	2008105864	牡	3	462.0	6.0	55	75.4	0	1-1-1	39.5	05342	05648	099031	120.0	201143011703
2	8	9	2.3	1.0	2008103445	牡	3	481.0	7.0	55	75.9	2.1/2	2-2-2	39.8	05402	05589	619002	36.0	201143011703
3	7	7	20.2	6.0	2008100843	牡	3	501.0	0.0	55	76.2	1.1/2	3-3-3	39.9	00443	05575	x0066d	21.6	201143011703
4	3	3	11.9	5.0	2008103443	牡	3	496.0	0.0	55	76.3	3/4	7-7-7	38.9	05455	05447	917030	14.4	201143011703
5	8	8	43.3	9.0	2008105999	牝	3	402.0	-12.0	53	76.3	ハナ	6-5-5	39.1	05452	05489	x04852	12.0	201143011703
6	4	4	42.5	8.0	2008103606	牡	3	436.0	1.0	55	76.5	3/4	8-8-8	38.8	a0247	05461	x0322e	0.0	201143011703
7	5	5	9.4	4.0	2008102163	牡	3	473.0	-2.0	55	76.6	クビ	4-4-4	39.9	05411	05388	x00062	0.0	201143011703
8	2	2	27.5	7.0	2008102376	牝	3	462.0	9.0	53	76.9	1.1/2	9-9-9	38.7	a0224	05575	262800	0.0	201143011703
9	1	1	5.2	3.0	2008100493	牝	3	409.0	-1.0	53	77.3	2	5-5-6	40.1	05091	05674	966007	0.0	201143011703
