着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	1	1	3.5	2.0	2008101220	牡	3	436.0	0.0	55.0	75.0	0	6-5	38.1	05269	a0251	x00fe2	170.0	201144013101
2	2	3	5.5	3.0	2008103432	牝	3	472.0	0.0	53.0	75.3	1.3/4	4-3	39.0	05420	a025f	764008	59.5	201144013101
3	7	13	126.4	15.0	2008101305	牝	3	447.0	0.0	51.0	75.6	1.3/4	14-11	38.0	a025f	05508	459030	34.0	201144013101
4	3	4	14.6	6.0	2008103765	牡	3	457.0	0.0	55.0	75.7	1/2	1-1	39.9	05386	05607	x075c4	25.5	201144013101
5	4	7	38.5	9.0	2008101100	牝	3	442.0	0.0	51.0	76.2	2.1/2	9-7	38.8	a0278	a019f	131005	17.0	201144013101
6	5	9	45.6	10.0	2008104485	牝	3	483.0	0.0	53.0	76.7	2.1/2	11-9	39.2	05409	a0268	202006	0.0	201144013101
7	5	8	33.0	8.0	2008106149	牝	3	433.0	0.0	53.0	76.8	1/2	5-6	40.3	a021d	a0292	x00fe2	0.0	201144013101
8	8	15	13.7	5.0	2008104185	牡	3	506.0	0.0	55.0	76.9	1/2	2-2	41.1	00817	a0194	379002	0.0	201144013101
9	7	12	2.4	1.0	2008106028	牝	3	458.0	0.0	53.0	77.0	3/4	7-8	40.0	05540	05629	411006	0.0	201144013101
10	6	11	16.2	7.0	2008104726	牡	3	468.0	0.0	55.0	77.2	3/4	12-12	39.7	a01a5	00979	x06bb2	0.0	201144013101
11	4	6	10.9	4.0	2008102007	牝	3	461.0	0.0	53.0	77.2	アタマ	3-4	40.9	05342	05546	x00fe2	0.0	201144013101
12	6	10	59.4	13.0	2008105282	牝	3	464.0	0.0	53.0	77.3	3/4	13-14	39.7	05455	05728	564009	0.0	201144013101
13	3	5	68.8	14.0	2008104444	牡	3	454.0	0.0	55.0	77.6	1.1/2	10-13	40.1	05286	05743	571007	0.0	201144013101
14	2	2	47.3	11.0	2008104861	牡	3	453.0	0.0	55.0	78.4	4	15-15	40.2	05064	a0239	x01061	0.0	201144013101
15	8	14	58.5	12.0	2008104520	牝	3	440.0	0.0	53.0	81.6	大	8-10	44.4	05507	05674	996030	0.0	201144013101
1	2	2	2.1	1.0	2007110097	牡	4	490.0	-3.0	55.0	76.3	0	6-5	39.5	05386	a025f	573002	80.0	201144013102
2	4	6	3.6	2.0	2007106574	牝	4	470.0	-4.0	53.0	77.0	4	1-1	41.3	05342	00979	771009	28.0	201144013102
3	7	12	116.7	12.0	2007109017	牝	4	449.0	2.0	51.0	77.2	3/4	12-10	39.7	a0278	05712	x00019	16.0	201144013102
4	5	8	13.0	5.0	2007103678	牝	4	441.0	10.0	53.0	77.4	1	8-7	40.4	a012b	05568	044006	12.0	201144013102
5	3	5	4.8	3.0	2007110116	牡	4	486.0	2.0	55.0	77.4	アタマ	3-3	40.9	05409	a0268	x06741	8.0	201144013102
6	6	11	96.5	10.0	2007106838	牝	4	432.0	10.0	53.0	77.6	1	10-9	40.2	05286	00861	x0153c	0.0	201144013102
7	8	14	102.4	11.0	2007102200	牝	4	405.0	12.0	53.0	77.7	3/4	11-11	40.3	05000	a01ae	x01061	0.0	201144013102
8	6	10	17.9	6.0	2007102561	牡	4	510.0	0.0	55.0	77.8	1/2	4-4	41.3	05540	05564	x018ee	0.0	201144013102
9	4	7	139.4	13.0	2007101088	牝	4	437.0	4.0	53.0	77.9	クビ	7-8	41.1	05507	a01e7	186001	0.0	201144013102
10	1	1	55.8	8.0	2007100910	牝	4	416.0	3.0	53.0	78.1	1	5-6	41.3	a0128	05602	929006	0.0	201144013102
11	5	9	23.1	7.0	2007100031	牡	4	482.0	-2.0	55.0	78.6	2.1/2	9-12	41.2	05269	05636	066008	0.0	201144013102
12	8	15	86.5	9.0	2007104552	牝	4	437.0	2.0	53.0	78.7	クビ	13-14	41.0	05455	a01a8	x01cde	0.0	201144013102
13	7	13	209.1	14.0	2007103304	牝	4	391.0	11.0	53.0	78.8	1/2	14-15	40.7	05452	a0210	600030	0.0	201144013102
14	3	4	7.4	4.0	2007101230	牡	4	456.0	0.0	55.0	79.2	2	2-2	42.7	05420	00861	x00fe2	0.0	201144013102
15	2	3	209.1	14.0	2007105810	牝	4	420.0	8.0	53.0	79.4	1	15-13	41.3	a01ef	a021a	x01cde	0.0	201144013102
1	2	4	25.5	11.0	2008106682	牝	3	434.0	4.0	53.0	104.9	0	15-15-14-13	39.9	05286	05563	684006	140.0	201144013103
2	2	3	8.5	3.0	2008103739	牝	3	447.0	5.0	53.0	105.7	4	13-12-9-8	41.0	05539	a01a4	367033	49.0	201144013103
3	6	12	43.0	13.0	2008106107	牝	3	387.0	-2.0	51.0	105.8	3/4	6-6-4-3	41.8	a0278	a0210	x01088	28.0	201144013103
4	1	2	40.2	12.0	2008105796	牝	3	421.0	3.0	50.0	106.2	2	16-16-16-16	40.7	a0277	05571	876002	21.0	201144013103
5	7	13	12.8	7.0	2008101308	牝	3	442.0	10.0	53.0	106.2	ハナ	2-2-2-2	42.5	00443	a01e1	459030	14.0	201144013103
6	4	8	4.1	2.0	2008103581	牝	3	462.0	-4.0	53.0	106.2	クビ	10-10-11-11	41.6	05342	00979	561800	0.0	201144013103
7	5	10	9.7	4.0	2008102341	牝	3	468.0	-3.0	53.0	106.5	1.1/2	1-1-1-1	42.8	05420	05662	890007	0.0	201144013103
8	6	11	76.0	15.0	2008104168	牝	3	442.0	1.0	53.0	106.7	1	14-14-12-9	41.7	a01fe	a01ad	x003bb	0.0	201144013103
9	8	15	10.3	5.0	2008103585	牝	3	481.0	1.0	53.0	106.8	3/4	9-9-6-5	42.8	00423	a01d8	x0068a	0.0	201144013103
