	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201730042601	ダ	右	1500	曇	稍重	15:10	3歳条件未勝利		2017-4-26	1	門別	4	(馬齢)		4.0	690.0	4.0	4.0	210	4.0	5.0	150	1.0	4-5	450.0	2.0	4-5	180	1.0	1-4	320	6.0	1-5	200	3.0	4=>5	1080.0	5.0	1-4-5	650.0	3.0	4=>5=>1	5380.0	22.0	(1,4,7),(2,3,5),6	(1,4,7),(2,3,5),6	(1,4,7),5,3,(6,2)	(1,4,7),5,3,(6,2)								
201730042602	ダ	右	1000	曇	稍重	15:40	日高山脈ペテガリ岳賞		2017-4-26	1	門別	4	(馬齢)		3.0	140.0	1.0	3.0	120	1.0	1.0	130	2.0	1-3	250.0	1.0	1-3	180	1.0	3-7	710	8.0	1-7	600	7.0	3=>1	390.0	1.0	1-3-7	1160.0	4.0	3=>1=>7	2770.0	10.0			(1,3),2,7,6,8,5,4	(1,3),2,(6,7),5,8,4			7.0	210.0	5.0			
201730042603	ダ	右	1200	曇	稍重	16:10	えりも町豊似湖賞		2017-4-26	1	門別	4	(馬齢)		6.0	200.0	2.0	6.0	140	2.0	1.0	700	4.0	1-6	1140.0	4.0	1-6	380	4.0	2-6	1,140	9.0	1-2	3,900	18.0	6=>1	1270.0	5.0	1-2-6	6020.0	18.0	6=>1=>2	17770.0	51.0			(5,6),2,1,(3,7),4	6521374								
201730042604	ダ	右	1700	曇	稍重	16:45	様似町エンルム岬賞		2017-4-26	1	門別	4	(馬齢)		4.0	160.0	1.0	4.0	100	1.0	2.0	1,250	7.0	2-4	5660.0	12.0	2-4	1,590	13.0	4-5	230	2.0	2-5	2,180	16.0	4=>2	5050.0	13.0	2-4-5	5130.0	17.0	4=>2=>5	24160.0	61.0	2,(4,7),6,1,3-5	2,4,7,6,1,3-5	2,4,(7,1),6,5,3	2,4,1,6,7,5-3								
201730042605	ダ	右	1000	曇	稍重	17:20	3歳条件未勝利		2017-4-26	1	門別	4	(馬齢)		7.0	790.0	3.0	7.0	160	3.0	3.0	190	4.0	3-7	2540.0	10.0	3-7	720	9.0	4-7	230	2.0	3-4	230	3.0	7=>3	5080.0	16.0	3-4-7	950.0	2.0	7=>3=>4	15190.0	51.0			(3,7),(1,2,5),4,8,(6,10),9	3,(1,7),(2,4,5),6,8,10,9			4.0	120.0	1.0	3-7	2600.0	9.0
201730042606	ダ	右	1200	曇	稍重	17:55	JRA認定フレッシュ		2017-4-26	1	門別	4	(馬齢)		1.0	550.0	3.0	1.0	140	2.0	8.0	100	1.0	1-8	710.0	3.0	1-8	260	2.0	1-6	440	6.0	6-8	340	5.0	1=>8	1360.0	5.0	1-6-8	1280.0	7.0	1=>8=>6	7190.0	25.0			16485723	1,6,(5,8),4-(7,2,3)			6.0	160.0	4.0			
201730042607	ダ	右	1000	曇	稍重	18:30	JRA認定フレッシュ		2017-4-26	1	門別	4	牝(馬齢)		9.0	440.0	2.0	9.0	190	2.0	8.0	450	6.0	8-9	3250.0	11.0	8-9	980	11.0	4-9	6,090	25.0	4-8	7,990	31.0	9=>8	7210.0	20.0	4-8-9	29100.0	57.0	9=>8=>4	119680.0	218.0			(5,8),4,(2,3,7,9),1,6	89437126			4.0	1,560	9.0	8-8	2850.0	9.0
201730051001	ダ	右	1200	曇	良	15:00	3歳条件未勝利		2017-5-10	2	門別	3	(馬齢)		5.0	640.0	2.0	5.0	240	2.0	3.0	260	3.0	3-5	2740.0	6.0	3-5	350	4.0	5-7	1,290	9.0	3-7	1,570	10.0	5=>3	10060.0	11.0	3-5-7	6420.0	12.0	5=>3=>7	33640.0	54.0			(3,5,6)-2,7	(3,5,6)-2,7								
201730051002	ダ	右	1200	曇	良	15:35	3歳以上C4ー4		2017-5-10	2	門別	3	(馬齢)		5.0	170.0	1.0	5.0	100	1.0	2.0	120	2.0	2-5	240.0	1.0	2-5	170	1.0	5-9	390	6.0	2-9	1,140	11.0	5=>2	520.0	1.0	2-5-9	1190.0	4.0	5=>2=>9	2950.0	8.0			(4,5),(2,9),8,(1,7),3-6	(4,5),2,9,(1,8),7,3-6			9.0	200	5.0	2-5	430.0	1.0
201730051003	ダ	右	1600	曇	良	16:05	3歳以上C4ー3		2017-5-10	2	門別	3	(馬齢)		1.0	130.0	1.0	1.0	110	1.0	4.0	280	3.0	1-4	600.0	2.0	1-4	240	2.0	1-7	820	9.0	4-7	1,000	11.0	1=>4	570.0	3.0	1-4-7	1500.0	7.0	1=>4=>7	3580.0	13.0	1,(2,7),(4,5)-6,3	1,2,7,(4,5)-6,3	1,2,7,4,5-6,3	1,(4,7),2,5-6,3								
