	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201743050302	ダ	左	1600	晴	良	11:00	C1二 		2017-5-3	2	船橋	3			1	240	2	1.0	130	2.0	6.0	120	1.0	1-6	230	1	1-6	120	1	1-4	250	5	4-6	190	3	1=>6	470	2	1-4-6	350	2	1=>6=>4	1470	4	136245	1-3,6,2,4,5	163542	163452	13.7 - 13.3 - 13.0 - 13.2 - 13.3 - 12.9 - 13.0 - 13.4	13.7 - 27.0 - 40.0 - 53.2 - 66.5 - 79.4 - 92.4 - 105.8 (40.0-39.3)									
201743050303	ダ	左	1200	晴	良	11:30	C3四　五		2017-5-3	2	船橋	3			8	320	2	8.0	120	2.0	5.0	100	1.0	5-8	340	2	5-8	150	1	2-8	300	5	2-5	190	4	8=>5	710	4	2-5-8	610	3	8=>5=>2	2730	10		52738946	5,(7,8),2,9,4,6,3	58724963	13.6 - 13.5 - 12.5 - 12.5 - 12.4 - 13.0	13.6 - 27.1 - 39.6 - 52.1 - 64.5 - 77.5 (39.6-37.9)	2.0	140	4.0	5-8	280.0	1.0	8=>5	730.0	3.0
201743050304	ダ	左	1200	晴	良	12:00	C2六　七		2017-5-3	2	船橋	3			5	200	1	5.0	110	1.0	4.0	210	4.0	4-5	550	2	4-5	310	3	5-6	730	7	4-6	2,070	25	5=>4	910	2	4-5-6	3970	15	5=>4=>6	11830	30		4,10,2,5,7,1,8,3,6,9=11	4,(7,8),(2,5),1,10,6,9,3	48751210693	12.9 - 11.9 - 11.9 - 12.5 - 13.1 - 13.5	12.9 - 24.8 - 36.7 - 49.2 - 62.3 - 75.8 (36.7-39.1)	6.0	480	8.0	4-5	570.0	2.0	5=>4	1010.0	3.0
201743050305	ダ	左	1600	晴	良	12:30	びわ特別 		2017-5-3	2	船橋	3	398万円以上		5	220	1	5.0	140	1.0	2.0	220	4.0	2-5	440	1	2-5	200	2	3-5	470	8	2-3	820	15	5=>2	760	1	2-3-5	1610	8	5=>2=>3	5600	23	152734	157234	157234	153247	13.0 - 12.4 - 13.3 - 13.4 - 13.1 - 13.0 - 12.9 - 13.6	13.0 - 25.4 - 38.7 - 52.1 - 65.2 - 78.2 - 91.1 - 104.7 (38.7-39.5)									
201743050306	ダ	左	1000	晴	良	13:00	C2　選抜馬		2017-5-3	2	船橋	3			3	1230	5	3.0	320	5.0	9.0	250	4.0	3-9	4090	15	3-9	1,070	13	3-8	870	11	8-9	550	5	3=>9	8460	26	3-8-9	5290	18	3=>9=>8	48640	145			5,8,(3,9),10,7,(1,11),4,6-2	5,8,9,3,1,10,7,11,4,6-2	12.9 - 11.1 - 11.7 - 12.8 - 13.8	12.9 - 24.0 - 35.7 - 48.5 - 62.3 (35.7-38.3)	8.0	210	3.0	3-7	2180.0	8.0	3=>7	4980.0	18.0
201743050307	ダ	左	1500	晴	良	13:30	カルガモ賞		2017-5-3	2	船橋	3			11	370	2	11.0	150	3.0	10.0	290	6.0	10-11	2360	11	10-11	720	10	1-11	330	2	1-10	880	14	11=>10	3000	13	1-10-11	1990	7	11=>10=>1	15250	58	1112510879346	1111025987436	1,11,10,(2,5),9,8,7,(3,4),6	1111052978463	7.3 - 12.8 - 14.1 - 13.4 - 12.7 - 12.4 - 13.0 - 13.6	7.3 - 20.1 - 34.2 - 47.6 - 60.3 - 72.7 - 85.7 - 99.3 (34.2-39.0)	1.0	120	1.0	8-8	2120.0	11.0	8=>8	2170.0	13.0
201743050308	ダ	左	1200	晴	良	14:00	C1　選抜馬イ		2017-5-3	2	船橋	3			1	1520	5	1.0	280	5.0	7.0	120	1.0	1-7	1120	4	1-7	460	5	1-6	860	12	6-7	290	3	1=>7	3050	12	1-6-7	1950	8	1=>7=>6	18720	65		245718693	2,4,5,7,6,9,(1,8),3	246517839	13.0 - 11.6 - 11.9 - 12.2 - 13.3 - 13.3	13.0 - 24.6 - 36.5 - 48.7 - 62.0 - 75.3 (36.5-38.8)	6.0	210	4.0	1-7	1320.0	5.0	1=>7	2450.0	9.0
201743050309	ダ	左	1500	晴	良	14:35	サンスポZBAT!開		2017-5-3	2	船橋	3			9	250	2	9.0	110	1.0	5.0	390	8.0	5-9	4630	16	5-9	1,300	17	7-9	160	1	5-7	920	15	9=>5	7030	25	5-7-9	2160	8	9=>5=>7	19890	65	57261013498	57621014398	5,7,6,2,10,(1,9),4,3,8	57629101438	7.3 - 12.6 - 13.4 - 13.7 - 13.2 - 12.7 - 13.2 - 13.6	7.3 - 19.9 - 33.3 - 47.0 - 60.2 - 72.9 - 86.1 - 99.7 (33.3-39.5)	7.0	120	2.0	5-8	3600.0	14.0	8=>5	4290.0	17.0
201743050310	ダ	左	1600	晴	良	15:10	ゴールデンウィークで		2017-5-3	2	船橋	3			7	3360	7	7.0	590	7.0	6.0	170	3.0	6-7	4670	17	6-7	1,490	19	7-10	2,310	27	6-10	650	7	7=>6	13620	43	6-7-10	8690	34	7=>6=>10	70260	229	2346185711109	2348116175109	(2,3,4),8,6,11,(1,7),10,9,5	2348671111095	13.0 - 13.1 - 13.5 - 13.3 - 12.9 - 12.9 - 13.4 - 13.3	13.0 - 26.1 - 39.6 - 52.9 - 65.8 - 78.7 - 92.1 - 105.4 (39.6-39.6)	10.0	250	5.0	6-6	4800.0	17.0	6=>6	4440.0	23.0
201743050311	ダ	左	1200	晴	良	15:45	閃光スプリント 		2017-5-3	2	船橋	3	(ハンデ)		12	360	2	12.0	150	2.0	2.0	120	1.0	2-12	500	1	2-12	310	2	6-12	1,240	16	2-6	1,090	14	12=>2	1300	3	2-6-12	4560	14	12=>2=>6	19170	53		411123691751082	4,12,(3,6,9),11,1,7,2,8,(5,10)	412961327851011	12.4 - 11.4 - 11.5 - 12.0 - 12.6 - 13.3	12.4 - 23.8 - 35.3 - 47.3 - 59.9 - 73.2 (35.3-37.9)	6.0	370	7.0	2-8	560.0	1.0	8=>2	1390.0	4.0
201743050312	ダ	左	1600	晴	良	16:20	うまたせ!船橋来場記 		2017-5-3	2	船橋	3	(ハンデ)		6	420	3	6.0	170	3.0	3.0	110	1.0	3-6	460	2	3-6	190	2	1-6	300	7	1-3	140	1	6=>3	1050	5	1-3-6	470	1	6=>3=>1	2640	7	6,2,7,1,3-5,4	6,2,7,1,3-5,4	6,2,(1,7),3-(5,4)	6213745	13.2 - 12.5 - 13.1 - 12.7 - 12.7 - 12.5 - 12.9 - 14.1	13.2 - 25.7 - 38.8 - 51.5 - 64.2 - 76.7 - 89.6 - 103.7 (38.8-39.5)									
201743050401	ダ	左	1200	晴	良	11:00	3歳八		2017-5-4	2	船橋	4	26万円以上60万円未満		10	1620	6	10.0	420	7.0	11.0	240	5.0	10-11	7510	20	10-11	1,640	19	8-10	1,380	17	8-11	720	7	10=>11	15040	45	8-10-11	10290	33	10=>11=>8	81510	217		134101121256978.0	131041125712869.0	131041172589612.0	12.7 - 11.8 - 12.3 - 12.7 - 13.5 - 14.1	12.7 - 24.5 - 36.8 - 49.5 - 63.0 - 77.1 (36.8-40.3)	8.0	180	2.0	7-8	1860.0	7.0	7=>8	3580.0	13.0
201743050402	ダ	左	1500	晴	良	11:30	C3二　三ア		2017-5-4	2	船橋	4			5	250	1	5.0	130	1.0	4.0	230	5.0	4-5	1100	5	4-5	440	6	5-9	310	3	4-9	870	12	5=>4	2000	7	4-5-9	1900	7	5=>4=>9	9700	30	724851639	724158369	7,(4,3),2,5,8,1,6,9	734528169	7.2 - 12.0 - 13.4 - 13.5 - 12.3 - 13.0 - 13.7 - 14.2	7.2 - 19.2 - 32.6 - 46.1 - 58.4 - 71.4 - 85.1 - 99.3 (32.6-40.9)	9.0	160	3.0	4-5	1340.0	5.0	5=>4	2060.0	9.0
201743050403	ダ	左	1500	晴	良	12:00	C3二　三イ		2017-5-4	2	船橋	4			9	540	3	9.0	160	2.0	10.0	170	4.0	9-10	1470	5	9-10	610	7	9-11	650	8	10-11	460	4	9=>10	2560	8	9-10-11	2060	5	9=>10=>11	9990	26	1061178941523	6,10,9,7,11,8,1,4,5,2-3	10,6,9,(7,11),8,4,1,5,2,3	1096117845123	7.2 - 12.7 - 13.1 - 13.4 - 13.0 - 12.9 - 13.3 - 14.0	7.2 - 19.9 - 33.0 - 46.4 - 59.4 - 72.3 - 85.6 - 99.6 (33.0-40.2)	11.0	170	3.0	7-8	720.0	3.0	7=>8	1410.0	6.0
201743050404	ダ	左	1200	晴	良	12:30	C2八　九		2017-5-4	2	船橋	4			4	350	3	4.0	110	1.0	9.0	120	2.0	4-9	480	2	4-9	150	1	2-4	200	3	2-9	180	2	4=>9	1200	5	2-4-9	390	1	4=>9=>2	3000	6		192368457	1,9,2,8,(3,6),4,5,7	192386457	12.7 - 12.0 - 12.1 - 12.3 - 13.0 - 13.9	12.7 - 24.7 - 36.8 - 49.1 - 62.1 - 76.0 (36.8-39.2)	2.0	120	3.0	4-8	440.0	2.0	4=>8	1020.0	5.0
201743050405	ダ	左	1500	晴	良	13:00	C2八　九		2017-5-4	2	船橋	4			5	200	1	5.0	110	1.0	2.0	120	2.0	2-5	270	1	2-5	150	1	5-8	430	5	2-8	650	12	5=>2	470	1	2-5-8	960	4	5=>2=>8	2930	5	51062487913	51062489713	51062489731	51062849713	7.3 - 13.0 - 14.0 - 13.4 - 12.9 - 12.7 - 12.9 - 13.9	7.3 - 20.3 - 34.3 - 47.7 - 60.6 - 73.3 - 86.2 - 100.1 (34.3-39.5)	8.0	220	6.0	2-5	280.0	1.0	5=>2	440.0	1.0
201743050406	ダ	左	1200	晴	良	13:30	C2　選抜馬イ		2017-5-4	2	船橋	4			2	1380	7	2.0	190	4.0	8.0	150	2.0	2-8	4840	19	2-8	1,010	14	2-10	600	5	8-10	310	2	2=>8	11160	40	2-8-10	2480	6	2=>8=>10	44200	156		3,(7,8,10),11,9,4,1,2,5,12,6	738101129154612	710832119156124	12.7 - 11.6 - 11.8 - 12.2 - 13.1 - 13.9	12.7 - 24.3 - 36.1 - 48.3 - 61.4 - 75.3 (36.1-39.2)	10.0	130	1.0	2-6	5760.0	15.0	2=>6	17690.0	40.0
201743050407	ダ	左	1200	晴	良	14:00	C2　選抜馬ア		2017-5-4	2	船橋	4			8	270	2	8.0	160	2.0	7.0	300	5.0	7-8	2390	8	7-8	540	7	2-8	360	4	2-7	960	11	8=>7	3590	13	2-7-8	3720	10	8=>7=>2	19440	57		384911272511610.0	384129172116510.0	834127912116510.0	12.8 - 11.8 - 11.8 - 12.4 - 13.2 - 14.2	12.8 - 24.6 - 36.4 - 48.8 - 62.0 - 76.2 (36.4-39.8)	2.0	170	3.0	6-6	2450.0	8.0	6=>6	2500.0	11.0
201743050408	ダ	左	1600	晴	良	14:30	C1三　四		2017-5-4	2	船橋	4			4	480	2	4.0	120	2.0	2.0	140	3.0	2-4	1470	5	2-4	400	5	4-9	160	1	2-9	210	2	4=>2	2740	10	2-4-9	630	1	4=>2=>9	5420	15	361112491571028	361112495127108	3,6,11,4,12,9,5,1,2,8,(7,10)	631149112527810	12.8 - 11.8 - 12.8 - 13.1 - 12.8 - 13.2 - 13.7 - 14.2	12.8 - 24.6 - 37.4 - 50.5 - 63.3 - 76.5 - 90.2 - 104.4 (37.4-41.1)	9.0	100	1.0	2-4	1690.0	8.0	4=>2	2810.0	11.0
201743050409	ダ	左	1200	晴	良	15:05	C1三　四		2017-5-4	2	船橋	4			3	1830	5	3.0	330	5.0	8.0	1,320	10.0	3-8	26170	43	3-8	5,580	40	1-3	700	7	1-8	2,780	28	3=>8	46090	75	1-3-8	25300	64	3=>8=>1	248180	443		6,8,(5,10),3,2,9,4,11,7,1,12	6,8,10,5,9,3,11,2,(7,4,12),1	689531021112714	12.7 - 11.5 - 11.8 - 12.3 - 13.2 - 13.7	12.7 - 24.2 - 36.0 - 48.3 - 61.5 - 75.2 (36.0-39.2)	1.0	150	2.0	3-6	5600.0	18.0	3=>6	14590.0	30.0
201743050410	ダ	左	1700	晴	良	15:40	端午特別 		2017-5-4	2	船橋	4			3	140	1	3.0	120	1.0	1.0	220	4.0	1-3	640	3	1-3	300	3	2-3	260	2	1-2	990	13	3=>1	810	2	1-2-3	1280	4	3=>1=>2	3740	9	73161024589	73164210598	73162495108	37164295108	7.0 - 12.8 - 13.2 - 13.9 - 13.8 - 13.1 - 12.2 - 12.7 - 13.6	7.0 - 19.8 - 33.0 - 46.9 - 60.7 - 73.8 - 86.0 - 98.7 - 112.3 (33.0-38.5)	2.0	240	5.0	1-3	650.0	3.0	3=>1	890.0	3.0
201743050411	ダ	左	1700	晴	良	16:15	東京湾カップ	G	2017-5-4	2	船橋	4	(別定)		2	1550	5	2.0	390	5.0	4.0	220	3.0	2-4	4280	17	2-4	1,220	12	2-5	7,880	50	4-5	5,430	44	2=>4	10510	33	2-4-5	82270	143	2=>4=>5	494550	719	5613821412117413910	5613281411127413910	5,6,13,2,11,(7,8,4),14,12,1,3,10,9	5621341187121314910	6.8 - 11.8 - 12.1 - 13.6 - 13.2 - 12.6 - 12.7 - 13.9 - 13.6	6.8 - 18.6 - 30.7 - 44.3 - 57.5 - 70.1 - 82.8 - 96.7 - 110.3 (30.7-40.2)	5.0	1,050	11.0	2-3	3230.0	14.0	2=>3	8200.0	31.0
201743050412	ダ	左	1800	晴	良	16:50	くじら賞 		2017-5-4	2	船橋	4	(ハンデ)		2	140	1	2.0	100	1.0	6.0	110	2.0	2-6	270	1	2-6	140	1	2-5	170	2	5-6	300	4	2=>6	360	1	2-5-6	350	1	2=>6=>5	890	1	12564378	12563478	(1,2),5,4,6,3,7,8	25641378	12.3 - 12.5 - 13.7 - 13.6 - 12.8 - 12.7 - 12.3 - 13.0 - 13.3	12.3 - 24.8 - 38.5 - 52.1 - 64.9 - 77.6 - 89.9 - 102.9 - 116.2 (38.5-38.6)	5.0	120	3.0						
201743050501	ダ	左	1600	晴	良	11:00	SPAT4×圧巻のカ		2017-5-5	2	船橋	5			7	270	1	7.0	150	1.0	4.0	510	6.0	4-7	1550	7	4-7	550	8	2-7	1,460	16	2-4	2,550	19	7=>4	2650	10	2-4-7	9420	26	7=>4=>2	49960	136	5673142	5671342	(5,6,7),4,3,2,1	7456321	13.4 - 13.1 - 14.1 - 13.3 - 12.5 - 12.9 - 13.3 - 14.5	13.4 - 26.5 - 40.6 - 53.9 - 66.4 - 79.3 - 92.6 - 107.1 (40.6-40.7)									
201743050502	ダ	左	1200	晴	良	11:30	よみうりランドグッジ		2017-5-5	2	船橋	5			2	160	1	2.0	110	1.0	6.0	120	2.0	2-6	230	1	2-6	120	1	2-4	140	2	4-6	160	3	2=>6	340	1	2-4-6	250	1	2=>6=>4	770	1		246371.0	246371.0	246371.0	13.3 - 12.6 - 12.7 - 12.8 - 12.6 - 13.0	13.3 - 25.9 - 38.6 - 51.4 - 64.0 - 77.0 (38.6-38.4)									
201743050503	ダ	左	1000	晴	良	12:00	チバテレ全レース中継		2017-5-5	2	船橋	5			2	200	1	2.0	120	1.0	9.0	180	4.0	2-9	580	2	2-9	310	4	2-5	700	11	5-9	1,120	15	2=>9	880	2	2-5-9	3020	14	2=>9=>5	9300	36			9,(3,2),8,7,1,5,6,10,4	92738156410	12.5 - 11.3 - 11.7 - 12.9 - 13.7	12.5 - 23.8 - 35.5 - 48.4 - 62.1 (35.5-38.3)	5.0	270	5.0	2-8	590.0	3.0	2=>8	970.0	4.0
201743050504	ダ	左	1200	晴	良	12:30	BS生中継記念		2017-5-5	2	船橋	5	26万円未満		8	150	1	8.0	100	1.0	4.0	140	2.0	4-8	390	1	4-8	210	1	5-8	330	4	4-5	600	8	8=>4	530	1	4-5-8	1050	3	8=>4=>5	2710	4		1481057112639	1,4,8,5,11,10,2,7,6-9,3	4185211106793	12.6 - 11.6 - 11.9 - 12.7 - 13.2 - 13.0	12.6 - 24.2 - 36.1 - 48.8 - 62.0 - 75.0 (36.1-38.9)	5.0	210	5.0	4-7	420.0	1.0	7=>4	480.0	1.0
201743050505	ダ	左	1500	晴	良	13:00	キャロッタお誕生日記		2017-5-5	2	船橋	5			1	310	2	1.0	150	2.0	4.0	270	5.0	1-4	2980	9	1-4	680	9	1-9	310	3	4-9	940	12	1=>4	3810	13	1-4-9	2550	8	1=>4=>9	12070	37	13289104657	13289104657	13928741065	13984276510	7.1 - 12.1 - 13.3 - 13.1 - 12.4 - 12.8 - 13.6 - 14.1	7.1 - 19.2 - 32.5 - 45.6 - 58.0 - 70.8 - 84.4 - 98.5 (32.5-40.5)	9.0	160	3.0	1-4	2590.0	10.0	1=>4	3760.0	16.0
201743050506	ダ	左	1200	晴	良	13:35	あやめ賞		2017-5-5	2	船橋	5			10	130	1	10.0	100	1.0	6.0	110	2.0	6-10	250	1	6-10	150	1	1-10	250	2	1-6	330	3	10=>6	310	1	1-6-10	520	1	10=>6=>1	1120	1		3,5,10,6,7,1,8,2,9-4	3,5,10,(6,7),1,2,8,9-4	35106712894	12.3 - 11.0 - 11.7 - 12.6 - 13.7 - 13.2	12.3 - 23.3 - 35.0 - 47.6 - 61.3 - 74.5 (35.0-39.5)	1.0	150	3.0	6-8	230.0	1.0	8=>6	300.0	1.0
201743050507	ダ	左	1500	晴	良	14:10	2017サラブレッド		2017-5-5	2	船橋	5			4	2820	8	4.0	440	7.0	1.0	140	2.0	1-4	4170	13	1-4	1,200	15	4-10	1,560	19	1-10	420	5	4=>1	16350	41	1-4-10	8040	26	4=>1=>10	97870	224	16495278310	14659728103	1,4,6,5,9,(7,8),2,10,3	14697582103	7.1 - 12.8 - 13.3 - 13.1 - 12.6 - 12.7 - 13.5 - 14.3	7.1 - 19.9 - 33.2 - 46.3 - 58.9 - 71.6 - 85.1 - 99.4 (33.2-40.5)	10.0	180	3.0	1-4	3890.0	11.0	4=>1	17500.0	29.0
201743050508	ダ	左	1200	晴	良	14:45	こどもの日にはかしわ		2017-5-5	2	船橋	5			3	310	2	3.0	160	2.0	4.0	1,170	9.0	3-4	11520	26	3-4	2,850	26	3-12	420	4	4-12	4,020	30	3=>4	13610	36	3-4-12	15950	41	3=>4=>12	114780	248		356128107914211.0	356127810942111.0	356712810429111.0	12.9 - 11.6 - 12.0 - 12.4 - 13.2 - 14.1	12.9 - 24.5 - 36.5 - 48.9 - 62.1 - 76.2 (36.5-39.7)	12.0	200	3.0	3-4	10190.0	19.0	3=>4	13180.0	28.0
201743050509	ダ	左	1600	晴	良	15:20	楽天競馬10周年記念 		2017-5-5	2	船橋	5			3	120	1	3.0	120	1.0	4.0	340	8.0	3-4	860	3	3-4	430	5	1-3	420	3	1-4	2,050	25	3=>4	990	3	1-3-4	3090	12	3=>4=>1	7440	21	2414385613110711912	2414385611310711129	2,4,14,3,5,8,1,(6,13),9,(7,10),12,11	4142358191376101211	12.7 - 12.6 - 12.7 - 12.9 - 12.9 - 13.1 - 13.5 - 13.7	12.7 - 25.3 - 38.0 - 50.9 - 63.8 - 76.9 - 90.4 - 104.1 (38.0-40.3)	1.0	300	7.0	3-3	960.0	6.0	3=>3	970.0	5.0
201743050510	ダ	左	1000	晴	良	15:55	SPAT4プレミアム 		2017-5-5	2	船橋	5	(ハンデ)		10	400	2	10.0	150	1.0	12.0	150	2.0	10-12	670	1	10-12	300	1	10-14	530	3	12-14	570	5	10=>12	1410	2	10-12-14	1680	2	10=>12=>14	6320	6			10,12,14,3,8,(5,6,13),9,2,4,7,1,11	1012314135869274111	12.5 - 11.4 - 11.7 - 12.5 - 12.9	12.5 - 23.9 - 35.6 - 48.1 - 61.0 (35.6-37.1)	14.0	220	4.0	6-7	390.0	1.0	6=>7	740.0	1.0
201743050511	ダ	左	1600	晴	良	16:40	かしわ記念	G1	2017-5-5	2	船橋	5	(定量)		1	320	2	1.0	140	2.0	2.0	180	4.0	1-2	1040	7	1-2	350	6	1-3	390	7	2-3	550	10	1=>2	1740	10	1-2-3	1620	8	1=>2=>3	6930	34	38792161045	38729161045	3,8,(2,7),9,1,6-4,10,5	3,8,7,2,9,1,6-4,10,5	12.4 - 11.8 - 12.4 - 12.3 - 12.6 - 12.4 - 12.9 - 13.1	12.4 - 24.2 - 36.6 - 48.9 - 61.5 - 73.9 - 86.8 - 99.9 (36.6-38.4)	3.0	180	5.0	1-2	1110.0	6.0	1=>2	1060.0	6.0
201743050512	ダ	左	1800	晴	良	17:20	豊四季賞		2017-5-5	2	船橋	5			1	600	2	1.0	190	2.0	3.0	600	10.0	1-3	9140	26	1-3	1,960	22	1-5	1,220	15	3-5	3,580	35	1=>3	22310	52	1-3-5	28010	74	1=>3=>5	222120	431	41098627153	41096827513	41068972351	10486937512	12.1 - 11.7 - 13.1 - 13.1 - 12.9 - 13.2 - 13.6 - 14.3 - 14.3	12.1 - 23.8 - 36.9 - 50.0 - 62.9 - 76.1 - 89.7 - 104.0 - 118.3 (36.9-42.2)	5.0	330	4.0	1-3	7550.0	19.0	1=>3	13650.0	33.0
201743061901	ダ	左	1600	晴	稍重	15:30	3歳二		2017-6-19	3	船橋	1	257万円以上324万円未満		4	370	2	4.0	160	3.0	5.0	150	2.0	4-5	810	5	4-5	140	6	2-4	100	1	2-5	100	2	4=>5	1480	9	2-4-5	160	1	4=>5=>2	2060	11	2541	2541	2541	2541	14.4 - 14.2 - 14.1 - 13.3 - 12.8 - 12.4 - 13.1 - 13.7	14.4 - 28.6 - 42.7 - 56.0 - 68.8 - 81.2 - 94.3 - 108.0 (42.7-39.2)									
201743061902	ダ	左	1200	晴	稍重	16:00	3歳四		2017-6-19	3	船橋	1	172万円以上204.7万円未満		2	230	1	2.0	130	1.0	6.0	180	4.0	2-6	910	2	2-6	390	2	2-10	640	7	6-10	1,000	13	2=>6	1210	3	2-6-10	2800	8	2=>6=>10	8530	19		15697102348	1,5,6,9-2,10,7,4,8,3	15692104783	12.6 - 11.5 - 12.2 - 12.7 - 14.0 - 14.1	12.6 - 24.1 - 36.3 - 49.0 - 63.0 - 77.1 (36.3-40.8)	10.0	270	6.0	2-6	920.0	3.0	2=>6	1480.0	4.0
201743061903	ダ	左	1500	晴	稍重	16:30	3歳三		2017-6-19	3	船橋	1	204.7万円以上257万円未満		3	130	1	3.0	110	1.0	2.0	330	4.0	2-3	870	4	2-3	250	3	3-4	310	4	2-4	1,260	15	3=>2	900	5	2-3-4	1780	8	3=>2=>4	4670	19	261354	261534	2,6,(1,3),5,4	261354	7.1 - 12.6 - 13.1 - 12.9 - 12.9 - 13.4 - 14.4 - 15.0	7.1 - 19.7 - 32.8 - 45.7 - 58.6 - 72.0 - 86.4 - 101.4 (32.8-42.8)									
201743061904	ダ	左	1200	晴	稍重	17:00	C3八		2017-6-19	3	船橋	1			4	300	2	4.0	130	1.0	2.0	420	9.0	2-4	4510	18	2-4	1,040	13	4-9	530	5	2-9	3,030	31	4=>2	7100	23	2-4-9	9190	36	4=>2=>9	33330	123		7810116923541	(7,8),10,11,(6,9),(2,3),4,5-1	7810611924531	12.8 - 12.1 - 12.3 - 13.0 - 14.7 - 14.0	12.8 - 24.9 - 37.2 - 50.2 - 64.9 - 78.9 (37.2-41.7)	9.0	250	3.0	2-4	4220.0	14.0	4=>2	7580.0	21.0
201743061905	ダ	左	1200	晴	稍重	17:30	チェリー!古稀からも		2017-6-19	3	船橋	1			5	190	1	5.0	120	1.0	4.0	160	3.0	4-5	760	2	4-5	250	2	5-7	680	7	4-7	1,730	20	5=>4	1080	2	4-5-7	3800	14	5=>4=>7	11550	35		8510271693114	5,8,10,(2,7),6,11,9,(1,3),4	5108276113941	12.8 - 12.1 - 12.8 - 12.7 - 13.0 - 13.4	12.8 - 24.9 - 37.7 - 50.4 - 63.4 - 76.8 (37.7-39.1)	7.0	340	7.0	4-5	660.0	3.0	5=>4	1240.0	4.0
201743061906	ダ	左	1200	晴	稍重	18:00	C2　選抜馬イ		2017-6-19	3	船橋	1			9	1500	7	9.0	360	6.0	10.0	300	5.0	9-10	5420	22	9-10	1,710	24	3-9	2,150	31	3-10	1,230	18	9=>10	14550	52	3-9-10	11110	46	9=>10=>3	84640	343		1178911056243	(7,8,11),9,6,10,5,(1,2),4,3	1178965210413	12.5 - 11.8 - 12.5 - 13.1 - 13.7 - 13.0	12.5 - 24.3 - 36.8 - 49.9 - 63.6 - 76.6 (36.8-39.8)	3.0	290	4.0	7-8	980.0	5.0	7=>8	1880.0	8.0
201743061907	ダ	左	1600	晴	稍重	18:30	C2二		2017-6-19	3	船橋	1			8	580	2	8.0	230	3.0	4.0	290	4.0	4-8	2450	11	4-8	850	12	5-8	3,670	30	4-5	3,980	31	8=>4	4280	14	4-5-8	32750	64	8=>4=>5	131800	312	17825461039	17285461039	1,7,(2,8),5,4,6,3,10,9	17825436910	13.0 - 12.8 - 13.9 - 13.2 - 13.1 - 13.1 - 13.7 - 13.7	13.0 - 25.8 - 39.7 - 52.9 - 66.0 - 79.1 - 92.8 - 106.5 (39.7-40.5)	5.0	1,110	9.0	4-7	1600.0	8.0	7=>4	2560.0	11.0
201743061908	ダ	左	1200	晴	稍重	19:05	ジェミニ賞		2017-6-19	3	船橋	1			9	270	1	9.0	120	1.0	6.0	330	6.0	6-9	2440	12	6-9	730	11	3-9	350	2	3-6	1,130	16	9=>6	3400	16	3-6-9	3720	15	9=>6=>3	17750	71		129101231146875	(1,2,9),10,12-(3,6),11,4,5,7,8	129101236451178	12.6 - 11.7 - 12.0 - 12.7 - 13.1 - 13.6	12.6 - 24.3 - 36.3 - 49.0 - 62.1 - 75.7 (36.3-39.4)	3.0	160	3.0	5-7	1230.0	6.0	7=>5	1410.0	7.0
201743061909	ダ	左	1600	晴	稍重	19:40	向暑賞		2017-6-19	3	船橋	1			3	140	1	3.0	110	1.0	13.0	150	3.0	3-13	480	2	3-13	330	2	3-12	530	6	12-13	1,070	14	3=>13	670	2	3-12-13	1560	6	3=>13=>12	4030	10	34213911125167810	34132911512167810	3,13,4,2,9,(5,11,12),(6,7),1,8,10	31321254117698110	13.0 - 12.5 - 13.7 - 13.3 - 13.4 - 12.9 - 13.2 - 13.4	13.0 - 25.5 - 39.2 - 52.5 - 65.9 - 78.8 - 92.0 - 105.4 (39.2-39.5)	12.0	260	6.0	3-8	300.0	1.0	3=>8	490.0	2.0
201743061910	ダ	左	1200	晴	稍重	20:15	ハートビートナイター 		2017-6-19	3	船橋	1	(ハンデ)		8	6520	10	8.0	710	9.0	10.0	130	1.0	8-10	14230	33	8-10	2,930	33	5-8	1,920	26	5-10	350	1	8=>10	36300	68	5-8-10	12180	43	8=>10=>5	200260	447		121910267538114	1,12,9,(6,10),2,7,5,3,8,(11,4)	112961052381147	12.3 - 11.4 - 11.9 - 12.9 - 13.3 - 13.3	12.3 - 23.7 - 35.6 - 48.5 - 61.8 - 75.1 (35.6-39.5)	5.0	160	2.0	6-7	2210.0	9.0	6=>7	9000.0	24.0
