	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201742011701	ダ	左	1400	晴	稍重	10:20	3歳五		2017-1-17	10	浦和	2	75万円以上135万円未満		6	410	3	6	110	1	10	120	2	11.0	160	4.0	5-7	340.0	1.0	6-10	510	1	6-10	210	1	6-11	350	3	10-11	360	5	5=>7	650.0	1.0	6=>10	1110	3	6-10-11	760	1	6=>10=>11	3730	4	671041112385921	671041131298521	671011493528112	6,10,7,11,9,4,3,5,1,2,8=12	12.5 - 12.1 - 13.6 - 13.9 - 13.1 - 13.6 - 13.4	12.5 - 24.6 - 38.2 - 52.1 - 65.2 - 78.8 - 92.2 (38.2-40.1)
201742011702	ダ	左	1500	晴	稍重	10:50	3歳四		2017-1-17	10	浦和	2	75万円以上135万円未満		10	530	3	10	160	3	1	250	4	8.0	130	2.0	1-7	2500.0	9.0	1-10	2760	10	1-10	700	12	8-10	340	3	1-8	410	4	7=>1	4760.0	13.0	10=>1	4490	19	1-8-10	1690	5	10=>1=>8	13790	45	341085796212111	341058976212111	104835971126112	108157911124362	7.4 - 11.4 - 13.2 - 13.9 - 13.9 - 12.9 - 13.7 - 13.1	7.4 - 18.8 - 32.0 - 45.9 - 59.8 - 72.7 - 86.4 - 99.5 (32.0-39.7)
201742011703	ダ	左	1400	晴	稍重	11:20	C3　4歳イウ		2017-1-17	10	浦和	2			1	740	3	1	190	3	5	120	1	6.0	200	4.0	1-5	540.0	2.0	1-5	560	2	1-5	300	2	1-6	820	12	5-6	330	3	1=>5	1120.0	7.0	1=>5	1320	6	1-5-6	1530	5	1=>5=>6	8290	22	568111101223794	568111101223794	568111102312974	561821034911712	12.7 - 12.3 - 13.0 - 13.4 - 13.0 - 13.9 - 13.6	12.7 - 25.0 - 38.0 - 51.4 - 64.4 - 78.3 - 91.9 (38.0-40.5)
201742011704	ダ	左	1400	晴	稍重	11:50	C3　4歳イウ		2017-1-17	10	浦和	2			8	160	1	8	110	2	7	110	1	4.0	150	3.0	7-8	380.0	1.0	7-8	340	1	7-8	160	1	4-8	260	3	4-7	310	5	8=>7	710.0	1.0	8=>7	580	1	4-7-8	650	1	8=>7=>4	1960	1	816472395	817496235	879412365	874921365	12.5 - 12.2 - 12.5 - 13.8 - 12.6 - 13.1 - 13.3	12.5 - 24.7 - 37.2 - 51.0 - 63.6 - 76.7 - 90.0 (37.2-39.0)
201742011705	ダ	左	1500	晴	稍重	12:20	C3九　十		2017-1-17	10	浦和	2			1	310	2	1	150	2	8	190	3	2.0	550	8.0	1-7	270.0	1.0	1-8	1250	5	1-8	490	5	1-2	3,140	25	2-8	4,740	31	1=>7	540.0	3.0	1=>8	2500	8	1-2-8	20460	44	1=>8=>2	61430	160	1589321046711	1589243610711	1958346271011	1958243761011	7.0 - 12.8 - 12.6 - 13.4 - 13.4 - 12.8 - 13.4 - 14.4	7.0 - 19.8 - 32.4 - 45.8 - 59.2 - 72.0 - 85.4 - 99.8 (32.4-40.6)
201742011706	ダ	左	1400	晴	稍重	12:50	ツインサドル特別 		2017-1-17	10	浦和	2	(別定)		8	380	3	8	130	2	3	170	3	1.0	320	6.0	3-6	880.0	4.0	3-8	830	3	3-8	330	3	1-8	930	13	1-3	600	7	6=>3	1390.0	5.0	8=>3	1490	5	1-3-8	2920	10	8=>3=>1	12000	40	139512108246117	135981210211647	138591210211647	13859112101264	12.1 - 11.6 - 12.5 - 13.2 - 13.0 - 14.2 - 14.0	12.1 - 23.7 - 36.2 - 49.4 - 62.4 - 76.6 - 90.6 (36.2-41.2)
201742011707	ダ	左	1400	晴	稍重	13:25	C3九　十		2017-1-17	10	浦和	2			8	1140	6	8	340	7	2	120	1	6.0	230	4.0	2-6	1950.0	7.0	2-8	1760	7	2-8	590	5	6-8	720	10	2-6	350	2	6=>2	7020.0	24.0	8=>2	4610	20	2-6-8	2210	7	8=>2=>6	16410	54	8921067311514	8921061173541	8291065711341	8296105731141	12.2 - 12.5 - 13.0 - 13.4 - 13.0 - 13.4 - 13.3	12.2 - 24.7 - 37.7 - 51.1 - 64.1 - 77.5 - 90.8 (37.7-39.7)
201742011708	ダ	左	1400	晴	稍重	14:00	日本の産業育てた渋沢		2017-1-17	10	浦和	2			10	150	1	10	100	1	3	150	3	2.0	100	2.0	3-8	540.0	2.0	3-10	510	2	3-10	240	3	2-10	170	1	2-3	230	2	8=>3	660.0	2.0	10=>3	660	2	2-3-10	430	1	10=>3=>2	1480	2	1048235197116	1048293517116	1048293111576	10-4,2,3,1,11,9,7,8,5,6	12.5 - 12.1 - 12.6 - 13.5 - 12.0 - 12.6 - 12.2	12.5 - 24.6 - 37.2 - 50.7 - 62.7 - 75.3 - 87.5 (37.2-36.8)
201742011709	ダ	左	1400	晴	稍重	14:35	道の駅はなぞの賞		2017-1-17	10	浦和	2			5	1480	3	5	180	3	8	110	1	2.0	210	4.0	5-6	420.0	2.0	5-8	450	2	5-8	250	2	2-5	970	11	2-8	290	3	5=>6	2030.0	9.0	5=>8	2690	9	2-5-8	1190	3	5=>8=>2	14360	47	12118356211079	12118352619710	12811526311079	8,12,5,2,11,6,3,10,1,7-9	12.4 - 10.8 - 12.9 - 13.6 - 13.2 - 13.5 - 13.6	12.4 - 23.2 - 36.1 - 49.7 - 62.9 - 76.4 - 90.0 (36.1-40.3)
201742011710	ダ	左	1600	晴	稍重	15:10	ガーネット特別 		2017-1-17	10	浦和	2			11	2340	7	11	300	5	9	210	3	2.0	570	7.0	7-8	1640.0	7.0	9-11	3720	14	9-11	1,010	11	2-11	3,050	31	2-9	1,590	20	8=>7	7690.0	31.0	11=>9	8660	31	2-9-11	24700	62	11=>9=>2	191850	358	2145683119710	2148561139710	2145861139710	2151164978310	12.4 - 11.9 - 13.4 - 13.2 - 13.4 - 12.8 - 14.3 - 13.6	12.4 - 24.3 - 37.7 - 50.9 - 64.3 - 77.1 - 91.4 - 105.0 (37.7-40.7)
