日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/12/26	晴	11	16	3	6	70.0	12	11	55.0	良	2:34.3	2.3	3-3-3-5	29.8-36.7	38.5	中山	202106050811	有馬記念(G1)	202106050811	01091	芝	2500	480	10	0.0
2021/11/14	晴	11	17	8	15	9.7	5	10	56.0	良	2:12.8	0.7	9-10-8-9	34.1-36.5	36.6	阪神	202109050411	エリザベス女王杯(G1)	202109050411	01091	芝	2200	470	-2	0.0
2021/09/26	曇	11	16	1	2	12.1	5	2	55.0	良	2:12.2	0.3	6-6-8-5	36.1-35.3	35.1	中山	202106040711	産経賞オールカマー(G2)	202106040711	01091	芝	2200	472	-14	2732.0
2021/08/22	曇	11	13	7	11	14.5	5	9	55.0	良	2:00.6	1.1	3-4-4-3	34.9-35.4	36.2	札幌	202101020411	札幌記念(G2)	202101020411	01091	芝	2000	486	18	0.0
2021/05/30	晴	12	16	3	5	16.6	8	1	52.0	良	2:32.8	-0.3	2-2-2-2	31.2-32.8	32.5	東京	202105021212	目黒記念(G2)	202105021212	01091	芝	2500	468	8	5812.0
2021/03/27	晴	11	15	4	6	17.7	6	15	53.0	良	2:35.2	1.9	6-6-9-10	31.0-34.9	36.0	中山	202106030111	日経賞(G2)	202106030111	01091	芝	2500	460	0	0.0
2021/03/07	曇	9	13	8	13	4.2	2	1	54.0	良	2:15.7	-0.3	3-3-3-3	37.9-34.7	34.5	中山	202106020409	湾岸S(3勝クラス)	202106020409	01170	芝	2200	460	-4	1848.7
2021/01/11	曇	10	16	2	4	4.8	3	2	54.0	良	2:16.8	0.1	2-2-2-2	38.8-35.1	35.0	中山	202106010410	迎春S(3勝クラス)	202106010410	01091	芝	2200	464	4	740.0
2020/12/26	晴	12	14	1	1	4.4	3	2	52.0	良	2:37.6	0.2	7-6-7-6	31.5-35.4	34.7	中山	202006050712	グレイトフルS(3勝クラス)	202006050712	01091	芝	2500	460	10	738.6
2020/11/07	曇	12	16	8	15	2.7	1	1	53.0	良	2:43.8	-0.2	3-5-5-2	39.8-35.5	35.1	福島	202003030312	土湯温泉特別(2勝クラス)	202003030312	01085	芝	2600	450	0	1535.0
2020/09/26	小雨	10	12	4	4	3.4	1	2	52.0	稍	2:35.0	0.0	4-4-3-2	30.9-37.4	36.8	中山	202006040610	九十九里特別(2勝クラス)	202006040610	01091	芝	2500	450	-12	607.4
2020/08/29	曇	9	10	6	6	3.9	3	1	52.0	良	2:42.9	-0.5	3-3-4-4	38.2-36.0	35.7	札幌	202001020509	ルスツ特別(1勝クラス)	202001020509	01091	芝	2600	462	0	1086.6
2020/08/23	晴	8	7	7	7	6.0	4	2	52.0	良	2:00.9	0.5	3-3-3-2	36.9-35.6	35.8	札幌	202001020408	3歳以上1勝クラス	202001020408	01091	芝	2000	462	6	300.0
2020/05/30	晴	6	9	1	1	2.8	1	3	54.0	良	2:24.6	0.5	3-3-3-3	35.5-35.0	35.2	東京	202005021106	3歳1勝クラス	202005021106	05585	芝	2400	456	8	180.0
2020/04/25	晴	9	8	4	4	7.6	3	4	54.0	良	2:21.8	0.5	5-5-5-5	31.1-34.0	33.8	東京	202005020109	新緑賞(1勝クラス)	202005020109	01092	芝	2300	448	0	150.0
2020/03/31	曇	9	11	5	5	6.2	3	2	54.0	稍	2:02.8	0.3	9-8-8-7	35.6-37.0	36.5	中山	202006030209	ミモザ賞(1勝クラス)	202006030209	01092	芝	2000	448	6	407.8
2020/02/29	晴	9	9	8	9	3.0	2	5	54.0	良	1:49.2	0.3	6-5-6-6	37.9-35.3	35.0	中山	202006020109	デイジー賞(1勝クラス)	202006020109	01092	芝	1800	442	-6	101.0
2019/12/28	晴	4	16	8	16	5.5	2	1	54.0	良	1:49.4	-0.6	6-6-6-6	36.1-37.6	36.0	中山	201906050904	2歳未勝利	201906050904	05575	芝	1800	448	2	500.0
2019/12/07	雨	3	16	8	15	5.4	3	3	54.0	稍	1:50.4	0.5	8-7-6-5	37.1-35.9	35.9	中山	201906050303	2歳未勝利	201906050303	01085	芝	1800	446	4	130.0
2019/11/16	晴	5	17	5	10	15.1	4	3	54.0	良	1:34.1	0.8	4-3	35.3-34.3	34.8	東京	201905050505	2歳新馬	201905050505	01085	芝	1600	442	0	180.0
