rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		ワイルドシング	牡4	57.0		秋山真一	2:07.1		9-9-9-8	35.8	6.3	4	434	0		飯田祐史		カナヤマホールディングス	750.0
2	7	10		テーオーポシブル	牡3	54.0		荻野琢真	2:07.2	3/4	3-2-2-2	36.6	4.4	1	454	-2		梅田智之		小笹公也	300.0
3	4	4		セロシア	牡3	54.0		藤岡康太	2:07.2	アタマ	5-5-5-5	36.4	5.9	3	470	18		渡辺薫彦		ノースヒルズ	190.0
4	5	6		モダスオペランディ	牡3	54.0		和田竜二	2:07.8	3.1/2	5-5-5-5	36.9	4.4	2	518	-24		西園正都		ゴドルフィン	110.0
5	6	7		メメランタン	牡3	54.0		岩崎翼	2:07.9	クビ	7-7-7-8	36.9	11.0	7	516	-8		武幸四郎		本谷惠	75.0
6	8	12		サンライズアカシア	牡3	54.0		藤懸貴志	2:07.9	アタマ	4-4-4-2	37.1	6.8	5	474	2		平田修		松岡隆雄	
7	3	3		メイショウウズマサ	牡3	54.0		中井裕二	2:08.0	1/2	2-2-2-2	37.4	33.4	9	490	0		安田隆行		松本好雄	
8	6	8		アルムチャレンジ	牡5	57.0		古川吉洋	2:08.0	クビ	7-7-7-5	37.0	10.1	6	498	-10		川村禎彦		崎川美枝子	
9	7	9		ネコマヒカ	牡4	57.0		長岡禎仁	2:08.9	5.0	10-11-10-10	37.4	165.5	12	510	-14		山内研二		節英司	
10	8	11		フェードアウト	牡3	54.0		幸英明	2:09.8	5.0	10-9-12-12	37.6	16.1	8	482	12		安田翔伍		三嶋牧場	
11	2	2		トウシンアサヒ	牡5	57.0		川須栄彦	2:10.3	3.0	12-12-10-11	38.6	54.3	11	456	4		村山明		サトー	
12	1	1		ワンダーアフィラド	牡3	51.0		亀田温心	2:10.8	3.0	1-1-1-1	40.4	43.3	10	484	-6		寺島良		山本能成	
