	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
200853121401	ダ	右	1250	晴	稍重	10:50	C27		2008-12-14	15	福山	1	(馬齢)		6	320	2	6	150	3	2	130	1	2-6	210	1	6=>2	850	3	6=>2=>7	1820	4	2,7,(1,4),3,6,5	2714365	2,7,(4,6),1,3,5	2674153					
200853121402	ダ	右	1250	晴	稍重	11:20	C26		2008-12-14	15	福山	1	(馬齢)		7	1000	5	7	640	6	6	470	3	6-7	1730	9	7=>6	4380	20	7=>6=>2	19890	77	1564723	1546723	6514723	6,(1,5),7,4,2,3					
200853121403	ダ	右	1250	晴	稍重	11:50	C25		2008-12-14	15	福山	1	(馬齢)		4	670	5	4	250	5	5	140	3	4-5	1880	10	4=>5	4070	19	4=>5=>2	9950	43	65314278	6,5,1,(2,3),4,7,8	65124387	(6,5),(2,4),8,1,(3,7)			2.0	120	1.0
200853121404	ダ	右	1250	晴	稍重	12:20	C24		2008-12-14	15	福山	1	(馬齢)		8	120	1	8	120	1	9	380	5	8-9	810	3	8=>9	910	4	8=>9=>4	3900	13	386954127	3,8,6,9,5,(1,4),2,7	389564127	839546127			4.0	140	3.0
200853122101	ダ	右	1250	曇	稍重	10:50	C23		2008-12-21	15	福山	3	(馬齢)		5	310	2	5	110	1	9	140	2	5-9	570	1	5=>9	1200	2	5=>9=>7	5540	12	2,7,8,(3,6),9,5,1,4	2,(3,7),8,6,9,5,1,4	278396514	(2,7,8,9),5,3,(6,1),4			7.0	220	5.0
200853122102	ダ	右	1250	雨	稍重	11:20	C22		2008-12-21	15	福山	3	(馬齢)		4	240	1	4	130	1	1	250	7	1-4	870	2	4=>1	1490	3	4=>1=>5	4410	9	182956374	182956374	182956374	128594376			5.0	210	3.0
200853122103	ダ	右	1250	雨	稍重	11:50	C21		2008-12-21	15	福山	3	(馬齢)		6	2460	8	6	350	6	1	240	3	1-6	12720	22	6=>1	56280	58	6=>1=>2	412400	318	17963852104	17963825104	1,7,9,3,6,(2,8),5,4,10	1,9,(3,7),6,2,8,5,4,10			2.0	280	4.0
200853122104	ダ	右	1250	雨	稍重	12:20	C213		2008-12-21	15	福山	3	(馬齢)		7	170	1	7	100	1	8	170	3	7-8	440	1	7=>8	640	1	7=>8=>5	1690	1	6,8,4,7,5,9-2,3,1	6,8,4,7,5,9-2,3,1	8,7,6,5,9,4-2,1,3	876594213			5.0	150	2.0
200853122105	ダ	右	1250	雨	稍重	12:50	C212		2008-12-21	15	福山	3	(馬齢)		5	190	1	5	120	1	8	130	2	5-8	300	1	5=>8	540	1	5=>8=>7	850	1	5,9,(1,4,6),8,2,3,7	591648327	519863742	581973642			7.0	140	3.0
200853122106	ダ	右	1250	曇	稍重	13:25	3歳4　条件		2008-12-21	15	福山	3	(馬齢)		8	110	1	8	100	1	3	130	2	3-8	210	1	8=>3	270	1	8=>3=>5	530	1	68751234	6,5,8,1,7,(2,3),4	85617324	85631724			5.0	140	3.0
200853122301	ダ	右	1250	晴	稍重	10:50	3歳8　条件		2008-12-23	15	福山	4	(馬齢)		3	130	1	3	100	1	2	160	3	2-3	420	2	3=>2	500	2	3=>2=>8	1280	1	23816457	2,3,8-1,6,4,7,5	2,3,8-4,6,1,7,5	23846715			8.0	170	5.0
200853122302	ダ	右	1250	晴	稍重	11:20	3歳7　条件		2008-12-23	15	福山	4	(馬齢)		6	130	1	6	100	1	8	140	3	6-8	190	1	6=>8	330	1	6=>8=>4	3350	11	46781253	46781523	4,6,8,7,(2,5),1,3	6,8,4,(7,5),(1,2),3			4.0	980	7.0
200853122303	ダ	右	1250	晴	稍重	11:50	3歳6　条件		2008-12-23	15	福山	4	(馬齢)		4	160	1	4	120	2	7	220	5	4-7	1080	4	4=>7	1160	3	4=>7=>6	2780	9	4,6,1,7,(5,8),3,9,2	4,6,1,7,(5,8),3,9,2	4,6,7,1,(5,8),3,2,9	467185329			6.0	100	1.0
200853122304	ダ	右	1250	晴	良	12:20	3歳5　条件		2008-12-23	15	福山	4	(馬齢)		5	190	1	5	100	1	7	360	5	5-7	790	4	5=>7	1060	4	5=>7=>4	3110	11	(6,8),7,9,5,(3,4),2,1	675934281	75643921	75463921			4.0	230	4.0
200853122305	ダ	右	1250	晴	良	12:55	C27　ニ		2008-12-23	15	福山	4	(馬齢)		5	200	1	5	130	2	8	100	1	5-8	630	2	5=>8	1000	4	5=>8=>9	5330	17	5,8,9,(1,3),6,7,2,4	589136274	589361274	589326714			9	200	4
