	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200844011401	ダ	右	1200	曇	良	11:00	C3六　七		2008-1-14	17	大井	1			13	1430	4	13	170	4	1	140	2	3.0	100	1.0	1-8	1580.0	6.0	1-13	4300	11	1-13	580	7	3-13	210	3	1-3	200	1	8=>1	5220.0	13.0	13=>1	9360	17	1-3-13	980	3	13=>1=>3	16320	52			1,11,12,13,7,(4,10),6,3,9,5,8,2	1,11,13,7,12,4,10,(3,6),9,8,5,2	12.6 - 11.2 - 12.3 - 13.5 - 12.7 - 13.4	12.6 - 23.8 - 36.1 - 49.6 - 62.3 - 75.7 (36.1-39.6)
200844011402	ダ	右	1400	曇	良	11:30	C3六　七		2008-1-14	17	大井	1			4	4490	10	4	1,300	10	3	1,880	13	13.0	1,570	12.0	3-3	80280.0	34.0	3-4	80450	79	3-4	9,400	63	4-13	9,400	63	3-13	11,470	69	3=>3	78960.0	59.0	4=>3	83320	132	3-4-13	487040	299	4=>3=>13	1088860	1428		6.110941185713123e+18	6,(10,9),(11,8),(1,4),13,5,(12,7),3,2-14	(6,10,9),(11,8),4,1,13,5,7,3,12,2-14	13.0 - 11.9 - 12.4 - 12.8 - 13.3 - 13.0 - 14.0	13.0 - 24.9 - 37.3 - 50.1 - 63.4 - 76.4 - 90.4 (37.3-40.3)
200844011403	ダ	右	1400	曇	良	12:00	4歳		2008-1-14	17	大井	1	147.5万円以上		13	890	3	13	300	7	3	100	1	10.0	140	2.0	3-8	1000.0	4.0	3-13	1120	4	3-13	550	6	10-13	1,170	15	3-10	280	1	8=>3	2700.0	13.0	13=>3	2740	9	3-10-13	2450	4	13=>3=>10	12750	19		7,(8,10,11),1,2,5,13,14,4,9,12,6,3	(7,10),11,8,2,13,5,1,14,9,6,4,12,3	10,(7,11),2,(1,13),(8,5),14,(9,6),4,3,12	12.9 - 11.1 - 11.6 - 12.5 - 13.9 - 13.1 - 13.7	12.9 - 24.0 - 35.6 - 48.1 - 62.0 - 75.1 - 88.8 (35.6-40.7)
200844011404	ダ	右	1600	曇	良	12:30	4歳		2008-1-14	17	大井	1	147.5万円以上		12	450	2	12	140	2	8	120	1	3.0	370	7.0	6-8	260.0	1.0	8-12	320	1	8-12	180	1	3-12	930	11	3-8	540	5	8=>6	950.0	4.0	12=>8	950	3	3-8-12	1910	7	12=>8=>3	8910	28	81210114379162.0	81210341179162	81210437111962	12810347111962	13.2 - 11.9 - 12.6 - 12.4 - 12.6 - 13.2 - 13.5 - 13.6	13.2 - 25.1 - 37.7 - 50.1 - 62.7 - 75.9 - 89.4 - 103.0 (37.7-40.3)
200844011405	ダ	右	1200	曇	良	13:00	3歳		2008-1-14	17	大井	1	115.5万円以上234万円未満		12	260	1	12	180	2	1	700	11	2.0	190	3.0	1-7	10750.0	25.0	1-12	15660	44	1-12	3,480	35	2-12	500	3	1-2	4,650	47	7=>1	17120.0	46.0	12=>1	18150	61	1-2-12	39180	110	12=>1=>2	179460	479			5,12,14,2,3,1,6,10,11,9,(8,7),4,13	5,12,14,2,3,1,10,(6,9),(7,11),4,8,13	12.3 - 11.3 - 12.0 - 13.3 - 12.7 - 13.3	12.3 - 23.6 - 35.6 - 48.9 - 61.6 - 74.9 (35.6-39.3)
200844011406	ダ	右	1400	曇	良	13:30	3歳		2008-1-14	17	大井	1	115.5万円以上234万円未満		6	760	5	6	210	2	8	280	7	1.0	230	5.0	4-5	1470.0	6.0	6-8	4120	19	6-8	1,280	22	1-6	940	14	1-8	1,170	18	4=>5	1950.0	7.0	6=>8	6640	34	1-6-8	8330	31	6=>8=>1	50250	184		2,(7,8,11),1,5,12,6,13,3,4,10,14,9	2,7,8,(1,5,12),13,3,6,11,10,4,14,9	2,7,8,1,(5,12),3,13,(4,6),10,9,(11,14)	13.2 - 12.0 - 11.9 - 12.3 - 13.3 - 12.8 - 13.8	13.2 - 25.2 - 37.1 - 49.4 - 62.7 - 75.5 - 89.3 (37.1-39.9)
200844011407	ダ	右	1600	曇	良	14:00	3歳		2008-1-14	17	大井	1	115.5万円以上234万円未満		2	160	1	2	120	1	6	400	6	5.0	640	8.0	2-6	1690.0	8.0	2-6	1670	6	2-6	720	9	2-5	1,270	16	5-6	3,850	37	2=>6	2460.0	10.0	2=>6	2410	8	2-5-6	10150	36	2=>6=>5	38010	121	1,2,4,10,(5,8),3,7,9,6	1,2,4,10,(3,5),8,(7,9),6	1,2,4,3,(5,10),8,9,7,6	1,2,4,(3,5,8,10),7,9,6	13.0 - 12.3 - 13.6 - 13.1 - 12.7 - 13.3 - 13.7 - 13.5	13.0 - 25.3 - 38.9 - 52.0 - 64.7 - 78.0 - 91.7 - 105.2 (38.9-40.5)
200844011408	ダ	右	1200	曇	良	14:30	C2四　五		2008-1-14	17	大井	1			6	300	1	6	160	1	5	360	7	12.0	240	4.0	4-4	2860.0	16.0	5-6	2440	10	5-6	870	9	6-12	850	7	5-12	1,280	19	4=>4	1790.0	6.0	6=>5	3230	10	5-6-12	6900	27	6=>5=>12	26740	72			5,1,6,11,2,(7,13),10,14,3,12,9,(4,8)	5,6,11,(1,2),7,13,14,(3,10),12,4,9,8	12.5 - 11.1 - 12.2 - 13.1 - 12.3 - 12.7	12.5 - 23.6 - 35.8 - 48.9 - 61.2 - 73.9 (35.8-38.1)
200844011409	ダ	右	1500	曇	良	15:00	C2四　五		2008-1-14	17	大井	1			2	600	3	2	170	3	11	120	1	6.0	250	4.0	2-7	520.0	2.0	2-11	550	2	2-11	250	1	2-6	650	7	6-11	440	5	2=>7	1870.0	6.0	2=>11	1820	6	2-6-11	1660	4	2=>11=>6	10990	23	11,(9,8),3,6,10,12,14,(1,4),13,7,2,5	9811361214101413275	2811914641331012715	2,8,11,(9,14),6,4,13,3,10,7,12,1,5	7.0 - 12.3 - 13.3 - 13.1 - 12.0 - 13.1 - 13.3 - 13.3	7.0 - 19.3 - 32.6 - 45.7 - 57.7 - 70.8 - 84.1 - 97.4 (32.6-39.7)
200844011410	ダ	右	1600	曇	良	15:30	ゆきやなぎ特別競走 		2008-1-14	17	大井	1			8	150	1	8	130	1	9	480	9	13.0	460	8.0	6-6	2400.0	8.0	8-9	1900	9	8-9	710	9	8-13	600	3	9-13	5,000	39	6=>6	2620.0	11.0	8=>9	2060	9	8-9-13	7950	29	8=>9=>13	32150	95	12681311912743510	1,2,6,8,11,13,9,12,7,4,(3,5),10	(1,2,6),8,13,9,4,12,10,11,5,3,7	8,6,2,1,(9,13),4,(12,10),5,(11,3),7	12.7 - 11.9 - 13.2 - 13.1 - 12.5 - 13.3 - 13.3 - 13.3	12.7 - 24.6 - 37.8 - 50.9 - 63.4 - 76.7 - 90.0 - 103.3 (37.8-39.9)
