	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200851070208	ダ	右	1400	曇	良	14:40	C2　4歳以上		2008-7-2	2	姫路	2	(馬齢)		1	730	3	1	210	4	3	210	6	1-3	1820	8	1-3	640	10	1-6	400	2	3-6	400	3	1=>3	3510	13	1-3-6	1460	1	6,3,(1,8),5,4,10,2,7,9	63185410279	6,3,8,(1,10),5,4,2,7,9	63184105279			6.0	160	1.0	1-3	2130.0	12.0	1=>3=>6	10460.0	23.0
200851070209	ダ	右	1400	曇	良	15:15	五峰山特別 		2008-7-2	2	姫路	2	(定量)		11	440	2	11	270	5	3	310	6	3-11	4300	15	3-11	630	8	5-11	840	14	3-5	1,370	20	11=>3	4930	18	3-5-11	14710	33	6114538910217	6,11,4,5,3,(8,9),10-2,1,7	11,3,10,6,5,8,9,4,2,1=7	3,11,10,6,5,8,9,2,4,1=7			5.0	360	7.0	3-8	1840.0	7.0	11=>3=>5	68560.0	159.0
200851070301	ダ	右	1400	曇	稍重	11:10	F4三　3歳		2008-7-3	2	姫路	3	(馬齢)		5	160	1	5	100	1	9	150	3	5-9	450	2	5-9	140	1	5-7	610	7	7-9	2,040	16	5=>9	540	2	5-7-9	3730	8	3,4,9,5,7,(2,8),6,1	347925861	9,(4,5),3,(7,8),2,6,1	953487261			7.0	490	8.0	5-8	170.0	1.0			
200851070302	ダ	右	1400	曇	稍重	11:40	F4二　3歳		2008-7-3	2	姫路	3	(馬齢)		9	200	1	9	130	1	2	230	5	2-9	1310	5	2-9	480	4	3-9	980	14	2-3	2,200	24	9=>2	2070	8	2-3-9	5350	18	289637415	2,8,9,(3,6),(1,4),7,5	289364175	2,9,8,3,(4,6),(1,7),5			3.0	760	8.0	2-8	1060.0	5.0			
200851070303	ダ	右	1400	曇	稍重	12:10	2歳一組　2歳		2008-7-3	2	姫路	3	(馬齢)		4	380	3	4	160	3	3	210	5	3-4	2930	12	3-4	790	11	1-4	260	3	1-3	790	11	4=>3	4070	19	1-3-4	1900	6	47368215	47368215	41836725	41836572			1.0	130	2.0						
200851070304	ダ	右	1400	曇	良	12:40	F4一　3歳		2008-7-3	2	姫路	3	(馬齢)		9	380	3	9	180	3	7	390	6	7-9	1450	5	7-9	500	4	3-9	200	2	3-7	600	7	9=>7	2250	8	3-7-9	1430	3	798463512	798436512	7,9,8,(3,6),1,4,5,2	7,9,8,3,1,6,2,4-5			3.0	150	2.0	7-8	450.0	2.0			
200851070305	ダ	右	1400	曇	良	13:10	C3　4歳以上		2008-7-3	2	姫路	3	(馬齢)		6	120	1	6	120	1	7	250	6	6-7	920	4	6-7	360	5	6-8	300	3	7-8	1,480	17	6=>7	960	4	6-7-8	1780	7	67132458	6,7,(1,3),2,(4,8),5	67135248	67132584			8.0	190	4.0						
200851070306	ダ	右	1400	晴	良	13:40	D4二　4歳以上		2008-7-3	2	姫路	3	(馬齢)		6	370	3	6	200	3	9	610	7	6-9	2190	12	6-9	1,040	16	6-8	590	8	8-9	990	15	6=>9	3350	15	6-8-9	6550	27	6,9,(1,4),3,8,5,7,2	691438572	694183752	6,9,4,1,8,(3,7),5,2			8.0	210	5.0	6-8	1000.0	5.0			
200851070307	ダ	右	1400	晴	良	14:10	D4一　4歳以上		2008-7-3	2	姫路	3	(馬齢)		9	220	2	9	140	1	8	470	7	8-9	860	3	8-9	400	5	7-9	410	6	7-8	1,020	14	9=>8	1850	7	7-8-9	2660	10	892357146	892357461	892357641	892357641			7.0	210	5.0	8-8	800.0	4.0	9=>8=>7	9700.0	33.0
200851070308	ダ	右	1500	晴	良	14:45	B1二　3歳以上 		2008-7-3	2	姫路	3	(馬齢)		10	110	1	10	100	1	6	130	3	6-10	490	2	6-10	210	2	9-10	140	1	6-9	320	6	10=>6	490	2	6-9-10	280	1	41061982357	41016892357	10964182357	10964182357			9.0	110	2.0	6-8	340.0	2.0	10=>6=>9	1180.0	4.0
200851070901	ダ	右	1400	晴	良	11:10	指D二　4歳以上		2008-7-9	2	姫路	5	(馬齢)		5	720	3	5	140	3	2	100	1	2-5	400	2	2-5	170	1	5-9	220	4	2-9	180	2	5=>2	950	4	2-5-9	350	1	452938617	4,5,2,(3,9),(6,8),1,7	529634871	529634871			9.0	110	2.0	2-5	390.0	2.0			
200851070902	ダ	右	1400	晴	良	11:40	D2二　4歳以上		2008-7-9	2	姫路	5	(馬齢)		9	260	2	9	110	1	3	230	5	3-9	1070	5	3-9	580	7	4-9	290	4	3-4	890	12	9=>3	1390	5	3-4-9	2210	9	39761428	39761428	3,9,(1,6),7,4,2,8	3,9,(1,6),4,7,2,8			4.0	200	4.0	3-8	700.0	4.0			
200851070903	ダ	右	1400	晴	良	12:10	D2一　4歳以上		2008-7-9	2	姫路	5	(馬齢)		3	450	2	3	180	3	1	240	5	1-3	1000	6	1-3	500	6	3-7	260	3	1-7	250	2	3=>1	2350	11	1-3-7	970	4	3,7,1,(5,9),2,4,6,8	375129468	3,7,(1,2),5,4,8,9,6	371254896			7.0	130	2.0	1-3	1570.0	8.0			
200851070904	ダ	右	1400	晴	良	12:40	F2三　3歳		2008-7-9	2	姫路	5	(馬齢)		6	310	2	6	140	2	4	180	3	4-6	970	3	4-6	260	3	3-6	450	7	3-4	410	6	6=>4	1470	5	3-4-6	3380	9	487215639	4,8,7,2,5,(1,6),3,9	4,6,8,7,5,3,2,(1,9)	(4,6),8,7,3,5,2,9,1			3.0	220	4.0	4-6	960.0	3.0			
200851070905	ダ	右	1400	晴	良	13:10	A2一　3歳以上 		2008-7-9	2	姫路	5	(馬齢)		5	380	2	5	130	1	4	170	3	4-5	2100	11	4-5	670	12	3-5	320	4	3-4	1,200	15	5=>4	3030	14	3-4-5	3490	15	2,3,5,6,(1,4)	235641	(2,3),5,4,1,6	235146											
200851070906	ダ	右	1500	晴	良	13:40	A2二　3歳以上 		2008-7-9	2	姫路	5	(馬齢)		5	120	1	5	110	1	4	450	6	4-5	2170	6	4-5	980	13	1-5	160	1	1-4	1,970	17	5=>4	2280	8	1-4-5	1860	8	5,6,(4,7),2,3,1	5647231	5,4,(3,6),7,1,2	5437612											
200851070907	ダ	右	1400	晴	良	14:10	F2二　3歳		2008-7-9	2	姫路	5	(馬齢)		1	420	2	1	200	3	4	650	8	1-4	7270	24	1-4	2,060	22	1-5	410	4	4-5	2,190	23	1=>4	11110	45	1-4-5	14340	46	5,2,4,9,7,8,(3,6),1	5,2,4,9,7,8,6,(1,3)	5,2,1,(4,9),7,6,8,3	512496783			5.0	220	4.0	1-4	14360.0	28.0			
200851071001	ダ	右	1400	曇	良	11:10	D1三　4歳以上		2008-7-10	2	姫路	6	(馬齢)		7	230	2	7	130	1	1	580	6	1-7	1390	5	1-7	290	4	6-7	140	1	1-6	300	6	7=>1	1520	4	1-6-7	500	2	2,6-7,1,4,5,3	2,6-7,1,4,5,3	2673145	2671345											
200851071002	ダ	右	1400	曇	良	11:40	D1二　4歳以上		2008-7-10	2	姫路	6	(馬齢)		2	140	1	2	180	4	5	260	6	2-5	1570	9	2-5	560	7	2-7	300	3	5-7	1,250	15	2=>5	2750	11	2-5-7	2450	11	65734218	6,5,(3,7),2,4,1,8	6,5,2,(1,3),7,4,8	52631748			7.0	160	2.0						
200851071003	ダ	右	1400	曇	良	12:10	D1一　4歳以上		2008-7-10	2	姫路	6	(馬齢)		7	1180	5	7	210	3	8	610	8	7-8	2620	14	7-8	580	8	1-7	520	6	1-8	1,190	17	7=>8	7630	39	1-7-8	4400	22	3,7,1,6,(5,8),2,4	37168254	37816524	37816452			1.0	230	4.0						
200851071004	ダ	右	1400	曇	良	12:40	指D一　4歳以上		2008-7-10	2	姫路	6	(馬齢)		10	340	2	10	170	3	2	1,930	8	2-10	12550	20	2-10	2,260	19	8-10	440	4	2-8	4,750	25	10=>2	23930	43	2-8-10	15140	37	10431825679	10-4,3,1,8,2,5,6,7-9	10431826579	10431826579			8.0	120	1.0	2-8	17860.0	26.0			
200851071005	ダ	右	1400	曇	良	13:10	C6二　4歳以上		2008-7-10	2	姫路	6	(馬齢)		5	1780	5	5	360	5	8	150	2	5-8	3990	14	5-8	720	7	4-5	9,170	35	4-8	2,830	25	5=>8	10680	35	4-5-8	19070	50	3,4,(5,9),7,(1,8),6,2	3,4,(5,9),7,(1,8),6,2	439857612	4,3,(5,8),9,7,6,(1,2)			4.0	990	9.0	5-8	870.0	4.0			
200851071006	ダ	右	1400	曇	良	13:45	C6一　4歳以上		2008-7-10	2	姫路	6	(馬齢)		8	1710	6	8	310	6	5	160	2	5-8	3530	14	5-8	1,020	11	7-8	1,340	16	5-7	410	5	8=>5	11420	29	5-7-8	4070	14	782916543	782196534	78314265	78134652			7.0	190	3.0	5-8	2950.0	9.0			
200851071007	ダ	右	1400	曇	良	14:20	F1二　3歳		2008-7-10	2	姫路	6	(馬齢)		4	640	4	4	120	1	10	290	5	4-10	4190	15	4-10	790	8	4-6	430	4	6-10	1,030	9	4=>10	4960	18	4-6-10	3920	16	9,10,7,6,4,5,2,1,(3,8)	91074652183	9,10,(4,6),7,5,1,8,2,3	10946751823			6.0	160	3.0	4-8	1450.0	6.0	4=>10=>6	24450.0	78.0
200851071701	ダ	右	1400	晴	良	11:10	F5二　3歳		2008-7-17	3	姫路	2	(馬齢)		7	280	1	7	130	1	9	330	5	7-9	2020	9	7-9	830	9	5-7	1,060	15	5-9	2,420	26	7=>9	2440	8	5-7-9	5360	21	7,10,9,6,2,3,(1,8),4,5	7,10,9,6,2,8,(1,3),4,5	75961842103	7,5,9,6,1,8,(2,4),10,3			5.0	430	7.0	7-8	1070.0	4.0			
200851071702	ダ	右	1400	晴	良	11:45	F5一　3歳		2008-7-17	3	姫路	2	(馬齢)		10	210	2	10	150	2	9	270	4	9-10	860	2	9-10	350	4	5-10	190	2	5-9	850	13	10=>9	1070	3	5-9-10	1510	6	5109672841	5109672841	1059672841	1059672814			5.0	300	5.0	8-8	960.0	3.0			
200851071703	ダ	右	1400	晴	良	12:20	2歳一組　2歳		2008-7-17	3	姫路	2	(馬齢)		1	560	4	1	330	4	5	460	5	1-5	3460	13	1-5	950	12	1-6	900	10	5-6	1,530	19	1=>5	5660	19	1-5-6	15310	41	362751498	3,6,(2,7),5,1,4,9,8	3,6,7,1,(2,5),(8,9),4	3,6,1,7,(2,5),8,9,4			6.0	670	6.0	1-5	2920.0	14.0			
200851071704	ダ	右	1400	晴	良	12:55	C2　4歳以上		2008-7-17	3	姫路	2	(馬齢)		2	970	5	2	170	3	6	120	1	2-6	1490	8	2-6	430	8	2-3	500	9	3-6	410	6	2=>6	3990	17	2-3-6	1680	8	35176824	3,5,(1,7),6,(2,8),4	3,5,6,(4,8),2,7,1	35642871			3.0	180	5.0						
200851071705	ダ	右	1400	晴	良	13:30	B2二　3歳以上 		2008-7-17	3	姫路	2	(馬齢)		7	670	3	7	200	3	3	770	6	3-7	4340	11	3-7	760	12	1-7	230	2	1-3	580	8	7=>3	12520	26	1-3-7	2550	9	5,(6,7),1,3,2,4	5,(6,7),1,3,2,4	5736124	7531642											
200851071706	ダ	右	1400	晴	良	14:05	D5二　4歳以上		2008-7-17	3	姫路	2	(馬齢)		1	3840	5	1	900	6	3	190	2	1-3	2500	6	1-3	490	5	1-4	1,280	17	3-4	170	1	1=>3	10270	19	1-3-4	3980	12	764321985	764312985	3,7,4,6,1,9,2-5,8	374169258			4.0	250	3.0	1-3	2290.0	9.0			
200851072101	ダ	右	1400	曇	良	11:10	D4三　4歳以上		2008-7-21	3	姫路	3	(馬齢)		5	650	3	5	140	4	2	100	1	2-5	700	3	2-5	220	2	4-5	240	3	2-4	180	1	5=>2	1660	6	2-4-5	410	1	54286137	54268137	5,4,2,6,1,(7,8),3	54216783			4.0	100	2.0				5=>2=>4	3830.0	9.0
200851072102	ダ	右	1400	曇	良	11:40	D4二　4歳以上		2008-7-21	3	姫路	3	(馬齢)		4	1100	7	4	200	4	1	210	5	1-4	3540	25	1-4	1,020	19	4-6	800	13	1-6	490	5	4=>1	7190	53	1-4-6	5840	33	13564782	13564782	1,6,3,4,7,5,(2,8)	1,6,3,4,7,5,(2,8)			6.0	130	1.0				4=>1=>6	28610.0	146.0
200851072103	ダ	右	1400	曇	良	12:10	D4一　4歳以上		2008-7-21	3	姫路	3	(馬齢)		9	320	2	9	150	3	8	120	1	8-9	300	1	8-9	170	1	4-9	310	3	4-8	340	4	9=>8	830	2	4-8-9	620	1	9,8,1,4,7,2,(3,5),6	981472356	9,(4,8),1,5,7,6,3,2	9,8,4,(1,5),6,3,7,2			4.0	270	5.0	8-8	300.0	1.0	9=>8=>4	2880.0	3.0
200851072104	ダ	右	1400	晴	良	12:40	F4三　3歳		2008-7-21	3	姫路	3	(馬齢)		10	110	1	10	100	1	3	290	7	3-10	800	3	3-10	490	6	6-10	350	4	3-6	1,740	17	10=>3	1020	5	3-6-10	3200	11	2,10,9,4,8,(1,6),3,5,7	21094816375	2,10,(5,8),6,9,3,4,1,7	2,10,8,5,6,(3,9),4,1,7			6.0	150	2.0	3-8	600.0	4.0	10=>3=>6	6160.0	21.0
200851072105	ダ	右	1400	晴	良	13:15	F4二　3歳		2008-7-21	3	姫路	3	(馬齢)		7	180	1	7	100	1	10	140	2	7-10	640	3	7-10	230	2	7-8	280	3	8-10	830	11	7=>10	980	4	7-8-10	1010	2	27815106493	27815104693	7,2,8,10,(1,9),5,6,4,3	7,2,8,(1,5,10),9,4,6,3			8.0	170	4.0	7-8	330.0	1.0	7=>10=>8	4670.0	16.0
200851072106	ダ	右	1400	晴	良	13:50	F4一　3歳		2008-7-21	3	姫路	3	(馬齢)		1	500	4	1	200	4	9	170	3	1-9	1140	6	1-9	610	8	1-6	980	14	6-9	530	7	1=>9	2890	16	1-6-9	4720	17	39104586712	39410568172	(1,3),9,8,4,6,10,5,2,7	1,3,9,4,8,6,5,10,2-7			6.0	210	5.0	1-8	1300.0	7.0	1=>9=>6	19830.0	79.0
200851072107	ダ	右	1400	晴	良	14:25	C3二　4歳以上		2008-7-21	3	姫路	3	(馬齢)		4	470	2	4	150	3	10	160	4	4-10	920	2	4-10	290	3	4-9	220	1	9-10	410	5	4=>10	1740	5	4-9-10	1230	3	4101169382517	4101169382517	4109611312857	4109611123857			9.0	140	2.0	4-8	790.0	4.0	4=>10=>9	5260.0	2.0
200851072108	ダ	右	1400	晴	良	15:00	C3一　4歳以上		2008-7-21	3	姫路	3	(馬齢)		9	2180	7	9	2,020	10	7	430	5	7-9	20720	35	7-9	6,320	35	6-9	7,490	37	6-7	4,310	32	9=>7	21080	52	6-7-9	65920	88	9,10,7,(1,11),6,8,2,(4,5),3	9,10,7,(1,6),11,8,2,5,4,3	9107684113125	9107684113125			6.0	540	7.0	6-7	650.0	3.0	9=>7=>6	355340.0	467.0
200851072301	ダ	右	1400	晴	良	11:10	F2三　3歳		2008-7-23	3	姫路	5	(馬齢)		3	1860	4	3	370	4	1	100	1	1-3	1490	4	1-3	250	5	3-4	250	4	1-4	100	1	3=>1	6840	13	1-3-4	430	2	23514	2,3,(1,5),4	23145	23145									3=>1=>4	9090.0	22.0
200851072302	ダ	右	1400	晴	良	11:45	F2二　3歳		2008-7-23	3	姫路	5	(馬齢)		6	140	1	6	110	1	1	210	4	1-6	190	1	1-6	140	1	4-6	180	2	1-4	280	6	6=>1	240	1	1-4-6	460	2	461523	461523	641523	641523									6=>1=>4	1120.0	2.0
200851072303	ダ	右	1400	晴	良	12:20	F2一　3歳		2008-7-23	3	姫路	5	(馬齢)		6	580	3	6	270	3	2	560	4	2-6	3450	7	2-6	400	6	4-6	210	2	2-4	260	5	6=>2	8210	14	2-4-6	1120	3	254361	254361	253461	2,5,(3,4),6,1									6=>2=>4	16050.0	34.0
200851072304	ダ	右	1400	晴	良	12:55	A2一　3歳以上 		2008-7-23	3	姫路	5	(馬齢)		3	130	1	3	130	1	1	760	5	1-3	1140	4	1-3	290	4	3-4	220	3	1-4	510	9	3=>1	1050	4	1-3-4	1000	6	52314	52314	23541	32145									3=>1=>4	2400.0	11.0
200851072305	ダ	右	1400	晴	良	13:30	A2二　3歳以上 		2008-7-23	3	姫路	5	(馬齢)		3	210	2	3	140	1	5	400	6	3-5	1340	8	3-5	300	7	3-7	140	1	5-7	300	5	3=>5	1860	8	3-5-7	820	3	4,7,3,2,5,(1,6)	4732561	7432561	7435261									3=>5=>7	4120.0	13.0
200851072306	ダ	右	1400	晴	良	14:05	C5　4歳以上		2008-7-23	3	姫路	5	(馬齢)		6	190	1	6	130	3	5	110	2	5-6	370	1	5-6	210	2	6-8	270	3	5-8	140	1	6=>5	740	2	5-6-8	450	1	45618237	4,5,(1,6),8,2,3,7	(4,5),6,1,8,2,3,7	54612837			8.0	100	1.0				6=>5=>8	2120.0	3.0
200851072307	ダ	右	1400	晴	良	14:40	指D二　4歳以上		2008-7-23	3	姫路	5	(馬齢)		2	1190	6	2	160	5	1	120	1	1-2	680	2	1-2	300	3	2-6	490	9	1-6	190	1	2=>1	2090	10	1-2-6	950	3	(2,7),9,1,4,6,8,3,5	729146835	2,7,1,9,6,4,(3,8)=5	2,(1,7),9,6,4,8,3=5			6.0	120	2.0	1-2	690.0	3.0	2=>1=>6	7710.0	29.0
200851072308	ダ	右	1400	晴	良	15:15	D2二　4歳以上		2008-7-23	3	姫路	5	(馬齢)		6	170	1	6	120	1	9	170	3	6-9	800	3	6-9	330	2	2-6	910	10	2-9	3,080	30	6=>9	770	4	2-6-9	6300	18	961875234	961875234	9,6,8,1,7,5,(2,4),3	968172543			2.0	240	5.0	6-8	430.0	2.0	6=>9=>2	13220.0	40.0
200851072309	ダ	右	1500	晴	良	15:55	兵庫サマークイーン賞	G	2008-7-23	3	姫路	5	牝(馬齢)		8	1320	4	8	210	2	10	230	3	8-10	1690	6	8-10	380	4	5-8	950	10	5-10	530	5	8=>10	4540	13	5-8-10	2190	9	10,2,9,7,6,8,1,(4,5),3	10297681543	10,8,9,5,7,6,1,(2,4),3	(8,10),5,9,7,6,1,3,4,2			5.0	260	4.0	7-8	220.0	1.0	8=>10=>5	19880.0	50.0
200851072401	ダ	右	1400	晴	良	11:10	D1二　4歳以上		2008-7-24	3	姫路	6	(馬齢)		2	3270	7	2	300	7	6	100	1	2-6	1810	7	2-6	560	7	1-2	2,000	20	1-6	470	5	2=>6	3240	11	1-2-6	6410	25	2,4,(3,7),5,6,8,1	24735618	2,4,(1,6),5,7,8,3	2,4,(1,6),5,8,3,7			1.0	280	6.0				2=>6=>1	45260.0	120.0
200851072402	ダ	右	1400	晴	良	11:40	D1一　4歳以上		2008-7-24	3	姫路	6	(馬齢)		4	1250	7	4	320	6	5	160	2	4-5	1300	6	4-5	750	14	3-4	790	15	3-5	450	7	4=>5	2500	10	3-4-5	3470	13	46715823	46175283	46517328	46513728			3.0	190	4.0				4=>5=>3	24370.0	103.0
200851072403	ダ	右	1400	晴	良	12:15	C6二　4歳以上		2008-7-24	3	姫路	6	(馬齢)		3	1010	4	3	350	4	4	360	5	3-4	4340	11	3-4	1,340	14	3-5	740	8	4-5	310	3	3=>4	6420	16	3-4-5	4010	14	3,6,7,2,8,(4,5),1	36728451	3,6,7,5,4,(1,8),2	36574182			5.0	190	3.0				3=>4=>5	41580.0	102.0
200851072404	ダ	右	1400	晴	良	12:50	指D一　4歳以上		2008-7-24	3	姫路	6	(馬齢)		7	220	1	7	130	2	9	180	5	7-9	600	3	7-9	240	3	1-7	210	2	1-9	510	9	7=>9	840	2	1-7-9	670	1	571369428	571369428	5,7,3,(1,9),6,4,2-8	7,5,3,1,9,6,4,2-8			1.0	130	1.0	7-8	550.0	3.0	7=>9=>1	2650.0	4.0
200851072405	ダ	右	1400	晴	良	13:25	C6一　4歳以上		2008-7-24	3	姫路	6	(馬齢)		6	700	6	6	200	4	9	130	2	6-9	910	4	6-9	380	4	1-6	860	15	1-9	330	3	6=>9	2610	10	1-6-9	1340	5	962341875	962341875	9,6,(1,2),3,8,4,7-5	9,6,1,2,3,8,7,4-5			1.0	180	3.0	6-8	790.0	4.0	6=>9=>1	9960.0	34.0
200851072406	ダ	右	1400	晴	良	14:00	F1二　3歳		2008-7-24	3	姫路	6	(馬齢)		4	1020	5	4	290	7	6	150	2	4-6	4640	19	4-6	860	12	4-9	520	6	6-9	370	4	4=>6	7160	30	4-6-9	2970	11	14267510839	1,4,2,6,7,(5,10),8,3,9	46710128395	4,6,10,7,8,1,2,9,3-5			9.0	120	1.0	4-6	3700.0	13.0	4=>6=>9	22210.0	83.0
200851070309	ダ	右	1400	晴	良	15:20	東海・近畿交流特別競 		2008-7-3	2	姫路	3	(定量)		7	150	1	7	120	1	1	1,680	11	1-7	26000	39	1-7	9,010	41	5-7	530	4	1-5	14,380	49	7=>1	26550	43	1-5-7	60760	86	712111102386945	712111102836495	7,(1,12),10,11,2,6,8,5,4,3,9	711210112865439			5.0	190	4.0	1-6	24140.0	21.0	7=>1=>5	311820.0	439.0
200851070310	ダ	右	1400	晴	良	16:35	さよう特別 		2008-7-3	2	姫路	3	(馬齢)		4	4700	8	4	240	6	6	750	7	4-6	25800	31	4-6	4,540	34	4-9	610	5	6-9	1,950	19	4=>6	69470	71	4-6-9	20190	44	81069437512	81069437512	89107463125	89107463125			9.0	100	1.0	4-6	40870.0	28.0	4=>6=>9	531770.0	477.0
200851071008	ダ	右	1400	曇	良	14:55	F1一　3歳		2008-7-10	2	姫路	6	(馬齢)		2	600	4	2	380	4	3	360	3	2-3	1750	7	2-3	470	4	2-8	7,730	37	3-8	4,830	28	2=>3	3740	16	2-3-8	60720	79	3,5,10,6,(2,7),9,4,8,1	35102674981	3,5,2,6,4,10,(7,8,9),1	3,5,2,(4,6),8,1,7,10,9			8.0	2,170	8.0	2-3	1380.0	6.0	2=>3=>8	172660.0	299.0
200851071601	ダ	右	1400	曇	良	11:10	D7二　4歳以上		2008-7-16	3	姫路	1	(馬齢)		10	150	1	10	140	1	9	270	6	9-10	1730	9	9-10	760	11	4-10	380	6	4-9	870	13	10=>9	2270	12	4-9-10	2980	16	10-4,5,3,(2,7),6,9,8,1	10-4,3,5,2,7,6,9,8,1	10,4,5,3,9,7,2,(1,6),8	10,4,5,3,9-7,1,6,2,8			4.0	140	2.0	8-8	1460.0	8.0			
200851071602	ダ	右	1400	曇	良	11:45	D7一　4歳以上		2008-7-16	3	姫路	1	(馬齢)		1	460	2	1	210	4	9	130	1	1-9	360	1	1-9	190	2	1-4	1,190	14	4-9	400	4	1=>9	810	3	1-4-9	1610	6	9,4,(1,5),11,3,10,7,2,8,6	9415113102786	9411137102586	9,4,11,1,7,3,(2,10),8,5,6			4.0	230	7.0	1-7	390.0	2.0			
200851072109	ダ	右	1500	晴	良	15:40	楽天競馬特別 		2008-7-21	3	姫路	3	(馬齢)		4	170	1	4	100	1	8	160	4	4-8	460	2	4-8	160	2	4-6	110	1	6-8	430	6	4=>8	780	3	4-6-8	500	1	841659237	841659237	8,4,6,2,(3,9),1,5,7	846932157			6.0	100	2.0	4-8	350.0	2.0	4=>8=>6	2230.0	8.0
200851072110	ダ	右	1400	晴	良	16:40	B1二　3歳以上 		2008-7-21	3	姫路	3	(馬齢)		9	2420	5	9	540	7	2	160	3	2-9	3060	11	2-9	1,110	12	9-10	1,090	10	2-10	220	3	9=>2	8550	25	2-9-10	2110	6	92108143756	92101854376	92810713465	92810731465			10.0	160	2.0	2-8	510.0	3.0	9=>2=>10	25770.0	74.0
200851072407	ダ	右	1400	晴	良	14:35	高知・姫路交流競走ひ 		2008-7-24	3	姫路	6	(定量)		2	150	1	2	110	1	4	110	2	2-4	280	1	2-4	120	1	2-3	340	6	3-4	400	7	2=>4	420	1	2-3-4	1220	5	5,(2,8),4,7,3,6,1	52843761	57234861	57234861			3.0	280	5.0				2=>4=>3	2490.0	4.0
200851072408	ダ	右	1400	晴	良	15:10	高知・姫路交流競走あ 		2008-7-24	3	姫路	6	(定量)		5	1000	4	5	160	3	7	420	7	5-7	6490	20	5-7	1,100	14	5-6	420	4	6-7	560	9	5=>7	13810	36	5-6-7	1820	6	4,5,2,7,6,3,8-1	4,5,2,7,6,3,8-1	4,5,2,6,7,3,8=1	4,5,7,6,2,3,8=1			6.0	140	2.0				5=>7=>6	29810.0	99.0
200851072409	ダ	右	1500	晴	良	16:05	たつの赤とんぼ特別 		2008-7-24	3	姫路	6	(馬齢)		5	210	1	5	100	1	8	100	2	5-8	250	1	5-8	160	1	5-6	170	2	6-8	180	3	5=>8	410	1	5-6-8	340	1	6851342	6815324	6815423	6851423									5=>8=>6	920.0	1.0
200851072410	ダ	右	1400	晴	良	16:35	F1一　3歳		2008-7-24	3	姫路	6	(馬齢)		9	840	5	9	280	7	6	100	1	6-9	730	2	6-9	260	2	3-9	290	5	3-6	240	1	9=>6	1570	6	3-6-9	1030	4	3916275108114	3,9,6,1,2,7,5,10,8,(4,11)	3962181075114	3962181057411			3.0	130	2.0	6-7	400.0	1.0	9=>6=>3	5260.0	14.0
200851070109	ダ	右	1400	晴	良	15:40	高原と名水のまちかみ 		2008-7-1	2	姫路	1	(馬齢)		8	280	1	8	110	1	1	400	7	1-8	5230	20	1-8	730	8	3-8	180	1	1-3	1,400	23	8=>1	5430	24	1-3-8	6260	25	8,9,10,(1,5),6,2,7,4,3	8,9,10,1,5,(2,6),7,4,3	8,10,(1,9),5,7,2,3,4,6	8,10,1,3,9,2,7,(4,5),6			3.0	120	2.0	1-7	3580.0	14.0	8=>1=>3	33180.0	121.0
200851070110	ダ	右	1400	晴	良	16:20	C1一　4歳以上		2008-7-1	2	姫路	1	(馬齢)		10	120	1	10	100	1	9	360	6	9-10	730	4	9-10	360	4	3-10	650	8	3-9	2,720	28	10=>9	1110	4	3-9-10	4010	15	6,10,2,7,9,(4,8),1,3,5	6,10,2,7,9,(4,8),1,3,5	61092738415	10692378415			3.0	330	5.0	8-8	820.0	3.0	10=>9=>3	9990.0	28.0
200851072201	ダ	右	1400	晴	良	11:10	C4　4歳以上		2008-7-22	3	姫路	4	(馬齢)		4	1360	3	4	240	4	3	130	1	3-4	540	2	3-4	320	3	4-5	700	7	3-5	470	5	4=>3	1860	8	3-4-5	1320	4	3476251	(3,4),6,7,2,5,1	3467215	(3,4),6,7,2,(1,5)									4=>3=>5	4080.0	12.0
200851072202	ダ	右	1400	晴	良	11:40	F3四　3歳		2008-7-22	3	姫路	4	(馬齢)		6	170	1	6	130	1	5	200	3	5-6	500	2	5-6	210	1	1-6	290	4	1-5	970	16	6=>5	560	2	1-5-6	1270	7	5614327	5,6-1,4,3,2,7	6,5-1,3,4-(2,7)	6514372									6=>5=>1	2960.0	12.0
200851072203	ダ	右	1400	晴	良	12:10	F3三　3歳		2008-7-22	3	姫路	4	(馬齢)		1	150	1	1	120	1	7	230	3	1-7	540	3	1-7	150	1	1-4	640	7	4-7	990	10	1=>7	550	3	1-4-7	1970	7	1576234	1576234	1574236	1574236									1=>7=>4	3830.0	12.0
