	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200845010111	ダ	左	1600	晴	重	16:45	迎春賞 		2008-1-1	12	川崎	1	(別定)		9	3690	8	9	780	8	5	790	9	11.0	260.0	4.0	5-9	20660	43	5-9	6,700	54	9-11	1,950	23	5-11	2,050	24	9=>5	47590	89	5-9-11	35070	94	9=>5=>11	329660	645	23613485121110971	23648135121110971	23648512119107113	6,2,3,5,11,12,10,9,8,4,7,1=13	12.5 - 11.2 - 12.0 - 13.2 - 12.3 - 13.5 - 14.8 - 13.5	12.5 - 23.7 - 35.7 - 48.9 - 61.2 - 74.7 - 89.5 - 103.0 (35.7-41.8)	4-6	2480.0	9.0	6=>4	8900.0	32.0
200845010112	ダ	左	1500	晴	重	17:20	初夢特別 		2008-1-1	12	川崎	1	(別定)		7	290	1	7	160	2	9	200	5	4.0	170.0	3.0	7-9	2350	9	7-9	560	6	4-7	420	3	4-9	1,010	14	7=>9	3340	13	4-7-9	3240	11	7=>9=>4	19560	58	151273492610118	151273942106118	(1,12,9),(3,7),5,4,2,6,10,11,8	(1,9),12,7,(2,4),6,10,5,11,8	5.8 - 11.5 - 12.2 - 13.4 - 12.4 - 13.2 - 14.5 - 13.2	5.8 - 17.3 - 29.5 - 42.9 - 55.3 - 68.5 - 83.0 - 96.2 (29.5-40.9)	6-7	1070.0	6.0	6=>7	1820.0	7.0
200845010201	ダ	左	1400	晴	重	11:20	4歳7		2008-1-2	12	川崎	2			2	140	1	2	120	1	3	180	3				2-3	680	3	2-3	260	5	2-4	240	2	3-4	400	6	2=>3	770	3	2-3-4	940	3	2=>3=>4	2400	7	7645321	7645321	7,(6,2),3,5,4,1	7236541	13.0 - 12.5 - 13.1 - 12.0 - 13.1 - 14.3 - 13.0	13.0 - 25.5 - 38.6 - 50.6 - 63.7 - 78.0 - 91.0 (38.6-40.4)						
200845010202	ダ	左	1400	晴	重	11:50	4歳8		2008-1-2	12	川崎	2			2	380	3	2	160	4	7	150	3	6.0	730.0	7.0	2-7	830	5	2-7	370	5	2-6	1,450	14	6-7	1,610	16	2=>7	1570	9	2-6-7	6880	19	2=>7=>6	30450	82	12384765	12438756	2,(1,3,8),7,6,4,5	27813654	12.9 - 12.2 - 14.1 - 12.4 - 13.4 - 14.0 - 13.0	12.9 - 25.1 - 39.2 - 51.6 - 65.0 - 79.0 - 92.0 (39.2-40.4)						
200845010203	ダ	左	1500	晴	重	12:20	3歳6　ロ		2008-1-2	12	川崎	2			3	610	3	3	190	3	9	120	1	4.0	720.0	10.0	3-9	1000	2	3-9	390	2	3-4	4,960	42	4-9	1,870	22	3=>9	3020	11	3-4-9	15080	49	3=>9=>4	98480	265	91078365214	91067835124	(9,10),(7,8),6,5,3,1,4,2	91073182465	6.4 - 11.1 - 13.4 - 14.6 - 12.1 - 13.2 - 14.5 - 13.3	6.4 - 17.5 - 30.9 - 45.5 - 57.6 - 70.8 - 85.3 - 98.6 (30.9-41.0)	3-8	800.0	2.0	3=>8	2650.0	11.0
200845010204	ダ	左	1500	晴	重	12:50	3歳5　イ		2008-1-2	12	川崎	2			1	130	1	1	100	1	7	120	2	9.0	180.0	4.0	1-7	250	1	1-7	170	1	1-9	260	3	7-9	480	7	1=>7	300	1	1-7-9	710	2	1=>7=>9	1520	3	517892463	159728463	157892436	1,7,5,(8,9),2,4,6,3	6.3 - 11.0 - 12.5 - 13.8 - 12.2 - 13.9 - 15.1 - 14.0	6.3 - 17.3 - 29.8 - 43.6 - 55.8 - 69.7 - 84.8 - 98.8 (29.8-43.0)	1-7	220.0	1.0	1=>7	230.0	1.0
200845010205	ダ	左	1400	晴	重	13:20	C2五　六七		2008-1-2	12	川崎	2			6	130	1	6	110	1	4	120	2	3.0	180.0	4.0	4-6	520	3	4-6	200	3	3-6	200	2	3-4	620	10	6=>4	650	3	3-4-6	860	3	6=>4=>3	2320	6	46732581	46735281	46738512	46372581	12.8 - 12.1 - 13.5 - 12.0 - 12.9 - 13.8 - 13.2	12.8 - 24.9 - 38.4 - 50.4 - 63.3 - 77.1 - 90.3 (38.4-39.9)						
200845010206	ダ	左	1400	晴	重	13:50	C2五　六七		2008-1-2	12	川崎	2			4	720	2	4	120	3	7	100	1	5.0	120.0	2.0	4-7	270	1	4-7	150	1	4-5	330	5	5-7	220	3	4=>7	970	4	4-5-7	520	2	4=>7=>5	3440	8	17463528	17463528	1,7,6,(4,5),(3,2),8	7,4,6,5,(1,8),3,2	12.7 - 11.9 - 13.6 - 11.8 - 13.0 - 14.6 - 13.3	12.7 - 24.6 - 38.2 - 50.0 - 63.0 - 77.6 - 90.9 (38.2-40.9)						
200845010207	ダ	左	1500	晴	重	14:20	3歳2		2008-1-2	12	川崎	2	170万円以上206万円未満		5	710	5	5	140	3	9	170	5	7.0	130.0	1.0	5-9	2310	10	5-9	640	10	5-7	520	8	7-9	340	3	5=>9	4530	20	5-7-9	2860	10	5=>9=>7	21370	71	759862431	759862431	759684213	579648213	6.1 - 11.3 - 12.8 - 14.3 - 12.1 - 13.3 - 13.9 - 12.9	6.1 - 17.4 - 30.2 - 44.5 - 56.6 - 69.9 - 83.8 - 96.7 (30.2-40.1)	5-8	920.0	4.0	5=>8	1980.0	10.0
200845010208	ダ	左	1400	晴	重	14:55	C2五　六七		2008-1-2	12	川崎	2			2	320	2	2	140	4	1	120	2	3.0	100.0	1.0	1-2	1310	5	1-2	400	6	2-3	190	1	1-3	290	4	2=>1	2300	8	1-2-3	610	1	2=>1=>3	5070	16	139425867	139245876	1,3,9,(2,4),5,8,7,6	132489576	13.0 - 12.5 - 13.4 - 11.7 - 12.8 - 14.1 - 13.1	13.0 - 25.5 - 38.9 - 50.6 - 63.4 - 77.5 - 90.6 (38.9-40.0)	1-2	1190.0	6.0	2=>1	2200.0	9.0
200845010209	ダ	左	1600	晴	重	15:30	C1四		2008-1-2	12	川崎	2			10	130	1	10	110	1	13	120	2	7.0	200.0	4.0	10-13	270	1	10-13	160	1	7-10	250	2	7-13	620	8	10=>13	370	1	7-10-13	840	1	10=>13=>7	1810	1	13104128391112756	13,10,4,(8,3),12,1,9,11,2,7,5,6	(13,10),3,4,(12,6),1,11,7,9,2,5,8	(13,10),3,1,11,7,(9,4,12),2,5,6-8	12.8 - 11.8 - 13.1 - 13.9 - 12.1 - 12.6 - 13.0 - 13.3	12.8 - 24.6 - 37.7 - 51.6 - 63.7 - 76.3 - 89.3 - 102.6 (37.7-38.9)	7-8	260.0	1.0	7=>8	340.0	1.0
200845010210	ダ	左	1500	晴	重	16:05	ゴールデンホース賞 		2008-1-2	12	川崎	2	(別定)		3	220	1	3	120	1	8	260	6	4.0	230.0	4.0	3-8	1360	5	3-8	540	5	3-4	510	4	4-8	1,330	19	3=>8	2150	7	3-4-8	3560	13	3=>8=>4	13650	38	789361041115122	783910461115122	(7,8),9,3,6,4,11,(1,10),5,12,2	879364111521210	6.2 - 10.9 - 12.6 - 13.5 - 12.2 - 13.3 - 14.4 - 14.2	6.2 - 17.1 - 29.7 - 43.2 - 55.4 - 68.7 - 83.1 - 97.3 (29.7-41.9)	3-6	1180.0	5.0	3=>6	1970.0	7.0
200845010211	ダ	左	1600	晴	重	16:45	’08サンライズチャ 		2008-1-2	12	川崎	2	(別定)		10	1350	5	10	200	5	9	110	1	3.0	160.0	4.0	9-10	690	4	9-10	290	4	3-10	670	9	3-9	210	2	10=>9	2520	8	3-9-10	1070	5	10=>9=>3	9660	28	10935264781	10935628471	10953861427	10935861472	12.8 - 11.5 - 13.1 - 13.8 - 12.0 - 12.7 - 14.1 - 13.1	12.8 - 24.3 - 37.4 - 51.2 - 63.2 - 75.9 - 90.0 - 103.1 (37.4-39.9)	8-8	720.0	4.0	8=>8	710.0	4.0
200845010212	ダ	左	1500	晴	重	17:20	ニューイヤー特別 		2008-1-2	12	川崎	2	(別定)		5	140	1	5	110	1	2	160	3	6.0	200.0	4.0	2-5	410	2	2-5	210	2	5-6	400	4	2-6	920	13	5=>2	550	2	2-5-6	1270	4	5=>2=>6	3390	5	42691053817	42693510187	(4,2),6,9,5,(10,3),8,1,7	42965101837	5.9 - 11.5 - 13.0 - 13.7 - 11.8 - 12.7 - 14.2 - 12.9	5.9 - 17.4 - 30.4 - 44.1 - 55.9 - 68.6 - 82.8 - 95.7 (30.4-39.8)	2-5	400.0	2.0	5=>2	410.0	2.0
200845010301	ダ	左	1400	晴	重	11:20	4歳6　ロ		2008-1-3	12	川崎	3	61万円以上101万円未満		2	150	1	2	100	1	6	130	2	5.0	170.0	4.0	2-6	410	1	2-6	170	1	2-5	280	3	5-6	540	7	2=>6	660	1	2-5-6	1080	2	2=>6=>5	3250	4	25103794861	25104937681	2,5,(10,9),3,4,7,6,8,1	25376911084	13.0 - 12.1 - 13.8 - 12.0 - 13.1 - 14.1 - 12.6	13.0 - 25.1 - 38.9 - 50.9 - 64.0 - 78.1 - 90.7 (38.9-39.8)	2-6	470.0	1.0	2=>6	670.0	1.0
200845010302	ダ	左	1400	晴	重	11:50	4歳5　イ		2008-1-3	12	川崎	3	61万円以上101万円未満		3	330	2	3	140	2	1	200	3	2.0	450.0	6.0	1-3	1200	5	1-3	410	4	2-3	1,160	12	1-2	1,490	15	3=>1	2070	7	1-2-3	5920	19	3=>1=>2	23490	71	93510248761	39510428167	3,9,5,10,4,(2,1),8,6,7	35101942678	12.7 - 11.7 - 13.2 - 12.4 - 13.4 - 14.4 - 13.4	12.7 - 24.4 - 37.6 - 50.0 - 63.4 - 77.8 - 91.2 (37.6-41.2)	1-3	1380.0	6.0	3=>1	3540.0	13.0
200845010303	ダ	左	1400	晴	重	12:20	C3三　四		2008-1-3	12	川崎	3			7	3400	7	7	780	7	9	200	2	1.0	340.0	5.0	7-9	4640	16	7-9	1,360	16	1-7	2,320	24	1-9	770	9	7=>9	10340	33	1-7-9	15890	47	7=>9=>1	108550	257	795328146	7,9,5,3,2,(1,8,4),6	793542168	793524168	13.0 - 12.8 - 13.8 - 11.9 - 12.9 - 14.1 - 13.2	13.0 - 25.8 - 39.6 - 51.5 - 64.4 - 78.5 - 91.7 (39.6-40.2)	7-8	2350.0	10.0	7=>8	10440.0	29.0
200845010304	ダ	左	1500	晴	重	12:50	3歳4　ロ		2008-1-3	12	川崎	3	110万円以上170万円未満		4	1130	5	4	230	5	1	170	4	8.0	160.0	3.0	1-4	2800	12	1-4	920	12	4-8	460	6	1-8	480	7	4=>1	5730	24	1-4-8	2940	10	4=>1=>8	25910	94	1710482659	1710486259	1,(7,10),8,4,9,6,2,5	1,4,(10,8),7,6,9,2,5	6.0 - 11.5 - 13.2 - 14.2 - 12.2 - 13.0 - 13.8 - 12.8	6.0 - 17.5 - 30.7 - 44.9 - 57.1 - 70.1 - 83.9 - 96.7 (30.7-39.6)	1-4	3020.0	12.0	4=>1	6630.0	24.0
200845010305	ダ	左	1400	晴	重	13:20	C3三　四		2008-1-3	12	川崎	3			1	2100	8	1	480	6	2	170	2	11.0	350.0	5.0	1-2	2560	9	1-2	790	9	1-11	1,730	23	2-11	590	6	1=>2	5660	20	1-2-11	8480	29	1=>2=>11	58300	183	281012314659117	281012136459117	2,8,10,12,1,3,6,(5,4,9),11,7	2,1,8,12,10,6,3,(5,4),9,11,7	12.8 - 12.1 - 14.1 - 12.4 - 13.1 - 14.6 - 13.1	12.8 - 24.9 - 39.0 - 51.4 - 64.5 - 79.1 - 92.2 (39.0-40.8)	1-2	2800.0	12.0	1=>2	5350.0	23.0
200845010306	ダ	左	1500	晴	重	13:50	3歳3　イ		2008-1-3	12	川崎	3	110万円以上170万円未満		1	1830	7	1	290	6	7	110	1	6.0	140.0	2.0	1-7	2180	9	1-7	700	7	1-6	790	10	6-7	180	1	1=>7	6730	27	1-6-7	2290	7	1=>7=>6	20460	66	1,(4,7),9,5,8,6,3,2,10	14675982310	1,7,(4,9),(6,5),8,3,2,10	17659248310	6.2 - 11.4 - 13.1 - 14.4 - 12.4 - 13.3 - 14.0 - 12.8	6.2 - 17.6 - 30.7 - 45.1 - 57.5 - 70.8 - 84.8 - 97.6 (30.7-40.1)	1-7	2730.0	11.0	1=>7	5260.0	23.0
200845010307	ダ	左	1600	晴	重	14:20	C2八　九		2008-1-3	12	川崎	3			6	140	1	6	120	1	8	730	11	3.0	160.0	2.0	6-8	4110	12	6-8	1,400	16	3-6	150	1	3-8	2,770	30	6=>8	5950	16	3-6-8	5260	16	6=>8=>3	24460	66	68124103219513117	6,8,12,4,10,3,1,2,9,(5,13),11,7	6,12,8,13,(3,9),4,10,2,1,5,11,7	68123413101921157	12.8 - 11.8 - 13.5 - 14.2 - 12.3 - 13.1 - 14.2 - 12.4	12.8 - 24.6 - 38.1 - 52.3 - 64.6 - 77.7 - 91.9 - 104.3 (38.1-39.7)	5-6	770.0	3.0	5=>6	920.0	3.0
200845010308	ダ	左	1600	晴	重	14:55	C2八　九		2008-1-3	12	川崎	3			14	320	2	14	130	2	2	110	1	12.0	150.0	3.0	2-14	430	1	2-14	190	1	12-14	410	5	2-12	290	2	14=>2	1180	3	2-12-14	770	1	14=>2=>12	4270	4	1382121391410641157	1382129131410116457	(8,14),11,12,(3,6),2,10,4,9,1,13,5,7	14821211610349517	12.6 - 10.9 - 12.4 - 14.3 - 13.2 - 12.8 - 14.0 - 12.9	12.6 - 23.5 - 35.9 - 50.2 - 63.4 - 76.2 - 90.2 - 103.1 (35.9-39.7)	2-8	380.0	1.0	8=>2	1110.0	3.0
200845010309	ダ	左	1500	晴	重	15:30	楽天競馬賞		2008-1-3	12	川崎	3			11	1050	5	11	240	5	12	120	1	6.0	190.0	3.0	11-12	1390	5	11-12	400	4	6-11	1,670	17	6-12	370	3	11=>12	3770	13	6-11-12	3690	10	11=>12=>6	28630	79	12127381359114106	1,2,12,3,7,13,8,5,11,9,(6,10),4	12127313115869104	(1,12),2,7,3,13,11,5,6,(9,8),4,10	6.0 - 11.0 - 12.3 - 13.5 - 12.3 - 13.1 - 14.6 - 13.2	6.0 - 17.0 - 29.3 - 42.8 - 55.1 - 68.2 - 82.8 - 96.0 (29.3-40.9)	7-8	780.0	4.0	7=>8	3010.0	11.0
200845010401	ダ	左	1400	晴	稍重	11:20	3歳9　ハ		2008-1-4	12	川崎	4			8	1370	5	8	320	4	1	170	2				1-8	1360	6	1-8	430	6	4-8	1,250	17	1-4	800	13	8=>1	3660	17	1-4-8	5650	19	8=>1=>4	30830	100	3417852	3,4,(1,7),5,8,2	4,3,7,1,(5,8),2	4317528	12.8 - 12.6 - 14.4 - 12.2 - 13.3 - 14.9 - 13.5	12.8 - 25.4 - 39.8 - 52.0 - 65.3 - 80.2 - 93.7 (39.8-41.7)						
200845010402	ダ	左	1400	晴	稍重	11:50	3歳7　イ		2008-1-4	12	川崎	4	16万円以上61万円未満		6	150	1	6	100	1	1	120	2	7.0	160.0	4.0	1-6	210	1	1-6	140	1	6-7	230	4	1-7	310	5	6=>1	330	1	1-6-7	630	2	6=>1=>7	1290	3	1268745	(1,2),8,6,7,4,5	6172854	6172845	13.1 - 12.3 - 14.2 - 12.7 - 12.7 - 14.3 - 13.0	13.1 - 25.4 - 39.6 - 52.3 - 65.0 - 79.3 - 92.3 (39.6-40.0)						
200845010403	ダ	左	1400	晴	稍重	12:20	3歳8　ロ		2008-1-4	12	川崎	4			2	1400	5	2	400	5	1	210	4	6.0	570.0	7.0	1-2	3230	11	1-2	1,070	12	2-6	1,780	22	1-6	1,320	15	2=>1	8400	25	1-2-6	16000	42	2=>1=>6	122330	235	(1,9),4,2,7,6,8,5,3	194276835	194276358	129476358	13.1 - 12.0 - 14.1 - 12.3 - 13.4 - 15.0 - 14.1	13.1 - 25.1 - 39.2 - 51.5 - 64.9 - 79.9 - 94.0 (39.2-42.5)	1-2	3880.0	12.0	2=>1	8600.0	27.0
200845010404	ダ	左	1500	晴	稍重	12:50	4歳2　ロ		2008-1-4	12	川崎	4	150万円以上		6	290	2	6	160	2	5	220	5	1.0	160.0	3.0	5-6	1660	8	5-6	400	5	1-6	240	3	1-5	510	9	6=>5	2380	11	1-5-6	1320	6	6=>5=>1	7850	26	93610185274	(9,3),6,1,2,10,5,8,7,4	3,6,(9,10),1,5,8,2,7,4	93615281074	6.0 - 12.1 - 13.1 - 14.0 - 12.0 - 13.0 - 14.1 - 12.8	6.0 - 18.1 - 31.2 - 45.2 - 57.2 - 70.2 - 84.3 - 97.1 (31.2-39.9)	5-6	1620.0	7.0	6=>5	1640.0	8.0
200845010405	ダ	左	1500	晴	稍重	13:20	4歳1　イ		2008-1-4	12	川崎	4	150万円以上		6	540	3	6	130	2	1	130	3	3.0	100.0	1.0	1-6	1230	6	1-6	350	6	3-6	150	2	1-3	140	1	6=>1	2180	9	1-3-6	430	1	6=>1=>3	5120	15	1310687954	1310687954	1361087954	1367910845	6.2 - 11.5 - 12.5 - 13.5 - 11.8 - 13.1 - 14.1 - 13.6	6.2 - 17.7 - 30.2 - 43.7 - 55.5 - 68.6 - 82.7 - 96.3 (30.2-40.8)	1-6	1440.0	6.0	6=>1	2940.0	9.0
200845010406	ダ	左	1500	晴	稍重	13:50	C3一　二		2008-1-4	12	川崎	4			13	1560	5	13	240	6	2	110	1	9.0	160.0	2.0	2-13	1590	6	2-13	520	6	9-13	1,280	17	2-9	270	1	13=>2	5190	18	2-9-13	2830	8	13=>2=>9	30270	93	(2,8),13,10,3,11,6,4,5,9,12,7	2810133611549127	2138106411795123	2131084965117123	6.1 - 11.2 - 12.5 - 14.4 - 12.1 - 13.0 - 13.9 - 13.6	6.1 - 17.3 - 29.8 - 44.2 - 56.3 - 69.3 - 83.2 - 96.8 (29.8-40.5)	2-8	740.0	4.0	8=>2	3040.0	12.0
200845010407	ダ	左	1400	晴	稍重	14:20	C2十　11		2008-1-4	12	川崎	4			7	140	1	7	110	1	5	170	4	1.0	170.0	3.0	5-7	570	2	5-7	260	2	1-7	270	4	1-5	810	11	7=>5	790	2	1-5-7	1600	9	7=>5=>1	4160	10	57416382109	57164382109	(5,7),(1,6),3,8,(2,4),10,9	(5,7),1,3,6,2,8,10,4,9	13.1 - 12.3 - 13.8 - 11.9 - 12.8 - 13.6 - 13.1	13.1 - 25.4 - 39.2 - 51.1 - 63.9 - 77.5 - 90.6 (39.2-39.5)	5-7	520.0	3.0	7=>5	580.0	1.0
200845010408	ダ	左	1500	晴	稍重	14:55	C3一　二		2008-1-4	12	川崎	4			6	610	4	6	320	6	5	740	7	8.0	290.0	4.0	5-6	6390	21	5-6	2,510	25	6-8	1,600	18	5-8	3,450	29	6=>5	12440	39	5-6-8	18730	49	6=>5=>8	133030	301	46112112831057	46111212810357	(4,6),11,2,1,12,8,10,5,3,7	6,4,11,1,(8,2),5,(12,10),3,7	5.9 - 11.5 - 12.8 - 14.1 - 11.9 - 13.1 - 14.3 - 13.8	5.9 - 17.4 - 30.2 - 44.3 - 56.2 - 69.3 - 83.6 - 97.4 (30.2-41.2)	5-5	9610.0	21.0	5=>5	12400.0	30.0
200845010409	ダ	左	1400	晴	稍重	15:30	楽天ブックス賞		2008-1-4	12	川崎	4			8	230	2	8	100	1	7	140	3	4.0	100.0	2.0	7-8	1290	4	7-8	290	3	4-8	120	1	4-7	240	2	8=>7	1790	5	4-7-8	380	1	8=>7=>4	3240	10	481037115621	481037116521	481037611521	(4,8),(3,10),7,6,11,2,1,5	12.9 - 12.2 - 13.1 - 12.0 - 12.9 - 13.9 - 13.8	12.9 - 25.1 - 38.2 - 50.2 - 63.1 - 77.0 - 90.8 (38.2-40.6)	6-7	920.0	3.0	7=>6	1360.0	4.0
