	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	三連単:的中	三連単:配当	三連単:人気
200850073109	ダ	右	1700	雨	良	16:00	B1二　3歳以上 		2008-7-31	7	園田	3	(馬齢)		12	560	3	12	130	3	3	120	2	3-12	800	3	3-12	190	3	2-12	170	2	2-3	140	1	12=>3	1750	6	2-3-12	280	1	791036112211485	791036112211485	9,(2,7),3,10,12,6,(5,8),11,4,1	2,3,9,7,12,10,6,8,(4,11),5,1			2.0	100	1.0	3-8	780.0	3.0	12=>3=>2	2970.0	7.0
200850080601	ダ	右	1400	晴	良	11:10	F2三　3歳		2008-8-6	7	園田	5	(馬齢)		4	110	1	4	100	1	8	110	2	4-8	390	2	4-8	160	2	4-7	500	6	7-8	910	12	4=>8	540	2	4-7-8	1320	5	24751836	(2,4),7,5,(1,8),3,6	24375816	2,4,7,3,8,5,(1,6)			7.0	190	4.0				4=>8=>7	2490.0	6.0
200850080602	ダ	右	1400	晴	良	11:45	F2二　3歳		2008-8-6	7	園田	5	(馬齢)		2	190	1	2	130	3	8	110	1	2-8	340	1	2-8	210	3	2-5	1,540	14	5-8	1,450	13	2=>8	770	4	2-5-8	4580	14	87153642	87153462	82753641	8,2,7,(3,5),6,4,1			5.0	330	7.0				2=>8=>5	16510.0	50.0
200850080603	ダ	右	1400	晴	良	12:20	F2一　3歳		2008-8-6	7	園田	5	(馬齢)		2	230	2	2	100	1	8	120	3	2-8	720	3	2-8	210	3	2-7	140	1	7-8	140	2	2=>8	850	4	2-7-8	320	1	87463521	84763521	8,(2,7),6,(3,4),(1,5)	8,(2,7),4,6,3,1,5			7.0	100	2.0				2=>8=>7	2230.0	5.0
200850080604	ダ	右	1400	晴	良	12:55	D2二　4歳以上		2008-8-6	7	園田	5	(馬齢)		3	310	1	3	180	3	9	240	4	3-9	1780	8	3-9	510	4	1-3	1,220	14	1-9	3,100	30	3=>9	2320	9	1-3-9	12600	42	376128945	376128945	376192854	3,7,1,9,6,(2,5),8,4			1.0	370	6.0	3-8	360.0	1.0	3=>9=>1	40860.0	118.0
200850080605	ダ	右	1400	晴	良	13:30	D2一　4歳以上		2008-8-6	7	園田	5	(馬齢)		4	1220	4	4	440	4	5	560	6	4-5	7400	19	4-5	2,030	20	3-4	1,350	16	3-5	3,530	28	4=>5	21940	40	3-4-5	28520	55	97821064513	79281064513	7,10,9,2,4,8,6,5-3,1	10,(4,7),2,6,9,8,5,3-1			3.0	490	5.0	4-5	18820.0	27.0	4=>5=>3	223500.0	312.0
200850080606	ダ	右	1700	晴	良	14:05	A2二　3歳以上 		2008-8-6	7	園田	5	(馬齢)		7	130	1	7	100	1	5	180	3	5-7	510	3	5-7	210	2	4-7	210	3	4-5	370	6	7=>5	650	3	4-5-7	540	3	461752	461752	476152	745612									7=>5=>4	1790.0	5.0
200850080607	ダ	右	1400	晴	良	14:40	C5二　4歳以上		2008-8-6	7	園田	5	(馬齢)		10	210	1	10	170	2	5	210	3	5-10	820	3	5-10	490	3	8-10	2,130	28	5-8	6,480	44	10=>5	1280	5	5-8-10	24370	64	9101171432685	9101171342685	9,10,11,4,(6,7),3,1,5,2,8	10,9,6,11,7,4,(3,5),1,2,8			8.0	920	9.0	5-8	650.0	3.0	10=>5=>8	58640.0	199.0
200850080608	ダ	右	1400	晴	良	15:20	C5一　4歳以上		2008-8-6	7	園田	5	(馬齢)		4	360	2	4	180	4	12	690	9	4-12	11450	26	4-12	2,110	21	4-9	390	2	9-12	4,890	44	4=>12	15580	40	4-9-12	20770	52	5,4,12,(1,8),11,10,3,9,6,7,2	541218111039672	4,12,9,3,(5,8),1,11,6,7,10,2	4,12,9,8,(3,6),7,2,11,5,(1,10)			9.0	180	3.0	4-8	860.0	2.0	4=>12=>9	128090.0	294.0
200850080609	ダ	右	1400	雨	良	16:00	揖保川特別 		2008-8-6	7	園田	5	(見込)		1	920	4	1	430	5	3	350	3	1-3	2210	7	1-3	710	8	1-8	630	7	3-8	390	4	1=>3	3570	11	1-3-8	2430	8	17348256	17348256	1,7,(3,4),8,2,5,6	17348256			8.0	260	2.0				1=>3=>8	15830.0	39.0
200850080701	ダ	右	1400	晴	重	11:10	F1三　3歳		2008-8-7	7	園田	6	(馬齢)		1	180	1	1	140	2	5	130	1	1-5	390	1	1-5	140	1	1-3	160	2	3-5	170	3	1=>5	760	2	1-3-5	360	1	635142	653142	(1,5),(3,4),6,2	1,5,(3,4),2,6									1=>5=>3	1540.0	2.0
200850080702	ダ	右	1400	晴	重	11:40	F1二　3歳		2008-8-7	7	園田	6	(馬齢)		3	590	4	3	180	3	4	120	1	3-4	430	2	3-4	190	3	3-6	260	5	4-6	170	2	3=>4	1590	5	3-4-6	480	2	7465321	4765321	4736521	3467512									3=>4=>6	4110.0	16.0
200850080703	ダ	右	1400	晴	重	12:10	F1一　3歳		2008-8-7	7	園田	6	(馬齢)		3	140	1	3	110	1	2	130	2	2-3	120	1	2-3	110	1	3-7	170	2	2-7	250	7	3=>2	190	1	2-3-7	320	1	1374256	1374256	3,1,7,(2,4),6,5	3724651									3=>2=>7	620.0	2.0
200850080704	ダ	右	1400	晴	重	12:45	D1三　4歳以上		2008-8-7	7	園田	6	(馬齢)		8	280	1	8	130	2	6	430	8	6-8	7120	22	6-8	2,830	20	1-8	240	2	1-6	5,260	25	8=>6	8540	42	1-6-8	12010	38	9,3,8-7,4,6,1,5-2	9,3,8-7,4,6,1,5-2	9,3,8,7,1,5,4,6-2	8,9,3,1,7,5,6,4-2			1.0	210	3.0	6-8	4020.0	12.0	8=>6=>1	70980.0	225.0
200850080705	ダ	右	1400	晴	重	13:20	C6二　4歳以上		2008-8-7	7	園田	6	(馬齢)		2	720	4	2	130	2	7	100	1	2-7	420	1	2-7	160	1	2-8	700	12	7-8	210	2	2=>7	2250	8	2-7-8	1040	4	67812435	6,7,(1,8),2,4,3,5	(6,7),8,2,1,3,4,5	7,8,2,6,3,1,4-5			8.0	140	3.0				2=>7=>8	8920.0	28.0
200850080706	ダ	右	1230	晴	重	13:55	A1一　3歳以上 		2008-8-7	7	園田	6	(馬齢)		1	500	4	1	280	4	5	150	2	1-5	510	4	1-5	170	4	1-6	300	6	5-6	170	3	1=>5	1300	9	1-5-6	550	3	15326	15326	15236	15263									1=>5=>6	2550.0	13.0
200850080707	ダ	右	1400	曇	重	14:30	D1二　4歳以上		2008-8-7	7	園田	6	(馬齢)		2	4140	10	2	1,100	10	3	190	4	2-3	9460	30	2-3	3,190	35	2-7	1,660	20	3-7	1,050	14	2=>3	35010	81	2-3-7	32040	76	17562843910	17526843109	72146538910	7,2,6,(3,4),1,5,8,(9,10)			7.0	160	1.0	2-3	13700.0	29.0	2=>3=>7	249010.0	525.0
200850080708	ダ	右	1400	曇	重	15:05	D1一　4歳以上		2008-8-7	7	園田	6	(馬齢)		8	270	1	8	160	1	5	230	6	5-8	950	2	5-8	310	1	8-10	390	2	5-10	860	14	8=>5	1420	3	5-8-10	2080	2	2,5,3,10,4,9,7,(1,8),6	2,5,10,3,1,4,(7,9),8,6	2,5,8,10,3,(7,9),1,4,6	25810739164			10.0	200	4.0	5-7	780.0	3.0	8=>5=>10	6450.0	4.0
200850080709	ダ	右	1400	曇	重	16:05	C6一　4歳以上		2008-8-7	7	園田	6	(馬齢)		5	900	3	5	130	2	6	150	3	5-6	2320	9	5-6	890	13	5-7	300	2	6-7	400	4	5=>6	5960	28	5-6-7	1720	4	5,7,4,8,2,6,(1,9),3	574826193	5,7,8,6,4,3,(2,9),1	578639412			7.0	120	1.0	5-6	3010.0	15.0	5=>6=>7	13330.0	38.0
200850081401	ダ	右	1400	曇	良	11:10	2歳二組　2歳		2008-8-14	8	園田	3	(馬齢)		3	350	2	3	200	5	8	310	6	3-8	3680	13	3-8	1,230	14	3-7	430	6	7-8	800	10	3=>8	8880	29	3-7-8	3500	13	51368724	5,1,6,(3,8),7,2,4	17583642	17583624			7.0	100	1.0				3=>8=>7	38820.0	105.0
200850081402	ダ	右	1400	曇	良	11:45	F4三　3歳		2008-8-14	8	園田	3	(馬齢)		3	140	1	3	100	1	6	150	4	3-6	620	2	3-6	210	2	2-3	240	3	2-6	620	8	3=>6	650	2	2-3-6	1090	4	38462571	38462571	38642517	36421587			2.0	150	3.0				3=>6=>2	3060.0	9.0
200850081403	ダ	右	1400	曇	良	12:20	F4二　3歳		2008-8-14	8	園田	3	(馬齢)		7	150	1	7	100	1	4	110	2	4-7	200	1	4-7	130	1	5-7	340	4	4-5	360	5	7=>4	310	1	4-5-7	820	3	47356812	47356812	47358621	74538612			5.0	160	4.0				7=>4=>5	1720.0	5.0
200850081404	ダ	右	1400	曇	良	12:55	F4一　3歳		2008-8-14	8	園田	3	(馬齢)		7	890	4	7	160	3	1	130	2	1-7	1450	7	1-7	720	9	5-7	2,070	19	1-5	1,980	18	7=>1	2800	13	1-5-7	18710	32	27164835	27164835	7,2,6,1,5,(4,8),3	7,1,5,(2,6),4,3,8			5.0	630	7.0				7=>1=>5	69250.0	142.0
200850081405	ダ	右	1400	曇	良	13:30	D4二　4歳以上		2008-8-14	8	園田	3	(馬齢)		2	210	1	2	120	1	8	310	7	2-8	1590	7	2-8	640	9	2-7	830	12	7-8	980	15	2=>8	2410	10	2-7-8	4740	24	137452698	137425698	(1,2),3,7,9,5,4,8,6	213795846			7.0	290	6.0	2-8	430.0	1.0	2=>8=>7	17340.0	67.0
200850081406	ダ	右	1400	曇	良	14:05	D4一　4歳以上		2008-8-14	8	園田	3	(馬齢)		2	400	2	2	150	2	8	830	7	2-8	6540	14	2-8	1,510	13	2-7	500	7	7-8	1,700	14	2=>8	10470	22	2-7-8	12980	27	892317645	892317645	8,7,9,2,4,3,1,6=5	8,7,2,9,4,3,6,1=5			7.0	310	5.0	2-8	250.0	1.0	2=>8=>7	74880.0	142.0
200850081407	ダ	右	1400	曇	良	14:40	C3　4歳以上		2008-8-14	8	園田	3	(馬齢)		7	530	3	7	140	1	5	340	5	5-7	2520	10	5-7	1,360	16	1-7	3,360	36	1-5	5,720	50	7=>5	4040	15	1-5-7	53970	114	5,7,6,11,9,10,2,3,4,(1,8)	5711691023418	5,7,(10,11),6,9,2,3,1,4,8	5711106921348			1.0	1,010	10.0	5-6	2660.0	8.0	7=>5=>1	171900.0	452.0
200850081408	ダ	右	1400	曇	良	15:20	B1二　3歳以上 		2008-8-14	8	園田	3	(馬齢)		10	150	1	10	100	1	2	230	5	2-10	820	4	2-10	240	2	1-10	780	10	1-2	1,480	15	10=>2	1070	4	1-2-10	3320	10	5,10,(2,12),(1,4),7,8,3,9,6,11	510122147389611	105412271938611	10,5,4,2,1,12,9,(3,7),6,8,11			1.0	350	6.0	2-7	770.0	3.0	10=>2=>1	8080.0	22.0
200850081409	ダ	右	1230	曇	良	16:00	B1一　3歳以上 		2008-8-14	8	園田	3	(馬齢)		11	240	1	11	110	1	4	150	3	4-11	460	2	4-11	180	2	5-11	170	1	4-5	240	3	11=>4	720	2	4-5-11	480	1	1183451927610	1183451927610	1183549172106	1183457192610			5.0	160	4.0	4-8	510.0	3.0	11=>4=>5	1730.0	2.0
200850081410	ダ	右	1700	曇	良	16:40	摂津盃	G	2008-8-14	8	園田	3	(ハンデ)		6	470	2	6	130	2	5	100	1	5-6	260	1	5-6	150	1	2-6	390	7	2-5	300	5	6=>5	940	4	2-5-6	480	1	685324	685324	658234	658234									6=>5=>2	3230.0	9.0
200850081501	ダ	右	1400	曇	良	11:10	D3三　4歳以上		2008-8-15	8	園田	4	(馬齢)		2	400	2	2	150	3	1	110	1	1-2	1060	4	1-2	300	3	2-4	1,910	15	1-4	1,670	13	2=>1	1520	6	1-2-4	5030	13	2617435	2617435	2617345	2617345									2=>1=>4	23750.0	56.0
200850081502	ダ	右	1400	曇	良	11:40	D3二　4歳以上		2008-8-15	8	園田	4	(馬齢)		3	240	1	3	120	1	6	190	3	3-6	490	2	3-6	220	4	3-4	150	1	4-6	250	5	3=>6	840	3	3-4-6	420	1	3647512	3647512	3645712	3645172									3=>6=>4	2350.0	5.0
200850081503	ダ	右	1400	曇	良	12:10	D3一　4歳以上		2008-8-15	8	園田	4	(馬齢)		5	270	2	5	320	4	3	270	3	3-5	3220	13	3-5	970	11	2-5	620	7	2-3	700	9	5=>3	5330	20	2-3-5	3520	15	514263	514263	541263	541263									5=>3=>2	22320.0	79.0
200850081504	ダ	右	1400	晴	良	12:45	キャリーアップ競走		2008-8-15	8	園田	4	(馬齢)		3	210	1	3	120	1	4	210	4	3-4	580	2	3-4	330	5	1-3	450	6	1-4	810	9	3=>4	890	3	1-3-4	1840	6	38467251	38467251	38465721	34856712			1.0	420	6.0				3=>4=>1	6670.0	22.0
200850081505	ダ	右	1400	晴	良	13:20	F3二　3歳		2008-8-15	8	園田	4	(馬齢)		8	1680	8	8	190	3	7	150	2	7-8	1650	6	7-8	570	6	5-8	1,280	19	5-7	350	3	8=>7	3620	14	5-7-8	4410	16	9111018364572	9111018364572	9,11,(1,8),7,10,5,(3,4),6-2	9,11,(1,8),7,5,(3,4),6,10,2			5.0	230	6.0	6-7	700.0	4.0	8=>7=>5	25200.0	90.0
200850081506	ダ	右	1400	晴	良	13:55	F3一　3歳		2008-8-15	8	園田	4	(馬齢)		1	160	1	1	120	1	11	200	4	1-11	490	1	1-11	230	2	1-5	1,330	15	5-11	1,990	22	1=>11	740	2	1-5-11	5210	18	1871110935462	1781110935462	1117859310462	1,11,7,5,9,8,(3,6),(4,10),2			5.0	550	9.0	1-8	520.0	1.0	1=>11=>5	19240.0	59.0
200850081507	ダ	右	1400	晴	良	14:30	C4　4歳以上		2008-8-15	8	園田	4	(馬齢)		2	3980	7	2	1,160	9	3	350	5	2-3	23270	31	2-3	4,360	31	2-8	2,830	23	3-8	1,790	18	2=>3	46320	57	2-3-8	30260	52	(3,9),1,8,5,7,2,4,6	9,3,1,8,5,(2,7),4,6	3,8,9,(1,2),7,5,4,6	382715649			8.0	190	3.0	2-3	68810.0	26.0	2=>3=>8	274160.0	359.0
200850081508	ダ	右	1400	晴	良	15:05	ヤングジョッキーズス 		2008-8-15	8	園田	4	(馬齢)		8	320	2	8	140	1	3	150	2	3-8	730	3	3-8	250	2	6-8	220	1	3-6	280	3	8=>3	1300	4	3-6-8	580	1	56110783942	56110783942	6,5,10,8,7,1,3,4,9-2	6,(5,8),10,3,4,7,1,9,2			6.0	150	3.0	3-7	620.0	2.0	8=>3=>6	3490.0	5.0
200850081509	ダ	右	1400	晴	良	15:40	スタージョッキーカッ 		2008-8-15	8	園田	4	(馬齢)		4	1120	5	4	260	5	1	240	4	1-4	8200	24	1-4	1,460	16	4-5	1,080	12	1-5	510	4	4=>1	19710	54	1-4-5	9860	34	14859376210	14859376210	1,4,8,5,9,(3,7),10,6,2	14587310962			5.0	160	2.0	1-4	8000.0	21.0	4=>1=>5	95400.0	258.0
200850081510	ダ	右	1400	晴	良	16:40	楽天競馬特別 		2008-8-15	8	園田	4	(馬齢)		3	570	3	3	200	2	5	210	4	3-5	2610	13	3-5	1,470	16	1-3	1,130	11	1-5	1,380	15	3=>5	9540	32	1-3-5	7100	24	5,8,(2,11),7,9,3,1,4,6,10,12	5,8,(2,11),7,(1,3),9,4,6,10,12	5,8,(4,11),2,(3,7),1,6,10,9,12	5,4,2,8,3,11,1,7,10,6,(9,12)			1.0	260	5.0	3-5	2400.0	11.0	3=>5=>1	39580.0	133.0
200850082001	ダ	右	1400	曇	良	11:10	2歳一組　二　2歳		2008-8-20	8	園田	5	(馬齢)		4	170	1	4	120	1	1	160	2	1-4	300	1	1-4	180	1	4-5	690	14	1-5	470	7	4=>1	600	2	1-4-5	1120	4	3475216	3,4,7,5,2,1-6	1,4,3,5,7,2=6	4,1,5,3,2,7=6									4=>1=>5	3510.0	7.0
200850082002	ダ	右	1400	曇	良	11:40	2歳一組　一　2歳		2008-8-20	8	園田	5	(馬齢)		1	180	1	1	120	1	3	250	5	1-3	1020	4	1-3	300	5	1-4	180	1	3-4	540	9	1=>3	1160	4	1-3-4	1210	6	6174532	6174532	1635472	1367452									1=>3=>4	4770.0	17.0
200850082003	ダ	右	1400	曇	良	12:10	D2二　4歳以上		2008-8-20	8	園田	5	(馬齢)		10	180	1	10	120	1	2	240	5	2-10	980	4	2-10	340	3	3-10	420	4	2-3	960	14	10=>2	1180	4	2-3-10	1950	8	31027968145	31027968145	31024786519	31024785619			3.0	500	6.0	2-8	700.0	3.0	10=>2=>3	6900.0	16.0
200850082004	ダ	右	1400	曇	良	12:40	D2一　4歳以上		2008-8-20	8	園田	5	(馬齢)		7	2650	7	7	690	7	4	270	5	4-7	7500	24	4-7	1,620	19	6-7	5,020	35	4-6	3,240	33	7=>4	23690	52	4-6-7	45330	76	96104351782	9,6,(4,10),3,1,5,7,8,2	9,6,4,10,5,1,3,7,8-2	(6,9),4,1,5,7,8,10,3,2			6.0	830	9.0	4-7	2580.0	13.0	7=>4=>6	797500.0	554.0
200850082005	ダ	右	1400	曇	良	13:15	F2二　3歳		2008-8-20	8	園田	5	(馬齢)		9	180	1	9	110	1	10	160	4	9-10	740	3	9-10	260	3	7-9	210	1	7-10	700	8	9=>10	790	3	7-9-10	1000	2	4,5,(2,9),7,10,11,(3,8),6,1	4,5,2,9,7,10,(3,11),8,6,1	4910526711318	4,9,(2,10),7,(5,6),3,(8,11),1			7.0	160	2.0	7-8	310.0	1.0	9=>10=>7	3410.0	7.0
200850082006	ダ	右	1230	雨	重	13:50	A2一　3歳以上 		2008-8-20	8	園田	5	(馬齢)		6	250	1	6	150	1	8	160	4	6-8	720	3	6-8	320	6	6-7	190	1	7-8	270	3	6=>8	1440	4	6-7-8	670	2	85267341	85267431	85627431	8,(5,6),2,7,3,4,1			7.0	150	2.0				6=>8=>7	4130.0	12.0
200850082007	ダ	右	1400	曇	重	14:25	F2一　3歳		2008-8-20	8	園田	5	(馬齢)		3	120	1	3	100	1	11	160	3	3-11	560	2	3-11	200	1	3-8	400	5	8-11	1,920	23	3=>11	550	1	3-8-11	3450	10	1093114185267	10,9,3,11,(1,4),8,5,2,6,7	(9,10),11,3,6,8,(4,5),2,(1,7)	10,9,3,11,8,6,5,(2,4),7,1			8.0	250	5.0	3-8	250.0	1.0	3=>11=>8	6940.0	18.0
200850082008	ダ	右	1400	曇	重	15:00	C5二　4歳以上		2008-8-20	8	園田	5	(馬齢)		10	4720	11	10	2,240	11	9	770	7	9-10	35770	49	9-10	8,900	52	10-11	4,810	41	9-11	1,640	21	10=>9	278530	108	9-10-11	83500	116	9,10,5,1,7,11,(6,8),3,2,4	9,10,(1,5),7,11,6,8,3,2,4	9105118173264	9,10,5,11,8,(1,7),3,(2,6),4			11.0	230	5.0	7-8	750.0	1.0	10=>9=>11	918950.0	847.0
200850082101	ダ	右	1400	曇	良	11:10	D1二　4歳以上		2008-8-21	8	園田	6	(馬齢)		7	230	1	7	100	1	3	500	7	3-7	2920	9	3-7	760	11	5-7	220	2	3-5	1,280	16	7=>3	2780	10	3-5-7	2310	8	7,9,3,5,4,(1,2,6),8	7,9,3,5,4,(1,2),6,8	7,9,(3,5),4,6,2,1,8	735942618			5.0	130	2.0	3-7	3800.0	11.0	7=>3=>5	14520.0	42.0
200850082102	ダ	右	1400	曇	良	11:40	D1一　4歳以上		2008-8-21	8	園田	6	(馬齢)		8	680	3	8	140	3	2	120	1	2-8	440	2	2-8	210	1	4-8	1,980	23	2-4	990	13	8=>2	1070	4	2-4-8	3350	11	648357291	648357291	648275391	428657391			4.0	310	6.0	2-8	470.0	2.0	8=>2=>4	15280.0	49.0
200850082103	ダ	右	1400	曇	良	12:10	F1三　3歳		2008-8-21	8	園田	6	(馬齢)		3	190	1	3	100	1	5	130	3	3-5	470	1	3-5	200	2	3-8	290	4	5-8	340	5	3=>5	720	1	3-5-8	560	2	1,5,8,3,(4,7),2,6	15834276	15836427	51836472			8.0	140	4.0				3=>5=>8	2070.0	2.0
200850082104	ダ	右	1400	曇	稍重	12:45	F1二　3歳		2008-8-21	8	園田	6	(馬齢)		2	510	3	2	140	4	4	130	2	2-4	1390	6	2-4	290	4	2-7	470	5	4-7	500	7	2=>4	3000	11	2-4-7	1470	5	1,9-4,2,3,8,7,6,5	194238765	421978356	4,2,7,(1,9),8,3,5,6			7.0	140	3.0	2-4	1540.0	6.0	2=>4=>7	10500.0	33.0
200850082105	ダ	右	1700	曇	稍重	13:20	A1二　3歳以上 		2008-8-21	8	園田	6	(馬齢)		4	270	2	4	190	2	6	360	3	4-6	1100	6	4-6	320	4	3-4	420	6	3-6	580	8	4=>6	1550	6	3-4-6	2370	8	5,4,(1,6),2,3	541623	5,4,(1,6),2,3	456123									4=>6=>3	10890.0	35.0
200850082106	ダ	右	1400	曇	良	13:55	S1　3歳以上 		2008-8-21	8	園田	6	(馬齢)		2	180	1	2	100	1	1	140	2	1-2	300	1	1-2	160	1	2-6	220	4	1-6	240	5	2=>1	510	1	1-2-6	370	1	1,4,5,3,(2,6)	1,4,5,(2,3),6	1,5,4,(2,6),3	156234									2=>1=>6	1280.0	1.0
200850082107	ダ	右	1400	曇	良	14:30	F1一　3歳		2008-8-21	8	園田	6	(馬齢)		8	280	2	8	110	1	9	130	3	8-9	370	1	8-9	170	1	2-8	280	3	2-9	540	7	8=>9	540	1	2-8-9	800	2	(7,9),8,(1,4),6,2,3,5	798146253	7,9,8,1,4,6,(3,5),2	978146352			2.0	120	2.0	8-8	480.0	1.0	8=>9=>2	2550.0	1.0
200850082701	ダ	右	1400	曇	稍重	11:10	F5四　3歳		2008-8-27	9	園田	2	(馬齢)		6	290	2	6	110	2	7	100	1	6-7	270	1	6-7	150	1	1-6	540	9	1-7	350	4	6=>7	540	2	1-6-7	1120	4	9,(4,6),(1,7),3,2,5,8	9,6,4,(1,7),3,5,2,8	697184532	679148532			1.0	180	5.0	6-7	290.0	2.0	6=>7=>1	3700.0	11.0
200850082702	ダ	右	1400	曇	稍重	11:40	F5三　3歳		2008-8-27	9	園田	2	(馬齢)		10	11140	9	10	1,530	10	2	110	1	2-10	7450	18	2-10	3,520	28	7-10	6,650	38	2-7	220	2	10=>2	58090	63	2-7-10	10860	23	91075132846	91057132486	10,(7,9),2,1,5,3,4,6,8	10792154368			7.0	130	3.0	2-8	2460.0	4.0	10=>2=>7	142310.0	241.0
200850082703	ダ	右	1400	曇	稍重	12:10	F5二　3歳		2008-8-27	9	園田	2	(馬齢)		7	130	1	7	120	1	5	120	2	5-7	200	1	5-7	150	1	3-7	1,240	16	3-5	1,160	15	7=>5	280	1	3-5-7	2460	7	47110352968	47110352698	7,5,(3,4),1,10,6,2,8-9	7,5,3,6,4,1,(8,10),2-9			3.0	840	7.0	5-7	170.0	1.0	7=>5=>3	4710.0	14.0
200850082704	ダ	右	1400	曇	稍重	12:40	F5一　3歳		2008-8-27	9	園田	2	(馬齢)		8	270	2	8	130	2	7	120	1	7-8	220	1	7-8	130	1	1-8	310	3	1-7	290	2	8=>7	400	1	1-7-8	860	3	17921083564	17291083564	17891023564	7,8,1,2,10,(3,5),(4,6)			1.0	230	5.0	7-7	250.0	1.0	8=>7=>1	2730.0	6.0
200850082705	ダ	右	1400	曇	稍重	13:10	D5二　4歳以上		2008-8-27	9	園田	2	(馬齢)		8	470	3	8	210	3	6	160	2	6-8	740	2	6-8	290	2	8-9	640	9	6-9	520	5	8=>6	1920	9	6-8-9	1320	5	615432897	6,1,5,2,(3,4),8,9,7	2,6,(5,9),1,8,3-4,7	2,6,9,1,5,8,3-4,7			9.0	240	4.0	6-8	470.0	2.0	8=>6=>9	7760.0	23.0
200850082706	ダ	右	1400	曇	稍重	13:45	D5一　4歳以上		2008-8-27	9	園田	2	(馬齢)		1	600	3	1	190	3	4	180	2	1-4	1700	6	1-4	450	5	1-8	1,110	16	4-8	1,070	14	1=>4	4090	12	1-4-8	5160	21	163495278	1,(3,6),4,9,5,2,7,8	134657892	1,4,3,5,6,8,7-9,2			8.0	470	7.0	1-4	1790.0	7.0	1=>4=>8	26080.0	85.0
200850082707	ダ	右	1400	曇	稍重	14:20	C2二　4歳以上		2008-8-27	9	園田	2	(馬齢)		4	470	3	4	180	4	9	190	5	4-9	2280	13	4-9	590	9	4-10	650	11	9-10	640	10	4=>9	4430	23	4-9-10	2810	11	4,6,1,9,8,(3,5),2,10	4619853210	4,6,9,1,2,10,8,(3,5)	4,(6,9),1,(2,10),8,3,5			10.0	160	2.0	4-8	820.0	3.0	4=>9=>10	15630.0	55.0
200850082708	ダ	右	1400	曇	稍重	14:55	C2一　4歳以上		2008-8-27	9	園田	2	(馬齢)		10	680	4	10	180	3	3	320	4	3-10	1990	6	3-10	660	6	6-10	2,460	23	3-6	2,900	24	10=>3	4360	16	3-6-10	11910	31	10,9,(5,6),3,7,8,4,1,2	10956378142	10,3,9,(5,6),7,8,4,1,2	10395678421			6.0	800	9.0	3-8	1640.0	6.0	10=>3=>6	66930.0	165.0
200850082709	ダ	右	1230	曇	稍重	16:00	B2一　3歳以上 		2008-8-27	9	園田	2	(馬齢)		5	200	2	5	100	1	2	110	2	2-5	210	1	2-5	150	1	1-5	430	7	1-2	340	4	5=>2	340	1	1-2-5	650	2	1,2,7,8,3,6,(4,5)	1,2,8,7,(3,5),6,4	1,2,(5,7),8,3,4,6	51273846			1.0	150	3.0				5=>2=>1	1530.0	2.0
200850082801	ダ	右	1400	雨	重	11:10	二組二　2歳		2008-8-28	9	園田	3	(馬齢)		7	310	2	7	120	2	4	230	6	4-7	2210	9	4-7	650	7	1-7	230	2	1-4	710	9	7=>4	2630	7	1-4-7	1310	3	47518632	4,7,5,1,8,6,3-2	7,4,1,5,8,6,3-2	7,4,1-8,5,6,3-2			1.0	110	1.0				7=>4=>1	7690.0	22.0
200850082802	ダ	右	1400	雨	重	11:40	二組一　2歳		2008-8-28	9	園田	3	(馬齢)		8	1270	6	8	190	5	2	120	2	2-8	1450	5	2-8	260	4	5-8	250	2	2-5	130	1	8=>2	4170	17	2-5-8	500	1	68723451	68723451	6,8,2,7,5,3,4-1	82657341			5.0	100	1.0				8=>2=>5	7120.0	22.0
200850082803	ダ	右	1400	雨	重	12:10	F4二　3歳		2008-8-28	9	園田	3	(馬齢)		4	110	1	4	100	1	3	170	3	3-4	500	2	3-4	240	2	4-5	1,430	16	3-5	4,430	35	4=>3	480	1	3-4-5	4760	17	9,4,8,6,10,3,5,(2,7),1	94861035721	94658310712	49653781012			5.0	380	6.0	3-4	640.0	3.0	4=>3=>5	9970.0	28.0
200850082804	ダ	右	1400	雨	重	12:45	F4一　3歳		2008-8-28	9	園田	3	(馬齢)		8	120	1	8	110	1	11	170	4	8-11	450	2	8-11	210	2	1-8	690	6	1-11	1,630	17	8=>11	480	2	1-8-11	2370	6	8,2,7,1,10,5,11,3,9,6-4	8,(2,7),1,10,5,11,3,9,6,4	8,2,(1,11),7,3,5,10,9,6=4	8,11,1,2,7,5,3,9,10,6=4			1.0	350	6.0	7-8	150.0	1.0	8=>11=>1	5470.0	13.0
