waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018106236	サザンジンジャー			a0185	宮川実	a02b0	打越勇児	490	4
2	2	2018100498	モッツアフィアート			a03e3	濱尚美	05726	那俄性哲	425	-8
3	3	2018101638	ウインマルシュ			05481	倉兼育康	a0055	細川忠義	481	-3
4	4	2018103118	ラブリーマカロン			05564	木村直輝	a020e	胡本友晴	485	-3
5	5	2018103654	コパノランニング			05074	赤岡修次	05580	田中守	491	-7
6	6	2018110011	トーセンエドワード			a0041	西川敏弘	a004f	大関吉明	497	-1
7	7	2018101330	ノブカナロア			05536	永森大智	a02b0	打越勇児	450	4
7	8	2018101119	モズキタマサケンジ			05600	塚本雄大	a02d3	目迫大輔	463	17
8	9	2018100330	パドマーヴァティ			a0256	西森将司	a030b	西山裕貴	423	8
8	10	2018106493	メイショウケイゼン			a0270	岡村卓弥	a0043	雑賀正光	454	8
