	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200509010101	ダ	右	1200	晴	稍重	10:10	3歳未勝利		2005-2-26	1	阪神	1	3歳未勝利	牝[指](馬齢)	4	480	3	4	170	3	12	140	2	6.0	270	4.0	2-6	750.0	3.0	4-12	740	3	4-12	350	3	4-6	710	8	6-12	530	5	4=>12	1750	6	4-6-12	2080	5			4(11,16)3(2,13,14)(1,6)(5,12)(7,8,9,10,15)	4(11,16)(14,12)(3,2,13,10)(1,6,15)(5,9)(7,8)	12.5 - 11.5 - 12.3 - 12.6 - 12.3 - 13.2	12.5 - 24.0 - 36.3 - 48.9 - 61.2 - 74.4 (36.3-38.1)			
200509010102	ダ	右	1800	晴	稍重	10:40	3歳未勝利		2005-2-26	1	阪神	1	3歳未勝利	(混)[指](馬齢)	4	1280	4	4	320	2	5	360	6	7.0	520	9.0	4-4	5910.0	17.0	4-5	4750	16	4-5	1,180	12	4-7	1,390	14	5-7	2,670	37	4=>5	11560	36	4-5-7	22630	83	4(2,5)(1,7)(6,11)(3,12)9,8,13,10	4(2,5)(1,7)(6,11)(3,12)9(8,13)10	4(5,7)(2,1,11)6,3,12(9,8,13)-10	4(5,7)(2,11)1(3,6)(8,12)(9,13)-10	12.9 - 11.2 - 13.4 - 13.1 - 13.7 - 13.0 - 12.7 - 12.2 - 13.2	12.9 - 24.1 - 37.5 - 50.6 - 64.3 - 77.3 - 90.0 - 102.2 - 115.4 (37.5-38.1)			
200509010103	芝	右	2200	晴	良	11:10	3歳未勝利		2005-2-26	1	阪神	1	3歳未勝利	(混)[指](馬齢)	6	190	1	6	120	1	8	330	6	1.0	220	3.0	3-4	750.0	3.0	6-8	1980	8	6-8	700	8	1-6	420	2	1-8	1,130	13	6=>8	2390	7	1-6-8	3860	12	5(4,9,10)6(1,16)(2,11,15)-(3,8,12)(7,14,13)	5(4,9,10)(1,6,16)(2,11,15)(3,8,12)13(7,14)	5(4,9,10)(1,6,16)(11,15)(2,13)(8,12)(3,14)-7	(*5,9,10)(4,6,16,15,13)(1,11,8)(2,12,14)(3,7)	12.8 - 11.1 - 12.2 - 13.6 - 13.3 - 13.1 - 13.1 - 12.5 - 12.0 - 11.7 - 12.6	12.8 - 23.9 - 36.1 - 49.7 - 63.0 - 76.1 - 89.2 - 101.7 - 113.7 - 125.4 - 138.0 (36.1-36.3)			
200509010104	障		3140	晴	良  ダート	11:40	障害4歳以上オープン		2005-2-26	1	阪神	1	障害4歳以上オープン	(混)(別定)	6	3920	7	6	800	7	2	1,070	9	5.0	130	1.0	2-6	25590.0	29.0	2-6	36200	39	2-6	6,210	41	5-6	1,300	14	2-5	1,880	18	6=>2	78240	79	2-5-6	27470	61	4(1,5)(3,8,6)9,7,2=10	4(1,5)(3,6)(9,8)7,2=10	(1,*8)(4,5,6)3(9,2)-7=10	8(4,6)(1,5,2)3-9=7=10					
200509010105	ダ	右	1800	晴	稍重	12:30	3歳新馬		2005-2-26	1	阪神	1	3歳新馬	(混)[指](馬齢)	7	520	2	7	200	3	6	260	4	8.0	2,500	10.0	6-7	2110.0	8.0	6-7	1910	8	6-7	650	8	7-8	5,690	37	6-8	5,580	36	7=>6	3920	16	6-7-8	46290	79	(*5,9)(3,6,10)(4,7)1-8=2	(*5,9)(3,6,10)(4,7)-(1,8)=2	(*5,9)10(6,7)(3,4,8)1=2	(5,9,*10,7,8)6(4,1)3=2	13.1 - 11.4 - 13.2 - 13.0 - 13.1 - 13.3 - 13.0 - 12.8 - 13.5	13.1 - 24.5 - 37.7 - 50.7 - 63.8 - 77.1 - 90.1 - 102.9 - 116.4 (37.7-39.3)			
200509010106	芝	右	1200	晴	良	13:00	3歳500万下		2005-2-26	1	阪神	1	3歳500万下	(混)(特指)(馬齢)	10	170	1	10	120	1	5	450	7	6.0	130	2.0	3-5	300.0	1.0	5-10	2640	11	5-10	860	12	6-10	180	1	5-6	770	10	10=>5	3310	12	5-6-10	1950	5			(1,*3)5(6,7,12)(8,16)(10,11)13(9,14)2(4,15)	(*1,3)(5,7)6(8,12,16)(10,11)13,14,9(2,4,15)	12.2 - 10.6 - 11.0 - 11.7 - 11.8 - 12.5	12.2 - 22.8 - 33.8 - 45.5 - 57.3 - 69.8 (33.8-36.0)			
200509010107	ダ	右	1800	晴	稍重	13:30	4歳以上500万下		2005-2-26	1	阪神	1	4歳以上500万下	[指](別定)	6	190	1	6	110	1	5	130	2	4.0	180	4.0	3-3	470.0	2.0	5-6	490	1	5-6	210	1	4-6	350	3	4-5	630	8	6=>5	800	1	4-5-6	1090	2	(*2,3)5(1,13)9(6,12,16)(8,11,14)10(4,15)7	(*2,3)5,1(9,13)(6,12,16)(8,11)14(4,10)(7,15)	(*2,3)5(1,13)(9,12)6(8,11,16)(4,14)(10,7,15)	2(3,5)(1,13,12)(9,6)(8,16)(4,11)14,7(10,15)	12.9 - 11.4 - 13.1 - 12.9 - 13.1 - 12.7 - 12.1 - 12.3 - 13.1	12.9 - 24.3 - 37.4 - 50.3 - 63.4 - 76.1 - 88.2 - 100.5 - 113.6 (37.4-37.5)			
200509010108	ダ	右	1200	小雪	稍重	14:00	4歳以上500万下		2005-2-26	1	阪神	1	4歳以上500万下	(混)[指](別定)	14	200	1	14	120	1	13	130	2	5.0	560	8.0	7-7	340.0	2.0	13-14	350	1	13-14	180	1	5-14	1,770	22	5-13	2,090	27	14=>13	610	1	5-13-14	4360	16			5(8,11,12)(6,15)-(4,10)(9,14,13)-(7,16)1(2,3)	5(11,12,15)(8,13)(6,14)-(4,10,9,7)(1,16)2,3	12.6 - 10.9 - 11.6 - 11.7 - 12.3 - 12.9	12.6 - 23.5 - 35.1 - 46.8 - 59.1 - 72.0 (35.1-36.9)			
200509010109	芝	右	1600	小雪	良	14:35	丹波特別 		2005-2-26	1	阪神	1	4歳以上1000万下	(混)[指](ハンデ)	11	1480	6	11	430	7	5	210	4	3.0	130	1.0	3-6	1200.0	6.0	5-11	7630	32	5-11	1,790	25	3-11	980	10	3-5	400	3	11=>5	16100	60	3-5-11	5970	21		(*6,11)(3,4,9,14)(7,16)(8,13,15)(5,10,12) 1,2	(*11,14)(6,16)3(7,4,8)13(5,9,10,15)12 1,2	11,14(6,16)(3,8)(7,13,12,15)(5,4,10)-9 1,2	12.6 - 11.7 - 11.6 - 12.1 - 11.8 - 11.5 - 11.1 - 12.0	12.6 - 24.3 - 35.9 - 48.0 - 59.8 - 71.3 - 82.4 - 94.4 (35.9-34.6)	11=>5=>3	54620.0	184.0
200509010110	芝	右	2500	曇	良	15:15	御堂筋ステークス 		2005-2-26	1	阪神	1	4歳以上1600万下	(混)[指](別定)	7	180	1	7	110	1	1	130	2	8.0	230	5.0				1-7	350	1	1-7	170	1	7-8	440	6	1-8	520	7	7=>1	470	1	1-7-8	1160	3	2,6,7-3,4-5,1-8	2,6,7-(3,4)5,1,8	(*2,6)(3,7)-(5,4)1,8	(*2,6)7,3(5,4,1)8	6.9 - 11.5 - 12.6 - 13.0 - 12.1 - 13.0 - 13.0 - 12.7 - 12.8 - 12.0 - 11.5 - 11.3 - 12.0	6.9 - 18.4 - 31.0 - 44.0 - 56.1 - 69.1 - 82.1 - 94.8 - 107.6 - 119.6 - 131.1 - 142.4 - 154.4 (31.0-34.8)	7=>1=>8	3000.0	5.0
