	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200502010101	ダ	右	1700	曇	良	09:55	3歳未勝利		2005-6-18	1	函館	1	3歳未勝利	(父)[指](馬齢)	7	270	2	7	120	1	8	130	2	1.0	270	5.0	7-8	230.0	1.0	7-8	300	1	7-8	140	1	1-7	690	7	1-8	690	8	7=>8	600	1	1-7-8	1270	5	(*7,8)(2,9)(1,4)5,3,6	(*7,8)(2,9)1(4,5)3,6	(*7,8)(2,9)(1,5)3,4-6	(*7,8)(2,9)(1,5)-(3,4)=6	7.1 - 11.6 - 12.8 - 13.6 - 13.4 - 13.1 - 12.9 - 12.2 - 12.2	7.1 - 18.7 - 31.5 - 45.1 - 58.5 - 71.6 - 84.5 - 96.7 - 108.9 (31.5-37.3)			
200502010102	ダ	右	1000	曇	良	10:25	3歳未勝利		2005-6-18	1	函館	1	3歳未勝利	[指](馬齢)	9	120	1	9	110	1	5	330	6	3.0	160	2.0	5-7	1220.0	5.0	5-9	1370	5	5-9	440	5	3-9	180	1	3-5	1,360	15	9=>5	1830	6	3-5-9	2480	7			9(5,6)(1,3,8)(4,10,12)(2,7)=11	9-(5,6)3(1,8)4(2,7)10,12=11	12.3 - 11.0 - 11.8 - 12.0 - 12.7	12.3 - 23.3 - 35.1 - 47.1 - 59.8 (35.1-36.5)			
200502010103	ダ	右	1700	曇	良	10:55	3歳未勝利		2005-6-18	1	函館	1	3歳未勝利	(混)[指](馬齢)	9	150	1	9	110	1	5	710	8	2.0	530	7.0	4-6	1730.0	8.0	5-9	2630	9	5-9	1,020	11	2-9	730	7	2-5	7,580	43	9=>5	3430	11	2-5-9	17090	37	8,5,12-4,9(1,6)2,11(10,13)-(3,7)	8,5,12-(4,9)(1,6)2-11,10(3,13)7	(*8,5)-9(1,6)2,3,12(10,4,11)(13,7)	5(8,9)-1(6,2)-3-11-4-7,10(12,13)	6.9 - 10.8 - 11.7 - 12.4 - 13.0 - 12.9 - 13.0 - 13.0 - 12.6	6.9 - 17.7 - 29.4 - 41.8 - 54.8 - 67.7 - 80.7 - 93.7 - 106.3 (29.4-38.6)			
200502010104	芝	右	2000	晴	良	11:25	3歳未勝利		2005-6-18	1	函館	1	3歳未勝利	牝[指](馬齢)	1	600	3	1	240	3	7	310	4	2.0	390	6.0	1-4	640.0	2.0	1-7	2960	12	1-7	1,180	13	1-2	1,890	23	2-7	2,230	26	1=>7	5900	23	1-2-7	14040	51	4(9,12)(2,5,13)8(7,11)(3,16)(15,14)1(10,6)	4,9(2,12,13)(5,8)(7,11)15(3,1,16,14)10,6	4(9,12)(2,13)(7,8,14)(5,11)15(1,16)(10,6)3	(*4,9)(2,12,13)(7,8)(1,15,14)10,11-(5,3,16)6	12.5 - 10.5 - 11.7 - 12.9 - 13.3 - 13.2 - 12.6 - 12.4 - 11.9 - 12.1	12.5 - 23.0 - 34.7 - 47.6 - 60.9 - 74.1 - 86.7 - 99.1 - 111.0 - 123.1 (34.7-36.4)			
200502010105	芝	右	1000	晴	良	11:55	2歳新馬		2005-6-18	1	函館	1	2歳新馬	[指](馬齢)	1	130	1	1	110	1	4	350	7	8.0	270	4.0	1-4	1160.0	5.0	1-4	1370	6	1-4	570	7	1-8	430	4	4-8	2,580	25	1=>4	1450	6	1-4-8	4100	14			(*1,4)10(8,11)5(2,9)3=6 7	(*1,4)10,8(5,11)2(3,9)=6 7	12.4 - 11.1 - 11.5 - 11.3 - 11.5	12.4 - 23.5 - 35.0 - 46.3 - 57.8 (35.0-34.3)			
200502010106	芝	右	1200	晴	良	12:45	3歳未勝利		2005-6-18	1	函館	1	3歳未勝利	(混)[指](馬齢)	15	2280	6	15	380	6	11	160	3	13.0	130	1.0	6-8	3790.0	11.0	11-15	6350	19	11-15	1,280	13	13-15	780	7	11-13	210	2	15=>11	16340	40	11-13-15	2790	7			(*11,13)-1,12(3,16,15)(4,9,14)(5,10)(7,6)-8,2	(*11,13)-1(3,12,15)(4,14)9(5,10)(16,7)6,8-2	12.0 - 10.6 - 11.1 - 11.8 - 12.1 - 13.2	12.0 - 22.6 - 33.7 - 45.5 - 57.6 - 70.8 (33.7-37.1)			
200502010107	ダ	右	1000	晴	良	13:15	3歳以上500万下		2005-6-18	1	函館	1	3歳以上500万下	(混)[指](定量)	7	540	4	7	200	4	1	150	1	5.0	240	5.0	1-6	830.0	4.0	1-7	1050	4	1-7	420	4	5-7	1,040	14	1-5	700	8	7=>1	2340	9	1-5-7	2890	9			7,1,6,12,9(2,4,10,11)3,8,5	7,1-6-(9,12,11)10,4(3,8)2,5	12.5 - 10.6 - 11.6 - 11.9 - 12.6	12.5 - 23.1 - 34.7 - 46.6 - 59.2 (34.7-36.1)			
200502010108	ダ	右	1700	晴	良	13:45	3歳以上500万下		2005-6-18	1	函館	1	3歳以上500万下	[指](定量)	4	2340	7	4	420	7	9	120	1	8.0	200	4.0	4-6	840.0	5.0	4-9	2470	9	4-9	840	10	4-8	2,460	24	8-9	230	1	4=>9	7460	22	4-8-9	3960	11	4(8,11,13)5,9(1,6,7,12)2,3,10	(*4,8)(11,13)5,9(1,12)(2,6,7)3,10	(*4,8)13(5,11,9)(1,7)(2,12)3(10,6)	4,8,13(5,9)-(1,7)2(11,3)12,10,6	7.1 - 11.0 - 11.8 - 12.4 - 12.5 - 12.2 - 12.7 - 12.9 - 13.2	7.1 - 18.1 - 29.9 - 42.3 - 54.8 - 67.0 - 79.7 - 92.6 - 105.8 (29.9-38.8)			
200502010109	芝	右	2000	曇	良	14:20	3歳以上500万下		2005-6-18	1	函館	1	3歳以上500万下	(特指)(定量)	11	190	1	11	110	1	5	150	2	3.0	370	7.0	3-6	330.0	1.0	5-11	560	1	5-11	260	1	3-11	970	9	3-5	1,750	23	11=>5	840	1	3-5-11	3830	11	(3,*9)(4,7,13,12,14)1(5,11)(8,10)15-6-2	(3,*9)(4,7,12)(1,11,14)(5,13)(8,10)15-6,2	9,3(4,7,12)1(5,11)(8,14)15(10,6)-13,2	(*3,9)7(5,4)(1,11)(8,12)-(10,15,6)-14,2-13	12.9 - 11.2 - 12.3 - 12.6 - 13.0 - 12.5 - 11.9 - 11.8 - 11.7 - 11.9	12.9 - 24.1 - 36.4 - 49.0 - 62.0 - 74.5 - 86.4 - 98.2 - 109.9 - 121.8 (36.4-35.4)	11=>5=>3	12290.0	21.0
200502010110	芝	右	2600	曇	良	14:55	横津岳特別 		2005-6-18	1	函館	1	3歳以上500万下	(混)(特指)(定量)	8	170	1	8	100	1	10	140	3	9.0	130	2.0	7-8	200.0	1.0	8-10	460	2	8-10	200	2	8-9	170	1	9-10	270	3	8=>10	590	2	8-9-10	430	1	8,10,6(1,5)(3,9)4-7,2	8(10,6)1,5(3,9)4,7,2	(*8,6)(10,4,1,9)(3,5)-7-2	8(10,4,9)6(3,1)5,7=2	13.0 - 11.7 - 12.3 - 12.4 - 12.1 - 12.9 - 13.1 - 12.9 - 12.8 - 12.5 - 12.1 - 11.5 - 12.1	13.0 - 24.7 - 37.0 - 49.4 - 61.5 - 74.4 - 87.5 - 100.4 - 113.2 - 125.7 - 137.8 - 149.3 - 161.4 (37.0-35.7)	8=>10=>9	1630.0	2.0
