	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200504010101	芝	左	2000	晴	良	09:55	3歳未勝利		2005-4-30	1	新潟	1	3歳未勝利	(馬齢)	9	1400	3	9	170	3	8	110	1	1.0	340	6.0	8-8	440.0	2.0	8-9	420	2	8-9	270	2	1-9	1,930	17	1-8	660	5	9=>8	2220	9	1-8-9	1930	7	9-(4,5)-(1,6)-8-3-2,7	9-(4,5)(1,6)8-3=(2,7)	(*9,5)(4,6,8)1-3-7 2	(*9,5)8(4,6)1-3-7 2	12.4 - 11.7 - 12.7 - 13.1 - 13.3 - 13.0 - 12.6 - 11.7 - 11.7 - 11.5	12.4 - 24.1 - 36.8 - 49.9 - 63.2 - 76.2 - 88.8 - 100.5 - 112.2 - 123.7 (36.8-34.9)			
200504010102	ダ	左	1200	晴	良	10:25	3歳未勝利		2005-4-30	1	新潟	1	3歳未勝利	牝(馬齢)	1	570	2	1	180	4	6	100	1	3.0	160	3.0	1-4	530.0	2.0	1-6	560	2	1-6	200	3	1-3	550	6	3-6	200	1	1=>6	1480	6	1-3-6	900	2			(*1,15)(6,8)(3,12)14(4,7)(2,10)5(9,13)-11	(*1,15)(6,8,12)3,14,4(2,7)10(9,5)13-11	12.4 - 11.1 - 12.0 - 12.9 - 12.5 - 12.9	12.4 - 23.5 - 35.5 - 48.4 - 60.9 - 73.8 (35.5-38.3)			
200504010103	芝	左	1800	晴	良	10:55	3歳未勝利		2005-4-30	1	新潟	1	3歳未勝利	(父)(馬齢)	13	170	1	13	120	1	14	260	5	11.0	170	3.0	8-8	1220.0	5.0	13-14	1270	5	13-14	500	5	11-13	300	2	11-14	1,090	12	13=>14	1740	4	11-13-14	2220	5			10,12(8,11)(3,13)(2,7)14(1,4)9,5-6	10(12,11)(8,3,13)(7,14)2(1,4)(5,9)6	12.9 - 11.8 - 12.2 - 13.3 - 13.3 - 12.7 - 11.9 - 10.8 - 11.4	12.9 - 24.7 - 36.9 - 50.2 - 63.5 - 76.2 - 88.1 - 98.9 - 110.3 (36.9-34.1)			
200504010104	ダ	左	1800	晴	良	11:25	3歳未勝利		2005-4-30	1	新潟	1	3歳未勝利	(馬齢)	6	170	1	6	120	1	9	260	5	11.0	1,300	10.0	6-7	650.0	4.0	6-9	810	4	6-9	400	4	6-11	2,370	19	9-11	5,710	35	6=>9	1230	4	6-9-11	14990	38	6-9,3,8(1,4,7)(2,11)5,10	6-(3,9)8-7(1,4,11)(2,5)-10	6,9(3,11)7-5(4,2)-(1,10) 8	6,9(3,11)-(7,5)(4,2)-(1,10) 8	12.8 - 12.2 - 13.4 - 13.8 - 13.4 - 13.1 - 12.9 - 12.2 - 12.8	12.8 - 25.0 - 38.4 - 52.2 - 65.6 - 78.7 - 91.6 - 103.8 - 116.6 (38.4-37.9)			
200504010105	ダ	左	1200	晴	良	11:55	3歳未勝利		2005-4-30	1	新潟	1	3歳未勝利	(混)(馬齢)	12	490	3	12	190	3	14	140	1	5.0	490	9.0	7-8	610.0	2.0	12-14	840	3	12-14	370	3	5-12	2,010	22	5-14	1,600	18	12=>14	1900	6	5-12-14	6080	19			14(8,15)-(10,12)(2,3)13(1,7)9-(5,6)(4,11)	14(8,15)-12-(10,13)(2,3)(1,7,9)-(5,6)4,11	12.4 - 10.9 - 11.8 - 12.9 - 12.8 - 13.5	12.4 - 23.3 - 35.1 - 48.0 - 60.8 - 74.3 (35.1-39.2)			
200504010106	ダ	左	1200	晴	良	12:45	4歳以上500万下		2005-4-30	1	新潟	1	4歳以上500万下	(別定)	7	250	1	7	140	1	3	180	3	9.0	560	8.0	2-4	520.0	2.0	3-7	730	2	3-7	340	2	7-9	1,150	13	3-9	2,120	21	7=>3	1350	3	3-7-9	5380	17			7,12-(1,2,8,14)3(6,9)13(5,11,15)10=4	7,12-(8,14)(1,2,3)9(6,13)15(10,5,11)=4	12.3 - 10.7 - 11.5 - 12.4 - 12.1 - 13.2	12.3 - 23.0 - 34.5 - 46.9 - 59.0 - 72.2 (34.5-37.7)			
200504010107	芝	左	2000	晴	良	13:15	4歳以上500万下		2005-4-30	1	新潟	1	4歳以上500万下	牝(別定)	1	350	1	1	210	3	8	160	2	6.0	870	10.0	1-6	610.0	2.0	1-8	770	3	1-8	360	2	1-6	2,110	28	6-8	1,790	25	1=>8	1390	4	1-6-8	10050	34			7,12-8(3,11)6,5,4,1,2,10,9	7,12-(8,11)(3,5,6,4)1,2(10,9)	13.4 - 12.6 - 12.8 - 12.8 - 12.8 - 12.1 - 11.7 - 11.3 - 11.1 - 11.9	13.4 - 26.0 - 38.8 - 51.6 - 64.4 - 76.5 - 88.2 - 99.5 - 110.6 - 122.5 (38.8-34.3)			
200504010108	ダ	左	1800	晴	良	13:45	4歳以上500万下		2005-4-30	1	新潟	1	4歳以上500万下	(別定)	3	1310	5	3	490	5	6	710	9	8.0	370	4.0	2-4	1710.0	7.0	3-6	10790	33	3-6	4,550	44	3-8	1,840	19	6-8	3,360	34	3=>6	18740	69	3-6-8	32620	97	6,9(1,12)5,13(3,14)2,15(7,4,8)-(10,11)	6(1,9)12,5,13(3,14)2,15-(7,8)4(10,11)	6(9,12)(1,14)(13,8)(3,5,15,11)2,7(10,4)	(*6,9)12,1(3,13,14,8)(5,15,11)(2,7)(10,4)	12.6 - 11.3 - 12.5 - 13.6 - 13.3 - 12.7 - 12.7 - 12.6 - 13.0	12.6 - 23.9 - 36.4 - 50.0 - 63.3 - 76.0 - 88.7 - 101.3 - 114.3 (36.4-38.3)			
200504010109	芝	直	1000	晴	良	14:20	4歳以上500万下		2005-4-30	1	新潟	1	4歳以上500万下	(混)(別定)	8	3970	11	8	670	9	7	140	1	5.0	1,120	12.0	4-4	3650.0	16.0	7-8	3490	13	7-8	1,310	13	5-8	16,760	104	5-7	2,360	25	8=>7	12190	40	5-7-8	63890	179					12.2 - 10.2 - 11.0 - 10.3 - 12.0	12.2 - 22.4 - 33.4 - 43.7 - 55.7 (33.4-33.3)	8=>7=>5	609070.0	1296.0
200504010110	芝	左	2200	晴	良	14:55	胎内川特別 		2005-4-30	1	新潟	1	4歳以上500万下	(混)(別定)	5	360	1	5	150	2	3	250	3	1.0	260	4.0	3-5	1220.0	6.0	3-5	1430	5	3-5	530	7	1-5	390	2	1-3	740	11	5=>3	2300	7	1-3-5	1900	4	4(9,7)=8(6,5)1,3,2	7,4,9=(8,5)6,1,3,2	7-4,9(8,5)(1,6)3,2	7,4,5,8(9,1,6)3,2	12.4 - 11.2 - 11.5 - 12.2 - 12.0 - 12.3 - 12.6 - 12.7 - 12.2 - 12.4 - 12.3	12.4 - 23.6 - 35.1 - 47.3 - 59.3 - 71.6 - 84.2 - 96.9 - 109.1 - 121.5 - 133.8 (35.1-36.9)	5=>3=>1	10940.0	25.0
