rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	10		イスズスカーレット	牝2	53.0		落合玄太	1:15.8		1-1	38.7	13.6	5	420	-2		小野望		能登信代	50.0
2	5	5		ゴールドポケット	牡2	54.0		五十嵐冬	1:16.3	2.1/2	8-3	38.5	7.4	3	422	-2		山口竜一		簗詰貴彦	10.0
3	7	7		イヴリーヌ	牝2	54.0		阿部龍	1:16.6	1.1/2	2-2	39.2	1.6	1	428	8		佐久間雅		村山光弘	7.5
4	8	9		ウルフバート	牡2	54.0		服部茂史	1:17.3	3.0	5-5	39.5	52.9	8	452	-2		田中淳司		（有）下河辺牧場	5.0
5	2	2		メイショウコマクサ	牝2	54.0		亀井洋司	1:17.4	1/2	2-4	40.0	11.9	4	434	4		佐々木国		松本好雄	2.5
6	7	8		モリデンハッピー	牡2	54.0		石川倭	1:18.2	4.0	5-5	40.4	3.4	2	456	-6		桧森邦夫		森田芳男	
7	1	1		アイアンルビー	牝2	54.0		黒澤愛斗	1:18.8	3.0	10-10	39.4	244.6	9	414	-4		恵多谷豊		西森鶴	
8	4	4		フレアリングキング	牡2	54.0		山本咲希	1:19.0	1.0	9-9	40.4	39.9	6	480	-6		松本隆宏		山口明彦	
9	6	6		ブロンディグラス	牝2	54.0		松井伸也	1:19.0	クビ	4-5	41.4	256.8	10	426	-4		山田和久		石田牧場	
10	3	3		ドーベルフラッシュ	牡2	54.0		岩橋勇二	1:19.2	1.0	5-8	41.4	44.8	7	408	-10		小国博行		本間茂	
