日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/21	晴	12	12	8	12	145.7	12	9	54.0	稍	2:38.6	2.3	11-11-8-9	37.7-37.4	38.8	中山	202206020812	4歳以上2勝クラス	202206020812	01197	ダ	2400	492	2	0.0
2022/02/05	曇	12	16	7	14	157.2	14	15	57.0	良	1:41.0	3.2	10-11	35.0-37.3	39.8	東京	202205010312	4歳以上2勝クラス	202205010312	01158	ダ	1600	490	-2	0.0
2021/12/11	晴	8	16	5	10	405.9	16	11	57.0	良	1:54.8	2.8	12-11-15-15	37.3-37.1	38.6	阪神	202109060308	3歳以上2勝クラス	202109060308	01130	ダ	1800	492	-8	0.0
2021/11/28	晴	8	16	4	8	253.1	16	11	57.0	良	1:25.7	1.7	13-14	34.1-38.2	37.9	阪神	202109050808	3歳以上2勝クラス	202109050808	01085	ダ	1400	500	-6	0.0
2021/10/31	小雨	12	16	2	3	192.5	15	15	57.0	稍	1:26.5	2.6	16-16	35.2-36.6	36.5	東京	202105040812	河口湖特別(2勝クラス)	202105040812	01075	ダ	1400	506	2	0.0
2021/06/26	曇	10	16	2	4	251.1	16	11	54.0	良	1:37.5	1.7	11-12	35.1-36.4	36.7	東京	202105030710	日野特別(2勝クラス)	202105030710	01188	ダ	1600	504	-2	0.0
2021/05/09	晴	12	11	3	3			取	54.0	良				34.6-37.2		東京	202105020612	立川特別(2勝クラス)	202105020612	01122	ダ	1600	計不		0.0
2021/04/24	晴	12	16	7	13	11.7	5	12	57.0	良	1:25.2	0.8	10-10	35.1-37.3	36.9	東京	202105020112	4歳以上2勝クラス	202105020112	05386	ダ	1400	506	4	0.0
2021/03/20	曇	12	16	2	3	16.9	7	10	57.0	良	1:12.7	1.4	12-14	35.2-36.1	36.1	阪神	202109011112	4歳以上2勝クラス	202109011112	01095	ダ	1200	502	4	0.0
2021/02/14	晴	12	14	6	10	14.8	5	6	57.0	良	1:25.3	0.6	8-7	34.7-37.9	37.5	阪神	202109010212	4歳以上2勝クラス	202109010212	01122	ダ	1400	498	-10	0.0
2021/01/31	晴	8	16	2	4	3.5	1	9	56.0	稍	1:24.9	0.6	12-13	35.1-36.6	36.3	東京	202105010208	4歳以上2勝クラス	202105010208	05339	ダ	1400	508	6	0.0
2021/01/11	曇	8	16	6	12	10.8	4	5	56.0	良	1:12.2	0.2	9-10	34.1-37.9	37.3	中山	202106010408	4歳以上2勝クラス	202106010408	01122	ダ	1200	502	0	110.0
2020/11/29	曇	10	16	5	10	30.9	9	16	54.0	良	1:38.3	1.7	11-11	35.4-36.7	37.3	東京	202005050910	シャングリラ賞(2勝クラス)	202005050910	01179	ダ	1600	502	16	0.0
2020/06/20	晴	12	16	6	12	3.1	1	1	52.0	重	1:24.5	-0.2	15-15	35.3-37.5	36.0	東京	202005030512	3歳以上1勝クラス	202005030512	01179	ダ	1400	486	-8	760.0
2020/05/24	晴	5	15	7	13	6.2	3	2	56.0	良	1:24.5	0.6	8-8	34.7-37.2	36.9	東京	202005021005	3歳1勝クラス	202005021005	01122	ダ	1400	494	2	290.0
2020/05/02	晴	7	15	7	12	14.8	5	3	56.0	良	1:25.1	0.3	2-2	36.2-36.3	36.5	東京	202005020307	3歳1勝クラス	202005020307	00733	ダ	1400	492	-6	180.0
2020/03/20	晴	4	16	6	12	47.3	11	11	56.0	良	1:56.1	1.8	13-12-9-8	38.3-38.6	39.1	中山	202006020704	3歳1勝クラス	202006020704	01122	ダ	1800	498	6	0.0
2019/11/03	曇	1	10	3	3	1.5	1	1	55.0	良	1:27.4	-0.3	2-2	38.0-36.2	36.1	東京	201905050201	2歳未勝利	201905050201	01122	ダ	1400	492	4	500.0
2019/10/20	晴	3	16	8	16	6.8	3	3	55.0	重	1:18.9	0.2	6-5	30.3-36.0	35.7	東京	201905040703	2歳新馬	201905040703	01122	ダ	1300	488	0	180.0
