日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/14	曇	3	10	4	4	7.1	5	1	56.0	不	0:51.6	-0.1	2-2	0.0-36.4	36.2	水沢	202236031403	C2	movie.html?race_id=202236031403	05087	ダ	850	500	14	30.0
2021/12/31	小雪	7	0	4	4				56.0	不						水沢	202136123107	C1	movie.html?race_id=202136123107	05087	ダ	1400	487	1	0.0
2021/12/20	曇	8	0	5	5				56.0	不						水沢	202136122008	C1	movie.html?race_id=202136122008	05087	ダ	1300	計不		0.0
2021/12/06	曇	8	10	8	9	114.0	9	6	56.0	不	1:28.5	1.1	3-3-3-4	0.0-38.8	39.6	水沢	202136120608	C1	movie.html?race_id=202136120608	05087	ダ	1400	486	-1	0.0
2021/11/09	雨	6	10	6	6	2.3	1	10	56.0	不	1:18.8	2.4	5-6	0.0-39.9	41.4	盛岡	202135110906	C1	movie.html?race_id=202135110906	05087	ダ	1200	487	-1	0.0
2021/10/26	曇	9	11	2	2	6.6	3	5	56.0	重	1:01.4	0.7	9-5	0.0-36.5	35.8	盛岡	202135102609	メルシャンワイン賞	movie.html?race_id=202135102609	05087	ダ	1000	488	-3	1.8
2021/10/11	小雨	6	9	2	2	3.8	3	2	56.0	重	1:14.7	0.2	4-2	0.0-38.2	38.0	盛岡	202135101106	食べよう!いわての美	movie.html?race_id=202135101106	05087	ダ	1200	491	-4	12.3
2021/08/11	晴	8	13	5	7	252.0	11	10	56.0	稍	1:02.6	2.2	8-9	34.9-37.3	38.5	船橋	202143081108	馬い!?八幡平バイオ	movie.html?race_id=202143081108	a0236	ダ	1000	495	-6	0.0
2021/07/21	晴	8	11	8	11	277.7	11	11	55.0	良	1:03.6	3.5	8-8	34.5-37.0	39.7	船橋	202143072108	夏の陣ダッシュ	movie.html?race_id=202143072108	05553	ダ	1000	501	10	0.0
2021/07/08	雨	7	11	7	8	117.2	11	9	56.0	重	0:56.2	1.3	7-7	28.8-37.8	38.2	川崎	202145070807	閃光賞	movie.html?race_id=202145070807	05553	ダ	900	491	2	0.0
2021/06/22	晴	8	9	3	3	89.2	9	8	56.0	重	1:17.4	3.4	7-6-7	36.1-37.9	40.5	船橋	202143062208	馬い!?江戸前船橋飯	movie.html?race_id=202143062208	05365	ダ	1200	489	-4	0.0
2021/05/05	小雨	8	12	6	7	393.9	12	中	53.0	稍			5	36.2-38.3		船橋	202143050508	ユウゲ賞	movie.html?race_id=202143050508	05607	ダ	1200	493	1	0.0
2021/04/09	曇	6	14	7	11	388.5	14	13	54.0	良	1:03.1	2.4	13-12	34.4-38.2	39.2	船橋	202143040906	アズライト賞	movie.html?race_id=202143040906	05606	ダ	1000	492	4	0.0
2021/03/31	晴	8	11	6	7	196.9	10	11	56.0	稍	0:49.6	2.5	10-10	34.4-35.2	37.0	浦和	202142033108	幸手のマスコット「さ	movie.html?race_id=202142033108	05553	ダ	800	488	-4	0.0
2021/02/22	晴	12	12	6	8	167.3	11	12	56.0	稍	1:40.6	4.5	8-8-8-12	31.5-38.9	42.3	浦和	202142022212	春告草特別	movie.html?race_id=202142022212	05590	ダ	1500	492	4	0.0
2021/02/10	曇	9	10	3	3	79.3	7	10	56.5	良	1:17.5	2.7	1-1-2	35.9-38.9	41.6	船橋	202143021009	早春スプリント	movie.html?race_id=202143021009	05553	ダ	1200	488	-10	0.0
2021/02/01	曇	8	11	8	11	31.1	8	10	56.0	重	0:49.1	1.2	9-9	35.0-36.1	36.2	浦和	202142020108	ちちぶのじかプロジェ	movie.html?race_id=202142020108	a0257	ダ	800	498	-7	0.0
2021/01/08	晴	11	11	7	8	26.4	6	9	55.0	良	1:40.1	3.0	6-5-5-10	29.9-40.3	42.7	浦和	202142010811	福寿草特別	movie.html?race_id=202142010811	05399	ダ	1500	505	8	0.0
2020/10/27	晴	8	10	7	8	12.1	3	6	56.0	稍	1:15.9	1.0	2-2-2	35.8-39.1	40.0	船橋	202043102708	C1　選抜馬	movie.html?race_id=202043102708	a0257	ダ	1200	497	1	0.0
2020/09/29	曇	6	10	3	3	23.6	5	5	56.0	稍	1:16.3	1.7	2-2-2	36.1-38.5	40.0	船橋	202043092906	旨い今夜は菊池・栗ご	movie.html?race_id=202043092906	a0257	ダ	1200	496	4	15.0
2020/05/08	晴	9	11	5	5	4.9	3	9	56.0	稍	1:16.1	2.1	1-1-1	35.8-38.2	40.3	船橋	202043050809	新緑賞	movie.html?race_id=202043050809	05582	ダ	1200	492	-8	0.0
