rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	10		ノーブルカリナン	牝4	54.0		Ｍ．デム	1:49.0		6-4	36.6	2.0	1	456	26		友道康夫		社台レースホース	750.0
2	7	12		ジョーアラビカ	牡5	57.0		松若風馬	1:49.5	3.0	2-1	37.2	22.2	6	514	12		沖芳夫		上田けい子	300.0
3	7	13		デクレアラー	牡4	54.0		富田暁	1:49.5	ハナ	8-9	36.8	22.1	5	474	6		鮫島一歩		Ｇ１レーシング	190.0
4	8	14		ムーンライトナイト	牝4	54.0		菱田裕二	1:49.6	1/2	8-6	37.0	20.5	4	444	4		久保田貴		シルクレーシング	110.0
5	5	8		ウインルチル	牝4	54.0		高倉稜	1:49.7	1/2	12-13	36.5	129.8	13	436	-2		奥村豊		ウイン	75.0
6	3	5		ミエノウインウイン	セ4	56.0		和田竜二	1:49.8	1/2	4-4	37.2	4.1	2	478	-2		高橋亮		里見美惠子	
7	8	15		エスペランサルル	牝7	55.0		国分恭介	1:49.9	3/4	14-13	36.4	303.8	15	438	6		西橋豊治		江上幸隆	
8	5	9		アスタービーナス	牝4	53.0		坂井瑠星	1:50.0	3/4	6-6	37.4	25.3	8	406	0		松元茂樹		加藤久枝	
9	6	11		スラッシュメタル	牡4	56.0		岩田康誠	1:50.1	クビ	12-11	37.0	4.7	3	446	0		西村真幸		吉田勝己	
10	4	7		ダノンクライム	牡5	57.0		松山弘平	1:50.1	クビ	8-9	37.3	23.4	7	528	-3		寺島良		ダノックス	
11	1	1		ダイシンカレラ	牡7	57.0		酒井学	1:51.1	6.0	8-12	38.1	79.6	12	490	0		庄野靖志		大八木信行	
12	2	3		ニシノベースマン	牡4	56.0		浜中俊	1:51.3	1.1/4	4-6	38.7	157.9	14	458	4		森秀行		西山茂行	
13	4	6		プロキシマ	牝5	55.0		池添謙一	1:51.4	3/4	2-2	39.1	36.9	9	490	20		池江泰寿		Ｇ１レーシング	
14	3	4		アグネススターダム	牡6	57.0		岩崎翼	1:51.5	3/4	1-2	39.2	73.4	11	470	4		河内洋		渡辺公美子	
15	2	2		アンセム	牡5	57.0		秋山真一	1:52.3	5.0	15-15	38.7	39.5	10	474	-6		野中賢二		ゴドルフィン	
