rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		ユイノリオン	牡4	56.0		木村暁	1:25.2		1-1-1-1	41.0	13.8	4	438	3		千葉博次		岩渕瑞生	27.0
2	7	7		ダブルクラッチ	牡5	56.0		高橋悠里	1:25.7	3.0	6-7-3-2	40.7	1.5	1	489	1		斉藤雄一		松谷翔太	9.5
3	4	4		ロイヤルバースデー	牡6	52.0		関本玲花	1:26.0	1.3/4	4-6-6-5	40.9	20.6	7	476	3		佐藤祐司		Ｉレーシング（株）	5.4
4	8	10		クリノビックスター	牡4	56.0		岩本怜	1:26.3	2.0	5-3-2-3	41.6	18.0	6	468	2		三野宮通		（株）アプエンテ	2.7
5	3	3		ニジノハシ	牡4	56.0		阿部英俊	1:26.4	1/2	7-5-7-4	41.1	17.3	5	446	0		三野宮通		（株）アプエンテ	1.4
6	1	1		プレーリーシップ	牡4	56.0		坂口裕一	1:26.6	1.0	10-10-9-8	40.3	65.3	8	462	3		菅原右吉		後藤順男	
7	8	9		ネイチャーローズ	牡4	56.0		関本淳	1:26.8	1.0	9-9-10-9	40.4	106.2	9	471	1		晴山厚司		井上修一	
8	2	2		ウェルシー	牝4	54.0		陶文峰	1:27.3	3.0	2-4-5-6	42.4	4.3	2	518	0		菅原右吉		（有）下河辺牧場	
9	6	6		サミシガリヤノユメ	牝6	54.0		大坪慎	1:27.6	1.1/2	8-8-8-7	41.7	148.5	10	462	-2		平澤芳三		小橋亮太	
10	5	5		イエローナイフ	牡5	56.0		菅原辰徳	1:28.8	7.0	3-2-4-9	44.2	9.1	3	483	1		新田守		植田信行	
