日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/10/10	晴	11	18	7	15	31.6	13	12	57.0	良	1:09.0	0.4	5-6	33.4-35.2	35.2	新潟	202104050211	北陸S(3勝クラス)	202104050211	01161	芝	1200	466	-8	0.0
2021/09/18	小雨	11	16	3	6	5.6	1	14	54.0	不	1:10.5	1.1	6-6	33.2-36.2	36.7	中山	202106040311	初風S(3勝クラス)	202106040311	00689	ダ	1200	474	2	0.0
2021/05/23	晴	10	18	5	10	59.7	13	10	57.0	良	1:20.7	0.4	3-4	34.0-34.6	34.6	東京	202105021010	フリーウェイS(3勝クラス)	202105021010	01174	芝	1400	472	4	0.0
2021/04/10	晴	12	16	4	7	3.3	1	1	57.0	良	1:11.3	-0.1	4-3	34.3-37.0	36.8	中山	202106030512	4歳以上2勝クラス	202106030512	00689	ダ	1200	468	0	1100.0
2021/02/27	晴	12	16	7	13	3.0	1	2	57.0	良	1:11.7	0.0	4-3	33.8-37.9	37.6	中山	202106020112	4歳以上2勝クラス	202106020112	01077	ダ	1200	468	2	440.0
2020/12/26	晴	8	16	1	2	8.4	3	5	56.0	良	1:12.2	0.4	13-12	33.7-38.1	36.2	中山	202006050708	3歳以上2勝クラス	202006050708	01077	ダ	1200	466	-2	110.0
2020/12/05	小雨	7	16	6	11	2.8	1	1	56.0	稍	1:11.2	-0.3	2-2	34.2-37.0	36.8	中山	202006050107	3歳以上1勝クラス	202006050107	01077	ダ	1200	468	4	760.0
2020/09/26	小雨	4	15	6	11	3.2	1	8	52.0	重	1:11.1	0.5	7-8	33.6-37.0	36.7	中山	202006040604	3歳以上1勝クラス	202006040604	01173	ダ	1200	464	4	0.0
2020/09/13	曇	8	14	8	13	3.5	2	2	52.0	良	1:11.3	0.1	3-2	34.4-36.8	36.8	中山	202006040208	3歳以上1勝クラス	202006040208	01173	ダ	1200	460	4	300.0
2020/06/14	曇	12	16	5	9	12.7	5	11	54.0	不	1:18.4	1.3	5-7	29.4-36.3	37.0	東京	202005030412	3歳以上1勝クラス	202005030412	01077	ダ	1300	456	4	0.0
2020/05/24	晴	5	15	4	7	6.1	2	5	56.0	良	1:25.1	1.2	6-6	34.7-37.2	37.6	東京	202005021005	3歳1勝クラス	202005021005	05212	ダ	1400	452	2	73.0
2020/03/01	晴	4	16	7	13	3.0	1	1	56.0	良	1:13.6	-0.3	5-3	35.0-38.6	37.7	中山	202006020204	3歳新馬	202006020204	01077	ダ	1200	450	0	600.0
