日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/10/06	曇	10	12	1	1	5.7	3	1	54.0	稍	1:12.8	-0.1	4-4	35.2-37.6	37.3	大井	202144100610	公式ツイッターフォロ	movie.html?race_id=202144100610	05595	ダ	1200	489	2	240.0
2021/09/20	晴	10	13	5	7	14.3	6	1	54.0	稍	1:12.3	-0.1	6-6	34.5-37.8	37.1	大井	202144092010	ヴァーゴ賞競走	movie.html?race_id=202144092010	05595	ダ	1200	487	3	240.0
2021/09/09	曇	12	16	2	4	36.9	11	5	54.0	不	1:13.9	1.4	12-11	35.0-37.5	37.8	大井	202144090912	2018東京メガイル	movie.html?race_id=202144090912	05595	ダ	1200	484	12	24.0
2021/08/20	晴	12	12	5	5	4.9	2	4	54.0	稍	1:13.7	0.8	6-6	35.2-37.7	38.0	大井	202144082012	サードニックス賞	movie.html?race_id=202144082012	05399	ダ	1200	472	-7	18.0
2021/08/06	晴	12	12	4	4	6.8	4	3	54.0	良	1:13.6	0.2	5-4	35.2-38.2	37.7	大井	202144080612	柿の木坂賞	movie.html?race_id=202144080612	05399	ダ	1200	479	6	30.0
2021/07/16	晴	12	11	7	8	9.9	5	3	54.0	良	1:13.2	0.2	5-5	35.1-37.9	37.7	大井	202144071612	納涼特別競走	movie.html?race_id=202144071612	05399	ダ	1200	473	-1	50.0
2021/06/28	曇	12	14	3	3	29.6	11	10	54.0	良	1:14.2	1.6	12-13	34.8-37.8	38.0	大井	202144062812	キャンサー賞競走	movie.html?race_id=202144062812	a0278	ダ	1200	474	-2	0.0
2021/02/19	晴	12	16	5	9	4.8	2	5	54.0	良	1:13.8	0.3	10-10	35.2-38.3	37.2	大井	202144021912	C1一　二三	movie.html?race_id=202144021912	05299	ダ	1200	476	-4	12.0
2021/01/20	晴	9	16	1	2	4.5	2	1	54.0	良	1:13.9	-0.3	4-4	36.1-37.8	37.5	大井	202144012009	C1四　五	movie.html?race_id=202144012009	05595	ダ	1200	480	-3	120.0
2020/12/30	晴	9	15	2	4	39.8	9	4	54.0	良	1:14.1	0.5	9-9	35.2-38.4	37.5	大井	202044123009	C1五　六七	movie.html?race_id=202044123009	05595	ダ	1200	483	-13	18.0
2020/08/01	曇	10	14	8	13	27.8	7	8	52.0	稍	1:28.7	1.0	7-11-12	36.1-39.4	39.3	大井	202044080110	C1一　二三	movie.html?race_id=202044080110	05595	ダ	1400	496	1	0.0
2020/07/07	曇	10	14	6	10	5.9	3	1	52.0	不	1:15.0	0.0	3-3	35.2-39.8	39.4	大井	202044070710	C1七　八	movie.html?race_id=202044070710	05595	ダ	1200	495	-2	120.0
2020/06/26	曇	2	14	8	14	115.6	12	1	53.0	不	1:13.6	-0.1	11-8	34.8-38.8	37.5	大井	202044062602	3歳　350万	movie.html?race_id=202044062602	05595	ダ	1200	497	1	160.0
2020/06/03	曇	4	14	6	9	13.0	6	8	53.0	良	1:16.3	1.5	9-10	35.9-38.9	39.1	大井	202044060304	3歳　275万	movie.html?race_id=202044060304	05595	ダ	1200	496	3	0.0
2019/12/05	晴	2	16	7	13	5.8	3	4	54.0	重	1:16.2	1.1	5-5	36.5-38.6	39.3	大井	201944120502	2歳　選抜牝馬	movie.html?race_id=201944120502	00817	ダ	1200	493	2	31.5
2019/11/14	晴	2	15	5	10	46.8	11	4	54.0	良	1:16.1	0.7	15-14	35.6-39.8	38.2	大井	201944111402	2歳　215万	movie.html?race_id=201944111402	a0278	ダ	1200	491	3	31.5
2019/10/14	雨	2	14	6	10	5.7	2	1	54.0	稍	1:17.1	-0.3	2-2	37.0-40.1	40.0	大井	201944101402	2歳　未受賞	movie.html?race_id=201944101402	a0278	ダ	1200	488	0	210.0
2019/09/16	曇	4	8	1	1	7.0	3	7	54.0	不	1:20.3	5.1	8-8	36.8-38.4	41.2	大井	201944091604	2歳　新馬(新馬)	movie.html?race_id=201944091604	a0278	ダ	1200	488	0	0.0
