rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	12		シングシングシング	牝5	55.0		武藤雅	1:37.9		2-1	38.0	5.6	3	462	6		伊藤大士		グリーンファーム	760.0
2	1	2		シーシーサザン	牝3	54.0		三浦皇成	1:38.0	3/4	7-5	37.4	12.4	7	446	4		武井亮		吉田照哉	300.0
3	8	16		アサクサマヤ	牝4	55.0		北村宏司	1:38.2	3/4	12-11	37.1	34.6	10	500	12		高柳瑞樹		蛭田素子	190.0
4	1	1		ジェロボーム	牝3	54.0		戸崎圭太	1:38.3	1/2	4-3	38.0	7.1	4	490	-2		古賀慎明		長谷川祐司	110.0
5	3	5		アテナノワール	牝3	54.0		菱田裕二	1:38.3	アタマ	7-8	37.5	73.9	13	486	16		久保田貴		諸江幸祐	76.0
6	8	15		ヘライア	牝3	54.0		Ｍ．デム	1:38.6	2.0	7-8	37.9	3.5	1	472	2		加藤征弘		吉田照哉	
7	5	10		カイトレッド	牝3	54.0		柴田大知	1:38.7	1/2	15-15	37.2	27.0	9	462	4		和田雄二		本田恒雄	
8	2	3		ラブロッソー	牝3	54.0		松岡正海	1:38.8	1/2	4-5	38.3	87.4	14	488	4		星野忍		増田陽一	
9	4	8		バルトリ	牝3	54.0		ルメール	1:38.9	1/2	3-3	38.6	5.5	2	458	10		藤沢和雄		ゴドルフィン	
10	7	13		シャーレ	牝3	53.0		菅原明良	1:38.9	ハナ	6-5	38.4	9.2	6	460	8		武市康男		ＧＥＴＮＥＸＴ	
11	6	11		シャンボールロッソ	牝3	54.0		勝浦正樹	1:39.1	1.1/4	13-14	37.7	59.3	11	434	4		武藤善則		シルクレーシング	
12	4	7		ストラトフォード	牝4	53.0		藤田菜七	1:39.5	2.1/2	13-12	38.3	66.2	12	500	12		竹内正洋		下河邉博	
13	5	9		ジェラペッシュ	牝3	54.0		石橋脩	1:39.7	1.1/4	16-16	38.0	119.2	15	456	4		尾関知人		柴田洋一	
14	7	14		プリンサン	牝3	53.0		菊沢一樹	1:40.3	3.1/2	7-8	39.5	22.1	8	422	-4		菊沢隆徳		是枝浩平	
15	3	6		ミモザゴール	牝3	53.0		木幡育也	1:40.8	3.0	1-2	40.8	9.1	5	486	4		加藤士津		京都ホースレーシング	
16	2	4		ショーコーズ	牝5	52.0		小林凌大	1:42.3	9.0	7-12	41.1	508.6	16	452	1		鈴木伸尋		吉冨学	
