rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		モンセラーテ	牡2	53.0		別府真衣	1:29.2		2-2-3-1	42.2	4.2	2	468	-2		別府真司		中地賢次郎	60.0
2	7	9		レモネード	牝2	54.0		赤岡修次	1:29.8	3.0	4-5-2-2	42.7	1.2	1	487	-1		田中守		谷岡真喜	21.0
3	7	8		マツプリンセス	牝2	54.0		大澤誠志	1:30.5	3.0	8-8-8-7	42.6	60.3	6	460	-3		田中譲二		坂本孝徳	12.0
4	6	6		アマジチャン	牝2	54.0		石本純也	1:30.6	1/2	9-9-10-10	42.2	388.3	11	468	-7		田中伸一		小橋亮太	9.0
5	5	5		バゴノパワー	牝2	54.0		山崎雅由	1:30.8	1.0	3-4-5-3	43.6	8.7	3	435	-5		松木啓助		西森鶴	6.0
6	8	11		チャンカパーナ	牝2	54.0		西森将司	1:31.3	2.1/2	6-6-6-6	43.7	88.4	7	431	0		目迫大輔		西森鶴	
7	6	7		クイーンズビュティ	牝2	54.0		郷間勇太	1:31.4	3/4	10-10-9-9	43.2	107.6	8	436	0		田中譲二		三田正眞	
8	1	1		スペシャルライフ	牝2	52.0		妹尾将充	1:32.2	4.0	7-7-7-8	44.5	330.7	10	390	3		宮路洋一		国田正忠	
9	2	2		グランマルシェ	牝2	54.0		永森大智	1:32.3	1/2	1-1-1-4	45.4	35.5	4	382	2		雑賀正光		河野誠一	
10	8	10		マオノミニョン	牝2	54.0		西川敏弘	1:32.5	1.0	5-3-4-5	45.4	37.2	5	459	7		工藤真司		湯浅健司	
11	4	4		サンセットクラップ	牝2	54.0		木村直輝	1:33.2	3.0	11-11-11-11	42.6	165.3	9	446	8		胡本友晴		長浜和也	
