日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/01/05	晴	11	17	2	4	2.8	1	3	56.0	良	2:00.5	0.4	8-8-8-9	37.6-35.9	35.5	中山	202206010111	日刊スポ賞中山金杯(G3)	202206010111	01170	芝	2000	480	0	1108.7
2021/12/04	曇	11	11	6	6	9.0	4	2	56.0	良	2:01.6	0.6	5-5-6-6	38.2-34.0	34.0	阪神	202109060111	チャレンジC(G3)	202109060111	01088	芝	2000	480	0	1611.2
2021/10/10	晴	11	14	8	14	4.0	2	8	56.0	良	2:25.1	0.6	7-6-5-4	37.2-36.4	36.7	阪神	202109040211	京都大賞典(G2)	202109040211	05386	芝	2400	480	14	0.0
2021/05/30	晴	12	16	4	8	4.2	2	2	55.0	良	2:33.1	0.3	4-5-5-6	31.2-32.8	32.4	東京	202105021212	目黒記念(G2)	202105021212	01088	芝	2500	466	-4	2332.0
2021/04/11	晴	10	14	4	5	1.8	1	2	55.0	良	2:35.1	0.0	7-7-7-7	34.9-34.1	33.5	阪神	202109020610	大阪ーハンブルクC(OP)	202109020610	05339	芝	2600	470	0	968.8
2021/01/31	晴	10	15	2	3	1.9	1	1	56.0	良	2:12.8	0.0	5-6-5-5	35.0-35.9	35.2	中京	202107011010	美濃S(3勝クラス)	202107011010	01032	芝	2200	470	-4	1851.5
2020/12/13	曇	9	12	2	2	1.6	1	2	55.0	良	2:14.0	0.1	10-10-10-9	37.8-34.5	33.7	阪神	202009060409	オリオンS(3勝クラス)	202009060409	05339	芝	2200	474	0	737.6
2020/11/22	曇	10	16	2	4	3.0	1	4	54.0	良	2:26.2	0.3	13-12-13-14	37.4-34.6	34.1	阪神	202009050610	西宮S(3勝クラス)	202009050610	05386	芝	2400	474	4	270.0
2020/10/25	晴	9	13	5	7	4.7	2	1	54.0	良	2:14.4	-0.2	6-5-7-7	36.9-34.7	34.4	京都	202008040609	鳴滝特別(2勝クラス)	202008040609	05339	芝	2200	470	2	1527.3
2020/09/20	晴	9	9	6	6	5.5	4	3	54.0	良	2:12.1	0.2	6-6-5-4	34.6-34.6	34.4	中京	202007020409	小牧特別(2勝クラス)	202007020409	01088	芝	2200	468	8	383.3
2020/07/05	晴	9	12	7	10	2.1	1	2	54.0	稍	2:27.5	1.5	6-7-4-4	36.4-35.0	36.2	阪神	202009040209	兵庫特別(2勝クラス)	202009040209	01088	芝	2400	460	0	607.2
2020/06/13	雨	9	10	4	4	3.3	1	1	53.0	稍	2:27.7	-0.9	4-5-5-4	37.2-36.6	36.2	阪神	202009030309	甲武特別(1勝クラス)	202009030309	01088	芝	2400	460	6	1081.7
2020/05/02	晴	5	12	5	5	1.6	1	1	56.0	良	2:27.0	-0.1	6-6-7-5	35.7-34.5	33.9	京都	202008030305	3歳未勝利	202008030305	01088	芝	2400	454	2	510.0
2020/04/05	晴	4	18	6	11	10.8	5	2	56.0	良	2:28.6	0.4	6-6-7-5	37.3-35.2	35.2	阪神	202009020404	3歳未勝利	202009020404	01014	芝	2400	452	-14	200.0
2020/02/09	曇	5	12	6	7	4.9	2	6	56.0	良	2:16.8	0.7	3-4-4-6	35.8-35.8	36.2	京都	202008020405	3歳未勝利	202008020405	05115	芝	2200	466	4	0.0
2020/01/11	晴	5	16	7	14	5.5	4	5	56.0	良	2:18.5	0.9	9-8-9-9	36.2-36.2	36.3	京都	202008010305	3歳未勝利	202008010305	01014	芝	2200	462	-2	51.0
2019/12/15	晴	5	9	7	7	5.7	3	2	55.0	良	2:03.3	0.7	3-3-3-3	38.2-34.5	35.0	阪神	201909050605	2歳新馬	201909050605	05339	芝	2000	464	0	280.0
