rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	8		リンドウ	牝3	54.0		鈴木祐	1:30.8		8-7-6-6	38.4	2.8	2	442	0		櫻田康二		佐藤傳二	30.0
2	2	2		ミキノイチゴ	牡3	56.0		陶文峰	1:30.8	アタマ	1-1-1-1	39.3	2.7	1	447	-2		菅原右吉		谷口久和	8.4
3	6	6		オメガレイスター	牝3	54.0		岩本怜	1:30.9	1/2	5-4-3-3	39.0	4.1	3	419	-3		三野宮通		櫻井秋雄	4.8
4	8	9		ドントクライマリア	セ3	56.0		村上忍	1:31.0	クビ	10-10-7-7	38.2	16.9	6	462	4		村上実		木村良明	3.0
5	7	7		ワンダースアダーオ	牝3	54.0		大坪慎	1:31.3	2.0	3-3-4-4	39.5	9.7	4	450	-2		橘友和		山本能成	1.8
6	5	5		トーセンジルコン	牝4	54.0		木村暁	1:31.3	クビ	2-2-2-2	39.7	11.3	5	473	-1		佐々木由		谷謙介	
7	4	4		ザリナイラン	牝3	54.0		関本淳	1:31.7	2.1/2	3-4-5-5	39.6	97.4	8	408	2		斉藤雄一		大久保和夫	
8	8	10		コウギョウハンサム	牡10	56.0		菅原辰徳	1:32.6	6.0	5-6-8-8	40.0	158.1	10	465	-2		菅原右吉		後藤順男	
9	3	3		フランクオジョウ	牝5	54.0		山本聡哉	1:32.7	クビ	8-7-10-8	39.7	57.0	7	450	-1		小林義明		遠藤正廣	
10	1	1		ダンストーンラヴ	牝7	53.0		塚本涼人	1:33.8	7.0	7-7-9-10	41.0	137.3	9	450	8		村上実		伊藤孝治	
