rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	6		ノッキングオン	牡9	56.0		坂口裕一	1:39.7		3-2	38.5	3.5	3	456	-1		櫻田浩樹		松尾正	45.0
2	8	11		サンシャンペーン	牡4	56.0		菅原辰徳	1:40.1	2.1/2	2-3	39.0	2.1	1	481	0		瀬戸幸一		鈴木雅俊	11.7
3	1	1		クインズベガ	牡5	56.0		村上忍	1:40.7	4.0	1-1	39.7	3.4	2	580	4		酒井仁		前田敏文	6.3
4	8	10		ブライアントピース	牝8	54.0		高橋悠里	1:40.7	ハナ	4-4	39.3	11.6	4	490	-3		小林義明		高橋誠	4.5
5	4	4		スクリーバ	牝5	54.0		木村暁	1:40.8	1/2	5-5	39.2	24.6	5	450	3		千葉博次		谷謙介	2.2
6	5	5		コアレスフェーブル	牝7	54.0		菅原俊吏	1:41.3	3.0	6-6	39.8	76.9	9	443	-1		晴山厚司		太田司	
7	2	2		ピンギット	牝5	54.0		陶文峰	1:41.6	2.0	10-7	39.6	61.2	8	437	-12		菅原右吉		森田徹	
8	6	7		ウインシンフォニア	牡6	53.0		塚本涼人	1:41.8	1.0	8-9	39.4	47.6	6	500	-1		酒井仁		千葉浩	
9	7	8		カティサンダ	牡6	56.0		高松亮	1:42.0	1.1/4	9-10	39.7	54.0	7	454	1		斉藤雄一		吉田勝利	
10	7	9		ハグラー	セ6	56.0		阿部英俊	1:42.5	3.0	11-11	39.5	106.4	10	481	2		佐々木由		谷謙介	
11	3	3		レディアントデイズ	牡9	56.0		鈴木祐	1:42.7	3/4	7-8	40.9	216.7	11	486	-3		晴山厚司		太田司	
