waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017101090	アンファンドディユ			05000	酒井忍	05742	米谷康秀	426	-7
2	2	2015104528	グレンフィナン			05399	和田譲治	01076	小笠倫弘	494	4
3	3	2016101616	ゴールデンサイクル			05380	矢野貴之	a02af	渡辺貴光	461	-5
4	4	2017106371	ドテライヤツ			05230	今野忠成	05332	安池成実	473	3
4	5	2018104356	ネイチャーラブリー			05563	櫻井光輔	01029	根本康広	460	5
5	6	2018104562	フォスキーア			05455	町田直希	01165	和田勇介	482	-4
5	7	2018110114	ジャスパードリーム			05524	笹川翼	00427	森秀行	529	3
6	8	2018103870	トランザクト			05559	藤田凌	01064	武藤善則	514	6
6	9	2017105039	ヴォーノ			05549	張田昂	a02f0	山下貴之	503	-4
7	10	2016103197	シックザール			05342	森泰斗	05439	河津裕昭	499	-11
7	11	2018110051	ネイキッドロマンス			05443	本田正重	01103	尾関知人	453	7
8	12	2015104493	バクハツ			05365	山崎誠士	05524	久保秀男	517	-8
8	13	2016103710	レイトブルーミング			05599	池谷匠翔	05331	山崎尋美	469	8
