	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200742011601	ダ	左	1400	晴	良	10:50	4歳二		2007-1-16	9	浦和	2	95万円以上153万円未満		5	990	4	5	270	4	4	260	3	3.0	180.0	2.0	4-5	11060.0	20.0	4-5	8790	21	4-5	2,130	21	3-5	510	5	3-4	1,350	16	5=>4	9640.0	27.0	5=>4	15140	37	3-4-5	4480	16	5=>4=>3	39640	127	4810175311926	4810751113926	4810753119126	4851037911612	12.7 - 12.5 - 13.4 - 13.6 - 12.4 - 15.1 - 13.7	12.7 - 25.2 - 38.6 - 52.2 - 64.6 - 79.7 - 93.4 (38.6-41.2)
200742011602	ダ	左	1400	晴	良	11:20	3歳五		2007-1-16	9	浦和	2	65万円以上105.1万円未満		11	2510	7	11	370	6	10	260	4	4.0	680.0	8.0	7-8	1840.0	8.0	10-11	4900	16	10-11	1,660	16	4-11	7,040	43	4-10	3,110	33	8=>7	3310.0	13.0	11=>10	18180	53	4-10-11	44010	100	11=>10=>4	427410	696	871121045611392	871121046531192	812711011439652	108121117456392	12.5 - 11.9 - 13.9 - 13.8 - 12.6 - 14.4 - 13.5	12.5 - 24.4 - 38.3 - 52.1 - 64.7 - 79.1 - 92.6 (38.3-40.5)
200742011603	ダ	左	1400	晴	良	11:50	C3七　八		2007-1-16	9	浦和	2			10	230	1	10	110	1	9	150	2	11.0	180.0	4.0	7-8	170.0	1.0	9-10	360	1	9-10	190	1	10-11	270	2	9-11	390	5	8=>7	370.0	1.0	10=>9	740	2	9-10-11	570	1	10=>9=>11	2360	2	1011928456137	1011928451367	(10,11),9,8,5,6,2,4,3,1,7	1091185463217	12.8 - 12.5 - 13.4 - 13.5 - 11.9 - 14.7 - 13.4	12.8 - 25.3 - 38.7 - 52.2 - 64.1 - 78.8 - 92.2 (38.7-40.0)
200742011604	ダ	左	1400	晴	良	12:20	C3七　八		2007-1-16	9	浦和	2			7	460	3	7	140	3	5	320	7	2.0	130.0	1.0	5-7	2600.0	12.0	5-7	2380	12	5-7	1,200	16	2-7	380	3	2-5	890	12	7=>5	3230.0	18.0	7=>5	4230	22	2-5-7	2280	7	7=>5=>2	15480	51	57103682914	57310628914	5,7,(10,8),6,9,3,1,2,4	(5,7),6,8,10,1,3,2,9,4	12.5 - 12.8 - 14.1 - 13.0 - 12.1 - 14.3 - 13.0	12.5 - 25.3 - 39.4 - 52.4 - 64.5 - 78.8 - 91.8 (39.4-39.4)
200742011605	ダ	左	1400	晴	良	12:50	C2七　八		2007-1-16	9	浦和	2			5	190	1	5	110	1	9	400	7	1.0	220.0	5.0	5-8	640.0	2.0	5-9	2280	8	5-9	990	12	1-5	300	2	1-9	1,520	18	5=>8	780.0	3.0	5=>9	3080	12	1-5-9	4920	17	5=>9=>1	22260	64	569741382	569473182	5,(6,9),4,(7,8),1,3,2	596471832	12.6 - 11.5 - 12.4 - 13.4 - 12.6 - 14.8 - 13.3	12.6 - 24.1 - 36.5 - 49.9 - 62.5 - 77.3 - 90.6 (36.5-40.7)
200742011606	ダ	左	1400	曇	良	13:25	C2七　八		2007-1-16	9	浦和	2			4	1040	4	4	220	5	1	110	1	3.0	290.0	7.0				1-4	460	2	1-4	260	3	3-4	1,480	17	1-3	510	7				4=>1	1800	7	1-3-4	2420	11	4=>1=>3	15130	49	41823657	41283567	41823567	41238567	13.1 - 12.5 - 13.1 - 12.9 - 11.4 - 14.2 - 13.6	13.1 - 25.6 - 38.7 - 51.6 - 63.0 - 77.2 - 90.8 (38.7-39.2)
200742011607	ダ	左	1600	曇	良	14:00	C2五　六		2007-1-16	9	浦和	2			6	1120	5	6	350	5	1	360	6	10.0	550.0	7.0	1-6	9560.0	23.0	1-6	8030	25	1-6	1,840	21	6-10	2,790	28	1-10	2,700	26	6=>1	18430.0	46.0	6=>1	21160	50	1-6-10	35830	78	6=>1=>10	271250	486	9123651048117	1923610548117	1369104287115	1631098427115	13.8 - 11.6 - 11.8 - 13.4 - 13.2 - 13.1 - 15.4 - 13.6	13.8 - 25.4 - 37.2 - 50.6 - 63.8 - 76.9 - 92.3 - 105.9 (37.2-42.1)
200742011608	ダ	左	1400	晴	良	14:35	ツインエース特別 		2007-1-16	9	浦和	2	(別定)		4	150	1	4	100	1	3	150	3	2.0	390.0	7.0	3-4	290.0	2.0	3-4	350	2	3-4	190	1	2-4	510	7	2-3	1,500	17	4=>3	430.0	2.0	4=>3	440	1	2-3-4	2110	7	4=>3=>2	4030	8	4781196103521	4,7,8,11,9,6,3,10,5,2-1	4,7,11,8,3,10,9,6,2,5-1	4,7,11,3,10,8,9,2,6,5-1	12.3 - 11.4 - 13.1 - 13.6 - 12.9 - 14.9 - 12.8	12.3 - 23.7 - 36.8 - 50.4 - 63.3 - 78.2 - 91.0 (36.8-40.6)
200742011701	ダ	左	1400	雨	良	10:50	C3五　六		2007-1-17	9	浦和	3			8	2330	6	8	290	6	10	100	1	9.0	130.0	2.0	6-7	340.0	1.0	8-10	2070	6	8-10	1,070	14	8-9	830	10	9-10	150	1	6=>7	1080.0	5.0	8=>10	6970	25	8-9-10	2440	8	8=>10=>9	34210	102	195101148122673	195104118126723	191087121154623	198107125114236	12.5 - 12.1 - 13.3 - 13.7 - 12.2 - 14.7 - 13.2	12.5 - 24.6 - 37.9 - 51.6 - 63.8 - 78.5 - 91.7 (37.9-40.1)
200742011702	ダ	左	1400	雨	良	11:20	C3五　六		2007-1-17	9	浦和	3			7	110	1	7	100	1	9	180	3	4.0	440.0	7.0	7-8	370.0	1.0	7-9	390	1	7-9	270	2	4-7	330	4	4-9	860	10	7=>8	580.0	3.0	7=>9	520	1	4-7-9	3050	11	7=>9=>4	4680	19	59102178436	59110278346	(2,9),(10,7),8,5,4,1,6,3	(9,7),2,4,5,1,10,3,6,8	12.7 - 12.3 - 13.3 - 13.4 - 12.2 - 14.5 - 12.9	12.7 - 25.0 - 38.3 - 51.7 - 63.9 - 78.4 - 91.3 (38.3-39.6)
