	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200755010301	ダ	右	1300	曇	稍重	10:45	C2		2007-1-3	14	佐賀	2	(馬齢)		4.0	560.0	4.0	4.0	340	5.0	1.0	100	1.0	1-4	390.0	1.0	1-4	240	3.0	4-5	530	8.0	1-5	120	1.0	4=>1	930.0	4.0	1-4-5	590.0	1.0	4=>1=>5	2860.0	7.0	4861572.0	4861527.0	4861527.0	4158267.0								
200755010302	ダ	右	1300	曇	稍重	11:15	C2		2007-1-3	14	佐賀	2	(馬齢)		5.0	270.0	1.0	5.0	150	3.0	3.0	170	4.0	3-5	350.0	1.0	3-5	150	2.0	5-7	300	5.0	3-7	110	1.0	5=>3	790.0	4.0	3-5-7	450.0	1.0	5=>3=>7	2590.0	8.0	38245617.0	38254617.0	38254671.0	35287461.0			7.0	130.0	2.0			
200755010303	ダ	右	1300	曇	稍重	11:50	C2		2007-1-3	14	佐賀	2	(馬齢)		2.0	140.0	1.0	2.0	110	2.0	4.0	100	1.0	2-4	170.0	1.0	2-4	110	1.0	2-3	270	3.0	3-4	490	7.0	2=>4	260.0	1.0	2-3-4	420.0	2.0	2=>4=>3	940.0	2.0	24158379.0	24153879.0	24153879.0	24135978.0			3.0	160.0	4.0	2-4	200.0	1.0
200755010304	ダ	右	1400	曇	稍重	12:25	C2		2007-1-3	14	佐賀	2	(馬齢)		7.0	210.0	1.0	7.0	100	1.0	6.0	170	3.0	6-7	1850.0	7.0	6-7	510	8.0	7-9	100	1.0	6-9	520	9.0	7=>6	2370.0	7.0	6-7-9	1090.0	4.0	7=>6=>9	6040.0	15.0	27394586.0	27394568.0	27395468.0	73295468.0			9.0	110.0	2.0	6-7	1820.0	8.0
200755010305	ダ	右	1400	曇	稍重	13:00	3歳		2007-1-3	14	佐賀	2	(馬齢)		8.0	630.0	4.0	8.0	260	4.0	1.0	430	7.0	1-8	2250.0	10.0	1-8	1,080	9.0	4-8	1,100	10.0	1-4	1,730	16.0	8=>1	4010.0	19.0	1-4-8	5120.0	17.0	8=>1=>4	27730.0	87.0	46281537.0	46281753.0	42681573.0	24861573.0			4.0	260.0	3.0			
200755010306	ダ	右	1400	曇	稍重	13:35	3歳		2007-1-3	14	佐賀	2	(馬齢)		5.0	6180.0	9.0	5.0	950	9.0	9.0	360	7.0	5-9	14770.0	34.0	5-9	3,240	26.0	3-5	5,090	32.0	3-9	1,310	12.0	5=>9	80580.0	72.0	3-5-9	35850.0	67.0	5=>9=>3	295280.0	483.0	692451378.0	692451378.0	695213478.0	691523748.0			3.0	190.0	2.0	5-8	9980.0	24.0
200755010307	ダ	右	1400	曇	稍重	14:10	C1		2007-1-3	14	佐賀	2	(馬齢)		3.0	110.0	1.0	3.0	100	2.0	2.0	100	1.0	2-3	130.0	1.0	2-3	120	1.0	3-6	420	6.0	2-6	550	8.0	3=>2	160.0	1.0	2-3-6	540.0	3.0	3=>2=>6	670.0	3.0	23174568.0	23147568.0	23147586.0	32147658.0			6.0	210.0	6.0			
200755010308	ダ	右	1400	曇	稍重	14:45	C1		2007-1-3	14	佐賀	2	(馬齢)		8.0	190.0	1.0	8.0	120	1.0	1.0	200	6.0	1-8	680.0	3.0	1-8	330	3.0	4-8	250	2.0	1-4	770	7.0	8=>1	1140.0	4.0	1-4-8	1130.0	2.0	8=>1=>4	3740.0	5.0	58110264739.0	58101276493.0	81051274639.0	81451032769.0			4.0	170.0	3.0	1-7	690.0	3.0
200755010601	ダ	右	1300	雨	良	10:45	3歳		2007-1-6	14	佐賀	4	(馬齢)		1.0	470.0	3.0	1.0	100	3.0	2.0	100	1.0	1-2	360.0	2.0	1-2	150	3.0	1-6	120	2.0	2-6	110	1.0	1=>2	830.0	4.0	1-2-6	270.0	1.0	1=>2=>6	2510.0	10.0	24165378.0	24615378.0	26145378.0	26153478.0			6.0	100.0	2.0			
200755010602	ダ	右	1300	雨	良	11:15	3歳		2007-1-6	14	佐賀	4	(馬齢)		6.0	2300.0	4.0	6.0	110	2.0	2.0	100	1.0	2-6	330.0	2.0	2-6	180	2.0	1-6	3,880	20.0	1-2	350	3.0	6=>2	1840.0	7.0	1-2-6	1260.0	4.0	6=>2=>1	13110.0	34.0	67281435.0	67281345.0	67283154.0	62731854.0			1.0	200.0	4.0			
200755010603	ダ	右	1400	雨	良	11:50	C2		2007-1-6	14	佐賀	4	(馬齢)		4.0	190.0	1.0	4.0	100	1.0	5.0	110	2.0	4-5	590.0	2.0	4-5	250	3.0	2-4	140	1.0	2-5	380	6.0	4=>5	830.0	3.0	2-4-5	460.0	1.0	4=>5=>2	1920.0	4.0	57834261.0	57834261.0	57843261.0	54263718.0			2.0	110.0	3.0			
200755010604	ダ	右	1400	雨	良	12:25	3歳		2007-1-6	14	佐賀	4	(馬齢)		10.0	330.0	2.0	10.0	110	1.0	8.0	220	6.0	8-10	1230.0	3.0	8-10	240	3.0	2-10	190	1.0	2-8	230	2.0	10=>8	1560.0	4.0	2-8-10	680.0	1.0	10=>8=>2	3960.0	10.0	10569732841.0	10659723814.0	10567218493.0	10852761439.0			2.0	120.0	2.0	7-8	790.0	2.0
200755010605	ダ	右	1400	曇	良	13:00	C2		2007-1-6	14	佐賀	4	(馬齢)		6.0	750.0	3.0	6.0	100	2.0	8.0	110	3.0	6-8	630.0	3.0	6-8	180	2.0	1-6	290	5.0	1-8	130	1.0	6=>8	1230.0	5.0	1-6-8	390.0	1.0	6=>8=>1	2760.0	5.0	371629584.0	371629584.0	371628954.0	361782954.0			1.0	100.0	1.0	6-8	530.0	2.0
200755010606	ダ	右	1400	曇	良	13:35	C2		2007-1-6	14	佐賀	4	(馬齢)		8.0	160.0	1.0	8.0	110	1.0	3.0	150	3.0	3-8	280.0	1.0	3-8	170	2.0	5-8	340	4.0	3-5	410	5.0	8=>3	430.0	2.0	3-5-8	560.0	2.0	8=>3=>5	1350.0	3.0	879531642.0	897536142.0	853967142.0	853619472.0			5.0	240.0	5.0	3-8	240.0	1.0
200755010607	ダ	右	1400	曇	良	14:10	C2		2007-1-6	14	佐賀	4	(馬齢)		8.0	120.0	1.0	8.0	100	1.0	4.0	240	5.0	4-8	520.0	3.0	4-8	280	4.0	3-8	350	5.0	3-4	1,240	17.0	8=>4	570.0	2.0	3-4-8	1860.0	7.0	8=>4=>3	3010.0	12.0	86374251.0	86324571.0	86342517.0	83641527.0			3.0	370.0	7.0			
200755010608	ダ	右	1400	曇	良	14:50	C2		2007-1-6	14	佐賀	4	(馬齢)		3.0	120.0	1.0	3.0	100	1.0	8.0	370	6.0	3-8	1890.0	5.0	3-8	790	11.0	3-7	300	3.0	7-8	2,620	17.0	3=>8	2360.0	8.0	3-7-8	3200.0	9.0	3=>8=>7	12170.0	40.0	83174265.0	83174265.0	83174256.0	38714526.0			7.0	230.0	5.0			
200755010609	ダ	右	1750	曇	良	15:55	九千部賞 		2007-1-6	14	佐賀	4	(別定)		3.0	1690.0	4.0	3.0	200	5.0	4.0	120	2.0	3-4	1390.0	5.0	3-4	270	4.0	3-5	200	2.0	4-5	110	1.0	3=>4	3900.0	10.0	3-4-5	400.0	1.0	3=>4=>5	4890.0	16.0	35101482967.0	35101482967.0	35104182967.0	35412869107.0			5.0	100.0	1.0	3-4	1710.0	5.0
200755010610	ダ	右	1400	曇	良	16:35	B2		2007-1-6	14	佐賀	4	(馬齢)		7.0	680.0	4.0	7.0	170	3.0	6.0	220	5.0	6-7	1270.0	7.0	6-7	620	5.0	7-8	1,050	9.0	6-8	1,160	11.0	7=>6	3080.0	14.0	6-7-8	3630.0	14.0	7=>6=>8	23960.0	82.0	274856913.0	274586193.0	274685931.0	742685319.0			8.0	200.0	4.0	6-7	1710.0	8.0
