	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200744012201	ダ	右	1400	曇	稍重	11:00	C3六　七		2007-1-22	19	大井	1			7	230	1	7	110	1	2	200	5	1.0	180	3.0	2-5	680.0	1.0	2-7	740	2	2-7	320	2	1-7	240	1	1-2	430	6	5=>2	1280.0	3.0	7=>2	1210	1	1-2-7	1170	1	7=>2=>1	4070	1		1,3,(2,5),10,11,4,(7,12),6,8,9	1,3,2,5,(10,11),4,7,12,6,8,9	1,3,2,5,(10,11),7,4,12,8,6,9	13.2 - 11.8 - 12.1 - 12.6 - 13.2 - 13.0 - 13.9	13.2 - 25.0 - 37.1 - 49.7 - 62.9 - 75.9 - 89.8 (37.1-40.1)
200744012202	ダ	右	1600	晴	稍重	11:30	C3六　七		2007-1-22	19	大井	1			2	230	1	2	130	1	13	190	6	14.0	170	3.0	2-8	370.0	1.0	2-13	1370	7	2-13	660	11	2-14	300	1	13-14	630	9	2=>8	730.0	1.0	2=>13	2530	9	2-13-14	1580	3	2=>13=>14	9530	18	1,2,13,(4,9),6,10,14,(3,11),12,8,5,7	1,2,13,(4,9),10,6,14,11,12,3,8,5,7	2,(1,13),9,10,4,14,6,(3,11),(8,12),5,7	2131910414631185127	12.8 - 12.5 - 13.2 - 13.2 - 12.7 - 13.2 - 13.5 - 13.8	12.8 - 25.3 - 38.5 - 51.7 - 64.4 - 77.6 - 91.1 - 104.9 (38.5-40.5)
200744012203	ダ	右	1200	晴	稍重	12:00	4歳		2007-1-22	19	大井	1	126.5万円以上		12	340	2	12	300	4	14	540	8	6.0	480	7.0	7-8	1240.0	6.0	12-14	2010	10	12-14	650	9	6-12	920	14	6-14	2,190	21	7=>8	1860.0	8.0	12=>14	3330	15	6-12-14	7850	25	12=>14=>6	37390	124			1121461384113102795	1,12,14,6,13,(4,8),11,(3,10),2,7,9,5	12.8 - 11.2 - 12.2 - 13.4 - 12.5 - 13.0	12.8 - 24.0 - 36.2 - 49.6 - 62.1 - 75.1 (36.2-38.9)
200744012204	ダ	右	1500	晴	稍重	12:30	4歳		2007-1-22	19	大井	1	126.5万円以上		4	140	1	4	140	1	13	300	6	11.0	230	5.0	4-8	640.0	3.0	4-13	1200	5	4-13	280	2	4-11	190	1	11-13	860	13	4=>8	920.0	3.0	4=>13	1490	5	4-11-13	1950	6	4=>13=>11	8030	23	(12,13),4,7,6,8,2,1,3,11,5,10,9	12,13,4,7,(6,2),8,1,11,3,5,9,10	12,13,(4,7),2,(8,11),(6,1,5),3,10,9	12,7,4,13,2,(8,11),(1,5),6,3,10,9	6.9 - 11.6 - 12.5 - 12.8 - 12.6 - 13.4 - 13.7 - 13.6	6.9 - 18.5 - 31.0 - 43.8 - 56.4 - 69.8 - 83.5 - 97.1 (31.0-40.7)
200744012205	ダ	右	1200	晴	稍重	13:00	3歳		2007-1-22	19	大井	1	51万円以上73万円未満		9	860	3	9	180	3	5	240	5	7.0	110	1.0	5-7	1870.0	5.0	5-9	3250	11	5-9	1,090	13	7-9	250	2	5-7	380	4	7=>5	2660.0	8.0	9=>5	7950	18	5-7-9	1320	4	9=>5=>7	18370	51			7,9,5,10,12,1,(6,11),3,2,8,4	7,9,(5,10),12,1,6,11,3,2,8,4	12.5 - 11.3 - 12.1 - 13.0 - 12.5 - 13.8	12.5 - 23.8 - 35.9 - 48.9 - 61.4 - 75.2 (35.9-39.3)
200744012206	ダ	右	1500	晴	稍重	13:30	3歳		2007-1-22	19	大井	1	51万円以上73万円未満		1	180	1	1	120	1	6	180	4	5.0	1,060	8.0	1-5	530.0	3.0	1-6	520	2	1-6	280	2	1-5	3,110	23	5-6	4,700	30	1=>5	800.0	3.0	1=>6	990	2	1-5-6	11570	31	1=>6=>5	39260	119	1,5,(3,10),8,7,12,2,11,6,4,9	1,5,(3,10),7,8,12,(2,6),11,4,9	1,5,10,3,(7,8),12,6,11,(2,9),4	1,5,10,3,7,8,6,12,9,(2,11),4	7.1 - 12.1 - 13.1 - 12.9 - 12.8 - 13.3 - 13.4 - 13.2	7.1 - 19.2 - 32.3 - 45.2 - 58.0 - 71.3 - 84.7 - 97.9 (32.3-39.9)
200744012207	ダ	右	1400	晴	稍重	14:00	3歳		2007-1-22	19	大井	1	146.5万円以上240万円未満		12	1240	4	12	270	5	7	110	1	11.0	280	6.0	5-7	680.0	3.0	7-12	1090	5	7-12	650	6	11-12	3,460	35	7-11	820	8	7=>5	2880.0	9.0	12=>7	5220	14	7-11-12	7250	26	12=>7=>11	52800	135		1,7,13,(6,10),12,9,(2,11,14),5,8,4,3	(1,7),13,6,(10,12),9,(14,11),4,2,5,8,3	(1,7),13,6,12,10,9,11,14,4,2,5,8,3	12.9 - 11.6 - 12.4 - 13.0 - 13.9 - 12.6 - 12.6	12.9 - 24.5 - 36.9 - 49.9 - 63.8 - 76.4 - 89.0 (36.9-39.1)
200744012208	ダ	右	1600	晴	稍重	14:30	3歳		2007-1-22	19	大井	1	146.5万円以上240万円未満		6	1610	6	6	450	8	10	120	1	13.0	230	4.0	4-6	900.0	4.0	6-10	1940	7	6-10	770	8	6-13	5,090	46	10-13	670	7	4=>6	2960.0	11.0	6=>10	5680	19	6-10-13	9940	31	6=>10=>13	81920	230	(1,10),14,(2,13),11,5,12,8,3,(6,9),7	1,10,(14,13),2,11,12,5,3,8,6,9,7	10,(1,13),11,14,2,12,(3,8),9,6,7,5	10,(13,11),1,14,(3,8,2),6,12,9,7,5	12.8 - 12.0 - 13.7 - 13.7 - 12.6 - 12.9 - 13.3 - 13.7	12.8 - 24.8 - 38.5 - 52.2 - 64.8 - 77.7 - 91.0 - 104.7 (38.5-39.9)
200744012209	ダ	右	1600	晴	稍重	15:00	C2三		2007-1-22	19	大井	1			3	2780	8	3	580	10	12	340	7	1.0	130	1.0	3-8	10670.0	25.0	3-12	17630	42	3-12	3,740	40	1-3	1,050	14	1-12	570	5	3=>8	29720.0	51.0	3=>12	54230	90	1-3-12	10370	36	3=>12=>1	150240	391	3,12,13,(2,9),8,1,10,5,4,7,6,11	31213291108457611	3,12,13,2,9,(1,10),4,7,5,8,6-11	3,12,2,13,1,9,10,(4,7),6,8,5-11	12.7 - 12.6 - 13.3 - 12.6 - 12.6 - 13.0 - 13.1 - 13.1	12.7 - 25.3 - 38.6 - 51.2 - 63.8 - 76.8 - 89.9 - 103.0 (38.6-39.2)
200744012210	ダ	右	1600	晴	稍重	15:30	ゆきやなぎ特別競走 		2007-1-22	19	大井	1			14	700	4	14	220	4	3	120	1	1.0	240	5.0	3-8	580.0	2.0	3-14	1300	5	3-14	540	6	1-14	810	10	1-3	370	3	8=>3	1630.0	7.0	14=>3	3540	15	1-3-14	2440	8	14=>3=>1	20200	63	11,14,9,(5,10,12),3,(4,13),1,(8,7),6,2	11,14,9,(5,12),3,10,13,4,(1,7),8,6,2	14,11,13,3,(4,9,12),(5,7),1,10,2,8,6	14,13,11,3,7,4,5,1,9,12,(8,2),10,6	12.7 - 11.9 - 13.5 - 13.0 - 12.2 - 13.4 - 13.5 - 13.2	12.7 - 24.6 - 38.1 - 51.1 - 63.3 - 76.7 - 90.2 - 103.4 (38.1-40.1)
