	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200942011201	ダ	左	1300	晴	稍重	10:50	4歳一　C2　4歳		2009-1-12	10	浦和	1	(ハンデ)		2	170	1	2	110	1	8	140	2	6.0	850	8.0	2-8	170.0	1.0	2-8	250	1	2-8	160	1	2-6	2,350	24	6-8	1,310	19	2=>8	260.0	1.0	2=>8	430	1	2-6-8	7400	22	2=>8=>6	19330	64	618952347	168592374	168295374	861295374	6.4 - 11.7 - 13.0 - 13.2 - 12.6 - 14.1 - 12.8	6.4 - 18.1 - 31.1 - 44.3 - 56.9 - 71.0 - 83.8 (31.1-39.5)
200942011202	ダ	左	1400	晴	稍重	11:20	3歳二　三		2009-1-12	10	浦和	1	105万円以上240万円未満		2	450	2	2	190	3	8	160	1	10.0	240	6.0	2-7	1230.0	7.0	2-8	1030	2	2-8	290	1	2-10	740	10	8-10	630	6	2=>7	2960.0	16.0	2=>8	2420	5	2-8-10	2820	5	2=>8=>10	14640	23	6711102984153	6711291018453	7,1,8,5,2,9,10,(6,3),11,4	7821510349116	12.9 - 13.1 - 13.8 - 13.0 - 12.9 - 14.2 - 13.7	12.9 - 26.0 - 39.8 - 52.8 - 65.7 - 79.9 - 93.6 (39.8-40.8)
200942011203	ダ	左	1300	晴	稍重	11:50	3歳二　三		2009-1-12	10	浦和	1	105万円以上240万円未満		5	360	2	5	140	1	10	170	3	7.0	890	10.0	5-8	630.0	1.0	5-10	890	2	5-10	340	2	5-7	4,480	39	7-10	4,660	40	5=>8	1020.0	1.0	5=>10	1790	4	5-7-10	22360	70	5=>10=>7	57940	222	264311107589	246310117589	2,4,6,10,5,(3,7),8,9,11	652107489311	6.4 - 11.6 - 12.9 - 13.3 - 13.3 - 14.4 - 13.8	6.4 - 18.0 - 30.9 - 44.2 - 57.5 - 71.9 - 85.7 (30.9-41.5)
200942011204	ダ	左	1500	晴	稍重	12:20	C313		2009-1-12	10	浦和	1			11	200	1	11	110	2	7	110	1	9.0	170	4.0	6-8	260.0	1.0	7-11	470	1	7-11	200	1	9-11	320	2	7-9	570	7	8=>6	570.0	2.0	11=>7	830	1	7-9-11	670	1	11=>7=>9	3060	2	7911231048516	7911210345816	7911102435861	7,9,11,10,2,4,3,5,6,8-1	7.8 - 12.5 - 13.4 - 13.7 - 13.5 - 12.7 - 14.0 - 13.5	7.8 - 20.3 - 33.7 - 47.4 - 60.9 - 73.6 - 87.6 - 101.1 (33.7-40.2)
200942011205	ダ	左	1500	晴	稍重	12:50	C311　12		2009-1-12	10	浦和	1			4	130	1	4	150	3	3	230	4	8.0	130	2.0	3-4	950.0	4.0	3-4	1090	5	3-4	240	3	4-8	200	1	3-8	680	10	4=>3	1370.0	6.0	4=>3	1200	5	3-4-8	1370	5	4=>3=>8	5340	16	842539167	845239167	8,4,5,3,2,9,(1,6),7	843529716	7.9 - 11.4 - 12.8 - 13.8 - 13.6 - 13.3 - 14.3 - 13.3	7.9 - 19.3 - 32.1 - 45.9 - 59.5 - 72.8 - 87.1 - 100.4 (32.1-40.9)
200942011206	ダ	左	1400	晴	稍重	13:25	C311　12		2009-1-12	10	浦和	1			9	310	2	9	140	3	8	210	5	1.0	110	1.0	7-8	1300.0	6.0	8-9	1440	6	8-9	570	7	1-9	200	2	1-8	330	3	8=>7	2390.0	10.0	9=>8	2480	10	1-8-9	900	2	9=>8=>1	6970	22	59161028437	59161028347	59161083274	91586103274	12.4 - 12.0 - 13.0 - 13.6 - 13.5 - 14.1 - 13.4	12.4 - 24.4 - 37.4 - 51.0 - 64.5 - 78.6 - 92.0 (37.4-41.0)
200942011207	ダ	左	1600	晴	稍重	14:00	C2三		2009-1-12	10	浦和	1			5	310	2	5	180	3	6	170	2	8.0	1,100	9.0	5-6	780.0	3.0	5-6	710	3	5-6	300	1	5-8	3,880	30	6-8	4,190	31	5=>6	1490.0	4.0	5=>6	1290	1	5-6-8	14320	41	5=>6=>8	44630	138	2156910371184	2165109371184	2156109381174	5612109837411	12.3 - 11.7 - 12.8 - 13.5 - 13.5 - 13.0 - 14.0 - 12.7	12.3 - 24.0 - 36.8 - 50.3 - 63.8 - 76.8 - 90.8 - 103.5 (36.8-39.7)
200942011208	ダ	左	1500	晴	稍重	14:35	ひなの里鴻巣賞		2009-1-12	10	浦和	1	(ハンデ)		3	120	1	3	110	1	1	200	5	2.0	180	4.0	1-3	670.0	4.0	1-3	740	4	1-3	330	4	2-3	270	3	1-2	960	11	3=>1	800.0	4.0	3=>1	820	4	1-2-3	1370	6	3=>1=>2	4100	12	3118210574916	3,11,(2,8),10,5,7,4,9,1,6	3112105871649	3211154710896	7.4 - 11.7 - 12.4 - 13.2 - 13.3 - 12.9 - 13.0 - 13.0	7.4 - 19.1 - 31.5 - 44.7 - 58.0 - 70.9 - 83.9 - 96.9 (31.5-38.9)
200942011209	ダ	左	1400	晴	稍重	15:10	新春特別 		2009-1-12	10	浦和	1			8	140	1	8	120	1	4	150	3	1.0	340	4.0	4-6	380.0	2.0	4-8	370	2	4-8	200	2	1-8	570	6	1-4	870	11	6=>4	450.0	1.0	8=>4	530	2	1-4-8	1670	3	8=>4=>1	3880	6	128951347102116	128915347102611	128951432107611	8,4,12,1,(3,5),9,10,6,2,7,11	12.3 - 11.4 - 12.9 - 13.3 - 13.4 - 13.8 - 12.9	12.3 - 23.7 - 36.6 - 49.9 - 63.3 - 77.1 - 90.0 (36.6-40.1)
200942011210	ダ	左	1500	晴	稍重	15:45	睦月特別 		2009-1-12	10	浦和	1	(ハンデ)		1	440	3	1	150	3	5	110	1	11.0	310	6.0	1-5	360.0	2.0	1-5	320	2	1-5	180	2	1-11	950	11	5-11	500	6	1=>5	730.0	4.0	1=>5	890	4	1-5-11	1740	4	1=>5=>11	7920	20	410115328196712	4,10,11,5,3,2,8,1,(6,9),7,12	10,11,5,3,1,2,8,12,4,(7,9),6	11,1,10,5,2,7,3,8,12,9-4,6	7.5 - 10.9 - 11.5 - 12.9 - 13.3 - 12.9 - 13.4 - 13.3	7.5 - 18.4 - 29.9 - 42.8 - 56.1 - 69.0 - 82.4 - 95.7 (29.9-39.6)
