	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200944011901	ダ	右	1000	晴	良	11:00	3歳		2009-1-19	16	大井	1	50万円以上105万円未満		4	4270	8	4	960	8	5	290	4	3.0	260	3.0	3-4	1550.0	7.0	4-5	6310	21	4-5	2,020	23	3-4	1,140	12	3-5	630	6	3=>4	2360.0	8.0	4=>5	16300	43	3-4-5	14510	42	4=>5=>3	112360	316			(2,4),9,1,5,8,10,11,12,3,6,13,14	4,2,1,9,5,10,8,11,3,12,6,(14,13)	12.5 - 11.4 - 12.5 - 12.3 - 13.3	12.5 - 23.9 - 36.4 - 48.7 - 62.0 (36.4-38.1)
200944011902	ダ	右	1200	晴	良	11:30	3歳		2009-1-19	16	大井	1	50万円以上105万円未満		4	130	1	4	130	1	11	150	2	14.0	1,590	13.0	3-7	410.0	1.0	4-11	490	1	4-11	210	1	4-14	2,760	28	11-14	6,220	49	3=>7	540.0	1.0	4=>11	600	1	4-11-14	16160	45	4=>11=>14	41160	113			10,4,(11,12),2,7,(3,6),1,9,14,(13,5),8	(10,4),(11,12),2,6,7,3,1,(13,5,9,14),8	12.9 - 11.2 - 12.2 - 13.3 - 12.5 - 13.2	12.9 - 24.1 - 36.3 - 49.6 - 62.1 - 75.3 (36.3-39.0)
200944011903	ダ	右	1400	晴	良	12:00	3歳		2009-1-19	16	大井	1	50万円以上105万円未満		14	390	1	14	150	1	5	350	7	8.0	180	3.0	4-8	900.0	2.0	5-14	2720	10	5-14	1,110	10	8-14	530	2	5-8	1,290	15	8=>4	1380.0	1.0	14=>5	4620	12	5-8-14	6540	16	14=>5=>8	36480	94		7.181413349521261e+18	7,8,13,(1,14),5,4,(3,9),6,10,2,12,11	(7,8,14),13,(1,5),4,(3,9),6,10,11,2,12	13.3 - 11.6 - 12.0 - 12.9 - 13.8 - 13.1 - 14.2	13.3 - 24.9 - 36.9 - 49.8 - 63.6 - 76.7 - 90.9 (36.9-41.1)
200944011904	ダ	右	1200	晴	良	12:30	C3九　十		2009-1-19	16	大井	1			12	1110	5	12	190	4	8	130	2	10.0	130	1.0	5-7	1280.0	7.0	8-12	1670	7	8-12	480	6	10-12	410	4	8-10	250	1	7=>5	2710.0	12.0	12=>8	3790	16	8-10-12	1230	3	12=>8=>10	9430	25			1,8,11,12,2,(6,13),14,4,5,10,7,9,3	1,8,(11,12),2,(6,13),14,4,10,5,7,9,3	12.9 - 11.6 - 12.1 - 13.1 - 12.8 - 13.8	12.9 - 24.5 - 36.6 - 49.7 - 62.5 - 76.3 (36.6-39.7)
200944011905	ダ	右	1500	晴	良	13:00	C3九　十		2009-1-19	16	大井	1			4	470	2	4	170	3	13	740	7	6.0	320	4.0	4-8	2970.0	9.0	4-13	5830	16	4-13	1,540	16	4-6	800	9	6-13	3,020	27	4=>8	4230.0	14.0	4=>13	11560	30	4-6-13	20820	55	4=>13=>6	106280	251	6.13111983212471e+16	6,13,(1,11),9,8,3,12,2,4,7,5,10	61311391128452107	61311931812452710	7.2 - 12.3 - 13.3 - 13.1 - 12.9 - 13.3 - 13.8 - 13.7	7.2 - 19.5 - 32.8 - 45.9 - 58.8 - 72.1 - 85.9 - 99.6 (32.8-40.8)
200944011906	ダ	右	1400	晴	良	13:30	C3七　八		2009-1-19	16	大井	1			3	200	1	3	120	1	5	150	2	1.0	170	3.0	3-4	650.0	2.0	3-5	550	1	3-5	250	1	1-3	420	3	1-5	790	10	3=>4	780.0	2.0	3=>5	740	1	1-3-5	1430	2	3=>5=>1	3600	2		2451931461310711128	2,4,3,5,1,9,6,14,13,11,8,(7,10),12	2453191461311871012	13.4 - 12.0 - 12.1 - 12.5 - 13.5 - 13.0 - 13.8	13.4 - 25.4 - 37.5 - 50.0 - 63.5 - 76.5 - 90.3 (37.5-40.3)
200944011907	ダ	右	1600	晴	良	14:00	C3七　八		2009-1-19	16	大井	1			13	180	1	13	130	1	6	210	3	12.0	470	9.0	5-8	660.0	3.0	6-13	1020	3	6-13	430	3	12-13	1,090	15	6-12	4,760	43	8=>5	730.0	2.0	13=>6	1370	5	6-12-13	9910	35	13=>6=>12	23940	70	1261335111284710.0	1263135111284710	2613111354128710	(2,6),13,11,1,3,12,4,10,5,8,7	12.9 - 12.4 - 13.4 - 12.9 - 12.6 - 13.4 - 14.0 - 14.0	12.9 - 25.3 - 38.7 - 51.6 - 64.2 - 77.6 - 91.6 - 105.6 (38.7-41.4)
200944011908	ダ	右	1200	晴	良	14:30	C2五　六		2009-1-19	16	大井	1			8	170	1	8	120	1	4	130	3	7.0	280	5.0	4-6	470.0	2.0	4-8	500	2	4-8	250	2	7-8	500	5	4-7	900	12	6=>4	670.0	2.0	8=>4	670	2	4-7-8	2110	6	8=>4=>7	4930	11			381012112479651.0	381024111276951.0	12.8 - 11.2 - 11.8 - 12.8 - 12.7 - 13.3	12.8 - 24.0 - 35.8 - 48.6 - 61.3 - 74.6 (35.8-38.8)
200944011909	ダ	右	1500	晴	良	15:00	C2五　六		2009-1-19	16	大井	1			4	790	4	4	180	2	5	670	10	7.0	190	3.0	3-4	3900.0	18.0	4-5	9320	33	4-5	2,610	32	4-7	520	4	5-7	2,210	30	3=>4	7620.0	31.0	4=>5	17340	52	4-5-7	16550	56	4=>5=>7	179310	500	1.1141241693131052e+18	11,14,12,1,4,3,6,13,(2,10),9,5,7,8	11,14,12,1,4,6,3,5,2,10,13,9,7-8	14,11,12,1,4,3,6,5,2,10,7,9,13-8	7.0 - 11.7 - 12.5 - 12.0 - 12.3 - 13.2 - 14.0 - 14.1	7.0 - 18.7 - 31.2 - 43.2 - 55.5 - 68.7 - 82.7 - 96.8 (31.2-41.3)
200944011910	ダ	右	1800	晴	良	15:30	白富士特別競走 		2009-1-19	16	大井	1			4	130	1	4	100	1	15	130	2	8.0	150	4.0	3-8	270.0	1.0	4-15	330	1	4-15	190	1	4-8	370	3	8-15	510	5	3=>8	330.0	1.0	4=>15	430	1	4-8-15	1110	2	4=>15=>8	2090	2	4,8,14,11,12,9,5,(6,7),15,10,1,3,13,2	4,(8,11),(14,12),9,5,(6,15),7,10,1,3,13,2	4,8,11,12,9,15,10,(5,6),14,3,1,7,13,2	4,8,(11,12),10,9,15,3,5,6,1,14,13,7,2	12.9 - 12.5 - 13.3 - 12.6 - 12.6 - 13.0 - 13.3 - 13.3 - 14.0	12.9 - 25.4 - 38.7 - 51.3 - 63.9 - 76.9 - 90.2 - 103.5 - 117.5 (38.7-40.6)
