	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200955010401	ダ	右	1300	晴	良	10:45	C2ー22組		2009-1-4	17	佐賀	3	(馬齢)		7	200	1	7	130	3	2	120	1	3.0	700.0	8.0	2-7	590.0	2.0	2-7	460	1	2-7	320	2	3-7	840	13	2-3	870	14.0	7=>2	760	1	2-3-7	2470	10	7=>2=>3	5180	15	721658934.0	726158934	726583491	726358491		
200955010402	ダ	右	1300	晴	良	11:15	C2ー19組		2009-1-4	17	佐賀	3	(馬齢)		1	940	3	1	130	2	5	260	5	3.0	140.0	3.0	1-5	1530.0	6.0	1-5	1560	5	1-5	290	5	1-3	100	1	3-5	190	2.0	1=>5	3900	11	1-3-5	370	1	1=>5=>3	6530	21	538146792.0	513847692	513864972	513869742		
200955010403	ダ	右	1400	晴	良	11:45	C2ー10組		2009-1-4	17	佐賀	3	(馬齢)		10	250	2	10	120	4	1	110	3	2.0	110.0	1.0	1-8	940.0	3.0	1-10	1520	3	1-10	250	4	2-10	120	1	1-2	160	2.0	10=>1	1430	3	1-2-10	220	1	10=>1=>2	2250	9	21014859673.0	21014589673	21015946873	10215679438		
200955010404	ダ	右	1400	晴	良	12:20	C1ー6組		2009-1-4	17	佐賀	3	(馬齢)		3	140	1	3	120	1	7	190	3							3-7	230	1	3-7	140	1	3-4	230	3	4-7	270	4.0	3=>7	360	1	3-4-7	400	1	3=>7=>4	800	1	2734516.0	2,7,3,4,1,5-6	7,2,3,4,1,5-6	3,7,2,4,1,5-6		
200955010405	ダ	右	1400	晴	良	12:55	3歳ー5組		2009-1-4	17	佐賀	3	(馬齢)		5	880	5	5	310	5	1	180	2	4.0	360.0	7.0	1-5	1790.0	9.0	1-5	1870	8	1-5	560	7	4-5	1,080	13	1-4	1,060	12.0	5=>1	3890	21	1-4-5	5900	21	5=>1=>4	49040	140	734918265.0	734912685	734916258	7,3,4,1,9,6,2,5=8		
200955010406	ダ	右	1400	晴	良	13:30	3歳ー4組		2009-1-4	17	佐賀	3	(馬齢)		1	250	2	1	140	3	9	110	1	3.0	690.0	8.0	1-8	290.0	1.0	1-9	320	1	1-9	140	1	1-3	460	6	3-9	660	9.0	1=>9	600	2	1-3-9	1050	2	1=>9=>3	4060	10	183269475.0	183269475	182396475	139847625		
200955010407	ダ	右	1400	曇	良	14:05	C2ー9組		2009-1-4	17	佐賀	3	(馬齢)		2	260	2	2	120	2	7	120	1	1.0	2,260	9.0	2-7	150.0	1.0	2-7	140	1	2-7	150	1	1-2	2,510	19	1-7	2,080	16.0	2=>7	410	2	1-2-7	2500	6	2=>7=>1	7930	22	267381549.0	267381549	276384159	276831495		
200955010408	ダ	右	1400	曇	良	14:40	C1ー5組		2009-1-4	17	佐賀	3	(馬齢)		2	330	2	2	100	1	6	110	2	4.0	280	5.0	2-6	230.0	1.0	2-6	260	1	2-6	190	2	2-4	860	9	4-6	700	6.0	2=>6	590	2	2-4-6	1010	3	2=>6=>4	2930	8	27451836109.0	27645183109	27468531091	26745381091		
200955010409	ダ	右	1750	曇	良	15:55	新春特別 		2009-1-4	17	佐賀	3	(別定)		4	1050	6	4	120	2	1	130	3	2.0	100	1.0				1-4	2920	8	1-4	550	8	2-4	240	2	1-2	260	3.0	4=>1	5570	16	1-2-4	1060	5	4=>1=>2	14490	40	45278316.0	45278316	45283716	42581376		
200955010410	ダ	右	1400	曇	良	16:30	B1・B2		2009-1-4	17	佐賀	3	(馬齢)		2	640	3	2	180	3	5	100	1	7.0	210	4.0	2-5	620.0	2.0	2-5	580	2	2-5	240	3	2-7	470	7	5-7	220	1.0	2=>5	2050	9	2-5-7	750	3	2=>5=>7	5810	18	643152879.0	634152879	634518279	654182739		
200955011101	ダ	右	900	曇	良	10:45	C2ー31組		2009-1-11	17	佐賀	5	(馬齢)		3	150	1	3	100	1	5	390	5	1.0	140	3.0	3-5	1250.0	6.0	3-5	1070	5	3-5	420	6	1-3	180	1	1-5	520	9.0	3=>5	1780	8	1-3-5	1930	9	3=>5=>1	9640	36			163257849.0	136528479.0		
