	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200930090108	ダ	右	1800	晴	重	19:25	優駿の里北海道安平町 		2009-9-1	9	門別	1	130万円以下	(規定)	9.0	130.0	1.0	9.0	120	2.0	6.0	140	3.0	2.0	140	4.0	6-8	170.0	1.0	6-9	180.0	1.0	9=>6	270.0	1.0	2-6-9	320.0	1.0	9=>6=>2	640.0	1.0	9,6,(2,4),3,(1,5),8	96243158	96243518	9,6,2,4-3,5,1,8											
200930090109	ダ	右	1800	晴	重	20:00	ソングオブウインド賞 		2009-9-1	9	門別	1	160万円以下	(規定)	9.0	220.0	1.0	9.0	100	1.0	1.0	130	2.0	5.0	140	4.0	1-8	360.0	1.0	1-9	380.0	1.0	9=>1	560.0	1.0	1-5-9	750.0	2.0	9=>1=>5	2700.0	5.0	259164378	2,5,9,1,6,4,(3,7)-8	2,5,9,1,6,4,3,7=8	2,(5,9),1,(3,4,6),7=8											
200930090110	ダ	右	1200	晴	重	20:30	Aiba静内祭特別 		2009-9-1	9	門別	1	130万円以下	(規定)	5.0	220.0	1.0	5.0	110	1.0	6.0	140	3.0	10.0	120	2.0	5-5	650.0	2.0	5-6	570.0	2.0	5=>6	810.0	3.0	5-6-10	480.0	1.0	5=>6=>10	1970.0	4.0			12510621783911.0	12510621738911.0											
200930090201	ダ	右	1200	晴	稍重	15:15	2歳　未勝利		2009-9-2	9	門別	2	(規定)		4.0	290.0	1.0	4.0	120	2.0	9.0	190	5.0	8.0	110	1.0	4-8	740.0	5.0	4-9	1210.0	5.0	4=>9	1230.0	4.0	4-8-9	1090.0	3.0	4=>9=>8	6120.0	18.0			3,4,(5,9),6,10,2,1,8,7	(3,4),(5,9)-6,2,1,8,7,10											
200930090202	ダ	右	1000	晴	稍重	15:45	2歳　未勝利		2009-9-2	9	門別	2	(規定)		10.0	150.0	1.0	10.0	100	1.0	8.0	170	4.0	4.0	140	3.0	7-8	220.0	1.0	8-10	540.0	3.0	10=>8	730.0	1.0	4-8-10	770.0	2.0	10=>8=>4	2910.0	4.0			6,(8,9),10,2,3,4,1,11,7	(6,8),(9,10),4,2,3,1,(7,11)											
200930090203	ダ	右	1200	晴	稍重	16:15	マツカワカレイ賞		2009-9-2	9	門別	2	80万円以下	(規定)	4.0	2030.0	5.0	4.0	850	5.0	2.0	620	4.0							2-4	8550.0	11.0	4=>2	29440.0	26.0	2-3-4	3680.0	8.0	4=>2=>3	68340.0	74.0			(2,4),7,(5,3),6,1	(2,4),7,5,3,6,1											
200930090204	ダ	右	1000	晴	稍重	16:45	JRA認定フレッシュ		2009-9-2	9	門別	2	(規定)		1.0	530.0	2.0	1.0	150	4.0	3.0	120	1.0	4.0	120	2.0				1-3	520.0	1.0	1=>3	1590.0	6.0	1-3-4	530.0	1.0	1=>3=>4	4010.0	13.0			4,3,6,7,1,8,5=2	4,3,6,1,7,8,5=2											
200930090205	ダ	右	1200	晴	稍重	17:20	JRA認定ルーキーチ		2009-9-2	9	門別	2	(規定)		5.0	710.0	4.0	5.0	150	3.0	9.0	100	1.0	3.0	190	5.0	5-8	630.0	3.0	5-9	650.0	2.0	5=>9	2060.0	9.0	3-5-9	1850.0	8.0	5=>9=>3	9810.0	41.0			(4,5),9,3,1,6,(2,8,7)	5,(4,9),3,(1,6),2,8,7											
200930090206	ダ	右	1200	晴	稍重	17:55	JRA認定アタックチ		2009-9-2	9	門別	2	(規定)		6.0	300.0	2.0	6.0	110	3.0	7.0	100	2.0	1.0	100	1.0	6-7	610.0	3.0	6-7	500.0	3.0	6=>7	1200.0	6.0	1-6-7	190.0	1.0	6=>7=>1	1720.0	6.0			4,6,7,1,8,(3,9),2	46713892											
200930090207	ダ	右	1000	晴	稍重	18:25	JRA認定アタックチ		2009-9-2	9	門別	2	(規定)		10.0	620.0	4.0	10.0	240	5.0	4.0	160	4.0	11.0	140	1.0	4-8	510.0	2.0	4-10	1780.0	10.0	10=>4	4160.0	22.0	4-10-11	1240.0	4.0	10=>4=>11	11830.0	46.0			41011831259	4,10,11,(3,8),1,(2,5),9											
200930090208	ダ	右	1800	晴	稍重	18:55	ドウベー特別 		2009-9-2	9	門別	2	160万円以下	(定量)	5.0	150.0	1.0	5.0	100	3.0	1.0	100	2.0	7.0	100	1.0				1-5	300.0	1.0	5=>1	430.0	1.0	1-5-7	310.0	1.0	5=>1=>7	810.0	1.0	(3,1),5,8,(4,7),6,2	31584672	15684372	1,5,7,(4,6),8,2,3											
200930090209	ダ	右	1200	晴	稍重	19:25	アストレア特別 		2009-9-2	9	門別	2	160万円以下	(定量)	1.0	1140.0	5.0	1.0	240	5.0	5.0	180	4.0	4.0	130	1.0	1-5	2950.0	12.0	1-5	3050.0	10.0	1=>5	6950.0	22.0	1-4-5	2540.0	8.0	1=>5=>4	26100.0	62.0			254791683.0	254719683.0											
200930090301	ダ	右	1200	晴	稍重	15:15	2歳　未勝利		2009-9-3	9	門別	3	(規定)		5.0	130.0	1.0	5.0	100	1.0	3.0	190	4.0							3-5	330.0	2.0	5=>3	340.0	2.0	3-5-7	230.0	1.0	5=>3=>7	620.0	2.0			2,5,(3,6),7,4-1	2,5,3,6,7,4=1											
200930090302	ダ	右	1000	晴	稍重	15:45	D3　ー3組		2009-9-3	9	門別	3	40万円以下	(規定)	3.0	170.0	1.0	3.0	100	1.0	7.0	190	3.0							3-7	1040.0	5.0	3=>7	1450.0	8.0	2-3-7	4140.0	11.0	3=>7=>2	12190.0	40.0			3542761	3,5,2,4,(6,7),1											
200930090303	ダ	右	1700	晴	稍重	16:15	D3　ー1組		2009-9-3	9	門別	3	40万円以下	(規定)	1.0	540.0	3.0	1.0	160	3.0	7.0	100	1.0	9.0	230	5.0	1-7	370.0	2.0	1-7	460.0	2.0	1=>7	2020.0	6.0	1-7-9	1110.0	4.0	1=>7=>9	7860.0	26.0	7,9,(1,5,8),2,4,3,6	7,9,5,(1,8),2,4,3,6	(7,9,5),1,(2,8),4,3,6	(7,9),5,1,8,2,3,4,6											
200930090304	ダ	右	1200	晴	稍重	16:45	D3　ー1組		2009-9-3	9	門別	3	40万円以下	(規定)	4.0	410.0	3.0	4.0	150	2.0	3.0	150	1.0	9.0	240	6.0	3-4	650.0	2.0	3-4	570.0	2.0	4=>3	1370.0	4.0	3-4-9	1910.0	7.0	4=>3=>9	9980.0	33.0			(11,9),5,6,3,4,1,8,2,7	11,9,5,3,(4,6),1,2,8,7											
200930090305	ダ	右	1700	晴	稍重	17:20	JRA認定アタックチ		2009-9-3	9	門別	3	(規定)		7.0	880.0	5.0	7.0	460	6.0	4.0	200	2.0							4-7	1220.0	5.0	7=>4	2080.0	10.0	4-7-8	1130.0	3.0	7=>4=>8	8810.0	32.0	5483712	5,4,8,(1,7),3,2	(5,4),8,7,1,2,3	(5,4),8,7,(1,2)-3											
200930090306	ダ	右	1200	晴	稍重	17:55	JRA認定フレッシュ		2009-9-3	9	門別	3	(規定)		5.0	490.0	2.0	5.0	180	2.0	8.0	270	3.0							5-8	1440.0	5.0	5=>8	1980.0	7.0	4-5-8	240.0	1.0	5=>8=>4	3380.0	12.0			475832.0	475832.0											
200930090307	ダ	右	1200	晴	稍重	18:25	JRA認定ルーキーチ		2009-9-3	9	門別	3	(規定)		6.0	240.0	1.0	6.0	110	1.0	7.0	110	3.0	3.0	110	2.0	6-7	420.0	2.0	6-7	440.0	3.0	6=>7	680.0	3.0	3-6-7	230.0	1.0	6=>7=>3	1430.0	3.0			6,7,2,5,4,3,(1,9)-8	6,7,(2,3),5,(4,9),1=8											
200930090308	ダ	右	2000	晴	稍重	18:55	ホッカイドウ競馬平取 		2009-9-3	9	門別	3	200万円以下	(規定)	2.0	200.0	1.0	2.0	130	1.0	11.0	370	7.0	7.0	350	5.0	2-8	400.0	2.0	2-11	1960.0	7.0	2=>11	3550.0	12.0	2-7-11	12120.0	31.0	2=>11=>7	45790.0	118.0	4,8,10,(2,12),11,3,7,5,9,1,6	4,8,10,(2,12)-11,3,7,5,9,1,6	(4,10),12,2,11,(8,5,7),(9,3),1-6	(10,12,2),4,11,(5,7),9,3,8,1-6											
200930090309	ダ	右	1200	晴	稍重	19:25	平取町長杯平取義経特 		2009-9-3	9	門別	3	200万円以下	(規定)	8.0	330.0	2.0	8.0	160	2.0	5.0	190	4.0	6.0	220	5.0	5-8	570.0	3.0	5-8	780.0	3.0	8=>5	1560.0	5.0	5-6-8	2100.0	8.0	8=>5=>6	8680.0	27.0			579368412.0	579638412.0											
200930090310	ダ	右	1200	晴	稍重	20:00	ストーミングホーム賞 		2009-9-3	9	門別	3	(規定)		9.0	330.0	2.0	9.0	120	1.0	7.0	150	3.0	1.0	160	4.0	7-8	790.0	4.0	7-9	860.0	4.0	9=>7	1740.0	7.0	1-7-9	1480.0	7.0	9=>7=>1	7270.0	30.0			2,3,5,7,1,(6,9)-4	2,3,(1,5),9,7,6-4											
200930090801	ダ	右	1700	晴	重	14:40	D3　ー2組		2009-9-8	9	門別	4	40万円以下	(規定)	2.0	160.0	1.0	2.0	100	1.0	8.0	150	3.0	1.0	220	5.0				2-8	370.0	1.0	2=>8	400.0	1.0	1-2-8	550.0	3.0	2=>8=>1	3790.0	13.0	86172543	8,1,6,7,2,5,(3,4)	8,1,(2,6),5,3,4,7	81265347											
200930090802	ダ	右	1000	晴	重	15:10	2歳　未勝利		2009-9-8	9	門別	4	(規定)		1.0	650.0	2.0	1.0	170	2.0	8.0	780	8.0	3.0	230	3.0				1-8	16210.0	21.0	1=>8	36920.0	36.0	1-3-8	25050.0	32.0	1=>8=>3	131300.0	162.0			(1,3),5,4,6,7,8-2	1,3,5,4,6,8,7-2											
200930090803	ダ	右	1000	晴	重	15:40	2歳　未勝利		2009-9-8	9	門別	4	(規定)		2.0	190.0	1.0	2.0	130	3.0	6.0	510	6.0	7.0	120	1.0				2-6	2700.0	7.0	2=>6	4050.0	14.0	2-6-7	2150.0	5.0	2=>6=>7	15930.0	52.0			67524138	6,7,(2,5),4,1,3,8											
200930090804	ダ	右	1200	晴	重	16:15	2歳　牝馬		2009-9-8	9	門別	4	牝(規定)		5.0	120.0	1.0	5.0	100	1.0	6.0	210	5.0	3.0	200	4.0				5-6	1030.0	5.0	5=>6	760.0	3.0	3-5-6	1130.0	4.0	5=>6=>3	4400.0	14.0			5,6,1,(3,7),4,8,2	5,6,(1,7),3,4-8,2											
200930090805	ダ	右	1700	晴	重	16:45	D2　ー1組		2009-9-8	9	門別	4	60万円以下	(規定)	8.0	220.0	2.0	8.0	110	1.0	1.0	330	6.0	4.0	320	5.0				1-8	1040.0	4.0	8=>1	1270.0	5.0	1-4-8	5710.0	14.0	8=>1=>4	18130.0	49.0	24563178	24563178	2,4,1,5,(7,6),3,8	2,4,1,5,(7,6),8,3											
200930090806	ダ	右	1200	晴	重	17:15	JRA認定アタックチ		2009-9-8	9	門別	4	(規定)		10.0	150.0	1.0	10.0	110	1.0	7.0	170	4.0	3.0	130	2.0	7-8	300.0	1.0	7-10	570.0	3.0	10=>7	590.0	2.0	3-7-10	2090.0	7.0	10=>7=>3	4420.0	11.0			(3,7),10,4,1,2,9,5,6,8	3,7,10,1,4,(2,9),5,8,6											
200930090807	ダ	右	1700	晴	重	17:50	JRA認定アタックチ		2009-9-8	9	門別	4	(規定)		2.0	470.0	3.0	2.0	170	3.0	8.0	240	5.0	7.0	110	1.0	2-7	1080.0	6.0	2-8	2820.0	10.0	2=>8	3110.0	15.0	2-7-8	1940.0	6.0	2=>8=>7	15000.0	51.0	1,3,2,8,4,11,(5,10),9,7,6	1,3,2,4,8,(5,11),10,9,7,6	(1,2),8,3,10,(4,11),9,7,5,6	(1,2),8,10,3,(4,9),11,(5,7),6											
200930090808	ダ	右	1200	晴	重	18:20	カノープス特別 		2009-9-8	9	門別	4	100万円以下	(規定)	10.0	400.0	3.0	10.0	130	3.0	6.0	130	2.0	4.0	170	4.0	5-7	690.0	4.0	6-10	630.0	2.0	10=>6	1500.0	7.0	4-6-10	1210.0	5.0	10=>6=>4	6090.0	18.0			(4,6),10,(3,12),1,9,(2,5),11,7,8	(4,6),10,12,3,(1,9),2,5,11,7,8											
200930090809	ダ	右	1800	晴	重	18:50	ヤングジェネレーショ 		2009-9-8	9	門別	4	300万円以下	(別定)	10.0	380.0	2.0	10.0	170	2.0	12.0	230	4.0	9.0	280	5.0	7-8	420.0	1.0	10-12	1830.0	7.0	10=>12	3390.0	12.0	9-10-12	11110.0	33.0	10=>12=>9	53070.0	163.0	(3,4),7,1,8,12,9,13,(2,5),6,10,11	3,4,7,1,12,8,9,(2,5,13),(6,10),11	12,4,(10,13),3,(1,9),7,8,6,(5,2),11	12101349318762511											
200930090810	ダ	右	1200	晴	重	19:20	ザール賞 		2009-9-8	9	門別	4	(規定)		8.0	220.0	1.0	8.0	150	1.0	4.0	570	8.0	7.0	340	7.0	4-7	3100.0	12.0	4-8	3070.0	13.0	8=>4	5240.0	18.0	4-7-8	5910.0	20.0	8=>4=>7	34210.0	112.0			1,2,6,8,7,(9,4),3,10,5	(1,2),(6,8),(7,4),(3,9,10),5											
200930090901	ダ	右	1700	晴	重	14:30	2歳　未勝利		2009-9-9	9	門別	5	(規定)		1.0	320.0	2.0	1.0	150	3.0	5.0	140	1.0							1-5	960.0	6.0	1=>5	1670.0	8.0	1-5-7	1390.0	7.0	1=>5=>7	6820.0	28.0	(1,6),7,3,4,5,8	1673458	1,(6,7),8,5,3,4	1,7,6,(5,8),3,4											
200930090902	ダ	右	1200	晴	重	15:00	D2　ー1組		2009-9-9	9	門別	5	60万円以下	(規定)	8.0	340.0	3.0	8.0	140	3.0	1.0	400	6.0	10.0	100	1.0	1-7	5780.0	17.0	1-8	4940.0	14.0	8=>1	12550.0	32.0	1-8-10	2960.0	10.0	8=>1=>10	22160.0	66.0			(2,8),10,9,(6,7),3,11,4,1,5	(2,8),10,(9,3),7,6,1,(4,11),5											
200930090903	ダ	右	1000	晴	重	15:30	JRA認定アタックチ		2009-9-9	9	門別	5	(規定)		2.0	1790.0	6.0	2.0	230	4.0	4.0	130	2.0	9.0	160	3.0	2-4	3140.0	11.0	2-4	3060.0	13.0	2=>4	7090.0	24.0	2-4-9	3160.0	11.0	2=>4=>9	43760.0	128.0			(1,2),9,4,5,7,11,(3,8),6,10	(1,2),(4,9),5,3,(7,11),8,(6,10)											
200930090904	ダ	右	1200	晴	重	16:00	JRA認定アタックチ		2009-9-9	9	門別	5	(規定)		12.0	4000.0	6.0	12.0	330	6.0	11.0	100	1.0	10.0	240	4.0	8-8	1710.0	6.0	11-12	1610.0	7.0	12=>11	4580.0	15.0	10-11-12	2890.0	10.0	12=>11=>10	34340.0	102.0			(2,9,11),4,(3,6),(5,10,12),8,(1,7)	11,(2,9),4,12,3,(6,10),5,1,7,8											
200930090905	ダ	右	1000	晴	重	16:30	とんがりロード賞		2009-9-9	9	門別	5	40万円以下	(規定)	2.0	140.0	1.0	2.0	100	1.0	3.0	150	2.0	7.0	760	7.0	2-3	680.0	4.0	2-3	530.0	2.0	2=>3	720.0	2.0	2-3-7	5100.0	15.0	2=>3=>7	12150.0	36.0			2,3,4,11,5,(8,10),(6,7),9,1,12	2,3,11,4,5,8,10,(6,7),9,1,12											
200930090906	ダ	右	1200	晴	重	17:05	天馬街道賞		2009-9-9	9	門別	5	60万円以下	(規定)	6.0	520.0	4.0	6.0	150	2.0	9.0	170	3.0	2.0	1,620	12.0	5-7	380.0	2.0	6-9	1230.0	6.0	6=>9	3050.0	12.0	2-6-9	26880.0	63.0	6=>9=>2	161450.0	319.0			6,9,10,8,(5,12),11,4,(1,3,7),2	6,9,10,5,8,12,(1,3,4,7),11,2											
200930090907	ダ	右	1200	晴	重	17:40	JRA認定フレッシュ		2009-9-9	9	門別	5	(規定)		3.0	120.0	1.0	3.0	100	1.0	8.0	300	6.0	7.0	490	9.0	3-7	590.0	3.0	3-8	710.0	5.0	3=>8	780.0	3.0	3-7-8	7810.0	18.0	3=>8=>7	13230.0	40.0			8,3,9,4,2,6,10,5,7-1	8,3,9,4,2,6,7,5,10-1											
200930090908	ダ	右	1700	晴	重	18:15	ウィナーズチャレンジ 		2009-9-9	9	門別	5	(規定)		2.0	130.0	1.0	2.0	110	1.0	9.0	110	2.0	4.0	180	4.0	2-8	280.0	1.0	2-9	270.0	1.0	2=>9	490.0	1.0	2-4-9	670.0	2.0	2=>9=>4	1740.0	1.0	264153798	264153789	2,7,4,(6,1),3,8,(5,9)	2,4,7,(3,1,9),6,8,5											
200930090909	ダ	右	1800	晴	重	18:50	アルクトゥールス特別 		2009-9-9	9	門別	5	800万円以下	(別定)	7.0	160.0	1.0	7.0	110	1.0	1.0	120	2.0	5.0	120	3.0	1-7	700.0	3.0	1-7	490.0	3.0	7=>1	750.0	2.0	1-5-7	400.0	1.0	7=>1=>5	1910.0	2.0	9,1,7,5,3,(2,6),4,8	917352648	9,1,7,3,5,(4,2),6,8	(9,1,7),(3,5),4,2,6,8											
200930090910	ダ	右	1200	晴	重	19:25	ゼウス特別 		2009-9-9	9	門別	5	160万円以下	(定量)	7.0	170.0	1.0	7.0	110	1.0	8.0	150	2.0	14.0	170	4.0	4-5	260.0	1.0	7-8	530.0	2.0	7=>8	710.0	1.0	7-8-14	1740.0	3.0	7=>8=>14	5790.0	9.0			7,4,8,14,2,12,(1,9),(6,10,11),3,15	7,4,8,14,2,12,(1,9),10,6,11,3,15											
200930090911	ダ	右	1800	晴	重	20:00	日高こんぶ特別 		2009-9-9	9	門別	5	(別定)		6.0	690.0	4.0	6.0	230	3.0	4.0	100	1.0							4-6	450.0	2.0	6=>4	1570.0	5.0	4-6-7	3440.0	13.0	6=>4=>7	34190.0	58.0	4,2,6,(1,3),5,7	4-2,6,3,1,7,5	4,(6,3),5,2,(1,7)	4,(6,3),5,(2,1),7											
200930090912	ダ	右	1800	晴	重	20:35	平取町沙流川まつり特 		2009-9-9	9	門別	5	600万円以下	(別定)	1.0	540.0	3.0	1.0	200	3.0	8.0	700	7.0	5.0	820	8.0	1-6	4570.0	16.0	1-8	4150.0	14.0	1=>8	7950.0	24.0	1-5-8	29350.0	67.0	1=>8=>5	95310.0	245.0	10,4,12,9,(3,8),2,7,11,(1,6),5	10,4,(9,12),8,3,(2,7),(11,6),1,5	(4,12),8,10,(9,6),1,2,5,7,11,3	(12,8),4,1,9,6,5,(10,2),11,7,3											
200930091001	ダ	右	1200	晴	稍重	14:30	2歳　未勝利		2009-9-10	9	門別	6	(規定)		1.0	180.0	1.0	1.0	110	1.0	3.0	1,320	6.0							1-3	4830.0	11.0	1=>3	8960.0	18.0	1-3-4	8200.0	15.0	1=>3=>4	40700.0	65.0			1,2,3,4,(5,6)	124365											
200930091002	ダ	右	1000	晴	稍重	15:00	JRA認定アタックチ		2009-9-10	9	門別	6	(規定)		1.0	120.0	1.0	1.0	100	1.0	10.0	130	2.0	9.0	540	8.0	1-8	360.0	2.0	1-10	340.0	1.0	1=>10	510.0	2.0	1-9-10	3590.0	13.0	1=>10=>9	9250.0	25.0			1,6,7,3,8,(4,11),9,10,2	1,6,(3,7),(8,11),(4,9),10,2											
200930091003	ダ	右	1200	晴	稍重	15:30	JRA認定アタックチ		2009-9-10	9	門別	6	牝(規定)		11.0	1450.0	5.0	11.0	360	4.0	6.0	1,270	9.0	1.0	230	3.0	5-8	4890.0	13.0	6-11	13790.0	28.0	11=>6	16540.0	40.0	1-6-11	45840.0	70.0	11=>6=>1	185150.0	296.0			1,(7,10),4,6,8,3,9,(2,11),12,5	1,7,10,(4,6),8,3,(11,9),2,5,12											
200930091004	ダ	右	1200	晴	稍重	16:00	D3　ー3組		2009-9-10	9	門別	6	40万円以下	(規定)	5.0	130.0	1.0	5.0	100	1.0	6.0	150	2.0	3.0	340	7.0	5-5	460.0	3.0	5-6	510.0	3.0	5=>6	690.0	3.0	3-5-6	2530.0	11.0	5=>6=>3	6440.0	21.0			67519111238	(6,7),5,1,9,3,(11,12),8											
200930091005	ダ	右	1200	晴	稍重	16:30	様似の親子岩賞		2009-9-10	9	門別	6	40万円以下	(規定)	1.0	1860.0	6.0	1.0	240	6.0	8.0	110	1.0	4.0	140	2.0	1-7	930.0	4.0	1-8	810.0	4.0	1=>8	2180.0	9.0	1-4-8	1060.0	3.0	1=>8=>4	9840.0	31.0			1,5,(6,8),3,4,7,2,9,10	(1,8),5,6,3,4,2,7,10,9											
200930091006	ダ	右	1700	晴	稍重	17:05	フイハップ浜賞		2009-9-10	9	門別	6	60万円以下	(規定)	11.0	160.0	1.0	11.0	100	1.0	3.0	130	3.0	1.0	110	2.0	3-8	570.0	2.0	3-11	590.0	2.0	11=>3	780.0	3.0	1-3-11	520.0	1.0	11=>3=>1	2590.0	6.0	1,3,(2,5),(4,6),7,8,9,11,10	1,3,2,5,(4,6),(8,7),9,11,10	1,3,5,(2,6),8,(11,7),4,9,10	1,3,(2,5,6,11),8,7,4,9,10											
200930091007	ダ	右	1000	晴	稍重	17:40	JRA認定フレッシュ		2009-9-10	9	門別	6	(規定)		1.0	550.0	3.0	1.0	130	2.0	6.0	100	1.0	3.0	280	6.0	1-6	870.0	5.0	1-6	630.0	3.0	1=>6	2300.0	8.0	1-3-6	1730.0	7.0	1=>6=>3	9680.0	30.0			(1,6),9,3,4,5,7,8,2	1,6-3,9,4,5,7-8,2											
200930091008	ダ	右	1000	晴	稍重	18:15	JRA認定フレッシュ		2009-9-10	9	門別	6	(規定)		2.0	180.0	1.0	2.0	120	1.0	5.0	330	4.0							2-5	1220.0	4.0	2=>5	1420.0	5.0	2-5-7	930.0	2.0	2=>5=>7	4390.0	12.0			2,7,6,1,5,4-3	2,7,6-1,5,4-3											
200930091009	ダ	右	1800	晴	稍重	18:50	JRA認定アタックチ		2009-9-10	9	門別	6	(規定)		6.0	220.0	1.0	6.0	110	1.0	8.0	180	4.0	10.0	120	2.0	6-7	410.0	2.0	6-8	700.0	2.0	6=>8	920.0	3.0	6-8-10	470.0	1.0	6=>8=>10	2160.0	3.0	5,(3,6),(4,7,10),8,2,9,11,1	(3,5),6,10,4,(2,7),8,9,11,1	(5,6),10,3,4,7,(2,9),8,11,1	(5,6),10,3,7,(4,11),(2,9),8,1											
200930091010	ダ	右	1200	晴	稍重	19:25	サウスヴィグラス賞 		2009-9-10	9	門別	6	(別定)		10.0	370.0	3.0	10.0	150	4.0	5.0	110	1.0	7.0	120	2.0	3-6	1050.0	6.0	5-10	990.0	4.0	10=>5	3010.0	13.0	5-7-10	590.0	1.0	10=>5=>7	7120.0	19.0			7,6,15,10,5,(2,4,9),(8,12),1,3,(13,14),11	7,6,15,(10,5),9,12,(2,4),(1,8),(3,14),13,11											
200930091011	ダ	右	2600	晴	稍重	20:00	ステイヤーズカップ〔	G	2009-9-10	9	門別	6	(別定)		1.0	140.0	1.0	1.0	100	1.0	6.0	200	4.0	4.0	550	7.0	1-6	500.0	3.0	1-6	590.0	3.0	1=>6	850.0	3.0	1-4-6	3980.0	15.0	1=>6=>4	14100.0	43.0	3,2,9,10,1,6,7,4-5	3,2,9,10,1,6,7,4-5	3,(2,10),6,(1,9),7,4-5	(2,10),(3,6),(1,7),4,9,5											
200930091012	ダ	右	1200	晴	稍重	20:35	さくさくヤナギダコ賞		2009-9-10	9	門別	6	80万円以下	(規定)	3.0	610.0	4.0	3.0	140	3.0	9.0	110	1.0	1.0	200	5.0	3-8	400.0	1.0	3-9	680.0	3.0	3=>9	1730.0	7.0	1-3-9	1340.0	6.0	3=>9=>1	8560.0	32.0			1,3,5,10,(4,9),7,8,2	1,3,5,10,(7,9),4,8,2											
200930091501	ダ	右	1000	曇	稍重	15:45	2歳　未勝利		2009-9-15	10	門別	1	(規定)		9.0	210.0	1.0	9.0	110	1.0	2.0	120	2.0	8.0	240	5.0	2-8	270.0	1.0	2-9	420.0	1.0	9=>2	1310.0	4.0	2-8-9	730.0	2.0	9=>2=>8	3770.0	7.0			9,5,2,(4,8),1,3	9,(5,2),4,8,1,3											
200930091502	ダ	右	1000	曇	稍重	16:15	2歳　未勝利		2009-9-15	10	門別	1	(規定)		6.0	1250.0	5.0	6.0	290	6.0	4.0	1,110	8.0	8.0	1,270	9.0	4-6	24480.0	21.0	4-6	15250.0	29.0	6=>4	21610.0	49.0	4-6-8	247460.0	114.0	6=>4=>8	376840.0	411.0			9,(6,10),(1,4),8,7,(2,3,5)	9,6,10,4,1,7,8,(2,3),5											
200930091503	ダ	右	1200	曇	稍重	16:45	D3　ー3組		2009-9-15	10	門別	1	40万円以下	(規定)	5.0	380.0	3.0	5.0	280	5.0	3.0	120	1.0							3-5	610.0	3.0	5=>3	1800.0	7.0	3-4-5	4220.0	17.0	5=>3=>4	24580.0	80.0			3567421	3,5,(4,6),7,(1,2)											
200930091504	ダ	右	1000	曇	稍重	17:15	D3　ー2組		2009-9-15	10	門別	1	40万円以下	(規定)	4.0	800.0	4.0	4.0	780	4.0	1.0	980	5.0							1-4	5890.0	12.0	4=>1	12990.0	24.0	1-3-4	2680.0	10.0	4=>1=>3	28760.0	66.0			(2,3,4),7,1,6,5	(3,4),2,7,1,6,5											
200930091505	ダ	右	1200	曇	稍重	17:50	D3　ー2組		2009-9-15	10	門別	1	40万円以下	(規定)	3.0	140.0	1.0	3.0	120	1.0	1.0	160	3.0							1-3	380.0	2.0	3=>1	610.0	2.0	1-3-4	270.0	1.0	3=>1=>4	1510.0	3.0			3,4,1,6,2,(5,7)	3,4,1-6,2,(5,7)											
200930091506	ダ	右	1200	曇	稍重	18:20	D2　ー2組		2009-9-15	10	門別	1	60万円以下	(規定)	1.0	350.0	2.0	1.0	130	3.0	5.0	100	1.0	9.0	150	4.0	1-5	230.0	1.0	1-5	180.0	1.0	1=>5	690.0	3.0	1-5-9	480.0	2.0	1=>5=>9	2200.0	6.0			2,5,1,(8,9),10,4,7,(3,6)	2,5,1,10,9,8,4,7,(3,6)											
200930091507	ダ	右	1200	曇	稍重	18:50	JRA認定アタックチ		2009-9-15	10	門別	1	(規定)		5.0	1040.0	4.0	5.0	200	3.0	1.0	180	2.0	8.0	340	5.0	1-5	2660.0	9.0	1-5	1840.0	8.0	5=>1	3990.0	15.0	1-5-8	3760.0	12.0	5=>1=>8	25140.0	79.0			1,5,6,(2,7),(4,9),(8,3)	1,5,(2,6),7,(4,9),8,3											
200930091508	ダ	右	1700	曇	稍重	19:25	日高獣医師会特別 		2009-9-15	10	門別	1	100万円以下	(規定)	9.0	310.0	2.0	9.0	140	2.0	2.0	330	5.0	10.0	280	4.0	2-7	1120.0	5.0	2-9	1640.0	7.0	9=>2	2660.0	10.0	2-9-10	2550.0	7.0	9=>2=>10	12690.0	38.0	7,2,4,12,5,3,1,9,8,10,(6,11)	(2,7),4,12,5,(1,3),9,8,10,6,11	7,2,4,12,5,(10,1),9,3,8,6,11	7,2,5,10,(1,4,12,9),3,6,(8,11)											
