	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200930070905	ダ	右	1200	曇	重	17:40	JRA認定ルーキーチ		2009-7-9	5	門別	3	(規定)		8.0	130.0	1.0	8.0	100	1.0	5.0	240	4.0	6.0	300	5.0	5-8	330.0	2.0	5-8	300.0	2.0	8=>5	610.0	2.0	5-6-8	960.0	6.0	8=>5=>6	1940.0	8.0			(5,8),9,3,2,6,4,(1,7)	9,5,8,3,(2,6),(1,4,7)											
200930070906	ダ	右	1200	曇	重	18:10	JRA認定ルーキーチ		2009-7-9	5	門別	3	(規定)		6.0	150.0	1.0	6.0	100	2.0	3.0	100	1.0	7.0	110	3.0	3-6	170.0	1.0	3-6	150.0	1.0	6=>3	330.0	1.0	3-6-7	300.0	1.0	6=>3=>7	800.0	1.0			6,(3,7),8,(1,9),(4,5)-2	6,3,7,1,(5,8),(4,9),2											
200930070907	ダ	右	1200	曇	重	18:45	JRA認定フレッシュ		2009-7-9	5	門別	3	(規定)		1.0	560.0	4.0	1.0	130	3.0	7.0	100	1.0	8.0	130	4.0	1-7	420.0	2.0	1-7	590.0	2.0	1=>7	1450.0	8.0	1-7-8	990.0	3.0	1=>7=>8	5710.0	18.0			(1,7),8,(2,6),9,(4,5)-10,3	1,7,8,(6,9),4,2,5,3,10											
200930070908	ダ	右	1200	曇	重	19:20	ペルセウス特別 		2009-7-9	5	門別	3	160万円以下	(規定)	6.0	140.0	1.0	6.0	100	1.0	10.0	100	2.0	8.0	170	5.0	5-7	130.0	1.0	6-10	120.0	1.0	6=>10	170.0	1.0	6-8-10	320.0	1.0	6=>10=>8	500.0	1.0			106125218911473.0	106125218971143.0											
200930070909	ダ	右	1800	曇	重	20:00	スリリングサンデー賞 		2009-7-9	5	門別	3	200万円以下	(規定)	1.0	150.0	1.0	1.0	100	1.0	9.0	980	10.0	6.0	770	9.0	1-7	910.0	4.0	1-9	2840.0	9.0	1=>9	4140.0	12.0	1-6-9	32810.0	66.0	1=>9=>6	109300.0	213.0	1161019572348	11,6,1,10,9,5,7,(2,3),4,8	6,(10,9),(11,1),7,3,5,2,8,4	6,9,10,1,11,(7,3),5,2,8,4											
200930071401	ダ	右	1000	晴	重	15:30	3歳　条件未		2009-7-14	5	門別	4	(規定)		6.0	380.0	2.0	6.0	270	2.0	4.0	390	3.0							4-6	1490.0	4.0	6=>4	1460.0	6.0	2-4-6	150.0	1.0	6=>4=>2	2780.0	10.0			4,6,2,(1,3),5	4,6,2,(1,3),5											
200930071402	ダ	右	1000	晴	重	16:05	2歳　未勝利		2009-7-14	5	門別	4	(規定)		1.0	130.0	1.0	1.0	100	1.0	7.0	110	3.0	8.0	100	2.0				1-7	350.0	2.0	1=>7	430.0	2.0	1-7-8	220.0	1.0	1=>7=>8	680.0	2.0			78156243	7,8,1,(5,6),2,4,3											
200930071403	ダ	右	1000	晴	重	16:35	2歳　未勝利		2009-7-14	5	門別	4	(規定)		8.0	170.0	1.0	8.0	100	1.0	9.0	100	2.0	2.0	440	7.0	8-8	150.0	1.0	8-9	110.0	1.0	8=>9	220.0	1.0	2-8-9	3360.0	8.0	8=>9=>2	6730.0	18.0			8,(4,9),5,(2,7),1,3,6	8,(4,9)-5,2,7,1,3,6											
200930071404	ダ	右	1000	晴	重	17:10	D3　ー1組		2009-7-14	5	門別	4	40万円以下	(規定)	2.0	620.0	2.0	2.0	120	2.0	7.0	110	1.0	8.0	300	6.0	2-7	210.0	1.0	2-7	240.0	1.0	2=>7	760.0	3.0	2-7-8	1160.0	5.0	2=>7=>8	6800.0	23.0			1,7,8,(3,6),2,(4,9),5	178362495											
200930071405	ダ	右	1000	晴	重	17:40	JRA認定フレッシュ		2009-7-14	5	門別	4	(規定)		11.0	110.0	1.0	11.0	100	1.0	7.0	100	2.0	3.0	160	4.0	6-8	300.0	1.0	7-11	350.0	1.0	11=>7	390.0	2.0	3-7-11	670.0	2.0	11=>7=>3	1390.0	4.0			(1,7),11,3,8,5,10,6,2-4	(1,7,11),3-8,5,6,10,2-4											
200930071406	ダ	右	1200	晴	重	18:10	JRA認定フレッシュ		2009-7-14	5	門別	4	牝(規定)		4.0	280.0	2.0	4.0	100	2.0	3.0	110	3.0	7.0	100	1.0	3-4	400.0	2.0	3-4	320.0	1.0	4=>3	820.0	2.0	3-4-7	330.0	1.0	4=>3=>7	1490.0	1.0			4,7,10,8,(2,9),3,1,(5,6)	4,7,10,(8,3),9,2,(1,6),5											
200930071407	ダ	右	1200	晴	重	18:45	シニスターミニスター		2009-7-14	5	門別	4	(規定)		2.0	340.0	3.0	2.0	140	3.0	6.0	340	7.0	3.0	100	1.0				2-6	7860.0	18.0	2=>6	15420.0	28.0	2-3-6	1850.0	6.0	2=>6=>3	31760.0	89.0			6,(8,3),7,(2,5),4,1	6,3,(8,7),2,5,1,4											
200930071408	ダ	右	1800	晴	重	19:20	ホクレンえん麦特別 		2009-7-14	5	門別	4	300万円以下	(ハンデ)	4.0	870.0	5.0	4.0	330	5.0	10.0	680	8.0	11.0	170	3.0	4-8	2900.0	11.0	4-10	6930.0	23.0	4=>10	12360.0	47.0	4-10-11	18980.0	50.0	4=>10=>11	87390.0	260.0	10,8,9,4,1,7,5,6,(2,11),3	1089417562113	10,8,9,(4,1),(5,7),11,(2,3),6	10,9,1,8,4,7,11,5,(2,6),3											
200930071409	ダ	右	1200	晴	重	20:00	バブルガムフェロー賞 		2009-7-14	5	門別	4	450万円以下	(別定)	5.0	390.0	3.0	5.0	130	2.0	7.0	120	1.0	4.0	520	7.0	5-6	210.0	1.0	5-7	320.0	1.0	5=>7	830.0	3.0	4-5-7	2930.0	8.0	5=>7=>4	11850.0	30.0			3,11,(5,6,7),(4,8,10),2,9,1	3,5,7,11,4,6,(2,8,10),9,1											
200930071410	ダ	右	1700	晴	重	20:35	さそり座特別 		2009-7-14	5	門別	4	(別定)		5.0	150.0	1.0	5.0	150	2.0	1.0	510	7.0	2.0	530	9.0	1-5	4180.0	14.0	1-5	4450.0	14.0	5=>1	7220.0	19.0	1-2-5	12560.0	33.0	5=>1=>2	46420.0	122.0	1,2,7,(5,9),6,3,4,10,8	1,2,7,5,(6,9),3,4,10,8	1,2,7,(5,6),9,(4,3)-8,10	1,2,7,5,6,4,9,3,8-10											
200930071501	ダ	右	1700	雨	不良	15:30	3歳　条件未		2009-7-15	5	門別	5	(規定)		6.0	130.0	1.0	6.0	100	1.0	2.0	550	5.0							2-6	840.0	4.0	6=>2	960.0	4.0	1-2-6	3840.0	12.0	6=>2=>1	6790.0	20.0	2,3,(1,5),4,6,7	1235467	1,2,5,3,(6,7),4	1,2,5,(3,6),7,4											
200930071502	ダ	右	1700	雨	不良	16:05	2歳　未勝利		2009-7-15	5	門別	5	(規定)		7.0	940.0	3.0	7.0	180	4.0	2.0	100	1.0	6.0	420	7.0	2-7	390.0	2.0	2-7	440.0	2.0	7=>2	1590.0	5.0	2-6-7	2070.0	8.0	7=>2=>6	18270.0	48.0	10,(4,6),1,(3,7),2,8	104612378	10,4,6,2,7,3,(1,8)	10,(4,6),2,(7,8),1,3											
200930071503	ダ	右	1200	雨	不良	16:35	D3　ー1組		2009-7-15	5	門別	5	40万円以下	(規定)	1.0	260.0	2.0	1.0	150	4.0	7.0	120	1.0	8.0	130	2.0	1-6	800.0	4.0	1-7	630.0	3.0	1=>7	2230.0	10.0	1-7-8	680.0	2.0	1=>7=>8	5080.0	16.0			2,8,6,1,4,(3,7,10,11),5,9	(2,8),6,1,7,3,4,11,10,5,9											
200930071504	ダ	右	1700	雨	不良	17:10	D2　ー2組		2009-7-15	5	門別	5	60万円以下	(規定)	4.0	400.0	3.0	4.0	110	3.0	3.0	100	2.0	5.0	100	1.0	3-4	490.0	3.0	3-4	440.0	2.0	4=>3	1120.0	5.0	3-4-5	210.0	1.0	4=>3=>5	1600.0	4.0	4,1,9,3,(2,11),5,8,6,7	4=1,9,3,11,(2,5,8),(6,7)	4-3,(1,9),11,8,5,2,7,6	4,3,1,11,(9,5),2,8,7,6											
200930071505	ダ	右	1200	雨	不良	17:40	様似町「アポイの火ま 		2009-7-15	5	門別	5	100万円以下	(規定)	6.0	360.0	2.0	6.0	140	2.0	7.0	100	1.0							6-7	250.0	1.0	6=>7	570.0	2.0	1-6-7	540.0	3.0	6=>7=>1	2350.0	8.0			6,2,(1,7),5,3,4	6217534											
200930071506	ダ	右	1000	雨	不良	18:10	JRA認定アタックチ		2009-7-15	5	門別	5	(規定)		2.0	210.0	1.0	2.0	120	3.0	8.0	120	2.0	6.0	120	1.0	2-7	400.0	2.0	2-8	520.0	2.0	2=>8	690.0	3.0	2-6-8	380.0	1.0	2=>8=>6	1790.0	3.0			2,6,7,8,10,(4,5,9),3,1	2,6,8,7,9,10,3,(4,5),1											
200930071507	ダ	右	1200	曇	不良	18:40	JRA認定フレッシュ		2009-7-15	5	門別	5	(規定)		7.0	120.0	1.0	7.0	110	1.0	5.0	160	2.0							5-7	260.0	1.0	7=>5	320.0	1.0	3-5-7	290.0	1.0	7=>5=>3	600.0	1.0			5,7,(3,6),2,4,8	5,7,6,3,2,4-8											
200930071508	ダ	右	1200	曇	不良	19:10	JRA認定フレッシュ		2009-7-15	5	門別	5	(規定)		8.0	320.0	2.0	8.0	110	2.0	7.0	100	1.0	3.0	120	3.0				7-8	180.0	1.0	8=>7	500.0	2.0	3-7-8	200.0	1.0	8=>7=>3	970.0	2.0			8,7,4,5,3-(1,2),6	87345126											
200930071509	ダ	右	1200	曇	不良	19:50	デネブ特別 		2009-7-15	5	門別	5	150万円以下	(定量)	13.0	4980.0	8.0	13.0	620	8.0	11.0	170	3.0	1.0	120	1.0	7-8	4270.0	14.0	11-13	12880.0	32.0	13=>11	64780.0	75.0	1-11-13	6920.0	25.0	13=>11=>1	140830.0	312.0			1,4,(10,11),13,5,8,(3,9),7,2,12-6	1,(4,10,11,13),5,8,3,9,7,2,12-6											
200930071510	ダ	右	1800	曇	不良	20:30	フルーツ王国よいちサ 		2009-7-15	5	門別	5	(別定)		8.0	510.0	3.0	8.0	140	3.0	4.0	120	2.0	7.0	100	1.0	4-7	220.0	1.0	4-8	1160.0	4.0	8=>4	2640.0	9.0	4-7-8	760.0	2.0	8=>4=>7	7890.0	20.0	8,1,10,7,4,(5,9),2,3,6	81107495236	8,7,10,4,(1,2),(6,9),(5,3)	8,7,10,4,2-(1,6),5,9,3											
200930071601	ダ	右	1200	曇	重	14:50	2歳　未勝利		2009-7-16	5	門別	6	(規定)		1.0	130.0	1.0	1.0	100	1.0	2.0	100	3.0	6.0	100	2.0				1-2	190.0	1.0	1=>2	330.0	1.0	1-2-6	280.0	1.0	1=>2=>6	790.0	1.0			2,4,7,8,(6,1),5,3	24716853											
200930071602	ダ	右	1200	曇	重	15:20	2歳　未勝利		2009-7-16	5	門別	6	(規定)		7.0	250.0	2.0	7.0	100	1.0	5.0	780	7.0	4.0	200	3.0	5-7	8830.0	13.0	5-7	6620.0	17.0	7=>5	9970.0	27.0	4-5-7	11500.0	29.0	7=>5=>4	80470.0	169.0			5,7,8,(3,9),4,6,2,1	(5,7),3,8,(4,9),2,6,1											
200930071603	ダ	右	1200	曇	重	15:50	3歳　条件未		2009-7-16	5	門別	6	(規定)		7.0	180.0	1.0	7.0	100	1.0	8.0	190	5.0	10.0	170	3.0	6-6	2420.0	7.0	7-8	1530.0	6.0	7=>8	2170.0	8.0	7-8-10	2390.0	7.0	7=>8=>10	10220.0	28.0			(8,9),10,7,(6,11),5,12,3,4,2,1	(8,9,10),7,11,6,5,12,4,3,2,1											
200930071604	ダ	右	1000	曇	重	16:20	D2　ー2組		2009-7-16	5	門別	6	60万円以下	(規定)	1.0	120.0	1.0	1.0	120	1.0	3.0	520	4.0							1-3	1060.0	3.0	1=>3	1540.0	5.0	1-3-6	420.0	2.0	1=>3=>6	2590.0	9.0			(1,4),2,6,3-7	146327											
200930071605	ダ	右	1200	曇	重	17:00	3歳　条件		2009-7-16	5	門別	6	100万円以下	(規定)	10.0	130.0	1.0	10.0	100	1.0	2.0	100	2.0	4.0	350	6.0	2-7	170.0	1.0	2-10	150.0	1.0	10=>2	170.0	1.0	2-4-10	1520.0	5.0	10=>2=>4	3100.0	8.0			2,10,5-4,8,7,1,(3,11),12,9,6	(2,10),5,4,8,1,(7,3,11),9,12,6											
200930071606	ダ	右	1200	曇	重	17:35	3歳　条件		2009-7-16	5	門別	6	100万円以下	(規定)	10.0	490.0	3.0	10.0	330	4.0	9.0	2,120	11.0	7.0	170	2.0	7-7	7390.0	14.0	9-10	17370.0	22.0	10=>9	21130.0	34.0	7-9-10	23130.0	39.0	10=>9=>7	164760.0	248.0			8,5,(2,4),12-10,9,7,11,6,3,1	8,5,4,2,12,(7,10),9,6,11,3,1											
200930071607	ダ	右	1700	曇	重	18:05	JRA認定アタックチ		2009-7-16	5	門別	6	(規定)		7.0	490.0	3.0	7.0	160	3.0	8.0	250	5.0	5.0	220	4.0	7-7	1590.0	7.0	7-8	2290.0	10.0	7=>8	5210.0	19.0	5-7-8	4530.0	18.0	7=>8=>5	22850.0	79.0	4,7,1,8,(2,5,10),6,9	4718256109	4781256109	7,4,8,2,1,(6,5)-(10,9)											
200930071608	ダ	右	1700	曇	重	18:40	JRA認定フレッシュ		2009-7-16	5	門別	6	(規定)		5.0	350.0	2.0	5.0	100	1.0	1.0	130	2.0	4.0	170	5.0				1-5	280.0	1.0	5=>1	640.0	2.0	1-4-5	340.0	1.0	5=>1=>4	1830.0	5.0	4,5,1,8,6,7,(2,3)	45162387	4,5,6,1,3,2-7,8	(4,5),1,6,2,3-7,8											
200930071609	ダ	右	1800	曇	重	19:20	JAみついし花だより 		2009-7-16	5	門別	6	450万円以下	(別定)	2.0	610.0	4.0	2.0	170	3.0	10.0	170	4.0	6.0	130	1.0	2-7	2070.0	11.0	2-10	1830.0	8.0	2=>10	3540.0	16.0	2-6-10	2170.0	6.0	2=>10=>6	15860.0	52.0	12,11,13,10,(2,9),3,6,1,4,7,5,8	12,(11,13),10,(2,9),3,6,1,4,7,5,8	12,(13,10),11,(2,9),(3,6),(1,7),4,5-8	12,(13,10),11,2,(9,6),3,1,7,4,5,8											
200930072101	ダ	右	1200	曇	重	15:00	D3　ー4組		2009-7-21	6	門別	1	40万円以下	(規定)	8.0	210.0	1.0	8.0	120	1.0	7.0	140	3.0	2.0	930	9.0	7-7	630.0	4.0	7-8	590.0	2.0	8=>7	1060.0	3.0	2-7-8	12190.0	31.0	8=>7=>2	19820.0	68.0			10,7,6,8,(4,2),9,(1,3),5	10,(7,6),8,2,4,9,1,3,5											
200930072102	ダ	右	1000	曇	重	15:35	2歳　未勝利		2009-7-21	6	門別	1	(規定)		5.0	140.0	1.0	5.0	100	1.0	1.0	150	2.0	6.0	280	7.0	1-5	290.0	1.0	1-5	240.0	1.0	5=>1	380.0	1.0	1-5-6	2100.0	7.0	5=>1=>6	5460.0	17.0			1,4,5,(3,2),(7,6),8,9	1,5,4,(3,2),7,(8,6),9											
200930072103	ダ	右	1200	曇	重	16:10	2歳　未勝利		2009-7-21	6	門別	1	(規定)		7.0	230.0	1.0	7.0	130	2.0	1.0	200	5.0	3.0	230	6.0				1-7	520.0	3.0	7=>1	960.0	4.0	1-3-7	2480.0	7.0	7=>1=>3	6600.0	23.0			7,(1,2,8),5,3,6,4	7,1,(2,8),5,3,6,4											
200930072104	ダ	右	1200	曇	重	16:45	D3　ー3組		2009-7-21	6	門別	1	40万円以下	(規定)	2.0	170.0	1.0	2.0	100	1.0	1.0	220	5.0	9.0	160	4.0	1-2	350.0	2.0	1-2	350.0	2.0	2=>1	480.0	1.0	1-2-9	380.0	1.0	2=>1=>9	1020.0	1.0			2,1,(3,4),9,(8,7),5	2,1,4,3,(9,7),(8,5)											
200930072105	ダ	右	1000	曇	重	17:20	D3　ー3組		2009-7-21	6	門別	1	40万円以下	(規定)	2.0	370.0	3.0	2.0	110	1.0	3.0	290	5.0	4.0	170	4.0				2-3	2980.0	10.0	2=>3	5140.0	15.0	2-3-4	1400.0	4.0	2=>3=>4	14630.0	45.0			4,(2,7),9,3,5,6,1	(2,4),7,9,3,5,6,1											
200930072106	ダ	右	1000	曇	重	17:55	D2　ー2組		2009-7-21	6	門別	1	60万円以下	(規定)	1.0	180.0	1.0	1.0	100	1.0	7.0	100	2.0	8.0	110	3.0				1-7	230.0	1.0	1=>7	380.0	1.0	1-7-8	250.0	1.0	1=>7=>8	690.0	1.0			(1,8),7,(3,4),2,5,6	1,8,7,(3,4),2,5,6											
200930072107	ダ	右	1200	雨	重	18:30	室蘭地球岬特別 		2009-7-21	6	門別	1	100万円以下	(規定)	1.0	110.0	1.0	1.0	100	1.0	7.0	110	2.0	4.0	190	5.0				1-7	190.0	1.0	1=>7	280.0	1.0	1-4-7	490.0	3.0	1=>7=>4	1100.0	3.0			1,5,7,(3,4),2,6,8	1,5,7,4,3,2-6,8											
200930072108	ダ	右	1800	雨	重	19:10	ひだか樹魂まつり特別 		2009-7-21	6	門別	1	100万円以下	(規定)	13.0	150.0	1.0	13.0	110	1.0	9.0	760	8.0	3.0	150	3.0	6-8	2180.0	9.0	9-13	7250.0	17.0	13=>9	9530.0	21.0	3-9-13	9230.0	23.0	13=>9=>3	49930.0	115.0	3,(6,8),12,(9,13),2,7,(1,11),10,4,5	3,(6,8),12,9,13,2,7,11,1,10,4,5	3,(8,12),6,(9,13),2,(7,11),1,10,4,5	(3,8),12,13,11,(2,9,10),7,6,1,4,5											
200930072109	ダ	右	1200	雨	重	19:50	メジロベイリー賞 		2009-7-21	6	門別	1	130万円以下	(規定)	4.0	480.0	3.0	4.0	170	2.0	6.0	300	5.0	3.0	180	4.0	4-5	1870.0	6.0	4-6	4080.0	12.0	4=>6	9140.0	25.0	3-4-6	10960.0	28.0	4=>6=>3	91820.0	191.0			6,(10,4),3,8,7,9,5,11,1,2,12	6,4,3,10,7,8,9,5,(1,11),12,2											
200930072110	ダ	右	1200	雨	重	20:30	D2　ー1組		2009-7-21	6	門別	1	60万円以下	(規定)	5.0	160.0	1.0	5.0	100	1.0	4.0	180	6.0	7.0	140	2.0				4-5	840.0	4.0	5=>4	1020.0	3.0	4-5-7	550.0	2.0	5=>4=>7	2640.0	5.0			46785132	(4,6),7,5,8,1,3,2											
200930072201	ダ	右	1200	曇	重	15:00	2歳　未勝利		2009-7-22	6	門別	2	(規定)		5.0	170.0	1.0	5.0	120	1.0	1.0	280	6.0	9.0	150	2.0	1-5	3750.0	10.0	1-5	1830.0	8.0	5=>1	2770.0	12.0	1-5-9	3200.0	12.0	5=>1=>9	10180.0	35.0			1,7,4,6,9,5,(2,3,8)	1,7,6,(4,5),9,8,3,2											
200930072202	ダ	右	1200	曇	重	15:35	D3　ー1組		2009-7-22	6	門別	2	40万円以下	(規定)	5.0	930.0	5.0	5.0	460	4.0	9.0	230	3.0	8.0	750	6.0	5-8	1490.0	6.0	5-9	2360.0	9.0	5=>9	5730.0	19.0	5-8-9	16280.0	33.0	5=>9=>8	56670.0	127.0			5,9,4,10,2,8,3,1,(7,6)	5,9,(4,10),2,(3,8),1,6,7											
200930072203	ダ	右	1000	曇	重	16:10	ウィナーズチャレンジ		2009-7-22	6	門別	2	(規定)		1.0	380.0	3.0	1.0	250	4.0	5.0	120	1.0							1-5	400.0	3.0	1=>5	970.0	5.0	1-3-5	900.0	3.0	1=>5=>3	4450.0	11.0			5,2,(3,4),1	(5,4),2,3,1											
200930072204	ダ	右	1200	曇	重	16:45	JRA認定アタックチ		2009-7-22	6	門別	2	(規定)		3.0	340.0	2.0	3.0	120	3.0	5.0	100	1.0	1.0	110	2.0				3-5	260.0	1.0	3=>5	690.0	3.0	1-3-5	170.0	1.0	3=>5=>1	1130.0	3.0			(3,5),6,4,(7,8),1-2	(3,5),6-8,(4,1),7,2											
200930072301	ダ	右	1000	晴	重	15:00	D3　ー4組		2009-7-23	6	門別	3	40万円以下	(規定)	2.0	2320.0	4.0	2.0	530	2.0	6.0	970	5.0							2-6	5030.0	8.0	2=>6	9580.0	14.0	2-6-7	490.0	2.0	2=>6=>7	18820.0	36.0			4762315	4,7,6,2,3-(1,5)											
200930072302	ダ	右	1700	晴	重	15:35	2歳　未勝利		2009-7-23	6	門別	3	(規定)		4.0	320.0	2.0	4.0	130	1.0	3.0	190	3.0							3-4	510.0	3.0	4=>3	820.0	5.0	3-4-7	220.0	1.0	4=>3=>7	1340.0	1.0	1,(2,3),4,6,7,5	1,2,3,4,(6,7),5	(3,4),1,7,2,6-5	4371265											
200930072801	ダ	右	1700	晴	重	15:00	D3　ー3組		2009-7-28	6	門別	4	40万円以下	(規定)	5.0	190.0	1.0	5.0	100	2.0	3.0	100	1.0							3-5	150.0	1.0	5=>3	330.0	2.0	3-4-5	1440.0	5.0	5=>3=>4	5340.0	19.0	4,1,(2,5),6,(3,7)	4,1,5,(2,6),3,7	4156237	4,(1,5),2,6,3,7											
200930072802	ダ	右	1000	晴	重	15:35	2歳　未勝利		2009-7-28	6	門別	4	(規定)		6.0	150.0	1.0	6.0	100	1.0	3.0	100	2.0	2.0	130	3.0				3-6	150.0	1.0	6=>3	220.0	1.0	2-3-6	250.0	1.0	6=>3=>2	490.0	1.0			6,3,2,4,1,5,(7,8)	6,3,2,1,4,(7,8),5											
200930072803	ダ	右	1200	晴	重	16:10	2歳　未勝利		2009-7-28	6	門別	4	(規定)		1.0	250.0	1.0	1.0	100	1.0	8.0	140	2.0	2.0	290	5.0				1-8	350.0	1.0	1=>8	520.0	1.0	1-2-8	1800.0	7.0	1=>8=>2	3010.0	9.0			8,(1,3),6,4,7,2,5	8,1,3,4,7,6,2-5											
200930072804	ダ	右	1000	晴	重	16:45	D2　ー1組		2009-7-28	6	門別	4	60万円以下	(規定)	3.0	730.0	5.0	3.0	120	1.0	2.0	180	3.0	4.0	870	8.0				2-3	1330.0	7.0	3=>2	2400.0	12.0	2-3-4	9840.0	30.0	3=>2=>4	53740.0	149.0			2,5,6,8,(3,4),1,7	2,5,6,(3,4,8),(1,7)											
200930072805	ダ	右	1200	晴	重	17:20	JRA認定アタックチ		2009-7-28	6	門別	4	(規定)		7.0	950.0	2.0	7.0	240	2.0	4.0	540	4.0	1.0	990	6.0				4-7	2300.0	6.0	7=>4	4320.0	15.0	1-4-7	13630.0	25.0	7=>4=>1	40650.0	87.0			5,8,7,(3,4),2,1,6	58734216											
200930072806	ダ	右	1200	晴	重	17:55	JRA認定フレッシュ		2009-7-28	6	門別	4	牝(規定)		2.0	170.0	1.0	2.0	110	1.0	3.0	330	5.0	1.0	240	4.0				2-3	820.0	3.0	2=>3	1000.0	4.0	1-2-3	840.0	3.0	2=>3=>1	2720.0	7.0			2,3,6-(4,8),1,5,7	2,3,6-4,(8,1,7),5											
200930072807	ダ	右	1200	晴	重	18:30	THEサッポロビヤガ 		2009-7-28	6	門別	4	300万円以下	(別定)	14.0	220.0	1.0	14.0	140	1.0	5.0	180	3.0	11.0	830	8.0	3-8	510.0	3.0	5-14	600.0	1.0	14=>5	1190.0	1.0	5-11-14	7040.0	23.0	14=>5=>11	21850.0	66.0			(12,5),6,8,14,3,4,2,1,11,9,7,(13,15),10	5,12,6,(4,8),3,14,2,(1,11),9,7,15,13,10											
200930072808	ダ	右	2000	晴	重	19:10	アドマイヤジャパン賞 		2009-7-28	6	門別	4	300万円以下	(別定)	7.0	480.0	3.0	7.0	150	3.0	12.0	190	4.0	11.0	150	2.0	5-8	910.0	5.0	7-12	1230.0	5.0	7=>12	3170.0	14.0	7-11-12	1260.0	3.0	7=>12=>11	11570.0	32.0	12131357211941086	12,13,1-3,5,7,2,11,9,4,10,6,8	12,(13,1),5,7,(9,11),2-(3,10),4-(6,8)	12,7,1,(5,13),11,9,2,10-(3,4),8,6											
200930072809	ダ	右	1700	晴	重	19:50	マヤノトップガン賞タ		2009-7-28	6	門別	4	(定量)		8.0	8090.0	10.0	8.0	690	7.0	3.0	270	5.0	4.0	240	4.0	3-7	8990.0	15.0	3-8	14790.0	33.0	8=>3	46500.0	73.0	3-4-8	32750.0	68.0	8=>3=>4	264280.0	407.0	81043752916	8,(4,10),7,3,5,2,9,(1,6)	8,4,3,(7,10),5,2,9,6,1	8-4,3,(10,5),7,(2,9),6,1											
200930072901	ダ	右	1700	曇	重	14:30	2歳　未勝利		2009-7-29	6	門別	5	(規定)		6.0	940.0	4.0	6.0	280	4.0	12.0	160	3.0	9.0	750	6.0	5-8	1050.0	4.0	6-12	1200.0	5.0	6=>12	2630.0	10.0	6-9-12	3580.0	14.0	6=>12=>9	32250.0	92.0	1,2,(10,12),3,(11,9),4,6,8,7	1,2,(10,12),3,9,11,8,4,6,7	(1,2),12,10,(11,9),8,3,6,7,4	(1,2,12),9,10,11,8,6,3-7,4											
200930072902	ダ	右	1000	曇	重	15:00	2歳　未勝利		2009-7-29	6	門別	5	(規定)		5.0	170.0	1.0	5.0	110	2.0	3.0	100	1.0	6.0	180	4.0	3-5	320.0	1.0	3-5	370.0	1.0	5=>3	500.0	1.0	3-5-6	830.0	2.0	5=>3=>6	2460.0	2.0			510321168127194.0	510311261287914.0											
200930072903	ダ	右	1200	曇	重	15:35	D2　ー2組		2009-7-29	6	門別	5	60万円以下	(規定)	4.0	540.0	2.0	4.0	150	2.0	12.0	100	1.0	3.0	170	4.0	4-8	440.0	2.0	4-12	470.0	1.0	4=>12	1670.0	5.0	3-4-12	800.0	2.0	4=>12=>3	5450.0	12.0			6,9,12,(1,10),4,3,2,7,11,8,5	6,9,12,1,10,(3,4),2,(8,7),11,5											
200930072904	ダ	右	1000	曇	重	16:10	JRA認定アタックチ		2009-7-29	6	門別	5	牝(規定)		7.0	200.0	1.0	7.0	200	2.0	4.0	830	6.0	8.0	250	3.0				4-7	11460.0	14.0	7=>4	8570.0	21.0	4-7-8	4180.0	11.0	7=>4=>8	43480.0	86.0			(2,7),4,8,6,(1,5),3	(2,7)-8,4,(1,5,6),3											
200930072905	ダ	右	1000	曇	重	16:45	JRA認定フレッシュ		2009-7-29	6	門別	5	(規定)		3.0	170.0	1.0	3.0	120	1.0	6.0	170	4.0	2.0	440	8.0				3-6	380.0	2.0	3=>6	390.0	2.0	2-3-6	1720.0	6.0	3=>6=>2	2890.0	7.0			3,5,6,2,(7,8),(1,4)	3,6,5-2,(7,8),1,4											
200930072906	ダ	右	1000	曇	重	17:20	JRA認定フレッシュ		2009-7-29	6	門別	5	(規定)		2.0	370.0	3.0	2.0	200	5.0	6.0	150	2.0	3.0	170	4.0	2-6	770.0	3.0	2-6	630.0	3.0	2=>6	1190.0	5.0	2-3-6	680.0	3.0	2=>6=>3	4080.0	14.0			2,3,7,(6,9),8-1,4,5	2,3,7,6,9,8=1,4,5											
