	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200935051601	ダ	左	1200	曇	良	11:15	C2十六組		2009-5-16	1	盛岡	1			10	110	1	10	100	1	2	130	2	3.0	270	6.0	2-8	220.0	1.0	2-10	190	1	2-10	140	1	3-10	400	5	2-3	630	9	10=>2	240	1	2-3-10	720	3	10=>2=>3	1150	3			10385412769.0	10382451679.0		
200935051602	ダ	左	1200	曇	良	11:45	C2十五組		2009-5-16	1	盛岡	1			2	350	2	2	120	3	4	120	1	1.0	120	2.0	2-4	410.0	1.0	2-4	320	1	2-4	170	1	1-2	290	3	1-4	250	2	2=>4	570	1	1-2-4	460	1	2=>4=>1	1360	2			82461019735.0	82410196753.0		
200935051603	ダ	左	1200	曇	良	12:20	C2十四組		2009-5-16	1	盛岡	1			8	1280	5	8	310	7	7	190	3	9.0	180	2.0	7-7	4860.0	17.0	7-8	2950	9	7-8	890	10	8-9	970	15	7-9	490	5	8=>7	9610	36	7-8-9	4110	12	8=>7=>9	63880	178			78910364152.0	7,8,9,10,3,(6,4,5),2,1		
200935051604	ダ	左	1400	曇	良	12:55	C2八組		2009-5-16	1	盛岡	1			1	410	2	1	120	1	3	240	5	2.0	160	3.0	1-3	1730.0	6.0	1-3	2010	6	1-3	570	5	1-2	720	8	2-3	910	10	1=>3	2270	9	1-2-3	4040	11	1=>3=>2	17120	44			1,10,(3,7),2,5,9,6,8,4	13102975864		
200935051605	ダ	左	1400	曇	良	13:30	C2七組		2009-5-16	1	盛岡	1			4	220	1	4	160	1	3	170	3	7.0	250	6.0	3-4	1650.0	9.0	3-4	1520	6	3-4	580	6	4-7	710	10	3-7	1,200	21	4=>3	2370	5	3-4-7	4690	22	4=>3=>7	21970	64			34910712865	3,9,4,10,1,(7,2),8,6,5		
200935051606	ダ	左	1400	曇	良	14:05	C2六組		2009-5-16	1	盛岡	1			2	880	3	2	310	6	5	140	1	4.0	500	7.0	2-5	960.0	5.0	2-5	990	4	2-5	440	5	2-4	1,820	24	4-5	620	8	2=>5	2900	9	2-4-5	3320	12	2=>5=>4	22260	66			23106154798	2,3,10,(5,4),6,8,9,7,1		
200935051607	ダ	左	1600	曇	良	14:40	B2五組		2009-5-16	1	盛岡	1			3	740	5	3	150	2	10	320	5	2.0	210	4.0	3-8	4160.0	17.0	3-10	5670	21	3-10	1,130	16	2-3	380	4	2-10	960	11	3=>10	9500	31	2-3-10	6550	22	3=>10=>2	55730	142			3,5,10,(2,4,8),6,9,1,7	31028541679		
200935051608	ダ	左	1600	曇	良	15:15	B2四組		2009-5-16	1	盛岡	1			3	830	3	3	190	2	7	230	4	6.0	290	6.0	3-7	1800.0	8.0	3-7	1690	7	3-7	670	8	3-6	730	11	6-7	580	7	3=>7	3320	12	3-6-7	3150	14	3=>7=>6	16760	64			36791102854.0	37910162854.0		
200935051609	ダ	左	1600	曇	良	15:50	盛岡市市制施行120		2009-5-16	1	盛岡	1			10	120	1	10	100	1	2	110	2	8.0	190	4.0	2-8	160.0	1.0	2-10	170	1	2-10	130	1	8-10	280	3	2-8	200	2	10=>2	220	1	2-8-10	320	1	10=>2=>8	630	1			26108413759.0	21068943571.0		
200935051610	ダ	左	1000	曇	良	16:30	立夏賞 		2009-5-16	1	盛岡	1			7	1310	4	7	320	5	6	160	2	8.0	220	3.0	5-6	850.0	3.0	6-7	2940	8	6-7	710	5	7-8	930	8	6-8	300	3	7=>6	9170	20	6-7-8	2950	8	7=>6=>8	29140	68			471285109161132.0	741285109163211.0		
