日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2021/10/31	小雨	8	8	3	3	19.0	5	4	57.0	良	2:26.4	0.7	3-3-4-4	36.4-34.7	34.9	東京	202105040808	本栖湖特別(2勝クラス)	202105040808	00660	芝	2400	518	8	230.0
2021/10/16	曇	10	11	8	11	14.2	6	3	57.0	良	2:00.5	0.4	2-2-2-2	36.0-36.9	37.2	阪神	202109040310	北國新聞杯(2勝クラス)	202109040310	01116	芝	2000	510	-10	383.4
2021/10/03	晴	9	8	8	8	21.1	5	7	57.0	良	2:03.0	1.5	4-3-3-3	38.6-33.2	34.4	中京	202107050909	浜名湖特別(2勝クラス)	202107050909	01176	芝	2000	520	4	0.0
2021/09/19	曇	9	9	7	7	19.2	7	4	57.0	良	2:13.1	0.7	6-6-6-6	36.3-34.6	34.8	中京	202107050409	木曽川特別(2勝クラス)	202107050409	01032	芝	2200	516	4	230.0
2021/06/20	晴	9	11	7	8	11.1	6	3	56.0	良	2:25.6	0.1	3-3-2-3	37.8-34.8	34.8	東京	202105030609	町田特別(2勝クラス)	202105030609	01043	芝	2400	512	4	383.4
2021/05/29	晴	9	10	6	6	3.2	1	9	57.0	良	2:01.2	0.8	4-6-5-4	37.5-35.4	35.8	中京	202107030709	揖斐川特別(2勝クラス)	202107030709	01032	芝	2000	508	-4	0.0
2021/04/04	雨	9	9	7	7	5.2	2	2	57.0	稍	2:02.8	1.4	3-3-3-3	37.0-35.3	36.3	阪神	202109020409	明石特別(2勝クラス)	202109020409	01032	芝	2000	512	2	606.0
2021/03/14	晴	9	7	1	1	7.9	5	2	57.0	良	1:46.0	0.4	3-4	36.2-34.0	34.2	阪神	202109011009	春日特別(2勝クラス)	202109011009	01032	芝	1800	510	-4	604.8
2021/02/14	晴	8	8	3	3	6.6	3	8	57.0	良	2:00.0	1.1	5-5-5-5	36.7-34.5	34.9	阪神	202109010208	4歳以上2勝クラス	202109010208	01122	芝	2000	514	0	0.0
2021/01/30	晴	10	9	8	9	6.2	4	2	57.0	稍	2:01.3	0.0	4-4-4-4	36.4-36.0	35.3	中京	202107010910	天竜川特別(2勝クラス)	202107010910	01032	芝	2000	514	-10	605.6
2021/01/10	晴	9	16	4	7	18.6	7	8	56.0	良	2:00.7	1.0	9-10-10-10	35.6-35.2	35.1	中京	202107010309	渥美特別(2勝クラス)	202107010309	01115	芝	2000	524	0	0.0
2020/12/19	曇	10	11	6	7	6.2	4	7	57.0	良	1:47.6	0.9	9-9	36.4-34.3	34.6	阪神	202009060510	再度山特別(2勝クラス)	202009060510	00666	芝	1800	524	0	0.0
2020/07/18	晴	10	14	6	9	3.4	1	4	57.0	良	2:02.4	0.8	5-5-5-3	34.9-38.0	38.5	阪神	202009040510	能勢特別(2勝クラス)	202009040510	01115	芝	2000	524	6	230.0
2020/06/06	曇	9	11	1	1	5.1	3	3	57.0	良	1:47.9	0.2	11-11	35.6-34.7	34.2	阪神	202009030109	三木特別(2勝クラス)	202009030109	00666	芝	1800	518	6	383.4
2020/02/29	小雨	11	12	4	4	4.3	3	4	56.0	良	2:00.2	0.4	8-8-6-7	36.3-35.4	35.3	中京	202007010111	中京スポニチ賞(2勝クラス)	202007010111	05243	芝	2000	512	-8	230.0
2020/02/08	晴	9	12	7	9	3.1	1	2	55.0	良	2:01.1	0.0	7-7-6-6	36.2-35.4	34.9	京都	202008020309	稲荷特別(2勝クラス)	202008020309	01030	芝	2000	520	0	608.0
2020/01/06	曇	9	12	7	9	6.2	3	3	56.0	良	2:15.5	0.5	4-4-3-3	35.9-36.8	36.7	京都	202008010209	許波多特別(2勝クラス)	202008010209	01030	芝	2200	520	-4	383.8
2019/12/15	晴	12	11	6	7	5.2	3	3	55.0	良	2:12.1	0.2	9-9-8-8	34.6-35.9	35.2	中京	201907040612	尾張特別(2勝クラス)	201907040612	01030	芝	2200	524	-4	383.5
2019/11/23	晴	9	8	6	6	5.1	3	4	54.0	良	2:27.4	1.0	3-3-3-3	34.6-35.4	35.9	京都	201908050709	高雄特別(2勝クラス)	201908050709	01030	芝	2400	528	-6	230.0
2019/11/02	晴	9	11	1	1	7.6	5	7	54.0	良	1:47.1	0.5	8-8	35.7-35.1	35.0	京都	201908050109	近江特別(2勝クラス)	201908050109	01030	芝	1800	534	24	0.0
