waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017100011	ケンジン			05455	町田直希	05746	佐野謙二	519	-2
2	2	2017109039	ティーズリープ			05399	和田譲治	a0238	嶋田幸晴	450	8
3	3	2013104150	エエカゲンニセイジ			05583	吉井章	a02dc	中道啓二	500	-3
3	4	2016102244	サッキースピネル			05230	今野忠成	a0194	立花貢	469	-5
4	5	2018106657	バルバトス			05594	仲原大生	a01ab	辻野豊	512	0
4	6	2016102876	ポシーブレ			05248	加藤和博	05662	堀江仁	451	-6
5	7	2018102677	ポッドアワーズ			05380	矢野貴之	a027a	鈴木啓之	526	6
5	8	2016104715	アラゴネス			05559	藤田凌	05750	佐宗応和	569	11
6	9	2017110058	ユイガドクソン			05540	達城龍次	05711	的場直之	508	-1
6	10	2016104786	ポイントオブオナー			a0247	川島正太	05571	松浦裕之	470	1
7	11	2018104873	ビッグタイマー			05443	本田正重	05607	堀千亜樹	471	5
7	12	2017109073	ローガン			05420	真島大輔	05625	荒山勝徳	481	4
8	13	2016104276	チェスターコート			05524	笹川翼	05566	月岡健二	452	-1
8	14	2016101740	トップデンティスト			05549	張田昂	05612	阪本一栄	521	0
