着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	1	1	---	1	1993106681	牝	3	484.0	-2.0	53	75.8	0			00837	5095	00nan	70.0	199533100306
2	6	8	---	5	1993106233	牝	3	384.0	-2.0	53	76.5	4			05021	5021	00nan	21.0	199533100306
3	8	12	---	6	1993101803	牝	3	424.0	8.0	53	76.5	ハナ			05056	5104	00nan	14.0	199533100306
4	7	9	---	4	1993101848	牡	3	482.0	-4.0	54	76.8	1.1/2			00439	845	00nan	8.4	199533100306
5	5	5	---	7	1993101366	牡	3	458.0	4.0	54	76.9	3/4			05141	5158	00nan	5.6	199533100306
6	2	2	---	11	1993102201	セ	3	390.0	-2.0	54	77.1	1.1/2			05090	5104	00nan	0.0	199533100306
7	8	11	---	10	1993102594	牡	3	506.0	24.0	54	77.3	1			00579	863	00nan	0.0	199533100306
8	6	7	---	2	1993108438	牡	3	488.0	0.0	54	77.7	2.1/2			05059	5105	00nan	0.0	199533100306
9	3	3	---	9	1993103220	牝	3	406.0	16.0	53	78.8	5			0中井博一	5162	00nan	0.0	199533100306
10	5	6	---	8	1993108372	牡	3	502.0	2.0	54	79.7	4			0柳澤好美	887	00nan	0.0	199533100306
11	7	10	---	12	1993108018	牝	3	424.0	8.0	53	79.7	クビ			00國信滿	5055	00nan	0.0	199533100306
12	4	4	---	3	1993104072	牝	3	454.0	-6.0	53	82.4	大			05103	5158	00nan	0.0	199533100306
1	2	2	---	6	1993104365	牡	3	458.0	2.0	54	111.5	0			00579	863	00nan	70.0	199533100308
2	7	8	---	1	1993101971	牡	3	470.0	-4.0	54	111.6	3/4			05059	864	00nan	21.0	199533100308
3	3	3	---	5	1993100616	牡	3	422.0	0.0	54	112.2	3			0對馬宏昭	5105	00nan	14.0	199533100308
4	6	6	---	4	1993102414	牡	3	428.0	8.0	54	112.3	1/2			0柳澤好美	5061	00nan	8.4	199533100308
5	7	7	---	2	1993102359	牡	3	470.0	0.0	54	112.4	1/2			00837	885	00nan	5.6	199533100308
6	8	9	---	3	1993107691	牡	3	432.0	-6.0	54	112.9	3			05055	5055	00nan	0.0	199533100308
7	1	1	---	8	1993101855	牝	3	448.0	-6.0	53	113.0	1/2			05096	5094	00nan	0.0	199533100308
8	8	10	---	7	1993101049	セ	3	448.0	-8.0	54	114.2	6			05054	5162	00nan	0.0	199533100308
9	4	4	---	10	1993108940	牡	3	462.0	8.0	54	115.7	7			00402	845	00nan	0.0	199533100308
10	5	5	---	9	1993109336	牡	3	456.0	8.0	54	118.3	大			05073	862	00nan	0.0	199533100308
1	8	10	---	1	1992103118	牡	4	470.0	-2.0	55	115.5	0			00575	863	00nan	190.0	199533100310
2	3	3	---	2	1990100843	牡	6	436.0	0.0	56	115.9	2			05089	5162	00nan	57.0	199533100310
3	8	11	---	7	1990104653	牝	6	492.0	-6.0	55	115.9	クビ			0柳澤好美	864	00nan	38.0	199533100310
4	5	5	---	8	1990107410	牡	6	498.0	6.0	56	115.9	クビ			00841	844	00nan	22.8	199533100310
5	2	2	---	3	1991103402	牝	5	486.0	-6.0	55	116.1	1.1/2			05059	887	00nan	15.2	199533100310
6	4	4	---	5	1989105413	牡	7	498.0	0.0	55	117.3	6			00837	5095	00nan	0.0	199533100310
7	6	7	---	9	1992109410	牝	4	454.0	-2.0	54	117.3	クビ			05056	887	00nan	0.0	199533100310
8	7	9	---	6	1990106631	牝	6	466.0	0.0	55	118.0	4			00403	5085	00nan	0.0	199533100310
9	7	8	---	4	1991108618	牡	5	446.0	-4.0	56	118.5	3			05021	5021	00nan	0.0	199533100310
10	1	1	---	11	1990104156	牡	6	494.0	-2.0	56	119.4	4			05026	5056	00nan	0.0	199533100310
11	6	6	---	10	1991108450	牝	5	436.0	0.0	55	119.6	1			00國信滿	846	00nan	0.0	199533100310
1	3	3	---	1	1993108460	牡	3	518.0	2.0	54	74.4	0			0柳澤好美	864	00nan	80.0	199533101907
2	4	4	---	7	1993103106	牝	3	500.0	4.0	53	75.1	3			05059	886	00nan	24.0	199533101907
3	8	9	---	6	1993105236	牡	3	460.0	-2.0	54	75.2	1/2			05054	5087	00nan	16.0	199533101907
4	8	10	---	5	1993104042	牝	3	422.0	-6.0	53	75.3	1/2			05103	5226	00nan	9.6	199533101907
5	7	8	---	4	1993102267	牡	3	454.0	-2.0	54	75.7	2.1/2			00403	844	00nan	6.4	199533101907
6	2	2	---	8	1993102781	牝	3	446.0	4.0	54	76.1	2			00402	5105	00nan	0.0	199533101907
7	6	6	---	9	1993101628	牡	3	492.0	4.0	55	76.1	ハナ			00439	845	00nan	0.0	199533101907
8	5	5	---	3	1993106681	牝	3	490.0	6.0	54	76.2	1/2			00837	5095	00nan	0.0	199533101907
9	1	1	---	2	1993107964	牡	3	456.0	0.0	54	77.2	5			05089	5173	00nan	0.0	199533101907
10	7	7	---	10	1993102497	牝	3	426.0	-8.0	53	86.8	大			05055	5055	00nan	0.0	199533101907
1	7	8	---	2	1993103186	牡	3	494.0	-4.0	55	74.0	0			00575	00863	00nan	95.0	199533101910
2	8	10	---	4	1993105064	牡	3	440.0	0.0	54	74.2	3/4			00439	05021	00nan	28.5	199533101910
3	5	5	---	1	1993106284	牡	3	468.0	-2.0	54	74.5	1.1/2			00403	05093	00nan	19.0	199533101910
4	2	2	---	5	1993101204	牡	3	472.0	0.0	54	75.5	5			05096	00843	00nan	11.4	199533101910
5	4	4	---	9	1993102303	牝	3	442.0	0.0	53	75.7	1			05056	[他] 北川數男	00nan	7.6	199533101910
6	7	7	---	3	1993109640	牝	3	454.0	-2.0	53	76.2	3			05059	05226	00nan	0.0	199533101910
7	1	1	---	7	1993104365	牡	3	462.0	4.0	54	76.5	1.1/2			00579	00863	00nan	0.0	199533101910
8	8	9	---	6	1993105253	牝	3	410.0	-2.0	53	76.9	2			0沼澤英知	[他] 塚本哲雄	00nan	0.0	199533101910
9	6	6	---	10	1993108937	牝	3	404.0	-2.0	53	77.2	1.1/2			05144	05173	00nan	0.0	199533101910
