waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016100264	ピースアンドラヴ			a01b1	廣瀬航	a02cf	保利良平	456	-5
2	2	2016104209	イントゥアドリーム			05530	杉浦健太	05644	三宅直之	450	-1
3	3	2016104015	ヴァージンスマイル			a0489	佐々木世	05639	小牧毅	480	-9
4	4	2017102379	ロードアルビオン			05597	鴨宮祥行	a02ca	橋本忠明	429	0
5	5	2017104653	サンデージュピター			05217	田中学	05623	栗林徹治	487	-4
6	6	2014103794	アグネスフォース			00815	川原正一	05427	稻田彰宏	511	6
7	7	2017105847	エイシンハンニバル			a0395	永井孝典	05744	渡瀬寛彰	462	4
7	8	2016102455	アオカチ			05364	大山真吾	05482	茂崎正善	499	2
8	9	2017101251	ディーシャイン			05581	松木大地	a03c4	西川進也	518	0
8	10	2012100258	ヴェリタスキング			a024c	中田貴士	05478	野田忍	487	-1
